,identifier,parent_id,question
61,S112.Q61,S112,"When promotions are made in the company, how often do they go to the men who deserve them most?"
62,S112.Q62,S112,Do you think those who recommend and decide on promotions in your company really know which men are best qualified for promotion?
63,S112.Q63,S112,Which of the following do you think would be the biggest help in getting a promotion in your outfit?
64,S112.Q64,S112,In your outfit when a man breaks a rule or disobeys an order does he usually get what he has coming to him?
65,S112.Q65,S112,Do you think your officers are interested in your personal welfare?
66,S112.Q66,S112,Do you think that your non-coms are interested in your personal welfare?
67,S112.Q67.n,S112,"Suppose you were company commander and had full authority to do any thing you thought would make the Company A better fighting unit. what changes, if any, would you make?"
68,S112.Q68,S112,What sort of opinion do you have of the English people?
69,S112.Q69,S112,What sort of opinion do you have of the Irish people?
70,S112.Q70,S112,After the war do you think that you will be very much concerned about the major problems that face groups of people outside the circle of your own family and friends?
71,S112.Q71,S112,"Do you think of any group of people in the U.S. (whether occupational, racial, or religious, etc.) for whom you feel a particular dislike? If yes, what group or groups?"
72,S112.Q72,S112,Are your mess facilities and food about as good as they could be under present circumstances?
73,S112.Q73,S112,Are your housing and sanitary conditions about as good as they could be under present circumstances?
74,S112.Q74,S112,Is your medical service about as good as it could be under the circumstances?
75,S112.Q75,S112,Is your dental service about as good as it could be under the circumstances?
76,S112.Q76,S112,Are you getting about as much time-off (furloughs and passes) as you should have under present circumstances?
77,S112.Q77,S112,Is the transportation provided from your camp to town about as good as it could be under present circumstances?
78,S112.Q78,S112,Are your recreation and entertainment needs about as well taken care of as they could be under present circumstances?
79,S112.V79,S112,Identification of organizations within the Fifth Division:
80,S112.V80,S112,Serial number identification: ANP
81,S115B.Q1,S115B,What is your Army rank or grade?
82,S115B.Q2,S115B,How old were you on your last birthday?
83,S115B.Q3,S115B,How far did you go in school?
84,S115B.Q4,S115B,In what state of the United States did you spend most of the last five years of your civilian life before you came into the Army? E. Section:
85,S115B.Q5,S115B,Where were you living most of the last five years of your civilian life before you came into the Army?
86,S115B.Q6,S115B,Are you:
87,S115B.Q7,S115B,What branch of the Army are you in now?
88,S115B.Q8,S115B,"If you had a choice, which one of these branches of the Army would you like to be in?"
89,S115B.Q9,S115B,How did you come into the Army?
90,S115B.Q10,S115B,"How long have you been in the Army? P. If you have been in the Army before, then were out for a while, just check the length of time since you entered this last time. If you were in the National Guard, check the length of time since your outfit came into the Army."
91,S115B.Q11,S115B,"How many months have you been stationed in the Caribbean area (covering Panama Canal Department, and Antilles Department - which includes the Puerto Rican Department, and Trinidad sector and base command)? ANP (months)"
92,S115B.Q12,S115B,Are you now stationed at a post or outlying position?
93,S115B.V12A,S115B,Explanation of post:
94,S115B.Q13,S115B,How many months in all have you been at your present post or position where you are now stationed? (leave out the months you may have been stationed away from your post or position.) ANP (months)
95,S115B.Q14,S115B,"If every man were given a 30-day furlough to the states once a year, how long, in your opinion, could a man stay in the tropics and still do his job well?"
96,S115B.Q15,S115B,"Would you like it better or worse if your outfit moved around every six months or so, to some other place within this tropical area?"
97,S115B.Q16A.n,S115B,What is the job you are doing in the Army called?
98,S115B.Q16B.n,S115B,Just what kind of work do you do?
99,S115B.Q17,S115B,How interested are you in your Army job?
100,S115B.Q18,S115B,Would you change to some other Army job if given a chance?
101,S115B.Q19,S115B,"Considering everything, do you think the Army does all it can to provide interesting things for you to do in your off-duty time?"
102,S115B.Q20,S115B,"In general, what sort of a time do you have in the Army?"
103,S115B.Q21,S115B,Do you usually feel that what you are doing in the Army is worthwhile or not?
104,S115B.Q22,S115B,"On the whole, do you think the Army is giving you a chance to show what you can do?"
105,S115B.Q23,S115B,"Would you say that most of the men in your outfit usually put all they have into their Army duties, or do they usually work just hard enough to get by?"
106,S115B.Q24,S115B,"How about you, yourself - would you honestly say that you usually put all you have into your Army duties, or do you usually work just hard enough to get by?"
107,S115B.Q25,S115B,"In general, how would you say you feel most of the time, in good spirits or in low spirits?"
108,S115B.Q26,S115B,"If it were up to you to choose, do you think you could do more for your country as a soldier or as a worker in a war job?"
109,S115B.Q27,S115B,"Since you have been in this area, have you ever had a furlough of any kind? (include regular, emergency, local furloughs, and furloughs to the U.S.)"
110,S115B.Q28,S115B,"Under the circumstances, what do you think about the way furloughs have been handled in this area?"
111,S115B.Q29,S115B,"In case you needed an emergency furlough, what do you think your chances would be of getting one, if it had already been looked into and approved by the Red Cross?"
112,S115B.Q30,S115B,"According to the present policy, how many months does a man have to spend in this area before he can be reassigned?"
113,S115B.Q31,S115B,"If you were sent home on furlough and then given your choice of asking for reassignment or coming back here for another 6 months, which would you do?"
114,S115B.Q32,S115B,"When you have put in the amount of time required by the Army for reassignment, do you think that the Army will or will not keep its promise to send you back to the United States for reassignment?"
115,S115B.Q33,S115B,Are you in better or worse physical condition now than you were when you first came into this area?
116,S115B.Q34.n,S115B,"Since you have been here, you probably heard many reasons why men don't get more furloughs. What do you personally think are the reasons?"
117,S115B.Q35,S115B,Do you think the equipment of the American Army is better or worse than the equipment of the Japanese Army?
118,S115B.Q36,S115B,Which comes closest to your idea of how hard it is going to be to beat the Japanese?
119,S115B.Q37,S115B,How do you feel about the possibility of this area being attacked by Germany or by Japan before the end of the war?
120,S115B.Q38,S115B,"If you think the enemy might attack this area, what kind of attack do you think would be most likely?"
121,S115B.Q39,S115B,"From what you have seen of our fighting equipment in your area, how do you think it would do against an enemy attack?"
122,S115B.Q40.n,S115B,In what way do you think the destruction of the Panama Canal would interfere with our war effort?
123,S115B.Q41,S115B,"In general, do you think civilians back home in the United States are trying to do everything they possibly can to back up the armed forces?"
124,S115B.Q42.n,S115B,Do you think workers in war industries should or should not be allowed to strike?
125,S115B.Q43.n,S115B,"What, in your opinion, should be done with strikers in war industries?"
126,S115B.Q44,S115B,Do you ever worry about how well your family is getting along back home?
127,S115B.Q45,S115B,Up to now has the war made things better or worse financially for your family back home?
128,S115B.Q46,S115B,How are the soldiers in your area usually treated by civilians?
129,S115B.Q47A,S115B,"If you had your choice, what kind of an outfit would you rather be in?"
130,S115B.Q47B,S115B,"Where would you like this outfit you just chose, to serve?"
131,S115B.Q48,S115B,"Considering their responsibilities, how do you feel about the privileges and breaks that officers where you are stationed get?"
132,S115B.Q49,S115B,How many of your officers really know their stuff?
133,S115B.Q50,S115B,How many of your officers take a personal interest in their men?
134,S115B.Q51,S115B,How many of your officers are the kind who are willing to go through anything they ask their men to go through?
135,S115B.Q52,S115B,How many of your officers are the kind you would want to serve with under combat conditions?
136,S115B.Q53,S115B,What do you think of the non-coms in your outfit?
137,S115B.Q54,S115B,Some non-coms (reassignment non-coms) are shipped down from the United States rather than picked from the outfits here. how do you feel about this policy?
138,S115B.Q55,S115B,What do you think your chances are of being sent into an active combat zone before the end of the war?
139,S115B.Q56,S115B,Do you think that the punishment (company punishment) given in your outfit is fair or unfair?
140,S115B.Q57,S115B,"Do you feel that most men in your outfit are well enough trained, or not well enough trained, to go into an active combat zone in the near future?"
141,S115B.Q58,S115B,Check the statement below which in your opinion tells what sort of a record a soldier must have before he can get a good conduct ribbon.
142,S115B.Q59,S115B,Do you feel that you are entitled to receive a good conduct ribbon for your service in this area?
143,S115B.Q60,S115B,Are the good conduct ribbons men receive in your outfit given out fairly or not?
144,S115B.Q61A,S115B,What weapon are you armed with?
145,S115B.Q61B,S115B,What is your qualification with the weapon you checked above?
146,S115B.Q62,S115B,"If you could be given an extra hour of free time every day, on which one of the following things do you think you would spend the most of this extra time?"
147,S115B.Q63,S115B,How often do you go to a U.S.O. Club near where you are now stationed?
148,S115B.Q64.n,S115B,Are there any reasons why you don't go to a U.S.O. Club more often than you do?
149,S115B.Q65,S115B,Do you think most M.P.'s in town treat soldiers fairly or unfairly?
150,S115B.Q66A,S115B,Have you ever received company punishment in your present outfit? (company punishment is authorized by the 104th article of war.)
151,S115B.Q66B1,S115B,Did your Commanding Officer personally notify you of the punishment?
152,S115B.Q66B2,S115B,"Did he, or anyone else, explain your rights to appeal to the next higher commander?"
153,S115B.Q66B3,S115B,In your outfit does it sometimes happen that men are just notified of their company punishment without ever having had a hearing?
154,S115B.Q66B4,S115B,In your outfit does it sometimes happen that men are given restriction for a period of more than seven days as company punishment?
155,S115B.Q67,S115B,Many Army correspondence courses cost ...?
156,S115B.Q68,S115B,In order to get credit a man must complete an Army correspondence course within ...?
157,S115B.Q69,S115B,Most Army correspondence courses are offered in such subjects as ...?
158,S115B.Q70,S115B,Army correspondence courses are open to ...?
159,S115B.Q71A,S115B,"Does your outfit have enough athletic equipment (baseballs, bats, horseshoes, etc.)?"
160,S115B.Q71B,S115B,"Does your outfit have enough places (fields, courts, etc.) to play athletic games?"
161,S115B.Q72,S115B,"How many hours each week, on the average, do you listen to the radio?"
162,S115B.Q73,S115B,Do you have a personal radio of your own where you are stationed?
163,S115B.Q74A,S115B,How far from your barracks is the radio that you now listen to most often?
164,S115B.Q74B,S115B,Who does this radio belong to?
165,S115B.Q74C,S115B,Does this radio operate on standard or shortwave?
166,S115B.Q75.n,S115B,Please list below the call letters or names and city location of the radio stations whose broadcasts you now listen to most often.
167,S115B.Q76,S115B,How do you usually feel about the Army food you are getting?
168,S115B.Q77A,S115B,For breakfast?
169,S115B.Q77B,S115B,For dinner?
170,S115B.Q77C,S115B,For supper?
171,S115B.Q78,S115B,When your food is served is it usually fresh and hot?
172,S115B.Q79.n,S115B,"What kinds of food, if any, would you like more of?"
173,S115B.Q80.n,S115B,"What kinds of food, if any, would you like less of?"
174,S115B.Q81,S115B,Have you ever been to dinner or supper in a civilian home since you have been where you are now stationed?
175,S115B.Q82,S115B,"Have you ever seen an Army ""Newsmap"" where you are now stationed?"
176,S115B.Q83,S115B,"How often do you see a new copy of the ""Army Hit Kit""?"
177,S115B.Q84A,S115B,"If evening study classes were held in your outfit, in your off-duty time, one hour a night, two nights a week, with instructors who knew their stuff, do you think you would take a class regularly in some subject for the next six months?"
178,S115B.Q84B.n,S115B,Which of the following evening classes do you think you would be interested in taking?
179,S115B.Q85A,S115B,"Do you know of any post regulation, regimental regulation, or other regulation which authorizes an enlisted man having a complaint or grievance to present the matter directly to his regimental or separate battalion commander without permission of his organization commander if his organization commander has already heard his complaint or grievance and the enlisted man is not satisfied with the decision?"
180,S115B.Q85B,S115B,"If you do not know of any regulation like that described above, do you think it would be a good idea to have such a post or regimental regulation?"
181,S115B.Q86.n,S115B,"Long as this questionnaire is, it does not cover everything. the space below is for any comments, suggestions, questions, or gripes that you would like to make."
182,S115B.V87,S115B,Schedule:
183,S115B.V88,S115B,Post:
184,S115B.V89,S115B,Serial numbers within each post:
185,S115B.V90,S115B,Major command identification:
186,S101D.Q1,S101D,What is your rank?
187,S101D.Q2,S101D,How long have you been in your present rank?
188,S101D.Q3,S101D,Are you:
189,S101D.Q4,S101D,How long have you been overseas?
190,S101D.Q5.1,S101D,What month and year did you join this outfit? E. Month:
191,S101D.Q5.2,S101D,S101dq5. what month and year did you join this outfit? E. Year:
192,S101D.Q6A.n,S101D,Give the approximate date of the first time you came under enemy fire.
193,S101D.Q6B,S101D,"About how many days altogether, have you been in combat not counting the days you've spent back of the line or away from the front? ANP (actual number days)"
194,S101D.Q7,S101D,What branch of the Army are you in now?
195,S101D.Q8,S101D,"If you had a choice, which one of these branches of the Army would you like to be in?"
196,S101D.Q9A,S101D,Are you:
197,S101D.Q9B,S101D,If you had a chance to choose would you rather be a line officer or a staff officer?
198,S101D.Q9C,S101D,Who have a better chance for promotion?
199,S101D.Q9D,S101D,How do you feel about the comparative promotion opportunities of line officers and staff officers?
200,S101D.Q10.n,S101D,"Aside from a chance to return home, what in your opinion would help most to raise the morale in your company even higher than it may be now?"
201,S101D.Q11,S101D,How much of the time you were in combat were you a member of the company you are now in?
202,S101D.Q12,S101D,About how many battle casualties (killed and wounded) has your present company had since you first went into combat with it?
203,S101D.Q13,S101D,"In general, how would you say you feel most of the time, in good spirits or in low spirits?"
204,S101D.Q14,S101D,How do you feel about the importance of the rifleman's job in modern battle?
205,S101D.Q15,S101D,What sort of teamwork did the men in your company show in actual battle?
206,S101D.Q16,S101D,Do you usually feel that what you are doing in the Army is worthwhile or not?
207,S101D.Q17,S101D,"When you were fighting in a particular battle, did you ever have the feeling that it wasn't worth the cost?"
208,S101D.Q18,S101D,"While you were at the battle front, did your leaders explain the whole battle so you could see just how your company's part fitted into the campaign as a whole?"
209,S101D.Q19,S101D,"While you were in combat, did you feel that the troops in the rear, in general, were doing as much as they could under the circumstances, for the men who were doing the fighting?"
210,S101D.Q20,S101D,Did you receive any of the following decorations?
211,S101D.Q21A,S101D,How do you feel about the way in which the Silver Star is awarded to enlisted men?
212,S101D.Q21B,S101D,Do you know any enlisted men who deserved Silver Stars but did not get them?
213,S101D.Q22,S101D,In general would you say that battle fighting became more frightening or less frightening the more you saw of it?
214,S101D.Q23,S101D,Which of the following statements best tells the way you would feel about going back into actual battle?
215,S101D.Q24,S101D,Are you ever worried and upset?
216,S101D.Q25,S101D,"In general, what sort of a time do you have in the Army?"
217,S101D.Q26A,S101D,Do you think that the equipment of the American Army is better or worse than the equipment of the Japanese Army?
218,S101D.Q26B,S101D,If you think some Japanese weapons are better than ours what are they?
219,S101D.Q27,S101D,Think of all the men in your platoon (or equivalent unit) just before you went into action for the first time. Now think of the one man who had served the most time in the guardhouse. How did he do in actual battle as compared with other men in the platoon?
220,S101D.Q28,S101D,How many of the non-coms in your outfit are the kind you would want serving under you in combat?
221,S101D.Q29,S101D,"If some of the non-coms you have are not the kind you would want in combat, why haven't you replaced them?"
222,S101D.Q30A,S101D,How many of the officers in your company (or battery) are the kind you would want to serve with in combat?
223,S101D.Q30B,S101D,How many of the men in your company are the kind you would want serving under you in combat?
224,S101D.Q30C,S101D,How many of the officers in your company (or battery) are the kind who are willing to go through anything they ask their men to go through?
225,S101D.Q30D,S101D,How many of the officers in your company (or battery) take a personal interest in their men?
226,S101D.Q31A,S101D,Hesitancy of officers to take necessary personal risks?
227,S101D.Q31B,S101D,Underestimation of the fighting ability of the enemy?
228,S101D.Q31C,S101D,Inability of company officers to make mission clear to the men?
229,S101D.Q31D,S101D,Fatigue of troops from being kept in combat too long?
230,S101D.Q31E,S101D,Every man for himself instead of teamwork?
231,S101D.Q31F,S101D,Lack of necessary weapons and tools?
232,S101D.Q31G,S101D,Poor leadership by noncoms?
233,S101D.Q31H,S101D,Lack of conviction of what we are fighting for?
234,S101D.Q31I,S101D,Failure of company officers to understand orders from above?
235,S101D.Q31J,S101D,Lack of self-confidence among own men?
236,S101D.Q31K,S101D,Poor discipline in combat?
237,S101D.Q31L,S101D,Inadequate communication with other companies and with higher Headquarters?
238,S101D.Q31M,S101D,"Lack of food, clothing or personal equipment for men?"
239,S101D.Q31N,S101D,Hesitancy of enlisted men to take necessary personal risks?
240,S101D.Q31O,S101D,Poor judgment by company officers in combat?
241,S101D.Q31P,S101D,Fear on the part of officers which transmitted itself to the men?
242,S101D.Q31Q,S101D,Insufficient care for personal needs of the men?
243,S101D.Q31R,S101D,Inadequate reconnaissance of enemy positions?
244,S101D.Q31S,S101D,Lack of endurance due to poor physical condition?
245,S101D.Q31T,S101D,Inadequate training of our troops for combat?
246,S101D.Q32,S101D,Do you ever get the feeling that this war is not worth fighting?
247,S101D.Q33,S101D,Do you think there will be another war in the next 25 years or so?
248,S101D.Q34,S101D,"After the war is over, do you think the United States will be a better place or a worse place to live in than it was before the war?"
249,S101D.Q35A,S101D,Which comes closest to your idea of how hard it is going to be to beat the Germans?
250,S101D.Q35B,S101D,Which comes closest to your idea of how hard it is going to be to beat the Japanese?
251,S101D.Q36A,S101D,Tactical Air Force?
252,S101D.Q36B,S101D,Medical troops?
253,S101D.Q36C,S101D,Quartermaster troops?
254,S101D.Q36D,S101D,Ordnance troops?
255,S101D.Q36E,S101D,Engineer troops?
256,S101D.Q36F,S101D,Artillery?
257,S101D.Q36G,S101D,Tanks?
258,S101D.Q36H.n,S101D,Parachutists?
259,S101D.Q36I,S101D,Infantry?
260,S101D.Q36J,S101D,Marines?
261,S101D.Q37A,S101D,"Before you went into combat for the first time, how much confidence did you have in your men?"
262,S101D.Q37B,S101D,"Did you have more or less confidence in your men, the more times your outfit went into combat?"
263,S101D.Q38,S101D,Did supplies you much wanted or needed at the front ever fail to reach you?
264,S101D.Q39,S101D,"Have you listened to Radio Tokyo? If yes, how did you feel about the radio propaganda?"
265,S101D.Q40A,S101D,What would you like to see happen to the Japanese after the war?
266,S101D.Q40B,S101D,What would you like to see happen to the Germans after the war?
267,S101D.Q41.n,S101D,"On the basis of your experience in amphibious warfare, what suggestions have you to offer about how men can be mentally conditioned in the U.S. for amphibious warfare?"
268,S101D.Q42,S101D,"In general, did you usually feel more scared before going into combat, during combat, or after combat?"
269,S101D.Q43A,S101D,Violent pounding of the heart?
270,S101D.Q43B,S101D,Sinking feeling in the stomach?
271,S101D.Q43C,S101D,Feeling of weakness or feeling faint?
272,S101D.Q43D,S101D,Feeling sick at the stomach?
273,S101D.Q43E,S101D,Cold sweat?
274,S101D.Q43F,S101D,Vomiting?
275,S101D.Q43G,S101D,Shaking or trembling all over?
276,S101D.Q43H,S101D,Urinating in pants?
277,S101D.Q43I,S101D,Losing control of bowels?
278,S101D.Q43J,S101D,Feeling of stiffness?
279,S101D.Q44,S101D,"In your opinion, what should be done with men who crack up in action, that is, men who get shell-shocked, blow their tops, go haywire?"
280,S101D.Q45A.n,S101D,Think of the time when you had the worst scare you ever had under fire. What made you scared?
281,S101D.Q45B.n,S101D,What helped you to snap out of it?
282,S101D.Q46.n,S101D,"When the going is tough for your men, what do you think are the incentives which keep them fighting?"
283,S101D.Q47A,S101D,"When the going was tough, how much did it help you to think that you had to finish the job in order to get home again?"
284,S101D.Q47B,S101D,"When the going was tough, how much did it help you to think that you could not let the other men down?"
285,S101D.Q47C,S101D,"When the going was tough, how much did it help you to think of what we are fighting for?"
286,S101D.Q47D,S101D,"When the going was tough, how much were you helped by thoughts of hatred for the enemy?"
287,S101D.Q47E,S101D,When the going was tough how much did prayer help you?
288,S101D.Q48A.n,S101D,What things have you ever done which you are pretty sure helped to make your men less afraid just before going into action or during action?
289,S101D.Q48B.n,S101D,"What things have you tried, in order to make your men less afraid, which in your opinion did not work?"
290,S101D.Q49,S101D,"Consider the following statement: ""company officers who have showed little concern for the welfare of their men before combat often turn out to be successful leaders of men in battle."" What have you observed on this point?"
291,S101D.Q50A,S101D,Do you think you were in tough enough physical condition at the time you went into your first battle?
292,S101D.Q50B,S101D,"In general, what sort of physical condition would you say you are in at the present time?"
293,S101D.Q50C,S101D,Do you think your men were in tough enough physical condition at the time you went into your first battle?
294,S101D.Q50D,S101D,"In general, what sort of physical condition would you say your men are in at the present time?"
295,S101D.Q51A,S101D,Do you think the Army tried hard enough to get good food to you at the battle front?
296,S101D.Q51B,S101D,Do you think the Army tried hard enough to get mail regularly to you at the battle front?
297,S101D.Q52.n,S101D,"On the basis of your actual combat experience, what improvements do you think could be made in existing methods of training men under simulated battle conditions?"
298,S101D.Q53A,S101D,Is there any type of training you think new troops should be getting more of before being sent into your outfit as replacements?
299,S101D.Q53B,S101D,Is there any type of training which you think new troops get too much of because it does not help in battle?
300,S101D.Q54A,S101D,"""I want very much to get into it as soon as possible?"" E. Officers, estimate: percentage of enlisted men who would choose this statement as their attitude. ANP (actual number percentages)"
301,S101D.Q54B,S101D,"""I am ready to go anytime?"" E. Officers, estimate: percentage of enlisted men who would choose this statement as their attitude. ANP (actual number percentages)"
302,S101D.Q54C,S101D,"""I hope I won't have to go but if I do I think I will do all right?"" E. Officers, estimate: percentage of enlisted men who would choose this statement as their attitude. ANP (actual number percentages)"
303,S101D.Q54D,S101D,"""I hope I won't have to go because I don't think I would do very well?"" E. Officers, estimate: percentage of enlisted men who would choose this statement as their attitude. ANP (actual number percentages)"
304,S101D.Q54E,S101D,"None of the above fits (enlisted man would write in his own statement) E. Officers, estimate: percentage of enlisted men who would choose this statement as their attitude. ANP (actual number percentages)"
305,S101D.Q55A,S101D,"Before you went into combat for the first time, how much confidence did you have in yourself?"
306,S101D.Q55B,S101D,"Did you have more or less confidence in yourself, the more times you went into combat?"
307,S101D.Q56,S101D,"If the Germans were to offer to stop fighting now and to give up all the countries and territory they have taken over, what do you think we should do?"
308,S101D.Q57,S101D,"If the Japanese were to offer to stop fighting now and to give up all the countries and territory they have taken over, what do you think we should do?"
309,S101D.Q58.1,S101D,During the past month which two of the following have worried or bothered you most?
310,S101D.Q58.2,S101D,During the past month which two of the following have worried or bothered you most?
311,S101D.Q58.3,S101D,During the past month which two of the following have worried or bothered you most?
312,S101D.Q58.4,S101D,During the past month which two of the following have worried or bothered you most?
313,S101D.Q58.5,S101D,During the past month which two of the following have worried or bothered you most?
314,S101D.Q58.6,S101D,During the past month which two of the following have worried or bothered you most?
315,S101D.Q58.7,S101D,During the past month which two of the following have worried or bothered you most?
316,S101D.Q58.8,S101D,During the past month which two of the following have worried or bothered you most?
317,S101D.Q58.9,S101D,During the past month which two of the following have worried or bothered you most?
318,S101D.Q58.10,S101D,During the past month which two of the following have worried or bothered you most?
319,S101D.Q58.11,S101D,During the past month which two of the following have worried or bothered you most?
320,S101D.Q58.12,S101D,During the past month which two of the following have worried or bothered you most?
321,S101D.Q58.13,S101D,During the past month which two of the following have worried or bothered you most?
322,S101D.Q59,S101D,How do you feel about the job Special Service did for the men when they came out of battle?
323,S101D.Q60A,S101D,"All told, from the time he leaves the United States to the time he returns, about how long do you think the average combat soldier (who has been through the fighting which your division has been through) can remain overseas before his physical efficiency becomes so low that it seriously impairs his value as a soldier?"
324,S101D.Q60B,S101D,"All told, from the time he leaves the United States to the time he returns, about how long do you think the average combat soldier (who has been through the fighting which your division has been through) can remain overseas before his morale becomes so low that it seriously impairs his value as a soldier?"
325,S101D.Q61A.1,S101D,"Suppose you were permitted to send a few able-bodied enlisted men from your company home to the United States under a rotation program. Taking into account the effects on the general morale, which of the following types of men would you give preference to? E. First preference:"
326,S101D.Q61A.2,S101D,"Suppose you were permitted to send a few able-bodied enlisted men from your company home to the United States under a rotation program. Taking into account the effects on the general morale, which of the following types of men would you give preference to? E. Second preference:"
327,S101D.Q61B,S101D,Do you think it would be a good idea or a poor idea to choose men by lot to be returned to the United States under a rotation program?
328,S101D.Q62.n,S101D,If you have any further remarks to make on any subject relating to your combat experience please write them below as fully as you like:
329,S101D.V63,S101D,Identification of sample groups within the 7th Infantry Division:
330,S63G.Q1,S63G,What is your Army rank or grade?
331,S63G.Q2,S63G,How old were you on your last birthday?
332,S63G.Q3,S63G,How far did you go in school?
333,S63G.Q4,S63G,In what state of the United States did you spend most of the last five years of your civilian life before you came into the Army? E. Section:
334,S63G.Q5,S63G,Where were you living most of the last five years of your civilian life before you came into the Army?
335,S63G.Q6.x,S63G,"Are you single, married, divorced or separated, or widowed? F. If married: Q.7. Were you married before or after entering the Army?"
336,S63G.Q8,S63G,How many children do you have?
337,S63G.Q9,S63G,Is your wife now expecting a baby?
338,S63G.Q10,S63G,How did you come into the Army?
