,CARD,DECK,BALLOT,S193.Q1,S193.Q2,S193.Q3,S193.Q4,S193.Q5,S193.Q6,S193.Q7,S193.Q8,S193.Q9,S193.Q10,S193.Q11A,S193.Q11B,S193.Q12,S193.Q13,S193.Q14,S193.Q15,S193.Q16,S193.Q17,S193.Q18,S193.Q19,S193.Q20,S193.Q21,S193.Q22,S193.Q23,S193.Q24,S193.Q25,S193.Q26,S193.Q27,S193.Q28A,S193.Q28B.1,S193.Q28B.2,S193.Q28B.3,S193.Q28B.4,S193.Q28B.5,S193.Q28B.6,S193.Q28B.7,S193.Q28B.8,S193.Q28B.9,S193.Q28B.10,S193.Q28B.11,S193.Q29,S193.Q30,S193.Q31,S193.Q32.1,S193.Q32.2,S193.Q32.3,S193.Q32.4,S193.Q32.5,S193.Q32.6,S193.Q32.7,S193.Q32.8,S193.Q32.9,S193.Q32.10,S193.Q32.11,S193.Q32.12,S193.Q33A,S193.Q33B.n,S193.Q34,S193.Q35,S193.Q36,S193.Q37,S193.Q38,S193.Q39,S193.Q40,S193.Q41,S193.Q42A,S193.Q42B.n,S193.Q43A,S193.Q43B.n,S193.Q44A,S193.Q44B.n,S193.Q45,CARD..1,DECK..1,BALLOT..1,S193.Q46,S193.Q47,S193.Q48.1,S193.Q48.2,S193.Q48.3,S193.Q48.4,S193.Q48.5,S193.Q48.6,S193.Q48.7,S193.Q48.8,S193.Q48.9,S193.Q48.10,S193.Q48.11,S193.Q48.12,S193.Q49,S193.Q50,S193.Q51,S193.Q52,S193.Q53,S193.Q54,S193.Q55,S193.Q56.n,S193.V57,S193.V58,S193.V59
263,1.0,193.0,264.0,1.0,3.0,7.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,264.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,0.0,,6.0,1167.0,2.0
264,1.0,193.0,265.0,2.0,0.0,0.0,2.0,10.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,7.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,265.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,3.0,2106.0,3.0
265,1.0,193.0,266.0,2.0,10.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,3.0,3.0,4.0,2.0,7.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,266.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,,5.0,1230.0,1.0
266,1.0,193.0,267.0,1.0,7.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,3.0,3.0,2.0,2.0,7.0,1.0,,2.0,,2.0,,1.0,2.0,193.0,267.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,,11.0,1140.0,1.0
267,1.0,193.0,268.0,3.0,8.0,6.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,0.0,2.0,3.0,3.0,1.0,0.0,7.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,268.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,1.0,,5.0,1110.0,1.0
268,1.0,193.0,269.0,2.0,9.0,6.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,2.0,,3.0,2.0,193.0,269.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,,12.0,1129.0,1.0
269,1.0,193.0,270.0,2.0,8.0,8.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,,2.0,,2.0,,1.0,2.0,193.0,270.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,1.0,,11.0,2108.0,1.0
270,1.0,193.0,271.0,1.0,10.0,7.0,3.0,10.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,271.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,,9.0,1109.0,2.0
271,1.0,193.0,272.0,3.0,5.0,6.0,4.0,9.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,272.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,6.0,2159.0,3.0
272,1.0,193.0,273.0,1.0,7.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,1.0,3.0,1.0,3.0,7.0,2.0,,2.0,,2.0,,3.0,2.0,193.0,273.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,,6.0,1137.0,1.0
273,1.0,193.0,274.0,1.0,10.0,5.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,274.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,,3.0,2108.0,3.0
274,1.0,193.0,275.0,3.0,9.0,6.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,275.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,,11.0,1131.0,1.0
275,1.0,193.0,276.0,1.0,10.0,3.0,2.0,9.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,6.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,276.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,1.0,1.0,,6.0,3110.0,1.0
276,1.0,193.0,277.0,4.0,10.0,4.0,3.0,10.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,2.0,3.0,3.0,1.0,1.0,0.0,7.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,277.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,5.0,3.0,1.0,1.0,,11.0,2110.0,3.0
277,1.0,193.0,278.0,4.0,10.0,6.0,6.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,,2.0,,1.0,2.0,193.0,278.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,,5.0,1204.0,2.0
278,1.0,193.0,279.0,2.0,3.0,6.0,2.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,,3.0,2.0,193.0,279.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,6.0,1156.0,2.0
279,1.0,193.0,280.0,4.0,9.0,7.0,2.0,9.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,280.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,1.0,,12.0,2114.0,3.0
280,1.0,193.0,281.0,3.0,9.0,6.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,281.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,,12.0,1114.0,1.0
281,1.0,193.0,282.0,1.0,9.0,7.0,2.0,10.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,0.0,,2.0,,2.0,,2.0,2.0,193.0,282.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,,6.0,2101.0,3.0
282,1.0,193.0,283.0,2.0,6.0,7.0,3.0,9.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,4.0,,2.0,,2.0,,2.0,2.0,193.0,283.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,1.0,,12.0,2139.0,3.0
283,1.0,193.0,284.0,1.0,5.0,6.0,2.0,10.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,,2.0,,2.0,,3.0,2.0,193.0,284.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,5.0,1.0,,12.0,1139.0,2.0
284,1.0,193.0,285.0,1.0,10.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,5.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,1.0,1.0,4.0,2.0,7.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,285.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,,7.0,2124.0,3.0
285,1.0,193.0,286.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,286.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,1110.0,2.0
286,1.0,193.0,287.0,2.0,9.0,5.0,6.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,287.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,5.0,3.0,1.0,1.0,,12.0,2124.0,3.0
287,1.0,193.0,288.0,3.0,10.0,6.0,2.0,11.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,,2.0,,1.0,2.0,193.0,288.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0,4.0,2.0,1.0,,11.0,2126.0,3.0
288,1.0,193.0,289.0,1.0,10.0,7.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,,2.0,,2.0,,2.0,2.0,193.0,289.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,,7.0,2111.0,3.0
289,1.0,193.0,290.0,1.0,7.0,6.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,,2.0,,2.0,,3.0,2.0,193.0,290.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,4.0,4.0,4.0,1.0,,12.0,1147.0,1.0
290,1.0,193.0,291.0,3.0,5.0,7.0,2.0,9.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,3.0,,3.0,,2.0,,3.0,2.0,193.0,291.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,,5.0,2105.0,3.0
291,1.0,193.0,292.0,1.0,3.0,6.0,2.0,14.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,0.0,0.0,3.0,3.0,1.0,2.0,7.0,3.0,,3.0,,2.0,,2.0,2.0,193.0,292.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,,5.0,1222.0,1.0
292,1.0,193.0,293.0,3.0,8.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,3.0,,3.0,,2.0,,3.0,2.0,193.0,293.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,,6.0,2134.0,3.0
293,1.0,193.0,294.0,3.0,10.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,10.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,,3.0,,2.0,,3.0,2.0,193.0,294.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,,6.0,2150.0,3.0
294,1.0,193.0,295.0,1.0,11.0,6.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,,3.0,,2.0,,3.0,2.0,193.0,295.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,,3.0,2149.0,3.0
