,CARD,DECK,BALLOT,FORM,S195A.Q1,S195A.Q2,S195A.Q3,S195A.Q4A,S195A.Q4B,S195A.Q5A,S195A.Q5B,S195A.Q6A,S195A.Q6B,S195A.Q7A,S195A.Q7B,S195A.Q8A,S195A.Q8B,S195A.Q9A,S195A.Q9B,S195A.Q10A,S195A.Q10B,S195A.Q11A,S195A.Q11B,S195A.Q12,S195A.Q13A,S195A.Q13B,S195A.Q14A,S195A.Q14B,S195A.Q15A,S195A.Q15B,S195A.Q16A,S195A.Q16B,S195A.Q17A,S195A.Q17B,S195A.Q18A,S195A.Q18B,S195A.Q19A,S195A.Q19B,S195A.Q20A,S195A.Q20B,S195A.Q21A,S195A.Q21B,S195A.Q22A,S195A.Q22B,S195A.Q23A,S195A.Q23B,S195A.Q24A,S195A.Q24B,S195A.Q25A,S195A.Q25B,S195A.Q26A,S195A.Q26B,S195A.Q27A,S195A.Q27B,S195A.Q28A,S195A.Q28B,S195A.Q29A,S195A.Q29B,S195A.Q30A,S195A.Q30B,S195A.Q31A,S195A.Q31B,S195A.Q32A,S195A.Q32B,S195A.Q33A,S195A.Q33B,S195A.Q34A,S195A.Q34B,S195A.Q35A,S195A.Q35B,S195A.Q35C,S195A.Q35D,S195A.Q35E,S195A.Q35F,S195A.Q35G,CARD..1,DECK..1,BALLOT..1,FORM..1,S195A.Q35H,S195A.Q35I,S195A.Q35J,S195A.Q35K,S195A.Q35L,S195A.Q35M,S195A.Q36A,S195A.Q36B,S195A.Q37A,S195A.Q37B,S195A.Q38.n,S195A.V39A,S195A.V39B,S195A.V40A,S195A.V40B,S195A.V41A,S195A.V42
32,1.0,195.0,33.0,1.0,2.0,4.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,195.0,33.0,1.0,4.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,7.0,5.0,7.0,5.0,3.0,1.0
33,1.0,195.0,34.0,1.0,3.0,5.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,195.0,34.0,1.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,,6.0,3.0,6.0,2.0,2.0,1.0
34,1.0,195.0,35.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,195.0,35.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,,5.0,1.0,7.0,6.0,9.0,1.0
35,1.0,195.0,36.0,1.0,3.0,4.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,195.0,36.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,,0.0,0.0,7.0,0.0,8.0,2.0
36,1.0,195.0,37.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,195.0,37.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,,4.0,5.0,0.0,0.0,7.0,1.0
37,1.0,195.0,38.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,195.0,38.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,,9.0,0.0,6.0,4.0,9.0,1.0
38,1.0,195.0,39.0,1.0,2.0,4.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,195.0,39.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,,7.0,0.0,0.0,4.0,8.0,1.0
39,1.0,195.0,40.0,1.0,2.0,5.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,195.0,40.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,9.0,2.0,7.0,5.0,7.0,2.0
40,1.0,195.0,41.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,195.0,41.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,4.0,0.0,6.0,7.0,3.0,2.0
41,1.0,195.0,42.0,1.0,2.0,4.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,195.0,42.0,1.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,0.0,2.0,1.0,,5.0,1.0,4.0,7.0,1.0,2.0
42,1.0,195.0,43.0,1.0,2.0,5.0,4.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,195.0,43.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,9.0,2.0,7.0,5.0,7.0,2.0
43,1.0,195.0,44.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,195.0,44.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,4.0,0.0,0.0,4.0,6.0,2.0
44,1.0,195.0,45.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,195.0,45.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,3.0,2.0,2.0,6.0,1.0
45,1.0,195.0,46.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,195.0,46.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,,7.0,3.0,3.0,5.0,5.0,1.0
46,1.0,195.0,47.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,195.0,47.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,,5.0,2.0,2.0,5.0,7.0,1.0
47,1.0,195.0,48.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,0.0,2.0,195.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,0.0,1.0,5.0,4.0,7.0,1.0
48,1.0,195.0,49.0,1.0,3.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,195.0,49.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,,7.0,6.0,5.0,4.0,8.0,1.0
49,1.0,195.0,50.0,1.0,1.0,5.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,195.0,50.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,,7.0,0.0,6.0,4.0,4.0,1.0
50,1.0,195.0,51.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,195.0,51.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,8.0,2.0,7.0,7.0,8.0,1.0
51,1.0,195.0,52.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,195.0,52.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,,5.0,0.0,0.0,7.0,6.0,1.0
52,1.0,195.0,53.0,1.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,195.0,53.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,,7.0,2.0,6.0,5.0,4.0,2.0
53,1.0,195.0,54.0,1.0,3.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,195.0,54.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,8.0,5.0,3.0,6.0,8.0,2.0
54,1.0,195.0,55.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,1.0,2.0,195.0,55.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,3.0,4.0,6.0,6.0,1.0
55,1.0,195.0,56.0,1.0,3.0,5.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,195.0,56.0,1.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,0.0,6.0,4.0,1.0
56,1.0,195.0,57.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,195.0,57.0,1.0,5.0,2.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,,7.0,7.0,7.0,7.0,7.0,2.0
57,1.0,195.0,58.0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,195.0,58.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,,2.0,4.0,2.0,4.0,1.0,1.0
58,1.0,195.0,59.0,1.0,3.0,2.0,6.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,195.0,59.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,,4.0,1.0,1.0,0.0,9.0,1.0
59,1.0,195.0,60.0,1.0,3.0,5.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,195.0,60.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,,4.0,0.0,7.0,6.0,4.0,1.0
60,1.0,195.0,61.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,195.0,61.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,,3.0,4.0,6.0,6.0,2.0,1.0
61,1.0,195.0,62.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,2.0,195.0,62.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,,6.0,9.0,0.0,7.0,0.0,2.0
62,1.0,195.0,63.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,195.0,63.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,3.0,7.0,7.0,8.0,1.0
63,1.0,195.0,64.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,195.0,64.0,1.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,,4.0,3.0,6.0,5.0,1.0,2.0
64,1.0,195.0,65.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,195.0,65.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,6.0,2.0,7.0,3.0,5.0,1.0
65,1.0,195.0,66.0,1.0,2.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,195.0,66.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,4.0,7.0,3.0,5.0,2.0,2.0
