,CARD,DECK,BALLOT,FORM,S63A.Q1,S63A.Q2,S63A.Q3,S63A.Q4,S63A.Q5,S63A.Q6.x,S63A.Q8,S63A.Q9,S63A.Q10,S63A.Q11,S63A.Q12,S63A.Q13,S63A.Q14,S63A.Q15,S63A.Q16,S63A.Q17,S63A.Q18,S63A.Q19,S63A.Q20,S63A.Q21,S63A.Q22,S63A.Q23,S63A.Q24,S63A.Q25,S63A.Q26,S63A.Q27,S63A.Q28,S63A.Q29.1,S63A.Q29.2,S63A.Q29.3,S63A.Q29.4,S63A.Q29.5,S63A.Q29.6,S63A.Q29.7,S63A.Q29.8,S63A.Q29.9,S63A.Q29.10,S63A.Q29.11,S63A.Q30,S63A.Q31.1,S63A.Q31.2,S63A.Q31.3,S63A.Q31.4,S63A.Q31.5,S63A.Q31.6,S63A.Q31.7,S63A.Q31.8,S63A.Q31.9,S63A.Q31.10,S63A.Q32.1,S63A.Q32.2,S63A.Q32.3,S63A.Q32.4,S63A.Q32.5,S63A.Q32.6,S63A.Q32.7,S63A.Q32.8,S63A.Q32.9,S63A.Q32.10,S63A.Q32.11,S63A.Q32.12,S63A.Q33.1,S63A.Q33.2,S63A.Q33.3,S63A.Q33.4,S63A.Q33.5,S63A.Q33.6,CARD..1,DECK..1,BALLOT..1,FORM..1,S63A.Q33.7,S63A.Q33.8,S63A.Q33.9,S63A.Q33.10,S63A.Q33.11,S63A.Q33.12,S63A.Q34,S63A.Q35,S63A.Q36,S63A.Q37,S63A.Q38.n,S63A.Q39A.n,S63A.Q39B.n,S63A.Q40,S63A.Q41,S63A.Q42.n,S63A.Q43A,S63A.Q43B,S63A.Q43C,S63A.Q43D,S63A.Q44.n,S63A.Q45,S63A.Q46,S63A.Q47,S63A.Q48,S63A.Q49,S63A.Q50,S63A.Q51.1,S63A.Q51.2,S63A.Q51.3,S63A.Q51.4,S63A.Q51.5,S63A.Q51.6,S63A.Q51.7,S63A.Q51.8,S63A.Q51.9,S63A.Q51.10,S63A.Q52,S63A.Q53.n,S63A.Q54,S63A.Q55,S63A.Q56.n,S63A.Q57A,S63A.Q57B,S63A.Q58,S63A.Q59,S63A.Q60,S63A.Q61A,S63A.Q61B,S63A.Q62,S63A.Q63,S63A.Q64.1,S63A.Q64.2,S63A.Q64.3,S63A.Q64.4,S63A.Q64.5,S63A.Q64.6,S63A.Q64.7,S63A.Q64.8,S63A.Q64.9,S63A.Q64.10,S63A.Q64.11,S63A.Q64.12,S63A.Q64.13,S63A.Q65,S63A.Q66.n,S63A.Q67,S63A.Q68,S63A.Q69,S63A.Q70,S63A.Q71,S63A.Q72.1,S63A.Q72.2,S63A.Q72.3,S63A.Q72.4,CARD..2,DECK..2,BALLOT..2,FORM..2,S63A.Q72.5,S63A.Q72.6,S63A.Q72.7,S63A.Q72.8,S63A.Q72.9,S63A.Q72.10,S63A.Q72.11,S63A.Q73,S63A.Q74,S63A.Q75.n,S63A.Q76.1,S63A.Q76.2,S63A.Q76.3,S63A.Q76.4,S63A.Q76.5,S63A.Q76.6,S63A.Q76.7,S63A.Q76.8,S63A.Q76.9,S63A.Q76.10,S63A.Q76.11,S63A.Q76.12,S63A.Q77A,S63A.Q77B.n,S63A.Q78,S63A.Q79A,S63A.Q79B.n,S63A.Q80,S63A.Q81A,S63A.Q81B.n,S63A.Q82,S63A.Q83,S63A.Q84,S63A.Q85,S63A.Q86,S63A.Q87.n,S63A.Q88,S63A.Q89.n,S63A.V90
247,1.0,63.0,248.0,1.0,2.0,2.0,7.0,2.0,5.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,9.0,13.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,63.0,248.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,4.0,,2.0,3.0,4.0,2.0,,9.0,9.0,9.0,1.0,9.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,4.0,,2.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,63.0,248.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,6.0,,3.0,6.0,,4.0,1.0,1.0,0.0,0.0,,0.0,,0.0
248,1.0,63.0,249.0,1.0,2.0,6.0,6.0,8.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,9.0,10.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,63.0,249.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,3.0,1.0,,1.0,1.0,2.0,3.0,,9.0,6.0,9.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,2.0,,7.0,7.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,63.0,249.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,3.0,,3.0,6.0,,3.0,1.0,2.0,2.0,3.0,,2.0,,91.0
249,1.0,63.0,250.0,1.0,2.0,9.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,9.0,9.0,8.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,63.0,250.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,,,,5.0,7.0,,4.0,4.0,5.0,3.0,,9.0,9.0,9.0,9.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,4.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,63.0,250.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,,3.0,6.0,,2.0,1.0,1.0,2.0,2.0,,3.0,,0.0
250,1.0,63.0,251.0,1.0,2.0,9.0,6.0,9.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,9.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,63.0,251.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,6.0,1.0,,,,4.0,1.0,,6.0,5.0,6.0,4.0,,9.0,1.0,9.0,8.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,4.0,,2.0,1.0,6.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,63.0,251.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,,3.0,6.0,,4.0,1.0,2.0,1.0,4.0,,1.0,,91.0
251,1.0,63.0,252.0,1.0,2.0,9.0,7.0,12.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,9.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,63.0,252.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,,,,1.0,3.0,,2.0,1.0,2.0,2.0,,9.0,9.0,9.0,9.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,1.0,4.0,,7.0,7.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,63.0,252.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,2.0,,3.0,6.0,,5.0,2.0,2.0,2.0,5.0,,2.0,,91.0
252,1.0,63.0,253.0,1.0,2.0,9.0,7.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,63.0,253.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,2.0,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,,2.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,63.0,253.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,,3.0,6.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,91.0
253,1.0,63.0,254.0,1.0,2.0,9.0,8.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,63.0,254.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,,,,2.0,1.0,,1.0,1.0,1.0,3.0,,9.0,9.0,9.0,9.0,9.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,4.0,,3.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,63.0,254.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,6.0,,4.0,2.0,2.0,2.0,2.0,,1.0,,91.0
254,1.0,63.0,255.0,1.0,2.0,8.0,6.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,63.0,255.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,,,,3.0,6.0,,6.0,5.0,6.0,4.0,,9.0,9.0,9.0,9.0,9.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,2.0,,0.0,0.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,63.0,255.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,3.0,6.0,,3.0,6.0,,4.0,2.0,2.0,2.0,4.0,,2.0,,91.0
255,1.0,63.0,256.0,1.0,2.0,8.0,6.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,63.0,256.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,3.0,1.0,,6.0,5.0,6.0,4.0,,9.0,1.0,9.0,9.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,4.0,,4.0,4.0,6.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,63.0,256.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,6.0,,3.0,6.0,,4.0,2.0,2.0,2.0,4.0,,2.0,,91.0
256,1.0,63.0,257.0,1.0,2.0,6.0,6.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,9.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,63.0,257.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,,,,3.0,6.0,,6.0,5.0,6.0,4.0,,9.0,7.0,9.0,9.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,2.0,,3.0,2.0,6.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,63.0,257.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,3.0,6.0,,3.0,6.0,,3.0,2.0,2.0,2.0,2.0,,1.0,,91.0
257,1.0,63.0,258.0,1.0,2.0,11.0,7.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,9.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,63.0,258.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,,,,2.0,1.0,,6.0,5.0,6.0,4.0,,9.0,8.0,9.0,9.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,4.0,,5.0,4.0,6.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,63.0,258.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,6.0,,3.0,6.0,,5.0,2.0,2.0,2.0,5.0,,2.0,,91.0
258,1.0,63.0,259.0,1.0,2.0,10.0,7.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,9.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,63.0,259.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,3.0,2.0,,2.0,4.0,2.0,3.0,,9.0,9.0,9.0,9.0,9.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,4.0,,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,63.0,259.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,3.0,6.0,,2.0,2.0,2.0,2.0,2.0,,3.0,,91.0
259,1.0,63.0,260.0,1.0,2.0,10.0,8.0,2.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,9.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,63.0,260.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,3.0,1.0,,1.0,1.0,2.0,2.0,,0.0,1.0,9.0,9.0,9.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,4.0,,5.0,3.0,6.0,4.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,63.0,260.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,,3.0,6.0,,4.0,1.0,2.0,2.0,2.0,,1.0,,91.0
260,1.0,63.0,261.0,1.0,2.0,1.0,6.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,9.0,9.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63.0,261.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,2.0,1.0,,2.0,2.0,2.0,2.0,,9.0,1.0,9.0,9.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,3.0,2.0,,3.0,2.0,6.0,1.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,63.0,261.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,,2.0,,91.0
261,1.0,63.0,262.0,1.0,2.0,1.0,6.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,9.0,9.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,63.0,262.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,2.0,2.0,,2.0,1.0,2.0,2.0,,9.0,2.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,1.0,,3.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,63.0,262.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,6.0,,3.0,6.0,,4.0,2.0,2.0,2.0,3.0,,1.0,,91.0
262,1.0,63.0,263.0,1.0,2.0,2.0,6.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,9.0,9.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,63.0,263.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,4.0,1.0,,1.0,1.0,2.0,2.0,,9.0,9.0,9.0,9.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,4.0,,3.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,63.0,263.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,,3.0,6.0,,5.0,2.0,2.0,2.0,5.0,,1.0,,91.0
