"file","qid","new_label"
"AMS142_CLEAN_NOM_nocounts.sav","S142.Q15A.2","ABOUT HOW MUCH COMBAT FLYING OF THE SORT YOU HAVE BEEN DOING RECENTLY DO YOU THINK A MAN IN YOUR JOB CAN DO DURING A WEEK'S TIME AND KEEP HIS EFFICIENCY AT A REASONABLY HIGH LEVEL? E. NUMBER OF MISSIONS:  ANP (ACTUAL NUMBER HOURS)"
"AMS142_CLEAN_NOM_nocounts.sav","S142.Q16A.2","HOW MUCH COMBAT FLYING HAVE YOU DONE IN THE PAST 7 DAYS? E. NUMBER OF MISSIONS:  ANP (ACTUAL NUMBER HOURS)"
"AMS142_CLEAN_NOM_nocounts.sav","S142.Q16B.2","HOW MUCH IN THE PAST 3 DAYS? E. NUMBER OF MISSIONS:  ANP (ACTUAL NUMBER HOURS)"
"AMS142_CLEAN_NOM_nocounts.sav","S142.Q29A.2","DURING THE PAST FOUR WEEKS, HOW MANY FURLOUGHS, LEAVES AND PASSES (FOR 24 HOURS OR MORE) HAVE YOU HAD? E. FURLOUGHS:"
"AMS150_CLEAN_NOM_nocounts.sav","S150.Q28A.2","SINCE YOU HAVE BEEN FLYING COMBAT MISSIONS, HOW MANY FURLOUGHS, LEAVES, AND PASSES (FOR 24 HOURS OR MORE) HAVE YOU HAD? E. FURLOUGHS SINCE BEGINNING COMBAT FLYING:"
"AMS150_CLEAN_NOM_nocounts.sav","S150.Q28B.2","DURING THE PAST FOUR WEEKS, HOW MANY FURLOUGHS, LEAVES, AND PASSES (FOR 24 HOURS OR MORE) HAVE YOU HAD? E. FURLOUGHS IN THE PAST FOUR WEEKS:"
"AMS174_CLEAN_NOM_nocounts.sav","S174.Q4.2","IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR LIFE BEFORE YOU CAME INTO THE ARMY? E. STATE:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.2","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. UNDERDRAWERS MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.3","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. SHIRT OR SHIRTS MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.4","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. COMBINATIONS OF SWEATERS AND JACKETS - FIRST ITEM MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.5","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. COMBINATIONS OF SWEATERS AND JACKETS - SECOND ITEM MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.6","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. COMBINATION OF SWEATERS AND JACKETS - THIRD ITEM MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.7","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. COMBINATION OF TROUSERS WORN - FIRST ITEM MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.8","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. COMBINATION OF TROUSERS WORN - SECOND ITEM MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.9","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. COMBINATION OF TROUSERS WORN - THIRD ITEM MENTIONED:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.10","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. OVERCOAT AND RAINCOAT NOW WORN:"
"AMS199_CLEAN_NOM_nocounts.sav","S199.Q13.11","WHAT COMBINATION OF CLOTHING DO YOU USE IN COMBAT AT PRESENT? E. OTHER ITEMS MENTIONED:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.10","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.11","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.12","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.13","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.14","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.15","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.16","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.17","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.18","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. CHINA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.19","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.20","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.21","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.22","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.23","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.24","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.25","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.26","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.27","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ENGLAND WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.28","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.29","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.30","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.31","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.32","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.33","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.34","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.35","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.36","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. FRANCE WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.37","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.38","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.39","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.40","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.41","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.42","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.43","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.44","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.45","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. GERMANY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.46","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.47","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.48","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.49","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.50","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.51","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.52","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.53","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.54","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. ITALY WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.55","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.56","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.57","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.58","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.59","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.60","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.61","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.62","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.63","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. JAPAN WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.64","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.65","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.66","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.67","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.68","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.69","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.70","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.71","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.72","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. RUSSIA WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.73","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.74","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.75","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.76","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.77","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.78","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.79","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.80","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.81","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. UNITED STATES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.82","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.83","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.84","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.85","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.86","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.87","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.88","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.89","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.90","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.91","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS212_CLEAN_NOM_nocounts.sav","S212.Q31C.92","IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM? E. OTHER COUNTRIES WILL BE FIGHTING:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.7","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.8","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
