,CARD,DECK,BALLOT,S116.Q1,S116.Q2,S116.Q3,S116.Q4,S116.Q5,S116.Q6,S116.Q7,S116.Q8,S116.Q9,S116.Q10,S116.Q11,S116.Q12,S116.Q13A.n,S116.Q13B.n,S116.Q13C.n,S116.Q14,S116.Q15,S116.Q16,S116.Q17,S116.Q18,S116.Q19.n,S116.Q20A.n,S116.Q20B.n,S116.Q21,S116.Q22,S116.Q23A,S116.Q23B,S116.Q23C.n,S116.Q23D,S116.Q24,S116.Q24A.n,S116.Q24B.n,S116.Q24C.n,S116.Q25,S116.Q25A.n,S116.Q25B.n,S116.Q26,S116.Q26A.n,S116.Q27,S116.Q28,S116.Q29.n,S116.Q30,S116.Q31,S116.Q32,S116.Q33,S116.Q34,S116.Q35,S116.Q36A,S116.Q36B.n,S116.Q37,S116.Q37A.n,S116.Q38A,S116.Q38B.n,S116.Q39,S116.Q40,S116.Q41,S116.Q42,S116.Q43,S116.Q44,S116.Q45,S116.Q46,S116.Q47,S116.Q48,S116.Q49,S116.Q50,S116.Q51,S116.Q52,S116.Q53,S116.Q54,S116.Q55,S116.Q56,S116.Q57,S116.Q58,S116.Q59,S116.Q60,S116.Q61A,S116.Q61B,S116.Q61C,S116.Q61D,S116.Q61E,S116.Q61F,S116.Q61G,S116.Q61H,S116.Q61I,S116.Q61J.n,S116.Q61K,S116.Q61L,S116.Q61M,CARD..1,DECK..1,BALLOT..1,S116.Q61N.n,S116.Q61O,S116.Q61P,S116.Q61Q,S116.Q61R,S116.Q61S,S116.Q61T,S116.Q61U,S116.Q61V.n,S116.Q61W.1,S116.Q61W.2,S116.Q61W.3,S116.Q61W.4,S116.Q61W.5,S116.Q61W.6,S116.Q61W.7,S116.Q61W.8,S116.Q61W.9,S116.Q61W.10,S116.Q61W.11,S116.Q61W.12,S116.Q61W.13,S116.V62,S116.V63
1125,1.0,116.0,1126.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,,,,3.0,1.0,4.0,3.0,1.0,,,,1.0,6.0,3.0,1.0,,1.0,1.0,,,,2.0,,,1.0,,1.0,2.0,,2.0,2.0,3.0,4.0,2.0,2.0,1.0,,2.0,,1.0,,0.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,,3.0,4.0,1.0,2.0,116.0,1126.0,,1.0,1.0,5.0,5.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0
1126,1.0,116.0,1127.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,,,,1.0,2.0,2.0,3.0,2.0,,,,2.0,1.0,3.0,2.0,,2.0,1.0,,,,1.0,,,3.0,,1.0,3.0,,4.0,2.0,3.0,4.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,116.0,1127.0,,1.0,2.0,4.0,1.0,9.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,47.0
1127,1.0,116.0,1128.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,,,,2.0,0.0,4.0,3.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,2.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1128.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0
1128,1.0,116.0,1129.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,,,,2.0,0.0,4.0,3.0,3.0,,,,3.0,1.0,3.0,2.0,,3.0,2.0,,,,3.0,,,4.0,,5.0,1.0,,6.0,2.0,3.0,1.0,2.0,3.0,4.0,,2.0,,2.0,,0.0,0.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0,4.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1129.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,32.0
1129,1.0,116.0,1130.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,,,,3.0,1.0,4.0,3.0,1.0,,,,2.0,6.0,4.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,2.0,,2.0,,6.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,,2.0,2.0,2.0,2.0,116.0,1130.0,,2.0,2.0,4.0,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0
1130,1.0,116.0,1131.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,2.0,1.0,,,,3.0,1.0,4.0,3.0,1.0,,,,2.0,1.0,3.0,3.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,1.0,2.0,1.0,2.0,,1.0,,2.0,,6.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,,9.0,9.0,9.0,2.0,116.0,1131.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,25.0
1131,1.0,116.0,1132.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,3.0,2.0,2.0,,1.0,1.0,,,,2.0,,,2.0,,1.0,1.0,,1.0,1.0,2.0,3.0,3.0,2.0,1.0,,2.0,,2.0,,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,,2.0,2.0,3.0,2.0,116.0,1132.0,,4.0,4.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,37.0
1132,1.0,116.0,1133.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,,,,3.0,1.0,2.0,3.0,0.0,,,,1.0,6.0,3.0,2.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,3.0,3.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,9.0,9.0,9.0,9.0,1.0,3.0,1.0,2.0,,2.0,3.0,3.0,2.0,116.0,1133.0,,3.0,5.0,1.0,4.0,2.0,2.0,3.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,33.0
1133,1.0,116.0,1134.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,3.0,3.0,1.0,,,,2.0,0.0,3.0,3.0,,1.0,1.0,,,,1.0,,,1.0,,3.0,1.0,,1.0,2.0,3.0,3.0,1.0,4.0,1.0,,2.0,,2.0,,6.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1134.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0
1134,1.0,116.0,1135.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,3.0,2.0,1.0,,,,3.0,4.0,2.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,3.0,2.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,5.0,2.0,3.0,,3.0,1.0,3.0,2.0,116.0,1135.0,,3.0,2.0,4.0,5.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,35.0
1135,1.0,116.0,1136.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,,,,2.0,1.0,3.0,3.0,1.0,,,,2.0,0.0,5.0,0.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,3.0,2.0,2.0,1.0,,2.0,,2.0,,6.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,9.0,9.0,9.0,2.0,116.0,1136.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,15.0
1136,1.0,116.0,1137.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,3.0,1.0,4.0,3.0,1.0,,,,2.0,1.0,2.0,3.0,,2.0,1.0,,,,1.0,,,3.0,,1.0,1.0,,2.0,2.0,2.0,3.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,9.0,6.0,3.0,5.0,0.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1137.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,37.0
1137,1.0,116.0,1138.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,,,,2.0,0.0,5.0,0.0,,0.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,3.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,,9.0,9.0,1.0,2.0,116.0,1138.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,19.0
1138,1.0,116.0,1139.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,,,2.0,1.0,2.0,3.0,1.0,,,,3.0,2.0,3.0,2.0,,3.0,1.0,,,,2.0,,,1.0,,1.0,2.0,,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,2.0,,2.0,,6.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,0.0,4.0,2.0,3.0,1.0,9.0,3.0,1.0,5.0,9.0,9.0,9.0,9.0,,9.0,9.0,1.0,2.0,116.0,1139.0,,1.0,1.0,2.0,2.0,9.0,3.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,46.0
1139,1.0,116.0,1140.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,2.0,1.0,3.0,2.0,2.0,,,,0.0,1.0,3.0,1.0,,1.0,1.0,,,,2.0,,,1.0,,1.0,2.0,,3.0,2.0,3.0,2.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1140.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0
1140,1.0,116.0,1141.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,,,,3.0,1.0,4.0,2.0,1.0,,,,2.0,0.0,3.0,0.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,2.0,,3.0,2.0,3.0,3.0,3.0,4.0,0.0,,1.0,,1.0,,6.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,2.0,,2.0,2.0,2.0,2.0,116.0,1141.0,,2.0,2.0,3.0,3.0,3.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0
1141,1.0,116.0,1142.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,,,,2.0,1.0,4.0,2.0,1.0,,,,2.0,0.0,4.0,2.0,,1.0,1.0,,,,1.0,,,3.0,,1.0,3.0,,1.0,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,,2.0,,6.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,,2.0,1.0,1.0,2.0,116.0,1142.0,,3.0,3.0,3.0,4.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,30.0
1142,1.0,116.0,1143.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,,,,2.0,1.0,4.0,3.0,1.0,,,,3.0,1.0,4.0,6.0,,1.0,1.0,,,,2.0,,,2.0,,0.0,3.0,,4.0,2.0,2.0,4.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,6.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,,9.0,9.0,9.0,2.0,116.0,1143.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,51.0
1143,1.0,116.0,1144.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,,,,1.0,1.0,4.0,2.0,1.0,,,,2.0,1.0,3.0,2.0,,1.0,1.0,,,,1.0,,,1.0,,5.0,3.0,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,,2.0,,6.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,116.0,1144.0,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0
1144,1.0,116.0,1145.0,1.0,1.0,1.0,2.0,3.0,2.0,9.0,4.0,3.0,5.0,3.0,3.0,,,,3.0,1.0,4.0,3.0,1.0,,,,3.0,0.0,3.0,3.0,,1.0,1.0,,,,2.0,,,1.0,,2.0,3.0,,1.0,2.0,3.0,1.0,2.0,1.0,3.0,,3.0,,2.0,,0.0,2.0,4.0,6.0,3.0,4.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,116.0,1145.0,,1.0,2.0,5.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
1145,1.0,116.0,1146.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,,,,2.0,0.0,4.0,2.0,,2.0,1.0,,,,2.0,,,1.0,,1.0,3.0,,4.0,2.0,2.0,2.0,3.0,4.0,1.0,,2.0,,2.0,,6.0,2.0,0.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,,2.0,1.0,3.0,2.0,116.0,1146.0,,3.0,3.0,5.0,1.0,3.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,58.0
1146,1.0,116.0,1147.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,0.0,5.0,0.0,1.0,,,,0.0,3.0,1.0,2.0,1.0,,,,2.0,0.0,1.0,3.0,,1.0,1.0,,,,1.0,,,3.0,,1.0,3.0,,2.0,2.0,3.0,3.0,2.0,1.0,2.0,,2.0,,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1147.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,56.0
1147,1.0,116.0,1148.0,1.0,3.0,1.0,5.0,2.0,1.0,6.0,3.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,2.0,3.0,2.0,,,,2.0,1.0,4.0,2.0,,0.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,2.0,4.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1148.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,39.0
1148,1.0,116.0,1149.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,,,,2.0,1.0,3.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,,3.0,1.0,,,,2.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,4.0,3.0,4.0,6.0,,2.0,,2.0,,6.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1149.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,31.0
1149,1.0,116.0,1150.0,4.0,4.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,,,,2.0,1.0,3.0,6.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,0.0,3.0,3.0,6.0,,2.0,,1.0,,6.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,116.0,1150.0,,1.0,1.0,4.0,4.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
1150,1.0,116.0,1151.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,,,,1.0,1.0,4.0,4.0,3.0,,,,3.0,3.0,2.0,2.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,1.0,4.0,3.0,4.0,6.0,,2.0,,1.0,,6.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,9.0,9.0,9.0,9.0,,9.0,9.0,3.0,2.0,116.0,1151.0,,1.0,5.0,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
1151,1.0,116.0,1152.0,1.0,4.0,1.0,4.0,0.0,1.0,6.0,2.0,0.0,5.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,1.0,,,,3.0,0.0,5.0,0.0,,0.0,1.0,,,,1.0,,,1.0,,5.0,1.0,,6.0,0.0,4.0,0.0,4.0,0.0,0.0,,3.0,,1.0,,0.0,0.0,0.0,7.0,6.0,5.0,5.0,4.0,0.0,7.0,5.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1152.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,37.0
1152,1.0,116.0,1153.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,2.0,0.0,3.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,2.0,4.0,2.0,2.0,1.0,,2.0,,2.0,,6.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1153.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,10.0
1153,1.0,116.0,1154.0,1.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,,,,3.0,1.0,3.0,2.0,1.0,,,,3.0,0.0,5.0,2.0,,0.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,1.0,4.0,3.0,4.0,6.0,,2.0,,1.0,,6.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,,3.0,2.0,2.0,2.0,116.0,1154.0,,1.0,2.0,4.0,5.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,14.0
1154,1.0,116.0,1155.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,,,,3.0,0.0,4.0,2.0,1.0,,,,1.0,6.0,3.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,2.0,3.0,4.0,3.0,4.0,6.0,,2.0,,3.0,,6.0,0.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1155.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0
1155,1.0,116.0,1156.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,,2.0,0.0,3.0,2.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,3.0,2.0,3.0,4.0,2.0,2.0,1.0,,2.0,,2.0,,6.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,2.0,116.0,1156.0,,9.0,9.0,9.0,9.0,9.0,3.0,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,40.0
