,CARD,DECK,BALLOT,S157O.FORM,S157O.Q1,S157O.Q2,S157O.Q3,S157O.Q4,S157O.Q5,S157O.Q6,S157O.Q7,S157O.Q8,S157O.Q9,S157O.Q10,S157O.Q11,S157O.Q12,S157O.Q13,S157O.Q14,S157O.Q15,S157O.Q16,S157O.Q17,S157O.Q18,S157O.V18,S157O.Q19,S157O.Q20,S157O.Q21,S157O.Q22,S157O.Q23,S157O.Q24A,S157O.Q24B.1,S157O.Q24B.2,S157O.Q25,S157O.Q26,S157O.Q27A,S157O.Q27B.1,S157O.Q27B.2,S157O.Q28,S157O.Q29,S157O.Q30A,S157O.Q30B,S157O.Q31,S157O.Q32,S157O.Q33,S157O.Q34,S157O.Q35,S157O.Q36,S157O.Q37,S157O.Q38,S157O.Q39.n,S157O.Q40A.n,S157O.Q40B,S157O.Q41,S157O.Q42,S157O.Q43,S157O.Q44,S157O.Q45,S157O.Q46,S157O.Q47,S157O.Q48,S157O.Q49,S157O.Q50,S157O.Q51A.n,S157O.Q51B,CARD..1,DECK..1,BALLOT..1,FORM..1,S157O.Q52,S157O.Q53,S157O.Q54,S157O.Q55,S157O.Q56,S157O.Q57,S157O.Q58,S157O.Q59A,S157O.Q59B,S157O.Q60A,S157O.Q60B,S157O.Q60C,S157O.Q60D,S157O.Q60E,S157O.Q60F,S157O.Q60G,S157O.Q60H,S157O.V61,S157O.V62,S157O.V63,S157O.V64,S157O.V65,S157O.V66,S157O.V67,S157O.V68,S157O.V69,S157O.V70,S157O.V71
162,1.0,157.0,163.0,2.0,3.0,8.0,9.0,2.0,1.0,1.0,7.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,7.0,10.0,2.0,4.0,4.0,6.0,5.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,6.0,5.0,,,3.0,6.0,6.0,6.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,,3.0,2.0,157.0,163.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,12.0,3.0,1.0,1.0,11.0,66.0,103.0
163,1.0,157.0,164.0,2.0,3.0,6.0,9.0,1.0,5.0,3.0,7.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,2.0,7.0,10.0,3.0,4.0,2.0,3.0,13.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,,,2.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,,4.0,2.0,157.0,164.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,10.0,3.0,1.0,1.0,11.0,66.0,54.0
164,1.0,157.0,165.0,2.0,3.0,7.0,3.0,1.0,5.0,3.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,6.0,8.0,4.0,4.0,6.0,1.0,13.0,15.0,2.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,,,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,8.0,2.0,157.0,165.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,15.0,4.0,1.0,4.0,6.0,43.0,52.0
165,1.0,157.0,166.0,2.0,4.0,8.0,4.0,1.0,5.0,3.0,6.0,5.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,6.0,8.0,2.0,4.0,5.0,2.0,3.0,15.0,2.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,,,3.0,2.0,6.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,,11.0,2.0,157.0,166.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,12.0,3.0,1.0,4.0,7.0,36.0,22.0
166,1.0,157.0,167.0,2.0,3.0,6.0,7.0,2.0,1.0,2.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,6.0,9.0,5.0,5.0,7.0,2.0,5.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,,,1.0,6.0,6.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,,8.0,2.0,157.0,167.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,4.0,1.0,1.0,11.0,66.0,97.0
167,1.0,157.0,168.0,2.0,3.0,8.0,9.0,1.0,5.0,3.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,6.0,7.0,2.0,4.0,5.0,4.0,16.0,5.0,6.0,3.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,,4.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,,9.0,2.0,157.0,168.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0,6.0,43.0,86.0
168,1.0,157.0,169.0,2.0,3.0,4.0,7.0,1.0,5.0,3.0,6.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,2.0,5.0,9.0,2.0,1.0,2.0,3.0,5.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,5.0,2.0,157.0,169.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,5.0,34.0,17.0
169,1.0,157.0,170.0,2.0,5.0,7.0,10.0,1.0,5.0,3.0,8.0,5.0,6.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,11.0,15.0,2.0,2.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,,,6.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,,2.0,2.0,157.0,170.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,10.0,3.0,1.0,4.0,7.0,36.0,72.0
170,1.0,157.0,171.0,2.0,2.0,5.0,8.0,2.0,4.0,1.0,6.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,4.0,4.0,6.0,4.0,16.0,5.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,,,5.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,,4.0,2.0,157.0,171.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,9.0,3.0,1.0,1.0,11.0,66.0,17.0
171,1.0,157.0,172.0,2.0,4.0,5.0,9.0,2.0,4.0,1.0,8.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,3.0,4.0,6.0,4.0,16.0,7.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,,,5.0,1.0,6.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,,9.0,2.0,157.0,172.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,10.0,3.0,1.0,4.0,7.0,36.0,21.0
172,1.0,157.0,173.0,2.0,2.0,10.0,8.0,2.0,1.0,1.0,6.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,4.0,5.0,3.0,4.0,6.0,4.0,16.0,11.0,3.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,,,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,,7.0,2.0,157.0,173.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,12.0,3.0,1.0,2.0,8.0,39.0,4.0
173,1.0,157.0,174.0,2.0,2.0,9.0,9.0,1.0,5.0,3.0,6.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,13.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,,,3.0,2.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,6.0,2.0,157.0,174.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,12.0,3.0,1.0,1.0,11.0,66.0,94.0
174,1.0,157.0,175.0,2.0,3.0,9.0,6.0,2.0,4.0,1.0,6.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,,,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,,8.0,2.0,157.0,175.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,12.0,3.0,1.0,1.0,5.0,34.0,41.0
175,1.0,157.0,176.0,2.0,4.0,7.0,9.0,2.0,4.0,1.0,8.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,4.0,5.0,1.0,4.0,6.0,2.0,4.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,,,4.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,,4.0,2.0,157.0,176.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,9.0,3.0,1.0,2.0,8.0,39.0,9.0
176,1.0,157.0,177.0,2.0,3.0,7.0,9.0,1.0,5.0,3.0,6.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,4.0,6.0,2.0,4.0,2.0,2.0,13.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,,4.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,,6.0,2.0,157.0,177.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,14.0,4.0,1.0,4.0,8.0,41.0,9.0
177,1.0,157.0,178.0,2.0,3.0,6.0,8.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,4.0,4.0,2.0,4.0,6.0,2.0,13.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,,,4.0,1.0,6.0,0.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,,7.0,2.0,157.0,178.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,13.0,4.0,1.0,1.0,5.0,34.0,58.0
178,1.0,157.0,179.0,2.0,4.0,7.0,9.0,2.0,4.0,1.0,6.0,5.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,4.0,4.0,1.0,4.0,6.0,3.0,4.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,,,4.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,,7.0,2.0,157.0,179.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,16.0,4.0,1.0,4.0,6.0,43.0,22.0
179,1.0,157.0,180.0,2.0,3.0,2.0,6.0,1.0,5.0,3.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,11.0,15.0,2.0,2.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,,,4.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,,3.0,2.0,157.0,180.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,15.0,4.0,1.0,1.0,5.0,34.0,49.0
180,1.0,157.0,181.0,2.0,2.0,9.0,5.0,1.0,5.0,3.0,7.0,5.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,13.0,15.0,1.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,,,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,8.0,2.0,157.0,181.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,11.0,3.0,1.0,1.0,5.0,34.0,7.0
181,1.0,157.0,182.0,2.0,3.0,7.0,7.0,1.0,5.0,3.0,6.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,13.0,15.0,3.0,2.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,,,3.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,,6.0,2.0,157.0,182.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,15.0,4.0,1.0,4.0,8.0,41.0,17.0
182,1.0,157.0,183.0,2.0,4.0,4.0,7.0,2.0,4.0,2.0,7.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,4.0,6.0,4.0,16.0,9.0,3.0,2.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,,,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,,9.0,2.0,157.0,183.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,13.0,4.0,1.0,4.0,6.0,43.0,99.0
183,1.0,157.0,184.0,2.0,4.0,9.0,10.0,2.0,1.0,2.0,7.0,5.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,7.0,2.0,2.0,4.0,4.0,4.0,8.0,4.0,16.0,2.0,2.0,3.0,9.0,14.0,12.0,9.0,8.0,3.0,0.0,3.0,3.0,1.0,0.0,4.0,2.0,2.0,1.0,,,1.0,2.0,3.0,6.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,,4.0,2.0,157.0,184.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,14.0,4.0,1.0,1.0,2.0,47.0,20.0
184,1.0,157.0,185.0,2.0,4.0,8.0,8.0,2.0,1.0,2.0,7.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,4.0,15.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,,,5.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,,5.0,2.0,157.0,185.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,6.0,2.0,1.0,1.0,11.0,66.0,20.0
185,1.0,157.0,186.0,2.0,2.0,4.0,9.0,2.0,1.0,2.0,6.0,3.0,6.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,1.0,4.0,14.0,2.0,6.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,,,4.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,,4.0,2.0,157.0,186.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,12.0,3.0,1.0,1.0,11.0,66.0,18.0
186,1.0,157.0,187.0,2.0,3.0,8.0,9.0,1.0,5.0,3.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,1.0,0.0,6.0,2.0,13.0,15.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,,8.0,2.0,157.0,187.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,10.0,3.0,1.0,1.0,11.0,66.0,91.0
187,1.0,157.0,188.0,2.0,4.0,7.0,9.0,1.0,5.0,3.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,11.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,,,5.0,1.0,6.0,6.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,,9.0,2.0,157.0,188.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,10.0,3.0,1.0,4.0,7.0,36.0,14.0
188,1.0,157.0,189.0,2.0,4.0,5.0,8.0,2.0,4.0,1.0,7.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,6.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,,,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,9.0,2.0,157.0,189.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,11.0,3.0,1.0,4.0,6.0,43.0,37.0
189,1.0,157.0,190.0,2.0,3.0,6.0,8.0,2.0,1.0,1.0,6.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,4.0,12.0,2.0,13.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,,,5.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,,4.0,2.0,157.0,190.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,14.0,4.0,1.0,4.0,6.0,43.0,38.0
190,1.0,157.0,191.0,2.0,2.0,2.0,8.0,1.0,5.0,3.0,7.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,15.0,1.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,,,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,,9.0,2.0,157.0,191.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,13.0,4.0,1.0,1.0,5.0,34.0,68.0
191,1.0,157.0,192.0,2.0,5.0,7.0,9.0,2.0,4.0,1.0,7.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,16.0,5.0,3.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,6.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,8.0,2.0,157.0,192.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,11.0,3.0,1.0,1.0,11.0,66.0,81.0
192,1.0,157.0,193.0,2.0,4.0,11.0,9.0,1.0,5.0,3.0,8.0,2.0,6.0,1.0,2.0,8.0,4.0,2.0,2.0,2.0,7.0,7.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,16.0,2.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,,,4.0,2.0,6.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,,5.0,2.0,157.0,193.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,9.0,3.0,1.0,4.0,7.0,36.0,102.0
193,1.0,157.0,194.0,2.0,4.0,9.0,9.0,2.0,4.0,1.0,8.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,16.0,1.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,,,5.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,,10.0,2.0,157.0,194.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,3.0,1.0,4.0,6.0,43.0,81.0
194,1.0,157.0,195.0,2.0,3.0,10.0,9.0,2.0,4.0,1.0,7.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,6.0,4.0,16.0,10.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,,,6.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,,5.0,2.0,157.0,195.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,14.0,4.0,1.0,1.0,5.0,34.0,115.0
195,1.0,157.0,196.0,2.0,4.0,9.0,9.0,2.0,4.0,1.0,8.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,,,5.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0,,9.0,2.0,157.0,196.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,6.0,2.0,1.0,1.0,11.0,66.0,30.0
196,1.0,157.0,197.0,2.0,2.0,2.0,7.0,2.0,4.0,1.0,6.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,7.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,11.0,15.0,1.0,3.0,9.0,14.0,12.0,9.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,,6.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,,5.0,2.0,157.0,197.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,9.0,3.0,1.0,1.0,11.0,66.0,78.0
