,CARD,DECK,BALLOT,S159.Q1,S159.Q2,S159.Q3.x,S159.Q5,S159.Q6,S159.Q7,S159.Q8,S159.Q9,S159.Q10,S159.Q11,S159.Q12,S159.Q13,S159.Q14A,S159.Q14B,S159.Q14C,S159.Q15A.1,S159.Q15A.2,S159.Q15A.3,S159.Q15A.4,S159.Q15A.5,S159.Q15A.6,S159.Q15A.7,S159.Q15A.8,S159.V15A1,S159.Q15B,S159.Q15C,S159.Q16,S159.Q17,S159.Q18,S159.Q19,S159.Q20,S159.Q21,S159.Q22,S159.Q23,S159.Q24,S159.Q25A,S159.Q25B,S159.Q25C,S159.Q26,S159.Q27,S159.Q28,S159.Q29A,S159.Q29B,S159.Q30,S159.Q31,S159.Q32,S159.Q33,S159.Q34,S159.Q35,S159.Q36,S159.Q37,S159.Q38,S159.Q39,S159.Q40,S159.Q41,S159.Q42,S159.Q43,S159.Q44,S159.Q45,S159.Q46,S159.Q47,S159.Q48,CARD..1,DECK..1,BALLOT..1,S159.Q49,S159.Q50,S159.Q51,S159.Q52A,S159.Q52B,S159.Q52C,S159.Q52D,S159.Q52E,S159.Q52F,S159.Q53,S159.Q54,S159.Q55,S159.Q56.n,S159.Q57.n,S159.Q57A.n,S159.Q57B.n,S159.V58,S159.V59,S159.V60,S159.V61,S159.V62,S159.V63
611,1.0,159.0,612.0,1.0,11.0,1.0,1.0,6.0,7.0,3.0,1.0,6.0,5.0,12.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,2.0,159.0,612.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,6.0,5.0,2.0,0.0,4.0,90.0
612,1.0,159.0,613.0,4.0,4.0,1.0,1.0,7.0,2.0,5.0,1.0,2.0,5.0,4.0,1.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,0.0,4.0,3.0,3.0,7.0,3.0,2.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,5.0,4.0,1.0,10.0,4.0,2.0,159.0,613.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,3.0,1.0,8.0,0.0,5.0,98.0
613,1.0,159.0,614.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,6.0,5.0,4.0,1.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,9.0,10.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,11.0,2.0,2.0,159.0,614.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,0.0,2.0,8.0,0.0,3.0,98.0
614,1.0,159.0,615.0,2.0,6.0,1.0,1.0,5.0,7.0,5.0,1.0,5.0,5.0,5.0,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,9.0,3.0,2.0,159.0,615.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,6.0,0.0,3.0,0.0,3.0,90.0
615,1.0,159.0,616.0,2.0,2.0,1.0,1.0,6.0,3.0,5.0,1.0,6.0,5.0,10.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,5.0,1.0,3.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,4.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,159.0,616.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,5.0,1.0,0.0,5.0,0.0
616,1.0,159.0,617.0,4.0,7.0,1.0,1.0,6.0,5.0,6.0,1.0,6.0,5.0,10.0,2.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,7.0,3.0,2.0,159.0,617.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,6.0,0.0,4.0,0.0
617,1.0,159.0,618.0,1.0,3.0,1.0,1.0,6.0,2.0,6.0,5.0,3.0,5.0,10.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,1.0,1.0,3.0,8.0,7.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,6.0,1.0,4.0,3.0,3.0,3.0,3.0,8.0,8.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,159.0,618.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,,,,,5.0,3.0,6.0,0.0,1.0,0.0
618,1.0,159.0,619.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,6.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,159.0,619.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,6.0,2.0,4.0,0.0,4.0,98.0
619,1.0,159.0,620.0,8.0,9.0,6.0,2.0,5.0,5.0,6.0,2.0,6.0,5.0,10.0,2.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,3.0,4.0,3.0,1.0,11.0,4.0,3.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,6.0,8.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,7.0,3.0,2.0,159.0,620.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,,,,,0.0,3.0,7.0,0.0,3.0,0.0
620,1.0,159.0,621.0,10.0,8.0,1.0,1.0,6.0,4.0,8.0,3.0,4.0,5.0,5.0,2.0,10.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,3.0,8.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,7.0,3.0,2.0,159.0,621.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,6.0,4.0,5.0,2.0,4.0,90.0
621,1.0,159.0,622.0,3.0,9.0,1.0,1.0,7.0,7.0,5.0,1.0,1.0,5.0,12.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,8.0,7.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,159.0,622.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,6.0,6.0,1.0,7.0,4.0,90.0
622,1.0,159.0,623.0,1.0,10.0,1.0,1.0,6.0,7.0,4.0,1.0,6.0,4.0,2.0,2.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,159.0,623.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,,,,6.0,2.0,6.0,0.0,3.0,98.0
623,1.0,159.0,624.0,3.0,9.0,5.0,2.0,4.0,7.0,6.0,1.0,4.0,4.0,12.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,159.0,624.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,0.0,4.0,5.0,0.0,4.0,90.0
624,1.0,159.0,625.0,3.0,11.0,3.0,1.0,5.0,7.0,6.0,1.0,3.0,5.0,3.0,2.0,11.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,4.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,159.0,625.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,4.0,4.0,1.0,0.0,4.0,30.0
625,1.0,159.0,626.0,4.0,1.0,6.0,2.0,4.0,4.0,3.0,1.0,1.0,5.0,13.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,3.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,7.0,1.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,159.0,626.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,,,,,4.0,2.0,4.0,2.0,2.0,90.0
626,1.0,159.0,627.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,6.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,9.0,1.0,3.0,4.0,1.0,3.0,3.0,8.0,7.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,159.0,627.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,,,,6.0,3.0,4.0,2.0,9.0,98.0
627,1.0,159.0,628.0,6.0,9.0,1.0,1.0,7.0,6.0,7.0,4.0,3.0,1.0,12.0,2.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,3.0,9.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,159.0,628.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,6.0,1.0,3.0,3.0,90.0
628,1.0,159.0,629.0,2.0,8.0,1.0,1.0,6.0,6.0,7.0,1.0,4.0,5.0,3.0,2.0,11.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,8.0,6.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,159.0,629.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,,,,,0.0,3.0,1.0,3.0,5.0,98.0
629,1.0,159.0,630.0,1.0,4.0,6.0,3.0,7.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,9.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,7.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,7.0,8.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,11.0,3.0,2.0,159.0,630.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,,,,,4.0,3.0,5.0,0.0,2.0,98.0
630,1.0,159.0,631.0,4.0,2.0,1.0,1.0,6.0,2.0,4.0,1.0,6.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,3.0,1.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,2.0,159.0,631.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,,,,,6.0,3.0,2.0,7.0,2.0,98.0
631,1.0,159.0,632.0,4.0,4.0,1.0,1.0,6.0,4.0,5.0,1.0,6.0,5.0,16.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,11.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,0.0,6.0,1.0,4.0,3.0,3.0,3.0,3.0,6.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,159.0,632.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,2.0,2.0,4.0,30.0
632,1.0,159.0,633.0,10.0,8.0,6.0,2.0,8.0,2.0,7.0,3.0,4.0,5.0,16.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0,9.0,1.0,1.0,3.0,2.0,3.0,4.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,159.0,633.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,,,,,6.0,3.0,7.0,0.0,5.0,0.0
633,1.0,159.0,634.0,2.0,3.0,1.0,1.0,6.0,3.0,5.0,1.0,1.0,3.0,10.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,7.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,7.0,3.0,2.0,159.0,634.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,6.0,2.0,8.0,0.0,3.0,0.0
634,1.0,159.0,635.0,4.0,9.0,1.0,1.0,7.0,5.0,6.0,1.0,5.0,5.0,10.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,9.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,159.0,635.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,,5.0,5.0,3.0,0.0,3.0,0.0
635,1.0,159.0,636.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,7.0,3.0,2.0,1.0,2.0,3.0,7.0,4.0,2.0,4.0,3.0,2.0,159.0,636.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,4.0,3.0,1.0,0.0,5.0,98.0
636,1.0,159.0,637.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,6.0,5.0,4.0,3.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,11.0,3.0,2.0,159.0,637.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,4.0,0.0,4.0,0.0,5.0,98.0
637,1.0,159.0,638.0,5.0,3.0,1.0,1.0,6.0,2.0,5.0,1.0,6.0,5.0,5.0,3.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,11.0,3.0,2.0,159.0,638.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,3.0,1.0,8.0,0.0,4.0,98.0
638,1.0,159.0,639.0,2.0,4.0,1.0,1.0,6.0,4.0,5.0,1.0,6.0,5.0,4.0,3.0,10.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,3.0,1.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,8.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,159.0,639.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,,,,,4.0,3.0,3.0,0.0,3.0,98.0
639,1.0,159.0,640.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,6.0,5.0,4.0,3.0,10.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,2.0,3.0,1.0,8.0,8.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,159.0,640.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,4.0,5.0,1.0,0.0,4.0,98.0
640,1.0,159.0,641.0,2.0,8.0,5.0,2.0,7.0,7.0,5.0,1.0,6.0,5.0,5.0,3.0,11.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,5.0,7.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,11.0,3.0,2.0,159.0,641.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,0.0,3.0,2.0,0.0,4.0,98.0
641,1.0,159.0,642.0,3.0,10.0,5.0,3.0,8.0,7.0,5.0,1.0,6.0,5.0,4.0,3.0,10.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,4.0,9.0,2.0,1.0,3.0,2.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,159.0,642.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,6.0,4.0,5.0,0.0,5.0,98.0
642,1.0,159.0,643.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,5.0,13.0,3.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,9.0,1.0,3.0,3.0,1.0,1.0,4.0,8.0,7.0,5.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,159.0,643.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,0.0,3.0,4.0,0.0,1.0,90.0
643,1.0,159.0,644.0,1.0,10.0,1.0,1.0,3.0,7.0,5.0,1.0,6.0,3.0,12.0,3.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,7.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.0,644.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,,,,,5.0,0.0,8.0,0.0,0.0,90.0
644,1.0,159.0,645.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,9.0,1.0,3.0,1.0,3.0,2.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,9.0,10.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,3.0,2.0,159.0,645.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,,,,,6.0,3.0,4.0,0.0,3.0,98.0
645,1.0,159.0,646.0,3.0,3.0,6.0,3.0,4.0,5.0,5.0,1.0,1.0,5.0,3.0,3.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,8.0,7.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,8.0,2.0,2.0,159.0,646.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,0.0,0.0,2.0,0.0,4.0,98.0
646,1.0,159.0,647.0,2.0,11.0,1.0,1.0,4.0,7.0,6.0,1.0,6.0,5.0,16.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,8.0,3.0,2.0,159.0,647.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,,,,,6.0,0.0,8.0,0.0,2.0,30.0
647,1.0,159.0,648.0,2.0,9.0,1.0,1.0,4.0,7.0,7.0,1.0,2.0,5.0,1.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,7.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,159.0,648.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,,,,,6.0,5.0,3.0,0.0,3.0,90.0
648,1.0,159.0,649.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,7.0,2.0,3.0,3.0,4.0,4.0,7.0,1.0,3.0,4.0,3.0,2.0,159.0,649.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,6.0,0.0,8.0,0.0,5.0,98.0
