"S195C.Q6A. IN YOUR OPINION ARE THE JOBS WHICH WOMEN IN THE WAC DO MORE IMPORTANT OR LESS IMPORTANT THAN THE JOBS WHICH ARE DONE BY MEN IN THE ARMY WHO ARE NOT ON COMBAT DUTY, OR ARE THEY EQUALLY IMPORTANT?  1. THE WAC DOES MORE IMPORTANT JOBS 2. THE WAC DOES LESS IMPORTANT JOBS 3. THE JOBS ARE EQUALLY IMPORTANT 0. NO ANSWER "
S195C.Q6B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"S195C.Q7A. IF YOU HAD A SISTER, 21 YEARS OR OLDER, WOULD YOU LIKE TO SEE HER JOIN THE WAC OR NOT?  1. YES 2. UNDECIDED 3. NO 0. NO ANSWER "
S195C.Q7B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER P. HERE ARE SOME STATEMENTS MADE ABOUT THE WAC. YOU WILL FIND THAT YOU AGREE WITH SOME AND DISAGREE WITH OTHERS. THERE ARE NO RIGHT OR WRONG ANSWERS. WE WANT YOUR OWN OPINION - WHAT YOU PERSONALLY AGREE OR DISAGREE WITH. 
S195C.Q8A. A WOMAN CAN DO MORE FOR HER COUNTRY IN THE WAC THAN SHE CAN DO BY WORKING IN A WAR INDUSTRY.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q8B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
S195C.Q9A. THE TRAINING A WOMAN GETS IN THE WAC WILL BE USEFUL IN CIVILIAN LIFE.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q9B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
S195C.Q10A. MOST OF THE JOBS IN THE WAC ARE INTERESTING AND AGREEABLE.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q10B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
S195C.Q11A. BEING A WAC IS BAD FOR A GIRL'S REPUTATION.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q11B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
S195C.Q12A. THE ARMY IS NO PLACE FOR A GIRL.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q12B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
S195C.Q13A. WAC OFFICERS DESERVE A SALUTE JUST THE SAME AS MEN OFFICERS.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q13B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
S195C.Q14A. WAC'S GET RATINGS A LOT EASIER THAN MEN DO.  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER 
S195C.Q14B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"S195C.Q15A. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY?  1. I HAVE A PRETTY GOOD TIME 2. IT'S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
S195C.Q15B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q16A. IS ARMY LIFE, IN GENERAL, BETTER OR WORSE THAN YOU EXPECTED IT TO BE?  1. MUCH BETTER THAN I EXPECTED 2. BETTER THAN I EXPECTED 3. ABOUT THE SAME AS I EXPECTED 4. WORSE THAN I EXPECTED 5. MUCH WORSE THAN I EXPECTED "
S195C.Q16B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
S195C.Q17A. DO YOU THINK YOU CAN MAKE GOOD IN THE ARMY?  1. I FEEL PRETTY SURE I CAN MAKE GOOD 2. I AM NOT SO SURE I CAN MAKE GOOD 3. UNDECIDED 0. NO ANSWER 
S195C.Q17B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q18A. ON THE WHOLE, HOW IS YOUR MORALE?  1. VERY HIGH 2. FAIRLY HIGH 3. JUST SO-SO 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER "
S195C.Q18B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q19A. IN GENERAL, HOW WELL DO YOU THINK THE ARMY IS RUN?  1. IT IS RUN VERY WELL 2. IT IS RUN PRETTY WELL 3. IT IS NOT RUN SO WELL 4. IT IS RUN VERY POORLY 5. UNDECIDED 0. NO ANSWER "
S195C.Q19B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q20A. WHAT DO YOU THINK OF THE STATEMENT THAT ""THE ARMY MAKES A MAN OUT OF YOU""*  1. THERE'S A LOT TO IT 2. THERE MAY BE SOMETHING TO IT, BUT I'M STILL DOUBTFUL 3. THERE IS NOT MUCH TO IT 4. NO OPINION 0. NO ANSWER "
S195C.Q20B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q21A. DO YOU GET A KICK OUT OF GIVING A SNAPPY SALUTE?  1. YES, VERY MUCH 2. YES, A LITTLE 3. UNDECIDED 4. NO, NOT PARTICULARLY 5. NO, NONE AT ALL 0. NO ANSWER "
S195C.Q21B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
S195C.Q22A. ARE YOU EVER WORRIED AND UPSET?  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
S195C.Q22B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
S195C.Q23A. HOW MUCH HOMESICKNESS DO YOU FEEL?  1. A GREAT DEAL 2. QUITE A BIT 3. A LITTLE 4. NONE 0. NO ANSWER 
S195C.Q23B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
S195C.Q24A. DO YOU EVER FEEL LONESOME?  1. I HARDLY EVER FEEL LONESOME 2. I SOMETIMES FEEL LONESOME 3. I OFTEN FEEL LONESOME 0. NO ANSWER 
S195C.Q24B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q25A. DO YOU THINK YOU ARE A GOOD SOLDIER?  1. YES, ONE OF THE BEST 2. YES, ALTHOUGH MAYBE NOT ONE OF THE BEST 3. UNDECIDED 4. NO, NOT YET, BUT I WILL BE 5. NO, AND I DON'T THINK I EVER WILL BE 0. NO ANSWER "
S195C.Q25B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q26A. WHEN YOU GET A VERY IMPORTANT JOB TO DO, DO YOU WORRY ABOUT WHETHER YOU WILL DO ALL RIGHT OR NOT?  1. I WORRY A LOT 2. I WORRY A LITTLE 3. I DON'T WORRY AT ALL 0. NO ANSWER "
S195C.Q26B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q27A. ON THE WHOLE, WOULD YOU SAY YOU ARE WELL ADJUSTED OR POORLY ADJUSTED TO ARMY LIFE?  1. I AM VERY WELL ADJUSTED 2. I AM FAIRLY WELL ADJUSTED 3. I AM NOT SO WELL ADJUSTED 4. I AM VERY POORLY ADJUSTED 0. NO ANSWER "
S195C.Q27B. HOW STRONGLY DO YOU FEEL ABOUT THIS?  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"S195C.Q28A. AFTER THE WAR, DO YOU THINK THE UNITED STATES COULD OR COULD NOT HAVE AN ARMY SUFFICIENT FOR THE COUNTRY'S NEEDS BY TAKING VOLUNTEERS ONLY?  1. YES, I THINK IT COULD 2. NO, I THINK IT COULD NOT 3. UNDECIDED 0. NO ANSWER "
S195C.Q28B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195C.Q29A. DO YOU AGREE OR DISAGREE WITH THIS STATEMENT? ""THE BEST WAY TO PROTECT THE UNITED STATES AGAINST ANOTHER WAR IS TO MAKE HER SO STRONG MILITARILY THAT NO ONE WOULD DARE TO ATTACK HER.""  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER "
S195C.Q29B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195C.Q30A. DO YOU AGREE OR DISAGREE WITH THIS STATEMENT? ""AFTER THE WAR, IT WILL BE NECESSARY FOR THE NATIONAL SAFETY OF THE UNITED STATES TO HAVE A LARGE ARMY.""  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER "
S195C.Q30B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195C.Q31A. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF VOLUNTEERS ONLY?  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 0. NO ANSWER "
S195C.Q31B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195C.Q32A. IF YOU HAD A SON, WOULD YOU WANT HIM TO HAVE A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME, AFTER THIS WAR, OR NOT?  1. YES, I WOULD WANT HIM TO HAVE ARMY TRAINING 2. NO, I WOULD NOT WANT HIM TO HAVE ARMY TRAINING 3. UNDECIDED 0. NO ANSWER "
S195C.Q32B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195C.Q33A. AFTER THE WAR, DO YOU THINK ALL YOUNG MEN IN THE UNITED STATES SHOULD BE MADE TO TAKE A CERTAIN AMOUNT OF MILITARY TRAINING OR NOT?  1. YES, THEY SHOULD BE MADE TO TAKE MILITARY TRAINING 2. NO, THEY SHOULD NOT BE MADE TO TAKE MILITARY TRAINING 3. UNDECIDED 0. NO ANSWER "
S195C.Q33B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195C.Q34A. DO YOU AGREE OR DISAGREE WITH THIS STATEMENT? ""EVEN IF ALL OTHER COUNTRIES AGREE NOT TO HAVE LARGE ARMIES, THE UNITED STATES SHOULD STILL DRAFT ALL YOUNG MEN FOR MILITARY TRAINING.""  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER "
S195C.Q34B. HOW SURE ARE YOU OF YOUR ANSWER?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
S195C.Q35. HOW INTERESTED WOULD YOU BE IN HAVING DISCUSSIONS ON THE KIND OF ARMY THE UNITED STATES WILL NEED AFTER THE WAR?  1. VERY MUCH 2. PRETTY MUCH 3. NOT SO MUCH 4. NOT AT ALL 0. NO ANSWER X. QUESTION 36 NOT CODED. 
"S195C.V37A. PERSONAL ADJUSTMENT SCORE - CONTENT: E. DERIVED FROM QUESTIONS 15A, 17A, 18A, 21A, 22A, 23A, 24A, 25A, 26A, AND 27A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195C.V37B. PERSONAL ADJUSTMENT SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 15B, 17B, 18B, 21B, 22B, 23B, 24B, 25B, 26B AND 27B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195C.V38A. ATTITUDE TOWARD CONSCRIPTION SCORE - CONTENT: E. DERIVED FROM QUESTIONS 28A, 29A, 30A, 31A, 32A, 33A AND 34A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195C.V38B. ATTITUDE TOWARD CONSCRIPTION SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 28B, 29B, 30B, 31B, 32B, 33B AND 34B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195C.V39A. ATTITUDE TOWARD WAC SCORE - CONTENT: E. DERIVED FROM QUESTIONS 4A, 5A, 7A, 8A, 9A, 10A, 11A, 12A, 13A AND 14A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. X. COL. 80 NOT USED. CARD 2 "
S195C.CARD.  2. CARD TWO 
S195C.DECK.  195. SURVEY NUMBER 
S195C.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
S195C.FORM:  1. S-195A 2. S-195B 3. S-195C 
"S195C.V39B. ATTITUDE TOWARD WAC SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 4B, 5B, 7B, 8B, 9B, 10B, 11B, 12B, 13B AND 14B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195C.V39C. ATTITUDE TOWARD WAC SCORE - NON-SCALE COMBINATIONS: E. DERIVED FROM QUESTIONS 4A, 5A, 7A, 8A, 9A, 10A, 11A, 12A, 13A AND 14A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
S195C.V40. CAMP IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
