,CARD,DECK,BALLOT,FORM,S106OU.Q1,S106OU.Q2,S106OU.Q3,S106OU.Q4,S106OU.Q5,S106OU.Q6A,S106OU.Q6B,S106OU.Q7,S106OU.Q8,S106OU.Q8B,S106OU.Q9,S106OU.Q10.x,S106OU.Q12,S106OU.Q13,S106OU.Q14,S106OU.Q15,S106OU.Q16,S106OU.Q17A,S106OU.Q17B,S106OU.Q17C,S106OU.Q18A.1,S106OU.Q18A.2,S106OU.Q18A.3,S106OU.Q18A.4,S106OU.Q18A.5,S106OU.Q18A.6,S106OU.Q18A.7,S106OU.Q18A.8,S106OU.Q18A.9,S106OU.Q18A.10,S106OU.Q18A.11,S106OU.Q18A.12,S106OU.Q18A.13,S106OU.Q18B,S106OU.Q19,S106OU.Q20.1,S106OU.Q20.2,S106OU.Q20.3,S106OU.Q20.4,S106OU.Q20.5,S106OU.Q20.6,S106OU.Q20.7,S106OU.Q20.8,S106OU.Q20.9,S106OU.Q20.10,S106OU.Q20.11,S106OU.Q20.12,S106OU.Q21,S106OU.Q22,S106OU.Q23,S106OU.Q24,S106OU.Q25,S106OU.Q26,S106OU.Q27,S106OU.Q28,S106OU.Q29,S106OU.Q30,S106OU.Q31,S106OU.Q32,S106OU.Q33,S106OU.Q34,S106OU.Q35,S106OU.Q36,S106OU.Q37,CARD..1,DECK..1,BALLOT..1,S106OU.Q38,S106OU.Q39,S106OU.Q40,S106OU.Q41,S106OU.Q42,S106OU.Q43A,S106OU.Q43B,S106OU.Q44,S106OU.V44A,S106OU.Q45,S106OU.Q46,S106OU.Q47,S106OU.Q48A,S106OU.Q48B.n,S106OU.V50,S106OU.V51,S106OU.V52,S106OU.V53
689,1.0,106.0,690.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,6.0,4.0,4.0,1.0,5.0,10.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,106.0,690.0,4.0,3.0,3.0,3.0,30.0,9.0,10.0,90.0,9.0,1.0,1.0,1.0,2.0,,2.0,2.0,11.0,2.0
690,1.0,106.0,691.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,1.0,5.0,10.0,1.0,4.0,1.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,106.0,691.0,4.0,3.0,3.0,2.0,30.0,8.0,10.0,80.0,7.0,3.0,2.0,3.0,2.0,,1.0,3.0,11.0,2.0
691,1.0,106.0,692.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,5.0,4.0,1.0,5.0,10.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,106.0,692.0,4.0,1.0,2.0,3.0,10.0,7.0,10.0,70.0,4.0,3.0,1.0,3.0,1.0,,1.0,2.0,11.0,2.0
692,1.0,106.0,693.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,1.0,5.0,10.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,106.0,693.0,4.0,1.0,2.0,1.0,20.0,2.0,10.0,20.0,2.0,1.0,1.0,1.0,1.0,,4.0,2.0,11.0,5.0
693,1.0,106.0,694.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,5.0,10.0,1.0,4.0,3.0,10.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,106.0,694.0,4.0,3.0,3.0,2.0,30.0,3.0,10.0,30.0,3.0,1.0,1.0,1.0,1.0,,1.0,3.0,11.0,2.0
694,1.0,106.0,695.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,5.0,4.0,1.0,5.0,10.0,1.0,4.0,3.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,106.0,695.0,4.0,1.0,1.0,1.0,20.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,2.0,,3.0,3.0,11.0,5.0
695,1.0,106.0,696.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,1.0,10.0,1.0,0.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,106.0,696.0,4.0,1.0,2.0,1.0,10.0,3.0,20.0,30.0,3.0,2.0,1.0,1.0,1.0,,3.0,2.0,11.0,2.0
696,1.0,106.0,697.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,10.0,1.0,0.0,3.0,10.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,106.0,697.0,4.0,1.0,3.0,3.0,30.0,3.0,10.0,30.0,3.0,1.0,1.0,1.0,2.0,,2.0,2.0,11.0,5.0
697,1.0,106.0,698.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,5.0,10.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,106.0,698.0,4.0,2.0,2.0,3.0,20.0,2.0,10.0,20.0,2.0,1.0,2.0,2.0,1.0,,4.0,3.0,11.0,5.0
698,1.0,106.0,699.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,5.0,4.0,4.0,2.0,10.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,106.0,699.0,4.0,3.0,3.0,2.0,30.0,3.0,10.0,30.0,3.0,1.0,1.0,1.0,1.0,,1.0,4.0,11.0,5.0
699,1.0,106.0,700.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,5.0,4.0,1.0,5.0,10.0,1.0,4.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,106.0,700.0,4.0,3.0,2.0,1.0,20.0,9.0,10.0,90.0,9.0,1.0,1.0,1.0,2.0,,1.0,4.0,11.0,2.0
700,1.0,106.0,701.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,5.0,10.0,1.0,3.0,3.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,106.0,701.0,4.0,3.0,3.0,2.0,30.0,2.0,10.0,20.0,2.0,1.0,2.0,2.0,1.0,,1.0,4.0,11.0,2.0
701,1.0,106.0,702.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,5.0,10.0,1.0,3.0,3.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,106.0,702.0,4.0,1.0,1.0,1.0,10.0,3.0,10.0,30.0,3.0,1.0,2.0,1.0,1.0,,4.0,2.0,11.0,2.0
702,1.0,106.0,703.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,6.0,5.0,4.0,1.0,5.0,10.0,1.0,4.0,3.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,106.0,703.0,4.0,2.0,2.0,3.0,90.0,4.0,10.0,40.0,4.0,1.0,1.0,1.0,2.0,,2.0,3.0,11.0,5.0
703,1.0,106.0,704.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,6.0,5.0,4.0,4.0,1.0,10.0,1.0,4.0,3.0,10.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,106.0,704.0,4.0,2.0,3.0,2.0,30.0,7.0,10.0,70.0,7.0,1.0,1.0,1.0,1.0,,1.0,4.0,11.0,2.0
704,1.0,106.0,705.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,6.0,6.0,5.0,6.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,9.0,2.0,106.0,705.0,4.0,9.0,9.0,9.0,90.0,6.0,10.0,60.0,6.0,1.0,1.0,1.0,1.0,,2.0,5.0,12.0,6.0
705,1.0,106.0,706.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,6.0,4.0,4.0,6.0,1.0,5.0,4.0,3.0,3.0,5.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,9.0,2.0,106.0,706.0,4.0,9.0,9.0,9.0,90.0,8.0,10.0,80.0,8.0,1.0,3.0,2.0,1.0,,2.0,2.0,12.0,2.0
706,1.0,106.0,707.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,5.0,10.0,1.0,4.0,5.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,106.0,707.0,4.0,3.0,3.0,1.0,30.0,5.0,10.0,50.0,5.0,1.0,1.0,3.0,1.0,,1.0,3.0,11.0,5.0
707,1.0,106.0,708.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0,5.0,5.0,1.0,5.0,10.0,1.0,4.0,5.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,106.0,708.0,4.0,3.0,3.0,3.0,30.0,2.0,10.0,20.0,2.0,1.0,1.0,2.0,1.0,,3.0,5.0,11.0,5.0
708,1.0,106.0,709.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,1.0,10.0,1.0,4.0,3.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,106.0,709.0,4.0,3.0,3.0,2.0,30.0,9.0,10.0,90.0,9.0,1.0,1.0,2.0,1.0,,1.0,4.0,11.0,2.0
709,1.0,106.0,710.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,1.0,10.0,1.0,4.0,5.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,106.0,710.0,4.0,2.0,3.0,3.0,30.0,7.0,10.0,70.0,7.0,1.0,1.0,1.0,1.0,,2.0,4.0,11.0,2.0
710,1.0,106.0,711.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,6.0,5.0,5.0,1.0,5.0,10.0,1.0,4.0,5.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,106.0,711.0,4.0,2.0,3.0,3.0,20.0,3.0,10.0,30.0,3.0,1.0,1.0,1.0,1.0,,1.0,4.0,11.0,2.0
711,1.0,106.0,712.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,5.0,10.0,1.0,3.0,5.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,106.0,712.0,4.0,3.0,2.0,3.0,20.0,6.0,10.0,60.0,6.0,1.0,1.0,3.0,1.0,,1.0,3.0,11.0,2.0
712,1.0,106.0,713.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0,5.0,5.0,1.0,5.0,10.0,1.0,4.0,5.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,106.0,713.0,4.0,2.0,2.0,1.0,20.0,2.0,10.0,20.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,11.0,5.0
713,1.0,106.0,714.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,5.0,10.0,1.0,4.0,5.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,106.0,714.0,4.0,2.0,1.0,1.0,10.0,3.0,10.0,30.0,3.0,1.0,1.0,2.0,2.0,,3.0,2.0,11.0,5.0
714,1.0,106.0,715.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0,1.0,5.0,1.0,5.0,10.0,1.0,3.0,1.0,10.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,106.0,715.0,4.0,2.0,1.0,1.0,20.0,2.0,20.0,50.0,2.0,3.0,2.0,4.0,1.0,,1.0,2.0,11.0,5.0
715,1.0,106.0,716.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,11.0,4.0,5.0,7.0,5.0,4.0,10.0,3.0,1.0,4.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,9.0,2.0,106.0,716.0,4.0,9.0,9.0,9.0,90.0,2.0,10.0,20.0,2.0,1.0,1.0,1.0,1.0,,1.0,5.0,11.0,1.0
716,1.0,106.0,717.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,9.0,6.0,5.0,7.0,1.0,5.0,10.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,106.0,717.0,4.0,3.0,2.0,3.0,30.0,4.0,20.0,70.0,4.0,1.0,1.0,3.0,1.0,,1.0,3.0,11.0,1.0
717,1.0,106.0,718.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,5.0,6.0,5.0,1.0,4.0,3.0,4.0,5.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,9.0,2.0,106.0,718.0,4.0,9.0,9.0,9.0,90.0,4.0,10.0,40.0,4.0,1.0,2.0,3.0,2.0,,2.0,2.0,12.0,6.0
718,1.0,106.0,719.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,3.0,6.0,1.0,5.0,2.0,3.0,4.0,5.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,3.0,9.0,2.0,106.0,719.0,4.0,9.0,9.0,9.0,90.0,9.0,10.0,90.0,9.0,1.0,1.0,4.0,1.0,,1.0,2.0,12.0,2.0
719,1.0,106.0,720.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,5.0,3.0,5.0,6.0,1.0,5.0,10.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,106.0,720.0,4.0,2.0,2.0,1.0,20.0,3.0,10.0,30.0,3.0,1.0,1.0,3.0,1.0,,1.0,3.0,11.0,5.0
720,1.0,106.0,721.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,7.0,6.0,5.0,6.0,1.0,5.0,10.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,106.0,721.0,4.0,3.0,2.0,1.0,20.0,2.0,10.0,20.0,2.0,1.0,1.0,1.0,1.0,,4.0,3.0,11.0,5.0
721,1.0,106.0,722.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,11.0,4.0,5.0,6.0,4.0,1.0,10.0,3.0,2.0,3.0,11.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,106.0,722.0,4.0,3.0,3.0,2.0,30.0,6.0,10.0,60.0,6.0,1.0,1.0,1.0,1.0,,1.0,5.0,11.0,4.0
722,1.0,106.0,723.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,10.0,6.0,5.0,6.0,5.0,1.0,10.0,1.0,1.0,4.0,8.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,106.0,723.0,4.0,3.0,3.0,2.0,30.0,9.0,10.0,90.0,9.0,1.0,1.0,1.0,1.0,,1.0,5.0,12.0,1.0
723,1.0,106.0,724.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,9.0,6.0,3.0,6.0,5.0,1.0,10.0,3.0,1.0,3.0,8.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,9.0,2.0,106.0,724.0,4.0,9.0,9.0,9.0,91.0,2.0,11.0,20.0,0.0,4.0,3.0,4.0,1.0,,3.0,5.0,11.0,4.0
724,1.0,106.0,725.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,9.0,6.0,5.0,6.0,4.0,2.0,10.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,106.0,725.0,4.0,2.0,3.0,1.0,20.0,4.0,10.0,40.0,4.0,1.0,1.0,1.0,1.0,,1.0,3.0,11.0,5.0
725,1.0,106.0,726.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,8.0,5.0,2.0,6.0,4.0,2.0,10.0,2.0,1.0,5.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,9.0,2.0,106.0,726.0,4.0,9.0,9.0,9.0,90.0,3.0,10.0,30.0,3.0,1.0,1.0,3.0,1.0,,1.0,2.0,11.0,3.0
