S0189.CARD.  1. CARD ONE 
S0189.Q6J. BRITISH SPORTS BROADCAST?  1. I LIKE THEM 2. I DISLIKE THEM 3. I NEITHER LIKE NOR DISLIKE THEM 4. I HAVE NEVER HEARD ANY 0. NO ANSWER 
S0189.Q6K. BRITISH RADIO PLAY?  1. I LIKE THEM 2. I DISLIKE THEM 3. I NEITHER LIKE NOR DISLIKE THEM 4. I HAVE NEVER HEARD ANY 0. NO ANSWER 
S0189.Q6L. AMERICAN RADIO PLAY?  1. I LIKE THEM 2. I DISLIKE THEM 3. I NEITHER LIKE NOR DISLIKE THEM 4. I HAVE NEVER HEARD ANY 0. NO ANSWER 
"S0189.Q7. IF YOU HAVE LISTENED TO THE ALLIED EXPEDITIONARY FORCES PROGRAMS, HAVE YOU HEARD ANY OF THE HOURLY NEWS BROADCAST?  1. YES 2. NO 3. NOT SURE 0. NO ANSWER "
S0189.Q8A. IN GENERAL DO YOU LIKE OR DISLIKE THE WAY THE NEWS IS PRESENTE?  1. LIKE IT VERY MUCH 2. LIKE IT FAIRLY WELL 3. DON'T PARTICULARLY LIKE OR DISLIKE IT 4. DISLIKE IT PRETTY MUCH 5. DISLIKE IT VERY MUCH 0. NO ANSWER 
"S0189.Q8B. ARE THERE ANY PARTICULAR THINGS ABOUT THE WAY THE NEWS IS PRESENTED THAT YOU LIK?  1. YES, SOMETHING WRITTEN IN 2. NO 3. YES, NOTHING WRITTEN IN 0. NO ANSWER "
"S0189.Q8C. ARE THERE ANY PARTICULAR THINGS ABOUT THE WAY THE NEWS IS PRESENTED THAT YOU DISLIK?  1. YES, SOMETHING WRITTEN IN 2. NO 3. YES, NOTHING WRITTEN IN 0. NO ANSWER "
"S0189.Q9. IN GENERAL, DO YOU FEEL THAT THE PRESENT JOINT BROADCASTING SERIVCE WHICH IS DESIGNED FOR ALL ENGLISH SPEAKING ALLIED TROOPS IN THE THEATER IS BEST, OR DO YOU FEEL THAT EACH OF THE ALLIES SHOULD HAVE A SEPARATE SERVICE BROADCASTING THEIR OWN PROGRAMS PRINCIPALLY TO THEIR OWN TROOP?  1. FEEL THAT THE PRESENT JOINT BROADCASTING SERVICE IS BEST 2. FEEL THAT EACH OF THE ALLIES SHOULD BROADCAST THEIR PROGRAMS PRINCIPALLY TO THEIR OWN TROOPS 3. FEEL IT DOESN'T MAKE MUCH DIFFERENCE HOW IT IS DONE 0. NO ANSWER "
S0189.V9A. OPINION ABOUT BROADCASTING SERVICE:  1. ANTI-BRITISH 2. PRO-AMERICAN 3. OTHER 4. NO ANSWER 0. NO CODE OR NO DATA 
S0189.Q10. WHAT BRANCH OF THE ARMY ARE YOU IN NO?  1. FIELD ARTILLERY 2. QUARTERMASTER 3. INFANTRY 4. ARMORED COMMAND 5. AIR CORPS 6. TRANSPORTATION CORPS 7. ORDNANCE DEPARTMENT 8. OTHER 0. NO ANSWER 
S0189.Q11. HOW FAR DID YOU GO IN SCHOO?  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
S0189.Q12. HAVE YOU BEEN IN ACTUAL COMBAT IN THIS WA?  1. YES 2. NO 0. NO ANSWER 
S0189.V13. COMMENTS ON IMPROVING RADIO SERVICE:  1. PRO-AMERICAN COMMENTS 2. ANTI-BRITISH COMMENTS 3. OTHER 0. NO ANSWER 
S0189.V14. UNIT IDENTIFICATION: X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS.  ANP 
