CARD.,DECK,BALLOT.,FORM,V.I.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.5..2,Q.5..3,Q.5..4,Q.5..5,Q.5..6,Q.5..7,Q.5..8,Q.5..9,Q.5..10,Q.5..11,Q.5..12,Q.6.,Q.7.,Q.7a.,Q.7a..1,Q.7a..2,Q.7a..3,Q.7a..4,Q.7a..5,Q.7a..6,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.12a.,Q.12a..1,Q.12a..2,Q.12a..3,Q.12a..4,Q.12a..5,Q.12a..6,Q.12a..7,Q.12a..8,Q.12a..9,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.18a.,Q.18a..1,Q.18a..2,Q.18a..3,Q.18a..4,Q.18a..5,Q.18a..6,Q.18a..7,Q.18a..8,Q.18a..9,Q.18a..10,Q.18a..11,Q.18a..12,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,CARD..1,DECK.1,BALLOT,FORM.,V.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.42a.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.50.,Q.50a.,Q.51.,Q.51a.,Q.52.,Q.53.,Q.54.,Q.54a.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.74a.,Q.75.,Q.76.,Q.76a.,Q.77.,Q.77a.,CARD..2,DECK.,BALLOT.1,FORM.1,V..1,V..2,V..3,V..4,V..5,V..6,V..7,V..8,V..9,V..10,V..11,V..12
1,32,4704,1,2,7,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,1,4,1,2,0,2,1,2,2,2,2,2,2,2,2,2,72,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,1,2,2,32,4704,1,2,1,1,1,2,2,2,3,0,2,2,12,5,2,1,1,1,1,1,2,9,1,1,2,2,1,1,3,38,1,8,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,4,1,3,2,2,21,2,2,21,1,11,3,32,4704,1,2,2,3,1,1,3,5,5,12,6,83,3
1,32,4705,1,2,4,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,2,2,2,2,2,2,1,4,4,2,52,5,2,2,1,2,2,2,2,2,2,2,52,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,4,3,2,2,32,4705,1,2,1,3,3,3,3,4,3,2,2,2,12,5,1,1,1,1,3,2,2,10,1,3,2,3,1,1,3,39,3,25,1,1,1,9,1,1,1,1,4,4,1,1,1,1,1,2,1,2,1,1,2,3,2,2,24,2,2,24,1,11,3,32,4705,1,2,0,3,4,3,3,5,5,12,5,82,3
1,32,4706,1,2,5,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,1,3,0,1,1,2,2,2,2,2,2,2,2,2,61,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,2,32,4706,1,2,2,1,2,2,1,2,3,2,2,3,12,2,1,1,1,1,3,3,1,1,1,1,1,2,1,2,2,27,1,9,3,1,1,9,3,3,2,3,2,5,4,2,3,3,2,2,2,2,1,4,2,3,2,2,21,2,2,21,2,21,3,32,4706,1,2,4,1,3,1,3,8,4,12,5,82,3
1,32,4707,1,2,7,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,4,2,2,62,2,2,2,2,1,2,2,2,2,2,2,61,4,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,8,5,3,2,32,4707,1,2,1,2,2,2,3,4,3,2,2,2,12,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,39,2,16,1,1,1,9,1,1,1,2,2,2,3,2,3,3,3,3,2,2,4,4,1,3,2,2,24,2,2,24,3,36,3,32,4707,1,2,0,1,2,1,1,4,5,12,5,83,3
1,32,4708,1,2,5,1,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,4,1,1,0,1,2,2,2,2,2,2,1,2,2,2,74,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,2,32,4708,1,2,2,1,1,1,2,7,3,1,2,2,12,2,1,1,1,1,1,1,2,6,1,3,1,2,1,1,1,18,2,15,1,1,1,8,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,3,1,2,21,1,2,24,1,11,3,32,4708,1,2,4,3,3,1,3,1,5,10,12,87,3
1,32,4709,1,2,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,1,2,2,2,2,2,2,4,4,1,0,1,2,2,1,2,2,2,2,2,2,2,59,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,32,4709,1,2,3,1,2,1,2,11,3,2,2,1,11,5,1,1,1,1,1,1,2,10,1,3,1,1,3,1,1,18,1,3,3,1,1,9,3,1,1,1,2,3,2,2,1,1,2,2,1,2,3,2,3,2,1,2,21,1,3,34,2,21,3,32,4709,1,2,3,2,2,2,2,1,5,12,12,45,3
1,32,4710,1,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,0,3,2,2,2,2,2,2,1,2,2,2,72,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,32,4710,1,2,2,1,1,1,1,4,3,2,2,1,12,2,2,1,1,1,1,1,2,9,3,1,1,1,1,1,3,39,1,3,1,1,1,6,1,1,2,1,3,2,3,2,2,1,2,2,3,1,3,2,1,1,1,2,21,1,2,21,1,11,3,32,4710,1,2,5,2,1,1,1,5,5,12,12,45,3
1,32,4711,1,2,3,1,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,3,5,2,63,2,2,1,2,2,2,2,2,2,2,2,63,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,2,3,2,32,4711,1,2,2,1,3,3,3,1,3,2,2,1,8,4,1,1,1,1,3,1,2,9,2,3,1,3,1,2,3,31,2,14,1,1,3,14,1,1,2,1,2,2,3,1,1,1,2,2,3,1,2,3,3,1,1,1,11,1,2,21,2,21,3,32,4711,1,2,2,2,4,1,2,1,5,12,12,0,3
1,32,4712,1,2,3,1,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,1,1,0,2,2,2,2,2,2,2,1,2,2,2,74,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,2,2,2,32,4712,1,2,1,1,3,1,3,2,3,2,2,2,12,2,3,3,2,4,1,2,1,1,2,1,1,2,1,2,3,39,2,14,1,3,1,3,1,1,2,1,2,1,2,2,1,1,2,3,2,1,3,2,1,2,1,1,11,4,2,22,2,22,3,32,4712,1,2,1,2,2,1,2,7,5,12,12,80,3
1,32,4713,1,2,6,1,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,2,2,2,2,1,2,5,1,0,2,2,1,2,2,2,2,2,2,2,2,74,3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,1,2,32,4713,1,2,1,1,1,1,1,2,3,3,3,2,12,4,3,2,3,3,1,1,1,1,1,1,1,2,1,2,4,45,1,3,3,4,1,3,4,1,1,3,4,1,4,2,2,3,2,3,1,1,1,4,1,4,1,1,14,1,2,24,2,24,3,32,4713,1,2,5,3,2,2,3,8,5,12,12,80,3
1,32,4714,1,2,6,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,1,2,2,3,3,2,59,2,1,2,2,2,2,2,2,2,2,2,59,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,3,2,32,4714,1,2,2,1,2,3,2,1,3,2,2,1,6,2,6,1,6,5,4,3,1,1,1,1,1,2,2,2,3,31,4,31,4,4,1,6,4,1,2,1,4,2,2,2,3,3,4,3,2,1,2,2,1,4,1,2,21,1,2,21,2,21,3,32,4714,1,2,2,2,4,1,3,4,4,12,12,0,3
1,32,4715,1,2,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,0,1,1,2,2,2,2,2,2,2,2,2,64,3,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,2,2,32,4715,1,2,2,1,2,1,2,1,3,2,2,2,12,4,2,1,1,1,3,1,3,13,1,2,1,1,1,2,3,39,3,22,2,3,3,11,1,2,2,2,3,2,3,3,1,1,2,2,3,1,1,3,2,2,1,2,24,1,2,24,2,24,3,32,4715,1,2,3,2,8,0,1,1,4,12,12,3,3
1,32,4716,1,2,3,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,3,1,2,58,3,2,2,2,1,2,2,2,2,2,2,63,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,32,4716,1,2,2,2,1,1,1,1,3,2,2,2,12,2,2,1,1,1,2,1,1,1,1,1,1,2,3,2,2,21,1,3,4,3,1,3,3,3,4,3,2,1,1,2,2,1,2,2,2,1,4,1,1,4,1,2,21,1,3,34,3,36,3,32,4716,1,2,6,0,4,1,3,5,6,12,12,0,3
1,32,4717,1,2,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,1,4,3,2,57,2,2,1,2,2,2,2,2,2,2,2,0,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,7,2,2,2,32,4717,1,2,3,2,2,3,3,1,3,3,2,2,12,6,5,2,2,4,1,1,3,13,5,1,1,3,3,1,1,18,2,16,3,3,4,31,1,1,4,2,5,3,4,3,1,4,3,4,3,1,4,2,2,5,1,3,34,1,2,24,3,36,3,32,4717,1,2,0,0,3,1,2,8,6,12,12,2,3
1,32,4718,1,2,7,1,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,0,2,1,2,2,2,2,2,2,2,2,2,74,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,1,1,2,32,4718,1,2,1,1,1,1,1,11,3,2,2,3,12,1,3,3,4,3,4,1,1,5,5,1,1,2,1,3,2,27,1,3,4,1,1,3,4,4,2,1,2,2,4,1,3,3,2,4,2,1,1,1,4,4,1,2,21,4,3,34,3,36,3,32,4718,1,2,5,5,3,2,3,8,6,12,12,80,3
1,32,4719,1,2,7,1,1,11,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,2,2,2,2,2,4,1,2,52,1,1,2,2,2,2,2,2,2,2,2,52,5,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,2,2,32,4719,1,2,1,2,2,2,3,4,3,2,2,1,1,4,3,2,2,3,4,2,1,1,4,1,3,3,2,2,2,26,1,8,2,2,1,3,2,2,1,1,2,2,3,1,1,1,2,2,1,2,2,4,3,4,1,2,21,3,2,21,2,21,3,32,4719,1,2,1,2,4,3,2,1,4,12,2,1,3
1,32,4720,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,1,2,64,2,2,2,2,1,2,2,2,2,2,2,64,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,8,1,1,2,32,4720,1,2,2,1,2,1,1,4,3,2,2,3,12,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,3,39,1,9,1,1,1,3,3,1,3,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,3,2,21,1,1,13,2,23,3,32,4720,1,2,5,5,1,3,2,7,5,12,12,3,3
1,32,4721,1,2,6,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,64,1,2,2,1,2,2,2,2,2,2,2,64,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,1,2,32,4721,1,2,1,1,3,2,2,8,3,2,2,3,12,1,3,2,5,3,1,1,1,4,1,2,1,1,2,1,3,39,1,3,1,1,3,14,1,3,2,1,2,3,4,1,1,1,3,1,1,1,2,4,1,3,1,2,21,3,2,21,2,21,3,32,4721,1,2,1,4,4,3,3,6,4,12,12,0,3
1,32,4722,1,2,5,1,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,2,2,2,1,2,2,2,2,1,2,22,1,2,2,1,2,2,2,2,2,2,2,59,3,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,1,2,32,4722,1,2,2,1,1,1,2,11,3,2,1,3,12,4,6,1,2,1,4,1,1,1,1,1,1,3,1,3,2,21,4,31,4,1,1,3,4,4,1,3,2,1,4,2,1,1,2,4,2,1,2,2,1,4,1,2,21,1,2,21,2,22,3,32,4722,1,2,5,3,4,1,3,7,4,11,12,84,3
1,32,4723,1,2,3,1,1,13,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,2,2,2,2,2,1,3,1,2,72,2,1,2,2,2,2,2,2,2,2,2,72,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,32,4723,1,2,2,1,3,1,3,1,3,2,2,2,12,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,18,1,9,3,1,1,9,3,3,1,2,1,2,3,3,3,1,1,2,4,1,3,2,1,2,1,2,24,1,2,24,2,24,3,32,4723,1,2,3,1,2,1,0,5,4,12,12,2,3
1,32,4724,1,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,3,1,2,0,3,2,2,2,2,2,2,2,2,2,1,64,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,3,2,32,4724,1,2,1,3,3,2,3,2,3,2,2,2,12,4,1,1,1,1,1,1,1,5,2,1,1,2,1,2,3,39,1,9,1,1,1,9,1,1,2,1,2,3,3,2,1,1,2,2,3,1,3,3,3,1,1,2,21,1,2,21,2,24,3,32,4724,1,2,0,0,1,0,1,1,4,12,12,45,3
1,32,4725,1,2,6,1,1,7,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,57,2,1,2,2,2,2,2,2,2,2,2,56,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,7,2,2,2,32,4725,1,2,2,1,2,1,1,2,3,2,1,2,12,3,2,1,3,1,1,1,1,5,1,1,1,2,1,2,2,27,1,9,1,1,1,9,3,3,2,2,2,2,2,2,3,3,3,3,2,1,3,2,2,3,1,2,24,1,1,14,2,23,3,32,4725,1,2,4,2,2,1,1,4,5,11,12,84,3
1,32,4726,1,2,6,1,1,7,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,0,4,2,2,2,2,2,2,2,2,2,1,0,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,7,1,1,2,32,4726,1,2,1,1,1,1,1,1,3,3,3,3,12,6,2,1,1,1,4,1,1,1,1,1,1,2,1,2,3,39,1,1,4,1,1,3,4,4,2,2,2,5,3,2,1,1,2,1,3,1,2,2,2,4,1,2,21,1,2,21,4,44,3,32,4726,1,2,5,4,3,1,1,7,5,12,12,2,3
1,32,4727,1,2,6,1,1,12,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,2,1,3,1,2,72,2,2,2,2,1,2,2,2,2,2,2,71,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,2,3,2,32,4727,1,2,2,1,3,1,3,11,3,2,2,2,12,4,3,2,4,3,2,3,1,1,5,1,1,3,1,2,3,39,2,16,3,3,3,16,2,3,2,2,4,2,3,3,3,3,2,3,3,3,1,1,1,4,0,2,24,2,2,24,1,14,3,32,4727,1,2,2,1,5,1,1,8,5,12,9,61,3
1,32,4728,1,2,7,1,1,6,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,1,5,1,2,52,1,2,2,2,2,2,2,2,2,2,1,52,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,2,2,32,4728,1,2,1,1,1,1,1,4,3,3,2,3,12,2,3,2,2,3,1,3,3,13,5,4,3,1,3,3,4,45,4,31,4,4,4,31,4,4,2,1,1,5,3,3,3,1,2,3,3,1,1,3,2,4,1,2,24,1,3,34,2,24,3,32,4728,1,2,4,3,4,0,2,8,5,12,11,48,3
1,32,4729,1,2,5,1,1,6,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,2,2,2,1,2,2,2,3,1,1,0,1,2,2,1,2,2,2,2,2,2,2,53,5,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,4,1,2,2,32,4729,1,2,2,1,2,1,1,11,3,2,2,3,12,4,3,2,2,3,1,1,2,7,1,4,1,2,1,2,3,37,1,3,1,5,5,32,5,0,5,0,5,0,0,0,3,1,2,2,2,1,1,3,1,1,1,2,21,1,2,21,3,31,3,32,4729,1,2,4,4,4,0,2,2,5,12,8,96,3
1,32,4730,1,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,2,2,3,2,1,0,1,2,1,2,2,2,2,2,2,2,2,53,4,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,1,1,2,32,4730,1,2,2,1,2,2,2,4,3,2,2,4,12,3,4,1,2,1,1,1,1,4,1,3,1,2,1,1,3,39,3,21,1,3,3,16,1,1,2,1,2,1,2,2,3,1,3,2,2,3,2,1,1,1,2,2,21,3,3,34,3,36,3,32,4730,1,2,3,4,4,1,3,5,6,12,8,14,3
1,32,4731,1,2,6,2,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,1,3,3,2,0,1,2,2,2,2,2,2,2,2,2,1,0,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,2,2,32,4731,1,2,2,1,1,1,1,1,2,2,2,1,12,4,3,3,2,2,2,1,1,5,1,1,1,2,1,1,1,18,2,16,1,1,1,9,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,3,2,1,2,2,24,2,2,24,2,24,3,32,4731,1,2,5,5,3,2,2,7,4,8,6,83,3
1,32,4732,1,2,3,3,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,1,2,58,1,2,2,2,2,2,2,1,2,2,2,58,4,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,1,2,32,4732,1,2,2,2,1,1,2,2,2,2,1,2,12,1,1,1,1,1,1,1,3,13,1,1,1,1,1,2,3,39,2,11,1,3,3,11,1,3,4,2,4,2,2,3,1,1,2,2,3,1,3,3,3,4,1,2,24,1,2,24,2,21,3,32,4732,1,2,5,2,4,0,1,1,4,7,12,84,3
1,32,4733,1,2,3,3,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,2,2,2,1,3,1,2,0,1,2,2,2,2,2,2,2,2,2,1,56,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,4,2,1,2,32,4733,1,2,2,1,2,1,1,8,2,2,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,27,1,9,3,1,1,3,1,1,2,2,2,2,3,1,1,1,2,2,1,1,3,1,1,2,1,2,21,1,2,21,2,21,3,32,4733,1,2,5,2,1,3,0,1,4,7,9,95,3
1,32,4734,1,2,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,1,0,1,2,2,2,1,2,2,2,2,2,2,74,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,2,32,4734,1,2,2,4,3,2,3,11,3,3,2,2,12,4,1,1,1,1,3,1,1,5,2,1,1,3,1,2,2,24,1,3,2,2,3,15,3,3,2,1,2,1,1,1,3,3,3,3,1,2,3,2,2,1,2,1,21,2,2,21,3,36,3,32,4734,1,2,2,3,4,3,2,4,5,12,6,82,3
1,32,4735,1,2,4,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,2,2,2,2,1,2,2,4,2,2,43,1,2,2,2,2,2,2,1,2,2,2,71,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,32,4735,1,2,2,4,2,1,2,2,3,2,2,2,12,2,3,2,4,2,1,1,2,7,5,1,1,1,1,2,2,27,2,11,3,3,1,3,1,3,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,3,1,2,21,1,1,11,2,21,3,32,4735,1,2,3,2,3,1,2,5,5,12,12,0,3
1,32,4736,1,2,3,2,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,4,1,1,0,3,2,2,2,1,2,2,2,2,2,2,74,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,1,2,32,4736,1,2,2,1,1,1,1,4,3,2,1,1,8,1,3,2,2,3,1,1,1,1,1,1,1,2,1,2,3,39,1,8,1,1,1,3,1,1,1,1,2,1,3,1,1,1,2,2,1,1,3,2,1,3,1,2,24,1,2,21,1,14,3,32,4736,1,2,6,5,1,3,1,1,5,11,12,87,3
1,32,4737,1,2,5,2,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,0,3,2,2,2,2,2,2,1,2,2,2,74,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,4,2,1,2,32,4737,1,2,2,1,2,1,2,1,3,2,2,2,12,2,2,1,1,1,1,1,1,2,1,3,1,2,1,2,2,21,1,3,3,3,1,3,1,1,2,1,1,1,1,1,1,1,3,4,2,1,2,1,1,4,1,2,21,1,2,21,3,31,3,32,4737,1,2,4,4,2,2,3,6,5,12,12,88,3
1,32,4738,1,2,5,2,1,11,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,1,3,1,2,21,1,2,2,2,1,2,2,2,2,2,2,58,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,1,1,2,32,4738,1,2,1,1,1,1,2,1,3,1,2,1,8,3,1,1,1,1,2,3,3,13,2,3,1,2,1,1,4,45,2,16,3,4,3,16,4,4,2,2,4,1,1,1,3,1,3,2,1,1,3,4,1,3,1,2,21,1,2,21,2,22,3,32,4738,1,2,4,4,5,3,1,5,4,10,12,80,3
1,32,4739,1,2,4,2,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,1,0,2,2,1,2,2,2,2,2,2,2,2,74,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,1,2,32,4739,1,2,1,1,1,1,1,11,3,2,2,3,11,2,1,1,1,1,1,1,3,13,5,4,1,1,1,3,2,27,1,9,2,1,1,9,1,1,2,1,2,2,2,2,3,3,3,3,2,1,1,2,2,2,2,2,24,1,1,14,3,36,3,32,4739,1,2,5,2,2,1,3,4,6,12,12,88,3
1,32,4740,1,2,6,2,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,1,2,2,2,5,2,1,0,5,2,2,2,2,2,2,2,2,1,2,74,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,1,2,2,32,4740,1,2,2,1,2,2,2,11,3,3,2,3,12,2,3,2,2,3,4,1,3,13,5,4,1,3,3,2,1,18,4,31,4,4,4,31,3,4,2,1,2,1,3,2,3,4,2,4,2,2,1,2,1,4,2,2,21,1,3,34,3,31,3,32,4740,1,2,2,4,5,1,2,8,6,12,12,88,3
1,32,4741,1,2,3,2,1,11,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,1,2,2,2,2,2,2,1,2,2,2,74,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,2,2,32,4741,1,2,1,1,2,2,1,2,3,3,1,2,12,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,39,1,9,3,1,1,3,4,1,2,3,2,2,4,1,3,3,2,2,2,1,1,1,1,3,1,2,21,1,2,24,3,36,3,32,4741,1,2,2,3,1,2,3,8,5,11,12,86,3
1,32,4742,1,2,3,2,1,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,3,1,2,59,2,2,2,2,2,2,2,2,2,2,1,64,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,32,4742,1,2,1,1,3,1,3,12,3,1,1,3,12,5,2,1,1,1,3,3,1,5,1,1,1,2,1,2,2,27,1,9,1,1,1,9,1,1,2,2,3,3,2,3,3,1,2,2,3,1,3,4,1,2,1,2,24,1,1,14,2,24,3,32,4742,1,2,2,1,2,1,1,2,5,9,12,48,3
1,32,4743,1,2,3,2,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,4,1,2,52,1,2,2,1,2,2,2,2,2,2,2,52,5,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,3,3,2,32,4743,1,2,1,3,2,2,3,2,3,1,2,1,1,5,1,1,1,5,3,2,2,7,2,2,2,1,2,2,3,39,3,13,3,2,3,13,1,2,2,2,3,3,3,3,1,1,2,2,4,3,3,3,3,3,2,2,21,2,2,21,1,11,3,32,4743,1,2,0,0,8,0,0,1,5,10,8,61,3
1,32,4744,1,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,1,2,2,2,2,2,2,1,2,2,2,54,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,2,32,4744,1,2,2,1,1,1,1,3,3,2,2,2,12,4,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3,32,1,3,2,2,1,3,3,1,2,1,1,1,1,1,3,3,3,3,1,3,1,1,1,2,2,1,21,2,2,22,2,22,3,32,4744,1,2,6,4,2,3,3,4,4,12,9,14,3
1,32,4745,1,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,4,1,2,93,1,2,2,2,2,1,2,2,2,2,2,63,5,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,5,2,3,2,32,4745,1,2,2,2,3,1,2,3,3,2,2,1,8,2,2,1,1,1,1,1,2,7,5,1,1,1,2,1,3,39,2,15,1,1,1,3,1,1,2,2,2,2,3,2,1,1,2,2,1,1,2,2,2,1,1,2,24,1,1,11,2,22,3,32,4745,1,2,2,0,2,2,1,1,5,12,12,0,3
