CARD.  1. CARD ONE 
"Q.9. HOW LONG HAVE YOU BEEN IN THE ARMY* E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 5 YEARS 7. OVER 5 YEARS 0. NO ANSWER "
Q.10. WHAT BRANCH OF THE ARMY WERE YOU IN BEFORE YOU CAME TO THE HOSPITAL*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. OTHER 00. NO ANSWER 
Q.11. HOW LONG HAVE YOU BEEN A PATIENT IN THIS HOSPITAL*  1. TWO WEEKS OR LESS 2. OVER TWO WEEKS UP TO A MONTH 3. OVER A MONTH UP TO 2 MONTHS 4. OVER 2 MONTHS UP TO 3 MONTHS 5. OVER 3 MONTHS UP TO 6 MONTHS 6. OVER 6 MONTHS 0. NO ANSWER 
Q.12. HOW MUCH TIME - ALTOGETHER - HAVE YOU SPENT IN ARMY HOSPITALS (INCLUDING THIS ONE) ON ACCOUNT OF YOUR PRESENT SICKNESS OR INJURY*  1. ONE MONTH OR LESS 2. OVER A MONTH UP TO 2 MONTHS 3. OVER 2 MONTHS UP TO 3 MONTHS 4. OVER 3 MONTHS UP TO 6 MONTHS 5. OVER 6 MONTHS 0. NO ANSWER 
"Q.13. AS FAR AS YOU KNOW NOW, ABOUT HOW MUCH LONGER WOULD YOU GUESS YOU WILL HAVE TO STAY IN A HOSPITAL FOR YOUR PRESENT SICKNESS OR INJURY*  1. PROBABLY JUST A FEW DAYS 2. PROBABLY LESS THAN A MONTH 3. PROBABLY ABOUT A MONTH 4. PROBABLY MORE THAN A MONTH BUT NO MORE THAN 3 MONTHS 5. PROBABLY MORE THAN 3 MONTHS 0. NO ANSWER "
"Q.14. WHERE DID YOU GET THE SICKNESS OR INJURY THAT BROUGHT YOU TO THIS HOSPITAL*  1. IN THE U.S., WHILE ON DUTY 2. IN THE U.S., WHILE OFF DUTY 3. OUTSIDE THE U.S. - BY ENEMY ACTION 4. OUTSIDE THE U.S. - NOT BY ENEMY ACTION 5. I HAD IT BEFORE I CAME INTO THE ARMY 0. NO ANSWER "
"Q.15. HAVE YOU EVER BEEN IN COMBAT*  1. NO, I HAVE NEVER BEEN IN COMBAT 2. YES, AGAINST THE GERMANS 3. YES, AGAINST THE JAPANESE 4. YES, AGAINST THE ITALIANS 5. YES, AGAINST SOMEONE ELSE 6. YES, FRENCH 7. CHECKED TWO 8. CHECKED THREE OR MORE 0. NO ANSWER X. QUESTION 16 NOT CODED. "
"Q.17. DO YOU THINK YOUR PRESENT SICKNESS OR INJURY WILL AFFECT ANY PART OF YOUR BODY FOR THE REST OF YOUR LIFE IN A WAY THAT PEOPLE WILL NOTICE IT* IF YES, WHAT PART OF YOUR BODY AND IN WHAT WAY*  01. YES, ORTHOPEDIC DISABILITY (I.E. BONE INJURY, LOSS OF LIMB, PARALYSIS OF ANY KIND, LIMPING, BACK OR SPINE, ETC.) 02. YES, FACIAL DISFIGUREMENT OR HEAD DISFIGUREMENT (I.E. ""MY EYES STAY BLOODSHOT"") 03. YES, NERVOUSNESS (I.E. ""ALWAYS JUMPY"") 04. YES, DISFIGUREMENT OTHER THAN FACE (I.E. BURNS, ETC.) 05. YES, MIND AFFECTED 06. YES, RESPIRATORY TROUBLE 07. YES, IMPAIRMENT OF HEARING 08. YES, OTHER 09. YES, NO ANSWER AS TO WHAT PART OR WHAT WAY 10. NO 11. DON,T KNOW 00. NO ANSWER "
"Q.18. HOW MUCH TIME DURING THE DAY DO YOU HAVE TO SPEND IN BED AT THE PRESENT TIME*  1. ALL DAY 2. MOST OF THE DAY 3. ABOUT HALF THE DAY 4. A FEW HOURS A DAY 5. I DON,T HAVE TO BE IN BED AT ALL DURING THE DAY 0. NO ANSWER "
"Q.19. SINCE YOU HAVE BEEN IN THE HOSPITAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME - IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
"Q.20. SINCE YOU HAVE BEEN IN THE HOSPITAL, ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER "
"Q.21. SINCE YOU HAVE BEEN IN THE HOSPITAL, HOW OFTEN DO YOU FEEL LONESOME*  1. I AM LONESOME MOST OF THE TIME 2. I AM LONESOME SOME OF THE TIME 3. I AM HARDLY EVER LONESOME 0. NO ANSWER "
"Q.22. FROM WHAT YOU KNOW NOW, DO YOU THINK YOUR PRESENT SICKNESS OR INJURY IS SERIOUS ENOUGH THAT YOU OUGHT TO BE DISCHARGED FROM THE ARMY*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
Q.23. DO YOU THINK YOU REALLY WILL BE DISCHARGED FROM THE ARMY BECAUSE OF YOUR PRESENT SICKNESS OR INJURY*  1. YES 2. NO 3. HAVE NO IDEA 0. NO ANSWER 
"Q.24. WHEN YOU GET OUT OF THE ARMY, DO YOU THINK YOU WILL HAVE A HARD TIME OR AN EASY TIME GETTING USED TO CIVILIAN LIFE AGAIN*  1. I WILL HAVE A VERY HARD TIME 2. I WILL HAVE A PRETTY HARD TIME 3. I WILL HAVE A PRETTY EASY TIME 4. I WILL HAVE A VERY EASY TIME 5. UNDECIDED 0. NO ANSWER "
"Q.25. WHERE WOULD YOU LIKE TO LIVE WHEN YOU GET OUT OF THE ARMY - IN THE COUNTRY, IN A TOWN, OR IN A CITY*  1. ON A FARM OR IN THE COUNTRY 2. IN A SMALL TOWN (FEWER THAN 2,500 PEOPLE) 3. IN A LARGE TOWN (BETWEEN 2,500 AND 25,000 PEOPLE) 4. IN A CITY (BETWEEN 25,000 AND 100,000 PEOPLE) 5. IN A LARGE CITY (MORE THAN 100,000 PEOPLE) 6. UNDECIDED 0. NO ANSWER "
"Q.26A. WHEN YOU GET OUT OF THE ARMY, DO YOU WANT TO GO BACK AND LIVE IN THE SAME COMMUNITY YOU LIVED IN MOST OF THE LAST FIVE YEARS BEFORE YOU CAME INTO THE ARMY*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
"Q.26B. WHAT IS THE REASON FOR YOUR ANSWER* E. IF QUESTION 26A IS ANSWERED YES:  1. WISH TO RETURN TO FRIENDS OR RELATIVES 2. THAT IS MY HOME (I.E. ALWAYS LIVED THERE, RAISED THERE) 3. CAN GET JOB THERE OR GO BACK TO JOB (INCLUDING FARMING) 4. JUST LIKE IT THERE 5. HOME AND FAMILY REASONS 6. PREFER SMALL TOWN (SMALL PLACE QUIET, NOT UPSETTING TO NERVOUS PERSON) 7. WANTED TO FINISH SCHOOL THERE 8. OTHER 9. INAPPLICABLE, NO ANSWER E. IF QUESTION 26A IS ANSWERED NO: "
"Q.26B. WHAT IS THE REASON FOR YOUR ANSWER* E. IF QUESTION 26A IS ANSWERED YES:  25 01. WANTS TO AVOID PEOPLE IN HOME TOWN BECAUSE OF ILLNESS, DISABILITY OR ARMY EXPERIENCE (""FOR THE SIMPLE REASON PEOPLE STARE AT YOU AND SAY WHAT A SHAME"", ""AT PRESENT JUST FEEL NERVOUS AND WOULD RATHER SETTLE IN SOME OTHER LOCALITY"") 85 02. BECAUSE OF WORK OR SCHOOL SITUATION (""THERE,S NO FACTORY OR DEFENSE PLANTS THERE"", ""MY PAST CIVILIAN LIFE, MY TYPE OF WORK WILL AFTER THE WAR TAKE ME TO A NEW LOCATION"", ""BECAUSE OF EMPLOYMENT"", ""WANT TO GO TO OHIO STATE WHICH IS NOT IN HOME TOWN"", ""BACK TO TRAVELING JOB"", ""BETTER OPPORTUNITIES"") 12 03. PREFERENCE FOR MOBILITY (""LIKE TO MOVE AROUND"", ""THE ARMY HAS GOT ME TO LIKING TRAVELING"") 23 04. DESIRE FOR CHANGE - NOT SPECIFICALLY EXPLAINED (""WANT A COMPLETE CHANGE IN ENVIRONMENT"") 38 05. HOME AND FAMILY REASONS (""FOLKS MOVED TO SMALL TOWN AND WANT TO GO THERE"", ""WANT TO GO BACK TO REGULAR HOME"", ""ALREADY MOVED TO LARGE CITY - IN LAST YEAR BEFORE COMING TO ARMY"") 18 06. HEALTH (CLIMATE REASONS) (""HEALTH BETTER IN HIGHER CLIMATE"") 45 07. PREFERENCE FOR SIZE OF TOWN (""DON,T LIKE THE CITY""; ""I LIKE A SMALL TOWN"") 15 08. DISLIKE - UNEXPLAINED (""I DON,T LIKE IT THERE"") 5 09. STAY IN ARMY 18 10. OTHER 1505 99. INAPPLICABLE, NO ANSWER E. IF QUESTION 26A IS ANSWERED UNDECIDED: "
"Q.26B. WHAT IS THE REASON FOR YOUR ANSWER* E. IF QUESTION 26A IS ANSWERED YES:  18 1. WANTS TO AVOID PEOPLE IN THE HOME TOWN BECAUSE OF ILLNESS, DISABILITY OR ARMY EXPERIENCE (""JUST DON,T FIT IN THERE SINCE MY RETURN FROM OVERSEAS"") 96 2. BECAUSE OF WORK OR SCHOOL SITUATION (""DON,T KNOW WHERE I COULD FIND WORK"", ""DON,T KNOW WHETHER ABLE TO WORK ON OLD JOB"", ""YOU TAKE A FARM WHEREVER YOU GET ONE"", ""DEPENDS ON THE JOB I HAVE TO DO"") 9 3. PREFERENCE FOR MOBILITY (""ALWAYS WANTED TO TRAVEL"", ""I HAVEN,T LIVED IN ANY ONE PLACE FOR MORE THAN A YEAR IN THE LAST FIVE YEARS"") 12 4. DESIRE FOR CHANGE - NOT SPECIFICALLY EXPLAINED (""HAVE BEEN AWAY SO LONG - I IMAGINE A CHANGE OF ATMOSPHERE WOULD DO ME GOOD"", - ""WANT A CHANGE"") 8 5. HEALTH (CLIMATE REASONS) 6 6. PREFERENCE FOR SIZE OF TOWN 14 7. PREFERENCE FOR OTHER PLACES FOR MISCELLANEOUS REASONS (REASONS NOT ALREADY LISTED) 10 8. OTHER 1616 9. INAPPLICABLE, UNDECIDED, NO ANSWER "
"Q.27. IS THERE ANYONE IN THIS HOSPITAL THAT A PATIENT CAN GO TO FOR SOME HELP OR ADVICE ABOUT GETTING A CIVILIAN JOB OR BEING TRAINED FOR A CIVILIAN JOB* IF YES, WHO*  01. YES, CHAPLAIN 02. YES, RED CROSS 03. YES, VETERANS ORGANIZATION 04. YES, EMPLOYMENT BUREAU OR MANPOWER COMMISSION 05. YES, RED CROSS AND CHAPLAIN 06. YES, RED CROSS AND EMPLOYMENT BUREAU 07. YES, RED CROSS AND OTHER 08. YES, OTHER 09. YES, NO ANSWER AS TO ""WHO"" 10. NO 11. DON,T KNOW 00. NO ANSWER "
"Q.28. WHILE YOU HAVE BEEN IN THIS HOSPITAL, HAVE YOU EVER WANTED ANY HELP OR ADVICE ABOUT GETTING A CIVILIAN JOB OR BEING TRAINED FOR A CIVILIAN JOB*  1. YES, I HAVE WANTED SOME AND I GOT IT 2. YES, I HAVE WANTED SOME BUT I DIDN,T GET IT 3. YES, I HAVE WANTED SOME BUT I HAVEN,T TRIED TO GET ANY 4. NO, I NEVER HAVE WANTED ANY 0. NO ANSWER "
"Q.29. WOULD YOU SAY THAT IT IS IMPORTANT OR NOT IMPORTANT TO YOU PERSONALLY TO HAVE SOMEONE IN THE HOSPITAL WHO CAN GIVE YOU HELP OR ADVICE ABOUT GETTING A CIVILIAN JOB OR BEING TRAINED FOR A CIVILIAN JOB*  1. YES, IT IS IMPORTANT 2. NO, IT IS NOT IMPORTANT 3. UNDECIDED 0. NO ANSWER "
"Q.30. IS THERE ANYONE IN THIS HOSPITAL THAT A PATIENT CAN GO TO FOR SOME HELP OR ADVICE ABOUT OTHER PERSONAL PROBLEMS (NOT COUNTING JOB PROBLEMS)* IF YES, WHO*  01. YES, CHAPLAIN 02. YES, RED CROSS 03. YES, RED CROSS AND OTHER 04. YES, RED CROSS, CHAPLAIN AND OTHER 05. YES, RED CROSS AND CHAPLAIN 06. YES, CHAPLAIN AND MEDICAL OFFICER 07. YES, CHAPLAIN, RED CROSS AND MEDICAL OFFICER 08. YES, OTHER 09. YES, NO ANSWER AS TO ""WHO"" 10. NO 11. DON,T KNOW 00. NO ANSWER "
"Q.31. WHILE YOU HAVE BEEN IN THIS HOSPITAL, HAVE YOU EVER WANTED ANY HELP OR ADVICE ON THESE OTHER PERSONAL PROBLEMS*  1. YES, I HAVE WANTED SOME AND I GOT IT 2. YES, I HAVE WANTED SOME BUT I DIDN,T GET IT 3. YES, I HAVE WANTED SOME BUT I HAVEN,T TRIED TO GET ANY 4. NO, I HAVE NEVER WANTED ANY 0. NO ANSWER "
"Q.32. WOULD YOU SAY THAT IT IS IMPORTANT OR NOT IMPORTANT TO YOU PERSONALLY TO HAVE SOMEONE IN THE HOSPITAL WHO CAN GIVE YOU HELP OR ADVICE ABOUT THESE OTHER PERSONAL PROBLEMS*  1. YES, IT IS IMPORTANT 2. NO, IT IS NOT IMPORTANT 3. UNDECIDED 0. NO ANSWER "
Q.33. HOW MANY YEARS WAS IT BETWEEN THE TIME YOU LEFT FULL-TIME SCHOOL AND THE TIME YOU CAME INTO THE ARMY*  1. 1 YEAR OR LESS 2. OVER 1 YEAR UP TO 2 YEARS 3. OVER 2 YEARS UP TO 5 YEARS 4. OVER 5 YEARS 5. I CAME INTO THE ARMY RIGHT OUT OF SCHOOL 0. NO ANSWER 
"Q.34. IF YOU COULD DO WHAT YOU WANT TO WHEN YOU GET OUT OF THE ARMY, WOULD YOU LIKE TO GO TO FULL-TIME SCHOOL (ANY KIND OF SCHOOL - TRADE OR TECHNICAL SCHOOL, BUSINESS SCHOOL, HIGH SCHOOL, COLLEGE, ETC.)*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
"Q.35. IF YOU WERE OFFERED A GOOD JOB WHEN YOU GET OUT OF THE ARMY, DO YOU THINK YOU WOULD TURN IT DOWN AND GO TO FULL-TIME SCHOOL, OR DO YOU THINK YOU WOULD TAKE THE JOB*  1. I WOULD TURN THE JOB DOWN AND GO TO SCHOOL 2. IF THE GOVERNMENT PAID ALL MY EXPENSES, I WOULD TURN THE JOB DOWN AND GO TO SCHOOL 3. I WOULD TAKE THE JOB AND NOT GO TO SCHOOL EVEN IF THE GOVERNMENT PAID ALL MY EXPENSES 4. UNDECIDED 0. NO ANSWER "
"Q.36. IF YOU COULD DO WHAT YOU WANTED, WHICH WOULD YOU RATHER DO WHEN YOU GET OUT OF THE ARMY - GO TO FULL-TIME SCHOOL OR GO TO PART-TIME SCHOOL*  1. I WOULD RATHER GO TO FULL-TIME SCHOOL 2. I WOULD RATHER GO TO PART-TIME SCHOOL 3. I WOULD NOT LIKE TO GO TO SCHOOL AT ALL WHEN I GET OUT OF THE ARMY 4. UNDECIDED 0. NO ANSWER "
"Q.37. IF YOU GO TO FULL-TIME OR PART-TIME SCHOOL WHEN YOU GET OUT OF THE ARMY, WHAT KIND OF SCHOOL WILL YOU GO TO*  1. GRADE SCHOOL 2. TRADE SCHOOL 3. BUSINESS SCHOOL 4. HIGH SCHOOL 5. COLLEGE (UNDERGRADUATE) 6. SOME OTHER KIND OF SCHOOL 7. COMBINATION OF TRADE AND BUSINESS 8. I WOULD NOT LIKE TO GO TO SCHOOL AT ALL WHEN I GET OUT OF THE ARMY 9. UNDECIDED 0. NO ANSWER X. QUESTION 37A NOT CODED. "
"Q.38. HAVE YOU EVER HEARD ABOUT OR SEEN ANY NOTICE OF CORRESPONDENCE COURSES OR OF SELF-TEACHING COURSES OFFERED TO ENLISTED MEN BY THE ARMY (U.S. ARMED FORCES INSTITUTE)*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
"Q.39. WHILE YOU HAVE BEEN IN THIS HOSPITAL, HAVE YOU EVER HEARD ABOUT OR SEEN ANY NOTICE OF CORRESPONDENCE COURSES OR OF SELF-TEACHING COURSES OFFERED TO ENLISTED MEN BY THE U.S. ARMED FORCES INSTITUTE*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
"Q.40A. IF YOU COULD GET THE SUBJECT YOU WANT TO STUDY, WOULD YOU TAKE A CORRESPONDENCE COURSE OR A SELF-TEACHING COURSE NOW WHILE YOU ARE IN THE HOSPITAL* (THE FIRST COURSE YOU TAKE COSTS YOU $2.00 - AND ALL THE OTHERS YOU TAKE ARE FREE.)  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER F. IF YES, ASK: "
"Q.40B. WHAT IS THE MAIN REASON FOR YOUR ANSWER*  1. TO HELP GET A JOB OR A BETTER JOB (""LEARN A TRADE"") 2. TO PASS THE TIME (""OCCUPY MIND"") 3. WOULD BENEFIT ME OR HELP ME (JOB NOT SPECIFICALLY MENTIONED, ""PREPARE FOR FUTURE"") 4. KEEP IN TOUCH WITH SCHOOLING (""GET IN PRACTICE FOR FULL-TIME SCHOOL AFTERWARD"", ""REVIEW AND CONTINUATION"", ""KEEP IN PRACTICE"") 5. TO IMPROVE MYSELF (""BROADEN KNOWLEDGE"", ""IMPROVE MIND"", ""TO READ AND SPEAK AMERICAN"", ""WANT TO LEARN"") 6. OTHER 7. IRRELEVANT ANSWER 8. NO, UNDECIDED OR NO ANSWER ON QUESTION 40A 0. NO ANSWER TO QUESTION 40B "
"Q.41. IF YOU COULD GET THE SUBJECT YOU WANT TO STUDY, WHICH KIND OF COURSE WOULD YOU RATHER TAKE IN THE HOSPITAL: A CORRESPONDENCE COURSE OR A SELF-TEACHING COURSE*  1. A CORRESPONDENCE COURSE - THE TEACHER SENDS YOU THE LESSONS BY MAIL AND YOU SEND THEM BACK TO HIM BY MAIL TO BE CORRECTED 2. A SELF-TEACHING COURSE - THEY GIVE YOU ALL THE BOOKS, TESTS, AND OTHER THINGS YOU NEED AND YOU DO ALL THE STUDYING BY YOURSELF AND CORRECT YOUR OWN PAPERS 3. I WOULD NOT TAKE EITHER KIND OF A COURSE 0. NO ANSWER "
"Q.42A. IF A CLASS WERE SET UP IN THE HOSPITAL TO TEACH SOME SUBJECT YOU WERE INTERESTED IN, DO YOU THINK YOU WOULD JOIN THIS CLASS AND GO REGULARLY*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER F. IF YES, ASK: "
"Q.42B. WHAT IS THE MAIN REASON FOR YOUR ANSWER*  1. TO HELP GET A JOB OR A BETTER JOB (""LEARN A TRADE"") 2. TO PASS THE TIME (""OCCUPY MIND"") 3. WOULD BENEFIT ME OR HELP ME (JOB NOT SPECIFICALLY MENTIONED, ""PREPARE FOR FUTURE"") 4. KEEP IN TOUCH WITH SCHOOLING (""GET IN PRACTICE FOR FULL-TIME SCHOOL AFTERWARD"", ""REVIEW AND CONTINUATION"", ""KEEP IN PRACTICE"") 5. TO IMPROVE MYSELF (""BROADEN KNOWLEDGE"", ""IMPROVE MIND"", ""TO READ AND SPEAK AMERICAN"", ""WANT TO LEARN"") 6. OTHER 7. IRRELEVANT ANSWER 8. NO, UNDECIDED OR NO ANSWER ON QUESTION 42A 0. NO ANSWER TO QUESTION 42B "
"Q.43. IF YOU WERE TO TAKE A COURSE WHILE YOU ARE IN THE HOSPITAL, HOW MUCH TIME COULD YOU SPEND NOW ON STUDYING AND WRITING*  1. ONE OR TWO HOURS A DAY 2. THREE OR FOUR HOURS A DAY 3. FIVE OR MORE HOURS A DAY 4. I DON,T THINK I WILL TAKE ANY COURSE WHILE I AM IN THE HOSPITAL 0. NO ANSWER "
"Q.44. WHAT KIND OF SUBJECTS WOULD YOU LIKE TO TAKE UP WHILE YOU ARE IN THE HOSPITAL*  01. GRADE SCHOOL SUBJECTS 02. HIGH SCHOOL SUBJECTS 03. TRADE SCHOOL SUBJECTS 04. BUSINESS SCHOOL SUBJECTS 05. MILITARY SUBJECTS 06. COLLEGE SUBJECTS 07. COMBINATION OF TRADE AND BUSINESS 08. OTHER 09. I DON,T THINK I WILL TAKE ANY SUBJECTS WHILE I AM IN THE HOSPITAL 10. UNDECIDED 00. NO ANSWER "
"Q.45. WHAT ONE SUBJECT WOULD YOU LIKE MOST OF ALL TO TAKE WHILE YOU ARE IN THE HOSPITAL*  1. A SUBJECT WRITTEN IN 2. I WOULD NOT LIKE TO TAKE ANY SUBJECT WHILE I AM IN THE HOSPITAL 3. I DON,T KNOW WHAT SUBJECT I WOULD LIKE TO TAKE 0. NO ANSWER "
"Q.46. IF YOU TAKE ANY COURSES WHILE YOU ARE IN THE ARMY IS IT IMPORTANT OR IS IT NOT IMPORTANT TO YOU TO GET CREDITS FOR THEM TOWARD SCHOOL OR COLLEGE GRADUATION*  1. YES, IT IS IMPORTANT 2. NO, IT IS NOT IMPORTANT 3. I DON,T THINK I WILL TAKE ANY COURSES WHILE I,M IN THE ARMY 4. UNDECIDED 0. NO ANSWER "
"Q.47. AFTER YOU GET OUT OF THE ARMY, DO YOU THINK YOU WILL BE PHYSICALLY ABLE AND IN GOOD ENOUGH HEALTH TO DO THE SAME KIND OF WORK YOU DID BEFORE YOU CAME INTO THE ARMY*  1. YES 2. NOT RIGHT AWAY, BUT LATER ON 3. NO 4. I WASN,T WORKING BEFORE I CAME INTO THE ARMY 5. DON,T KNOW 0. NO ANSWER "
"Q.48. IF YOU WANTED IT AND WERE ABLE TO DO THE WORK, DO YOU THINK YOU COULD GET THE SAME JOB BACK YOU HAD JUST BEFORE YOU CAME INTO THE ARMY*  1. YES, IF I WANTED IT AND COULD DO THE WORK 2. NO, NOT EVEN IF I WANTED IT AND COULD DO THE WORK 3. DON,T KNOW WHETHER I COULD GET IT BACK OR NOT 4. I WASN,T WORKING BEFORE I CAME INTO THE ARMY 0. NO ANSWER X. QUESTION 48A NOT CODED. "
"Q.49. IF YOU COULD DO WHAT YOU WANT TO DO, WHAT WOULD YOU LIKE TO DO AFTER YOU GET OUT OF THE ARMY*  1. I WANT TO DO THE SAME KIND OF WORK I DID JUST BEFORE COMING INTO THE ARMY 2. I WANT TO DO SOME OTHER KIND OF WORK 3. I WASN,T WORKING BEFORE I CAME INTO THE ARMY BUT THE KIND OF WORK I WANT TO DO IS (WRITE IT HERE) 4. I WANT TO GO TO FULL-TIME SCHOOL 5. HAVE NO IDEA 0. NO ANSWER "
"Q.50. WHAT DO YOU THINK YOU REALLY WILL DO AFTER YOU GET OF OF THE ARMY*  1. I WILL DO THE SAME KIND OF WORK I WAS DOING JUST BEFORE I CAME INTO THE ARMY 2. I WILL DO SOME OTHER KIND OF WORK 3. I WASN,T WORKING BEFORE I CAME INTO THE ARMY BUT THE KIND OF WORK I EXPECT TO DO IS (WRITE IT HERE) 4. I WILL GO TO FULL-TIME SCHOOL 5. HAVE NO IDEA 0. NO ANSWER "
"Q.51. HAVE YOU LEARNED ANY SKILLS IN THE ARMY WHICH WILL HELP YOU IN THE CIVILIAN WORK YOU EXPECT TO DO*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
"Q.52. DO YOU THINK YOU NEED ANY KIND OF TRAINING OR SCHOOLING IN ORDER TO GET INTO THE CIVILIAN WORK YOU EXPECT TO DO*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
