CARD.  1. CARD ONE 
Q.7B. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. BEFORE ENTERING THE ARMY 2. AFTER ENTERING THE ARMY 3. NO ANSWER 8. UNDESIGNATED CODE 9. SINGLE 0. NO CODE OR NO DATA 
"Q.8. IF YOU ARE MARRIED, HOW MANY CHILDREN DO YOU HAVE*  1. NONE 2. ONE 3. TWO 4. THREE OR MORE 5. NO ANSWER 8. UNDESIGNATED CODE 9. SINGLE 0. NO CODE OR NO DATA "
"Q.9. WHETHER YOU ARE A CHURCH MEMBER OR NOT, DO YOU CONSIDER YOURSELF:  1. CATHOLIC 2. JEWISH 3. PROTESTANT 4. OTHER 5. NONE 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.10. WHEN DID YOU ENTER THE ARMY* P. IF YOU HAVE SERVED PREVIOUSLY IN THE ARMY, CHECK LAST TIME YOU ENTERED. IF YOU WERE A NATIONAL GUARDSMAN, CHECK WHEN YOUR OUTFIT ENTERED ARMY. E. LENGTH OF TIME IN THE ARMY.  1. OCT. 1942 TO PRESENT (3 MONTHS OR LESS) 2. JULY 1942 TO SEPT. 1942 (4-6 MONTHS) 3. JAN. 1942 TO JUNE 1942 (7-12 MONTHS) 4. JAN. 1941 TO DEC. 1941 (1-2 YEARS) 5. PRIOR TO JAN. 1941 (2 YEARS AND OVER) 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.11. WHAT IS YOUR FATHER,S USUAL JOB OR OCCUPATION* PLEASE STATE SPECIFICALLY WHAT HE DOES. IF HE IS DEAD, OR RETIRED, DESCRIBE HIS FORMER JOB OR OCCUPATION.  1. PROFESSIONAL AND MANAGERIAL OCCUPATION 2. CLERICAL AND SALES 3. SERVICE 4. AGRICULTURAL 5. SKILLED WORKER 6. SEMI-SKILLED WORKER 7. UNSKILLED WORKER 8. OTHERS 9. NO ANSWER 0. NO CODE OR NO DATA "
"Q.12. HOW DO YOU FEEL ABOUT ARMY FOOD*  1. IT IS GOOD QUALITY AND WELL PREPARED 2. IT IS GOOD QUALITY, BUT POORLY PREPARED 3. UNDECIDED 4. IT IS POOR QUALITY, BUT WELL PREPARED 5. IT IS POOR QUALITY, AND POORLY PREPARED 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.13. ARE THE SPORTS AND ATHLETIC PROGRAMS IN YOUR OUTFIT WELL ARRANGED*  1. YES, VERY WELL 2. YES, FAIRLY WELL 3. UNDECIDED 4. NO, POORLY 5. NO, VERY POORLY 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.14. DO YOU THINK YOU ARE A GOOD SOLDIER*  1. YES, ONE OF THE BEST 2. YES, ALTHOUGH MAYBE NOT ONE OF THE BEST 3. UNDECIDED 4. NO, NOT YET, BUT I WILL BE 5. NO, AND I DON,T THINK I EVER WILL BE 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.15. DO THE MEN IN YOUR COMPANY OR BATTERY COOPERATE, AND WORK WELL TOGETHER*  1. YES, ALL OF THE TIME 2. YES, MOST OF THE TIME 3. UNDECIDED 4. NO, OFTEN DO NOT 5. NO, ALMOST NEVER DO 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.16. HOW DO YOU FEEL ABOUT MEDICAL ATTENTION IN THE ARMY*  1. IT IS VERY GOOD 2. IT IS FAIRLY GOOD 3. UNDECIDED 4. IT IS RATHER POOR 5. IT IS VERY POOR 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.17. DO YOU FEEL PROUD OR ASHAMED OF YOUR COMPANY OR BATTERY*  1. VERY PROUD 2. FAIRLY PROUD 3. UNDECIDED 4. ALMOST ASHAMED OF IT 5. ACTUALLY ASHAMED OF IT 6. NO ANSWER 0. NO CODE OR NO DATA 
"Q.18. DO YOU GET A KICK OUT OF GIVING A SNAPPY SALUTE*  1. YES, VERY MUCH 2. YES, A LITTLE 3. UNDECIDED 4. NO, NOT PARTICULARLY 5. NO, NONE AT ALL 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.19. IN YOUR HONEST OPINION, HOW DO YOU COMPARE YOUR COMPANY OR BATTERY WITH THE OTHERS IN YOUR BATTALION*  1. IT IS ABSOLUTELY THE BEST 2. IT IS AS GOOD AS ANY 3. UNDECIDED 4. THERE ARE SOME BETTER 5. IT IS ONE OF THE WORST 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.20. DO YOUR NONCOMS GIVE YOU A GOOD CHANCE TO ASK QUESTIONS AS TO THE REASON WHY THINGS ARE DONE THE WAY THEY ARE*  1. YES, ALWAYS 2. YES, USUALLY 3. UNDECIDED 4. NO, NOT VERY OFTEN 5. NO, ALMOST NEVER 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.21. ON THE WHOLE, DO YOU THINK THE ARMY IS GIVING YOU A GOOD CHANCE TO SHOW WHAT YOU CAN DO*  1. YES, A VERY GOOD CHANCE 2. YES, A FAIRLY GOOD CHANCE 3. UNDECIDED 4. NO, NOT MUCH OF A CHANCE 5. NO, NO CHANCE AT ALL 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.22. HOW DO YOU FEEL ABOUT THE NONCOMS THAT HAVE BEEN PICKED FROM YOUR OUTFIT*  1. THEY ARE THE BEST ONES THAT COULD HAVE BEEN PICKED 2. THEY ARE AS GOOD AS ANY THAT COULD HAVE BEEN PICKED 3. UNDECIDED 4. SOMEWHAT BETTER ONES COULD HAVE BEEN PICKED 5. MUCH BETTER ONES COULD HAVE BEEN PICKED 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.23. HOW WELL SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER ARMY JOB*  1. VERY SATISFIED 2. SATISFIED 3. UNDECIDED 4. DISSATISFIED 5. VERY DISSATISFIED 6. NO ANSWER 0. NO CODE OR NO DATA 
"Q.24. ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST*  1. LESS THAN 6 MONTHS 2. 6 MONTHS TO 1 YEAR 3. OVER 1 YEAR UP TO 2 YEARS 4. OVER 2 YEARS UP TO 3 YEARS 5. OVER 3 YEARS UP TO 4 YEARS 6. OVER 4 YEARS UP TO 5 YEARS 7. OVER 5 YEARS 8. HAVEN,T ANY IDEA 9. NO ANSWER 0. NO CODE OR NO DATA "
"Q.25. IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE*  1. DUTY IN A COMBAT OUTFIT 2. DUTY IN A NON-COMBAT OUTFIT 3. NO ANSWER 0. NO CODE OR NO DATA "
"Q.26. IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE*  1. DUTY IN AN OUTFIT OVERSEAS 2. DUTY IN AN OUTFIT IN THE U.S. 3. NO ANSWER 0. NO CODE OR NO DATA "
"Q.27. HAVE YOU BEEN INVITED TO CIVILIAN HOMES NEAR YOUR PRESENT POST*  1. YES, ONCE OR TWICE 2. YES, SEVERAL TIMES 3. NO 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.28. HOW INTERESTED ARE YOU IN BEING INVITED TO CIVILIAN HOMES NEAR YOUR PRESENT POST*  1. VERY MUCH INTERESTED 2. SOMEWHAT INTERESTED 3. SLIGHTLY INTERESTED 4. NOT INTERESTED AT ALL 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.29. IN GENERAL, DO YOU THINK CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) ARE TRYING TO DO EVERYTHING THEY POSSIBLY CAN TO BACK UP THE ARMED FORCES*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.30. IN GENERAL, DO YOU THINK CIVILIANS ARE BUYING AS MANY WAR BONDS AS THEY SHOULD*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.31. IN GENERAL, DO YOU THINK CIVILIANS ARE DOING AS GOOD A JOB AS THEY SHOULD ON SALVAGE AND SCRAP DRIVES (COLLECTING OLD RUBBER, METAL, ETC.)*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.32. IN GENERAL DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE INCREASED TAXES THEY HAVE TO PAY*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.33. IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE RATIONING OF GASOLINE AND TIRES*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.34. IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE RATIONING OF FOOD, SUCH AS SUGAR, COFFEE, ETC.*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.35. IN GENERAL, DO YOU THINK THAT CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) IN THIS COUNTRY ARE TAKING THE WAR SERIOUSLY ENOUGH*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.36. SOME PEOPLE HAVE MADE THE SUGGESTION THAT ""AFTER THE WAR, THE SOLDIERS SHOULD TAKE OVER THE COUNTRY AND RUN IT."" WHAT DO YOU THINK OF THIS IDEA*  1. I AM STRONGLY IN FAVOR OF IT 2. I AM NOT EXACTLY IN FAVOR OF IT, BUT IT MIGHT BE A GOOD IDEA 3. I AM NOT EXACTLY AGAINST IT, BUT IT DOESN,T SEEM TO BE A GOOD IDEA 4. I AM STRONGLY AGAINST IT 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.37. IN GENERAL, DO YOU THINK AMERICAN BUSINESS AND AMERICAN LABOR ARE WORKING WELL TOGETHER ON THE JOB OF PRODUCING THE MATERIALS FOR WAR*  1. YES, THEY ARE WORKING TOGETHER AS WELL AS THEY POSSIBLY CAN 2. YES, THEY ARE WORKING WELL TOGETHER, BUT COULD DO BETTER 3. NO, THEY ARE NOT WORKING NEARLY AS WELL TOGETHER AS THEY SHOULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
Q.38. HOW MUCH DO YOU THINK FARMERS ARE DOING TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.39. HOW MUCH DO YOU THINK LABOR UNION LEADERS ARE DOING TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.40. HOW MUCH DO YOU THINK WORKERS IN COMPANIES MAKING WAR MATERIALS ARE DOING TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.41. HOW MUCH DO YOU THINK OWNERS AND MANAGERS OF COMPANIES MAKING WAR MATERIALS ARE DOING TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.42. HOW MUCH DO YOU THINK AMERICAN JEWISH PEOPLE ARE DOING TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.43. WHEN YOU ARE AWAY FROM CAMP, DO YOU FEEL MORE AT EASE AMONG CIVILIAN MEN OR MORE AT EASE AMONG OTHER SOLDIERS*  1. I FEEL MORE AT EASE WITH CIVILIAN MEN 2. I FEEL MORE AT EASE WITH OTHER SOLDIERS 3. I FEEL ABOUT THE SAME WITH SOLDIERS OR WITH CIVILIAN MEN 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.44. WHAT DO YOU THINK OF THE STATEMENT THAT ""THE ARMY MAKES A MAN OUT OF YOU*""  1. THERE,S A LOT TO IT 2. THERE MAY BE SOMETHING TO IT, BUT I,M STILL DOUBTFUL 3. THERE IS NOT MUCH TO IT 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.45. AFTER THE WAR DO YOU THINK YOU WOULD LIKE TO COME BACK TO YOUR OLD OUTFIT FOR TWO WEEKS OF ARMY TRAINING EVERY YEAR*  1. YES, I WOULD LIKE IT VERY MUCH 2. YES, I MIGHT LIKE IT, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD LIKE IT 4. NO, I WOULD NOT LIKE IT AT ALL 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.46. DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY FOR A CAREER AFTER THE WAR*  1. YES, I WOULD WANT TO VERY MUCH 2. YES, I MIGHT WANT TO, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD WANT TO 4. NO, I ABSOLUTELY WOULD NOT WANT TO 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.47. DO YOU THINK THAT AFTER A MAN HAS BEEN IN THE ARMY A WHILE HE THINKS MORE OR LESS ABOUT WHY WE ARE FIGHTING THIS WAR*  1. HE THINKS MORE AND MORE ABOUT IT THE LONGER HE IS IN THE ARMY 2. HE THINKS LESS AND LESS ABOUT IT THE LONGER HE IS IN THE ARMY 3. HE THINKS ABOUT IT NO MORE AND NO LESS 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.48. DO TOO MANY OF THE ARMY RULES AND REGULATIONS SEEM USELESS TO YOU*  1. YES, TOO MANY SEEM USELESS 2. NO, I USED TO THINK SO, BUT DON,T NOW 3. NO, I NEVER THOUGHT SO 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.49. AFTER THE WAR, DO YOU THINK YOU AND OTHER SOLDIERS WILL IN THE LONG RUN BE BETTER OFF, WORSE OFF, OR ABOUT THE SAME AS YOU WERE BEFORE YOU ENTERED THE ARMY*  1. BETTER OFF THAN BEFORE ENTERING THE ARMY 2. WORSE OFF THAN BEFORE ENTERING THE ARMY 3. ABOUT THE SAME AS BEFORE ENTERING THE ARMY 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.50. AFTER THE WAR, DO YOU THINK MOST AMERICAN CIVILIANS WHO DID NOT SERVE IN THE ARMED FORCES WILL, IN THE LONG RUN, BE BETTER OFF, WORSE OFF, OR ABOUT THE SAME AS THEY WERE BEFORE THE WAR*  1. BETTER OFF THAN BEFORE THE WAR 2. WORSE OFF THAN BEFORE THE WAR 3. ABOUT THE SAME AS BEFORE THE WAR 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.51A. ""WHAT KIND OF A COUNTRY WILL THIS BE AFTER THE WAR*"" HOW OFTEN HAVE YOU WONDERED ABOUT THE QUESTION ABOVE*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA P. A SOLDIER MAY HAVE WONDERED ABOUT MANY OTHER QUESTIONS CONCERNING HIS PERSONAL FUTURE. LOOK OVER EACH QUESTION BELOW AND CHECK THE ANSWER WHICH SHOWS HOW MUCH, IF ANY, YOU HAVE BEEN WONDERING ABOUT IT. "
"Q.51B. WILL I LOSE OUT WITH MY GIRL FRIEND OR WIFE WHILE I,M AWAY*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA "
Q.51C. WILL I HAVE A GOOD JOB AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51D. WILL I BE ABLE TO CARRY OUT THE PLANS I HAD FOR MY LIFE BEFORE THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51E. WILL I COME OUT OF THE WAR BADLY CRIPPLED OR DISFIGURED*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51F. HOW LONG WILL I HAVE TO STAY IN THE ARMY AFTER THE WAR IS OVER*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51G. WILL I HAVE TO PAY A LOT OF HIGH TAXES AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51H. WILL THE WOMEN WHO ARE NOW WORKING KEEP MEN OUT OF JOBS AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51I. WILL IT BE HARD FOR ME TO SETTLE DOWN WHEN I GO BACK TO CIVILIAN LIFE*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51J. WILL ANOTHER WAR COME ALONG SOON AND MAKE ME A SOLDIER AGAIN*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51K. WILL I BE OUT OF A JOB FOR A LONG TIME AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51L. WILL THERE BE A REAL DEPRESSION AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.51M. WILL WE HAVE A FREE COUNTRY OR A DICTATORSHIP AFTER WE WIN THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA X. COLS. 76-80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  005. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. A FORM 2. B FORM 
"Q.52. DO YOU HAVE ANY ARMY LIFE INSURANCE*  1. YES 2. NO 3. DON,T KNOW 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.53. IF YES, HOW MUCH ARMY LIFE INSURANCE DO YOU HAVE* (CHECK THE AMOUNT BELOW.)  01. $ 1,000 (COST ABOUT 65-70 CENTS PER MONTH) 02. $ 2,000 (COST ABOUT $1.30-$1.40 PER MONTH) 03. $ 3,000 (COST ABOUT $1.95-$2.10 PER MONTH) 04. $ 4,000 (COST ABOUT $2.60-$2.80 PER MONTH) 05. $ 5,000 (COST ABOUT $3.25-$3.50 PER MONTH) 06. $ 6,000 (COST ABOUT $3.90-$4.20 PER MONTH) 07. $ 7,000 (COST ABOUT $4.55-$4.90 PER MONTH) 08. $ 8,000 (COST ABOUT $5.20-$5.60 PER MONTH) 09. $ 9,000 (COST ABOUT $5.85-$6.30 PER MONTH) 10. $10,000 (COST ABOUT $6.50-$7.00 PER MONTH) 11. DON,T HAPPEN TO REMEMBER 12. NO ANSWER 00. NO CODE OR NO DATA "
"Q.55A. NOW PLEASE CHECK ANY OF THE STATEMENTS BELOW THAT GIVE REASONS FOR YOUR NOT HAVING MORE ARMY INSURANCE. (YOU MAY CHECK MORE THAN ONE.) X. FIRST MENTION.  1. I CAN,T AFFORD TO BUY MORE 2. MY FAMILY CAN GET ALONG WITHOUT MORE INSURANCE 3. I HAVE PLENTY OF INSURANCE FROM CIVILIAN LIFE 4. I DON,T BELIEVE IN INSURANCE 5. I WOULD GET MORE ARMY INSURANCE IF I COULD FIND OUT HOW TO GO ABOUT IT 6. I WOULD GET MORE ARMY INSURANCE IF IT WEREN,T SO MUCH TROUBLE 7. I WOULD BUY SOME MORE ARMY INSURANCE NOW IF I COULD GET IT 8. UNDESIGNATED CODE (NOT ON CHECK LIST) 9. UNDESIGNATED CODE (NOT ON CHECK LIST) 0. NO ANSWER, NO CODE OR NO DATA "
"Q.55B. SECOND MENTION.  1. I CAN,T AFFORD TO BUY MORE 2. MY FAMILY CAN GET ALONG WITHOUT MORE INSURANCE 3. I HAVE PLENTY OF INSURANCE FROM CIVILIAN LIFE 4. I DON,T BELIEVE IN INSURANCE 5. I WOULD GET MORE ARMY INSURANCE IF I COULD FIND OUT HOW TO GO ABOUT IT 6. I WOULD GET MORE ARMY INSURANCE IF IT WEREN,T SO MUCH TROUBLE 7. I WOULD BUY SOME MORE ARMY INSURANCE NOW IF I COULD GET IT 8. UNDESIGNATED CODE (NOT ON CHECK LIST) 9. UNDESIGNATED CODE (NOT ON CHECK LIST) 0. NO ANSWER, NO CODE OR NO DATA "
"Q.55C. THIRD MENTION.  1. I CAN,T AFFORD TO BUY MORE 2. MY FAMILY CAN GET ALONG WITHOUT MORE INSURANCE 3. I HAVE PLENTY OF INSURANCE FROM CIVILIAN LIFE 4. I DON,T BELIEVE IN INSURANCE 5. I WOULD GET MORE ARMY INSURANCE IF I COULD FIND OUT HOW TO GO ABOUT IT 6. I WOULD GET MORE ARMY INSURANCE IF IT WEREN,T SO MUCH TROUBLE 7. I WOULD BUY SOME MORE ARMY INSURANCE NOW IF I COULD GET IT 8. UNDESIGNATED CODE (NOT ON CHECK LIST) 9. UNDESIGNATED CODE (NOT ON CHECK LIST) 0. NO ANSWER, NO CODE OR NO DATA "
