S100A.Q7. HOW LONG HAVE YOU BEEN OVERSEA?  1. OVER 2 YEARS 2. OVER 1 YEAR UP TO 2 YEARS 3. OVER 6 MONTHS UP TO 1 YEAR 4. OVER 3 MONTHS UP TO 6 MONTHS 5. OVER 2 MONTHS UP TO 3 MONTHS 6. OVER 1 MONTH UP TO 2 MONTHS 7. 1 MONTH OR LESS 0. NO ANSWER 
S100A.Q8A. HOW LONG HAVE YOU BEEN IN THE MEDITERRANEAN THEATER OF OPERATION?  1. LESS THAN 5 MONTHS 2. 5 MONTHS 3. 6 MONTHS THROUGH 9 MONTHS 4. 10 MONTHS 5. 11 MONTHS THROUGH 14 MONTHS 6. 15 MONTHS THROUGH 18 MONTHS 7. OVER 18 MONTHS 0. NO ANSWER 
S100A.Q8B. WERE YOU ON DUTY IN ANY OTHER OVERSEAS THEATERS BEFORE COMING HER?  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q9. WERE YOU IN COMBAT IN THE TUNISIAN CAMPAIG?  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q10. WERE YOU IN COMBAT IN THE SICILIAN CAMPAIG?  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q11. HOW LONG HAVE YOU BEEN IN COMBAT DURING THE ITALIAN CAMPAIG?  01. LESS THAN 30 DAYS 02. 30 DAYS THROUGH 59 DAYS 03. 60 DAYS THROUGH 74 DAYS 04. 75 DAYS THROUGH 89 DAYS 05. 90 DAYS THROUGH 99 DAYS 06. 100 DAYS THROUGH 119 DAYS 07. 120 DAYS THROUGH 125 DAYS 08. 126 DAYS THROUGH 150 DAYS 09. OVER 150 DAYS 10. I HAVE NOT BEEN IN COMBAT DURING THE ITALIAN CAMPAIGN 00. NO ANSWER 
"S100A.V11A. TOTAL DAYS IN QUESTIONS 9, 10 AND 11:  01. LESS THAN 30 DAYS 02. 30-59 03. 60-89 04. 90-119 05. 120-149 06. 150-179 07. 180-209 08. 210-239 09. 240-269 10. 270-299 11. 300 DAYS AND OVER 00. NO ANSWER "
S100A.Q12. HOW LONG HAVE YOU BEEN WITH YOUR PRESENT DIVISION OR BRIGAD?  1. OVER 3 YEARS 2. OVER 2 YEARS UP TO 3 YEARS 3. OVER 1 YEAR UP TO 2 YEARS 4. OVER 6 MONTHS UP TO 1 YEAR 5. OVER 3 MONTHS UP TO 6 MONTHS 6. OVER 2 MONTHS UP TO 3 MONTHS 7. OVER 1 MONTH UP TO 2 MONTHS 8. 1 MONTH OR LESS 0. NO ANSWER 
S100A.Q13. WHAT BRANCH OF THE ARMY ARE YOU IN NO?  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. OTHER 00. NO ANSWER 
"S100A.Q14. WHAT IS YOUR PRESENT ARMY JO? (FOR EXAMPLE, TRUCK DRIVER, CLERK, RIFLEMAN, COOK, RADIO OPERATOR, ETC.)  01. SHOOTING JOBS, RIFLEMEN, GUNNERS, CANNONEERS, TANK MEN, ETC. 02. MEDICS, LITTER BEARERS, FIRST AID MEN, ETC. 03. LIAISON, SCOUT, RUNNERS, MESSENGERS, BAND MEN, ETC. 04. RADIO AND TELEPHONE OPERATORS, WIRE MEN, ETC. 05. DRIVERS, MECHANICS, ETC. 06. COMPUTERS, SURVEY MEN 07. CLERKS 08. COOKS, MESS SERGEANTS 09. OTHER 10. JOB NOT IDENTIFIED FROM ANSWER 00. NO ANSWER "
"S100A.Q15. HAVE YOU EVER BEEN CITED IN ORDERS OR RECEIVED ANY ARMY DECORATIONS OR AWARD?  01. YES, PURPLE HEART 02. YES, SILVER STAR 03. YES, GOOD CONDUCT 04. YES, PURPLE HEART AND GOOD CONDUCT 05. YES, COMBAT INFANTRY AND GOOD CONDUCT 06. YES, SILVER STAR AND PURPLE HEART 07. YES, OUTFIT CITATION 08. YES, OTHER (NOT COMBINATION OF ANY OF ABOVE) 09. YES, NO DECORATION NAMED 10. NO 00. NO ANSWER "
S100A.Q16A. MOST IMPORTANT BRANC?  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. OTHER 00. NO ANSWER 
S100A.Q16B. NEXT MOST IMPORTANT BRANC?  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. OTHER 00. NO ANSWER 
"S100A.Q17A. IS THERE ANY PARTICULAR KIND OF TRAINING YOU DID NOT GET THAT YOU WISH YOU HAD RECEIVED BEFORE YOU WENT INTO COMBA?  1. YES, COMMENT WRITTEN IN 2. YES, NO COMMENT WRITTEN IN 3. NO 0. NO ANSWER "
S100A.Q17B. WHAT PARTICULAR PARTS OF ARMY TRAINING YOU GOT BEFORE YOU EVER WENT INTO COMBAT WERE THE MOST HELPFUL TO YOU WHEN YOU WENT INTO COMBA?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 0. NO ANSWER 
S100A.Q17C. WHERE DID YOU GET MOST OF THIS TRAININ?  1. IN THE UNITED STATES 2. IN AFRICA 3. IN ENGLAND AND/OR IRELAND 4. IN ITALY 5. U.S. PLUS OTHER COUNTRY 6. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q17D. WHAT PARTICULAR PARTS OF ARMY TRAINING YOU GOT BEFORE YOU EVER WENT INTO COMBAT WERE THE LEAST HELPFUL TO YOU WHEN YOU WENT INTO COMBA?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 3. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q17E. WHERE DID YOU GET MOST OF THIS TRAININ?  1. IN THE UNITED STATES 2. IN AFRICA 3. IN ENGLAND AND/OR IRELAND 4. IN ITALY 5. IN U.S. PLUS OTHER COUNTRY 0. NO ANSWER 
S100A.Q17F. DO YOU HAVE ANY SPECIAL ADVICE OR SUGGESTIONS THAT YOU WOULD LIKE TO PASS ON TO SOLDIERS STILL IN TRAINING THAT WOULD HELP THEM WHEN THEY GET INTO COMBA?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 3. NO ANSWER 0. NO CODE OR NO DATA 
"S100A.Q18A. PRACTICE IN HIKING OVER ROUGH COUNTRY WITH FULL FIELD EQUIPMENT UNTIL HE CAN COVER 25 MILES WITHOUT BEING ALL ""DONE IN""*  1. VERY IMPORTANT 2. SOMEWHAT IMPORTANT 3. NOT VERY IMPORTANT 4. NO ANSWER 0. NO CODE OR NO DATA "
"S100A.Q18B. GOING THROUGH TOUGH, REALISTIC BATTLE CONDITIONS ON MANEUVER?  1. VERY IMPORTANT 2. SOMEWHAT IMPORTANT 3. NOT VERY IMPORTANT 0. NO ANSWER "
S100A.Q18C. TAKING REGULAR CALISTHENICS AND SETTING UP EXERCISE?  1. VERY IMPORTANT 2. SOMEWHAT IMPORTANT 3. NOT VERY IMPORTANT 0. NO ANSWER 
S100A.Q18D. PLENTY OF PRACTICE IN GOING THROUGH A HARD OBSTACLE COURS?  1. VERY IMPORTANT 2. SOMEWHAT IMPORTANT 3. NOT VERY IMPORTANT 0. NO ANSWER 
S100A.Q19. ARE THERE ANY OTHER THINGS YOU WOULD ADD AS IMPORTANT IN THE PHYSICAL TOUGHENING OF MEN BEFORE THEY COME OVERSEA?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 0. NO ANSWER 
"S100A.Q20. IN VIEW OF YOUR COMBAT EXPERIENCE TO DATE, DO YOU THINK THE ARMY TRAINING YOU GOT IN THE UNITED STATES WAS TOO TOUGH, ABOUT RIGHT, OR NOT TOUGH ENOUG?  1. TOO TOUGH 2. ABOUT RIGHT 3. NOT TOUGH ENOUGH 4. UNDECIDED 0. NO ANSWER "
S100A.Q21A. TAKING COVE?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21B. DIGGING FOX HOLE?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21C. CAMOUFLAG?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21D. LEARNING HOW TO FIND AND HANDLE LAND MINES AND BOOBY TRAP?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21E. TRAINING UNDER LIVE AMMUNITIO?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 5. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q21F. DEMONSTRATIONS OF ENEMY WEAPONS AND THE BEST DEFENSE AGAINST THE?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 5. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q21G. DEMONSTRATIONS OF ENEMY TACTICS AND THE BEST DEFENSE AGAINST THE?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 5. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q21H. IDENTIFICATION OF ENEMY AIRCRAF?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21I. GOING OVER ERRORS MADE BY UNITS IN COMBAT OPERATION AND LEARNING HOW TO KEEP FROM MAKING THOSE ERROR?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
"S100A.Q21J. FILMS, TALKS, AND DISCUSSIONS ABOUT THE PROGRESS OF THE WA?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER "
"S100A.Q21K. FILMS, TALKS, AND DISCUSSIONS ABOUT PLANS FOR AFTER THE WA?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER "
S100A.Q21L. PRACTICE FIRING WITH LIVE AMMUNITION ON MOVING AND SURPRISE TARGET?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21M. CLOSE ORDER DRIL?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21N. FIRST AID TRAININ?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21O. MAP READING AND USE OF THE COMPAS?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21P. TRAINING IN BAYONET AND OTHER HAND TO HAND FIGHTIN?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21Q. NIGHT PROBLEM?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21R. TEAMWORK PRACTICE FOR PLATOON AND COMPANY UNIT?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21S. TEAMWORK PRACTICE FOR LARGER UNIT?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21T. MAINTENANCE OF COMMUNICATION IN UNIT OPERATIONS IN FIELD PROBLEM?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21U. HOW TO OPERATE AGAINST DIFFERENT TYPES OF ENEMY DEFENS?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q21V. WHAT TO DO ABOUT TRENCH FOO?  1. TOO MUCH 2. ABOUT RIGHT 3. TOO LITTLE 4. NONE 0. NO ANSWER 
S100A.Q22. DO YOU WISH TO ADD ANYTHING YOU THINK IS IMPORTANT TO THE LIST IN THE PRECEDING QUESTIO?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 3. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q23. WHAT DO YOU THINK OF THE QUALITY AND TRAINING OF THE ENLISTED REPLACEMENTS WHO HAVE COME INTO YOUR OUTFIT IN THE LAST MONT?  1. THEY ARE GOOD QUALITY AND PRETTY WELL TRAINED 2. THEY ARE GOOD QUALITY AND NOT WELL TRAINED 3. THEY ARE POOR QUALITY AND NOT WELL TRAINED 4. NO ANSWER 0. NO CODE OR NO DATA 
"S100A.Q24. WOULD YOU LIKE TO HAVE MORE FILMS, TALKS AND DISCUSSIONS ON THE PROGRESS AND GENERAL STRATEGY OF THE WA?  1. YES, I WOULD LIKE MORE 2. WE HAVE ENOUGH ALREADY 3. WE HAVE TOO MANY NOW 4. UNDECIDED 0. NO ANSWER "
"S100A.Q25. WOULD YOU LIKE TO HAVE MORE FILMS, TALKS AND DISCUSSIONS ON THE AIMS OF THE WAR AND PLANS FOR AFTER THE WA?  1. YES, I WOULD LIKE TO HAVE MORE 2. WE HAVE ENOUGH ALREADY 3. WE HAVE TOO MANY NOW 4. UNDECIDED 0. NO ANSWER "
"S100A.Q26. WOULD YOU LIKE TO HAVE MORE EXPLANATION OF THE GENERAL PLAN AND STRATEGY OF OPERATIONS YOU TAKE PART I?  1. YES, I WOULD LIKE TO HAVE MORE 2. WE HAVE ENOUGH ALREADY 3. WE HAVE TOO MUCH NOW 4. UNDECIDED 0. NO ANSWER "
S100A.Q27. LOOK OVER THE FOLLOWING LIST AND CHECK THE ONE THING ON THIS LIST YOU WANT MOST TO HEAR MORE ABOUT.  01. CAUSES AND HISTORY LEADING UP TO THE WAR 02. DAY BY DAY NEWS OF THE PROGRESS OF THE WAR 03. WHY THE UNITED STATES FIGHTS ALL OVER THE WORLD 04. AIMS OF THE WAR 05. PLANS FOR AFTER THE WAR 06. HOW THE ITALIAN CAMPAIGN FITS INTO THE LARGER PLAN OF THE WAR 07. HOW MY UNIT'S OPERATIONS FIT INTO THE PLAN OF THE CAMPAIGN IN ITALY 08. OUR RELATIONS WITH OUR ALLIES 09. SOMETHING ELSE 10. MORE THAN ONE CHECKED 00. NO ANSWER 
"S100A.Q28. IF YOU COULD CHOOSE HOW YOU WOULD LEARN MORE ABOUT THE ITEM YOU CHECKED IN THE PRECEDING QUESTION, WHICH ONE OF THE METHODS LISTED BELOW WOULD YOU CHOOS?  1. MORE THAN ONE CHECKED 2. LECTURES 3. MOTION PICTURES 4. MATERIAL YOU CAN READ YOURSELF 5. RADIO LECTURES AND PROGRAMS 6. SOLDIER DISCUSSION GROUPS 7. SOME OTHER WAY 0. NO ANSWER "
"S100A.Q29. SOMETIMES SOLDIERS EXPRESS THE WISH THAT CERTAIN THINGS BE MORE FULLY EXPLAINED TO THEM - WHY CERTAIN THINGS ARE DONE THE WAY THEY ARE, WHY CERTAIN CONDITIONS EXIST, CERTAIN THINGS ABOUT THE WAY THE ARMY IS RUN, OR THE WAY THE WAR IS BEING FOUGHT, AND SO FORTH. ARE THERE ANY THINGS THAT YOU WOULD LIKE TO HAVE EXPLAINED MORE FULLY TO YO?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 0. NO ANSWER CARD 2 "
S100A.CARD.  2. CARD TWO 
S100A.DECK.  100. SURVEY NUMBER 
S100A.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
S100A.FORM:  1. S-100A 2. S-100B 3. S-100C 4. S-100D 5. S-100E 6. S-100F 7. S-100G Q.30XXXXXXK THE NAME OF THE COMMANDING GENERAL OF THE MEDITERRANEAN THEATER OF OPERATIONS. 
S100A.FORM:  96 1. GEN. GEORGE C. MARSHALL 791 2. GEN. SIR HENRY MAITLAND WILSON (CORRECT ANSWER) 15 3. GEN. DOUGLAS MACARTHUR 161 4. GEN. SIR BERNARD MONTGOMERY 84 0. NO ANSWER 
S100A.Q31. CHECK THE NAME OF THE COMMANDING GENERAL OF THE UNITED STATES ARMED FORCES IN THE NORTH AFRICAN THEATER OF OPERATION?  1. GEN. DWIGHT EISENHOWER 2. GEN. SIR HENRY MAITLAND WILSON 3. GEN. SIR BERNARD MONTGOMERY 4. GEN. JACOB DEVERS (CORRECT ANSWER) 5. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q32. CHECK THE NAME OF THE SUPREME COMMANDER OF THE ALLIED EXPEDITIONARY FORCES IN THE UNITED KINGDO?  1. GEN. GEORGE C. MARSHALL 2. GEN. SIR HAROLD ALEXANDER 3. GEN. DWIGHT EISENHOWER (CORRECT ANSWER) 4. GEN. DOUGLAS MACARTHUR 0. NO ANSWER 
"S100A.V32A. SUM OF CORRECT ANSWERS TO QUESTIONS 30, 31, 32, AND 51.  1. ONE CORRECT ANSWER 2. TWO CORRECT ANSWERS 3. THREE CORRECT ANSWERS 4. FOUR CORRECT ANSWERS 0. NO CODE OR NO DATA "
S100A.Q33. HOW SATISFIED ARE YOU WITH THE MAIL SITUATION NO?  1. VERY WELL SATISFIED 2. PRETTY WELL SATISFIED 3. NOT SO WELL SATISFIED 4. NOT SATISFIED AT ALL 5. UNDECIDED 6. NO ANSWER 0. NO CODE OR NO DATA 
"S100A.Q34. DO YOU FEEL PROUD OF YOUR COMPANY OR BATTER?  1. YES, VERY PROUD 2. YES, FAIRLY PROUD 3. NO, NOT SO PROUD 4. UNDECIDED 0. NO ANSWER "
S100A.Q35. HOW WELL DO YOU THINK YOUR COMPANY OR BATTERY HAS SHOWN UP UNDER COMBAT CONDITION?  1. VERY WELL 2. FAIRLY WELL 3. NOT SO WELL 4. POORLY 5. UNDECIDED 0. NO ANSWER 
S100A.Q36. HOW HIGH WOULD YOU SAY THE MORALE IN YOUR OUTFIT IS NO?  1. IT IS VERY HIGH 2. IT IS PRETTY HIGH 3. IT IS JUST MEDIUM 4. IT IS PRETTY LOW 5. IT IS VERY LOW 6. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q37. WHAT THINGS DO YOU THINK ARE MOST IMPORTANT IN KEEPING MORALE HIGH IN YOUR OUTFI?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 0. NO CODE OR NO DATA 
"S100A.V37A. COMMENTS ON Q.37:  1. GOOD OFFICERS, KEEPING PROMISES TO MEN 2. NOT CHOSEN "
S100A.V37A. COMMENTS ON Q.37:  18 1. GOOD NON-COMS 1129 2. NOT CHOSEN 
"S100A.V37A. COMMENTS ON Q.37:  314 1. REST; REST PERIODS; FURLOUGHS (BUT NO MENTION OF HOME OR U.S.), PASSES 833 2. NOT CHOSEN "
S100A.V37A. COMMENTS ON Q.37:  72 1. EXPECTATION OF GETTING BACK TO U.S.; FURLOUGH TO U.S. 1075 2. NOT CHOSEN 
S100A.V37A. COMMENTS ON Q.37:  56 1. WANT TO GET DEFINITE DATE FOR GOING HOME OR BACK TO U.S. 1091 2. NOT CHOSEN 
"S100A.V37A. COMMENTS ON Q.37:  96 1. ADEQUACY OF NEW, GOOD WAR NEWS 1051 2. NOT CHOSEN "
"S100A.V37A. COMMENTS ON Q.37:  142 1. SPECIAL SERVICE, MOVIES, SHOWS, RADIO, ENTERTAINMENT, BOOKS 1005 2. NOT CHOSEN "
S100A.V37A. COMMENTS ON Q.37:  395 1. MAIL 752 2. NOT CHOSEN 
"S100A.V37A. COMMENTS ON Q.37:  308 1. FOOD, DECENT PLACE TO LIVE; BETTER FIELD EQUIPMENT; BETTER SHELTER 839 2. NOT CHOSEN "
"S100A.V37A. COMMENTS ON Q.37:  25 1. LITTLE LUXURIES: CANDY BARS, CIGARS, ETC. 1122 2. NOT CHOSEN "
"S100A.V37A. COMMENTS ON Q.37:  29 1. ARMY EFFICIENCY, ABSENCE OF CONFLICTING ORDERS 1118 2. NOT CHOSEN "
S100A.V37A. COMMENTS ON Q.37:  3 1. BIVOUAC OR QUARTERS NEAR TOWN 1144 2. NOT CHOSEN 
S100A.V37A. COMMENTS ON Q.37:  24 1. LESS DRILL AND INSPECTION AND OTHER DUTIES IN REST PERIOD 1123 2. NOT CHOSEN 
"S100A.V37A. COMMENTS ON Q.37:  10 1. LESS DRILL AND INSPECTION AND OTHER MINOR DETAILS (WITHOUT MENTION OF REST PERIOD), MORE FREEDOM 1137 2. NOT CHOSEN "
S100A.V37A. COMMENTS ON Q.37:  13 1. STOP RUMORS 1134 2. NOT CHOSEN 
"S100A.V37A. COMMENTS ON Q.37:  85 1. CONFIDENCE IN OUTFIT, TEAMWORK 1062 2. NOT CHOSEN "
"S100A.V37A. COMMENTS ON Q.37:  20 1. COMPLETING A SUCCESSFUL MISSION, RECOGNITION OF SUCCESSFUL WORK - PRAISE 1127 2. NOT CHOSEN "
S100A.V37A. COMMENTS ON Q.37:  28 1. ALL OTHER 1119 2. NOT CHOSEN 
S100A.V37A. COMMENTS ON Q.37:  7 1. IRRELEVENT ANSWER (WHEN MAN IS OBVIOUSLY NOT ANSWERING QUESTION) 1140 2. NOT CHOSEN 
S100A.V37A. COMMENTS ON Q.37:  152 1. NO ANSWER 995 2. NOT CHOSEN 
S100A.Q38. WHAT THINGS DO YOU THINK ARE MOST IMPORTANT IN MAKING FOR LOW MORALE IN YOUR OUTFI?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN 
"S100A.V38A. COMMENTS ON Q.38:  1. POOR OFFICERS, DON'T KEEP PROMISES, INCOMPETENT OFFICERS, FAVORITISM 2. NOT CHOSEN "
S100A.V38A. COMMENTS ON Q.38:  33 1. POOR NON-COMS 1114 2. NOT CHOSEN 
"S100A.V38A. COMMENTS ON Q.38:  276 1. LACK OF REST, NO FURLOUGHS (BUT NO MENTION OF HOME OR U.S.); TOO LONG IN COMBAT 871 2. NOT CHOSEN "
"S100A.V38A. COMMENTS ON Q.38:  74 1. NO CHANCE OF GETTING HOME (U.S.), NO DEFINITE DATE FOR GETTING TO U.S. 1073 2. NOT CHOSEN "
"S100A.V38A. COMMENTS ON Q.38:  76 1. BAD WAR NEWS, BAD HOMEFRONT NEWS, DEATHS OF BUDDIES 1071 2. NOT CHOSEN "
"S100A.V38A. COMMENTS ON Q.38:  35 1. NOT ENOUGH OR POOR SPECIAL SERVICE, MOVIES, SHOWS, RADIO, OR DANCES, ENTERTAINMENT, ASSOCIATION WITH WOMEN 1112 2. NOT CHOSEN "
S100A.V38A. COMMENTS ON Q.38:  148 1. NO MAIL OR NOT ENOUGH MAIL 999 2. NOT CHOSEN 
"S100A.V38A. COMMENTS ON Q.38:  150 1. POOR FOOD, BAD LIVING CONDITIONS (LEAKY SHELTERS, NO OVERCOATS) 997 2. NOT CHOSEN "
"S100A.V38A. COMMENTS ON Q.38:  7 1. LACK OF LITTLE LUXURIES: CANDY BARS, CIGARS, CHEAP CIGARETTES, ETC. 1140 2. NOT CHOSEN "
"S100A.V38A. COMMENTS ON Q.38:  110 1. INEFFICIENCY IN ARMY, SNAFU, CONFLICTING ORDERS 1037 2. NOT CHOSEN "
S100A.V38A. COMMENTS ON Q.38:  24 1. DON'T KNOW WHAT'S GOING ON 1123 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  23 1. BAD WEATHER 1124 2. NOT CHOSEN 
"S100A.V38A. COMMENTS ON Q.38:  34 1. SPECIAL ADVANTAGES OF OFFICERS, RANK PULLING 1113 2. NOT CHOSEN "
S100A.V38A. COMMENTS ON Q.38:  41 1. TOO MUCH DRILL AND OBSERVATION OF MILITARY FORMS WHILE IN REST PERIOD 1106 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  17 1. TOO MUCH DRILL AND OBSERVATION OF MILITARY FORMS (WITHOUT MENTION OF REST PERIOD) 1130 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  52 1. RUMORS 1095 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  7 1. UNCERTAINTY ABOUT THE FUTURE 1140 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  37 1. ALL OTHERS 1110 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  6 1. IRRELEVANT ANSWER (WHEN MAN IS OBVIOUSLY NOT ANSWERING THE QUESTION) 1141 2. NOT CHOSEN 
S100A.V38A. COMMENTS ON Q.38:  268 1. NO ANSWER 879 2. NOT CHOSEN 
