CARD.  1. CARD ONE 
"Q.14. WHEN DID YOU GET BACK TO LAND IN THE U.S.* (GIVE THE MONTH AND YEAR IN WHICH YOU ACTUALLY ARRIVED BACK IN THE U.S.)  01. NOVEMBER 1943 OR EARLIER 02. DECEMBER 1943, JANUARY, FEBRUARY, MARCH, APRIL, MAY 1944 03. JUNE, JULY, AUGUST 1944 04. SEPTEMBER, OCTOBER, NOVEMBER 1944 05. DECEMBER 1944 06. JANUARY 1945 07. FEBRUARY 1945 08. MARCH 1945 09. APRIL 1945 10. MAY 1945 OR LATER 00. NO ANSWER 99. INAPPLICABLE "
"Q.15A. HOW DO YOU FEEL ABOUT SERVING OVERSEAS AGAIN*  1. I WANT TO GET OVERSEAS AGAIN AS SOON AS POSSIBLE 2. I,M READY TO GO WHENEVER I,M NEEDED 3. I,D LIKE TO STAY IN THE U.S. FOR A FEW MONTHS, BUT THEN I,LL BE READY TO GO ANYWHERE 4. I DON,T WANT TO GO OVERSEAS AGAIN 0. NO ANSWER 9. INAPPLICABLE X. QUESTION 15B NOT CODED. "
"Q.16. REGARDLESS OF WHAT YOU WANT TO DO, DO YOU THINK YOU ACTUALLY WILL BE SENT TO SOME OVERSEAS THEATER AGAIN*  1. I AM VERY SURE I,LL BE SENT OVER AGAIN 2. I AM FAIRLY SURE I,LL BE SENT OVER AGAIN 3. THE CHANCES ARE ABOUT FIFTY-FIFTY 4. I AM FAIRLY SURE I,LL NOT BE SENT OVER AGAIN 5. I AM VERY SURE I,LL NOT BE SENT OVER AGAIN 6. UNDECIDED 0. NO ANSWER 9. INAPPLICABLE "
"Q.17. KNOWING WHAT YOU DO NOW, HOW DO YOU FEEL ABOUT HAVING COME BACK TO THE U.S.*  1. I WISH I HADN,T COME BACK 2. I WOULD RATHER HAVE COME BACK JUST FOR A FURLOUGH AND THEN RETURNED TO MY OLD OUTFIT OVERSEAS 3. I AM GLAD I CAME BACK 4. SOMETHING ELSE 0. NO ANSWER 9. INAPPLICABLE "
Q.18. ARE YOU IN THE ARMY JOB YOU THOUGHT YOU MIGHT GET WHEN YOU WERE CLASSIFIED AT THE REDISTRIBUTION STATION*  1. YES 2. NO 3. I NEVER WENT THROUGH A REDISTRIBUTION STATION 0. NO ANSWER 9. INAPPLICABLE 
Q.19. HOW SATISFIED OR DISSATISFIED ARE YOU WITH YOUR PRESENT ARMY JOB*  1. VERY SATISFIED 2. SATISFIED 3. DISSATISFIED 4. VERY DISSATISFIED 5. UNDECIDED 0. NO ANSWER 
"Q.20. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER "
"Q.21A. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.21B. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 0. NO ANSWER 
Q.21C. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
"Q.21D. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.21E. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.21F. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.21G. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. ITS ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
"Q.21H. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
Q.22. DO YOU EVER GET THE FEELING THAT THIS WAR WAS NOT WORTH FIGHTING*  1. VERY OFTEN 2. SOMETIMES 3. ONLY ONCE IN A GREAT WHILE 4. NEVER 0. NO ANSWER 
"Q.23. DO YOU THINK THAT AFTER THIS WAR, PEACE TERMS WILL BE WORKED OUT THAT YOU WILL THINK ARE GOOD ONES*  1. I,M VERY SURE THE PEACE TERMS WILL BE GOOD ONES 2. I,M FAIRLY SURE THEY WILL BE 3. I,M NOT SO SURE THEY WILL BE 4. I,M NOT AT ALL SURE THEY WILL BE 0. NO ANSWER "
"Q.24A. AFTER THE WAR DO YOU THINK THE DIFFERENT COUNTRIES (LIKE THE UNITED STATES, RUSSIA, ENGLAND, CHINA, FRANCE, ETC.) SHOULD SET UP A PERMANENT ORGANIZATION OF NATIONS TO TRY TO SETTLE QUARRELS BETWEEN COUNTRIES AND TRY TO PREVENT WAR*  1. SHOULD BE SET UP 2. SHOULD NOT BE SET UP 3. UNDECIDED 0. NO ANSWER "
"Q.24B. DO YOU THINK SUCH AN INTERNATIONAL ORGANIZATION ACTUALLY WILL BE SET UP OR NOT*  1. I THINK ONE ACTUALLY WILL BE SET UP 2. I DON,T THINK ONE WILL BE SET UP 3. UNDECIDED 0. NO ANSWER "
"Q.25A. READ THE TWO STATEMENTS BELOW AND CHECK THE ONE WHICH YOU THINK SHOULD BE THE MORE IMPORTANT PEACE AIM FOR THE U.S.  1. ""TO SEE THAT THE NATIONS ORGANIZE TO PREVENT WARS IN THE FUTURE"" 2. ""TO SEE THAT THE U.S. IS SO STRONG THAT NO NATIONS WOULD DARE ATTACK US"" 0. NO ANSWER "
"Q.25B. NOW READ THESE TWO STATEMENTS AND CHECK THE ONE YOU THINK SHOULD BE THE MORE IMPORTANT PEACE AIM FOR THE U.S.  1. ""TO SEE THAT THE PEOPLE IN ALL COUNTRIES HAVE THE RIGHT TO GOVERN THEMSELVES"" 2. ""TO SEE THAT THE NATIONS ORGANIZE TO PREVENT WARS IN THE FUTURE"" 0. NO ANSWER "
"Q.25C. NOW CHECK WHICH ONE OF THESE TWO STATEMENTS SHOULD BE THE MORE IMPORTANT PEACE AIM FOR THE U.S.  1. ""TO SEE THAT THE PEOPLE IN ALL COUNTRIES HAVE THE RIGHT TO GOVERN THEMSELVES"" 2. ""TO SEE THAT THE U.S. IS SO STRONG THAT NO NATIONS WOULD DARE ATTACK US"" 0. NO ANSWER "
Q.0. NOT USED  Y. COL. 48 NOT USED. X. Q.26 CODED ON CARD 3: COLS. 74-77. 
"Q.27A. DO YOU THINK THE UNITED STATES SHOULD JOIN A STRONG PERMANENT ORGANIZATION OF NATIONS, EVEN IF IT MEANS THAT THIS ORGANIZATION WOULD HAVE SOME SAY ABOUT HOW THE UNITED STATES DEALS WITH OTHER COUNTRIES*  1. YES, I THINK THE U.S. SHOULD JOIN 2. NO, I DON,T THINK THE U.S. SHOULD JOIN 3. UNDECIDED 0. NO ANSWER "
"Q.27B. DO YOU THINK THE UNITED STATES ACTUALLY WILL JOIN SUCH AN ORGANIZATION IF IT IS SET UP*  1. YES, I THINK THE U.S. WILL JOIN 2. NO, I DON,T THINK THE U.S. WILL JOIN 3. UNDECIDED 0. NO ANSWER "
"Q.28A. AFTER THE WAR DO YOU THINK THERE SHOULD BE A SPECIAL FORCE OF SOLDIERS FROM THE ARMIES OF A NUMBER OF DIFFERENT COUNTRIES THAT COULD BE SENT ANY PLACE THE INTERNATIONAL ORGANIZATION DECIDED THEY WERE NEEDED*  1. YES, THERE SHOULD BE AN INTERNATIONAL ARMY OF THAT KIND 2. NO, THERE SHOULD NOT BE AN INTERNATIONAL ARMY OF THAT KIND 3. UNDECIDED 0. NO ANSWER "
"Q.28B. DO YOU THINK THERE ACTUALLY WILL BE AN INTERNATIONAL ARMY LIKE THAT SET UP OR NOT*  1. YES, I THINK THERE ACTUALLY WILL BE AN INTERNATIONAL ARMY OF THAT KIND 2. NO, THERE PROBABLY WILL NOT BE ONE SET UP 3. UNDECIDED 0. NO ANSWER "
"Q.29. AFTER THE WAR, SOME OF OUR ALLIES WILL NEED HELP IN FEEDING THEIR PEOPLE. DO YOU THINK THE UNITED STATES SHOULD SEND FOOD TO THESE COUNTRIES EVEN IF IT MEANT THAT WE WOULD HAVE TO KEEP ON RATIONING FOOD IN OUR OWN COUNTRY FOR A WHILE TO DO IT*  1. WE SHOULD SEND FOOD AFTER THE WAR, EVEN IF WE HAVE TO KEEP ON RATIONING FOOD IN THE U.S. IN ORDER TO DO IT 2. WE SHOULD NOT SEND FOOD IF IT MEANS WE HAVE TO KEEP ON RATIONING FOOD IN THE U.S. IN ORDER TO DO IT 0. NO ANSWER "
"Q.30. AFTER THE WAR, SOME OF OUR ALLIES WILL NEED MONEY AND MATERIALS TO HELP THEM GET BACK ON THEIR FEET. DO YOU THINK WE SHOULD LET THEM HAVE MONEY AND MATERIALS TO HELP THEM GET BACK ON THEIR FEET, EVEN IF IT MEANT THAT WE SHOULD HAVE TO PAY HIGHER TAXES TO DO IT*  1. WE SHOULD HELP THEM WITH MONEY AND MATERIALS AFTER THE WAR, EVEN IF IT MEANS HIGHER TAXES FOR US 2. WE SHOULD NOT HELP THEM WITH MONEY AND MATERIALS AFTER THE WAR IF IT MEANS HIGHER TAXES FOR US 0. NO ANSWER "
Q.31A. DO YOU THINK THERE WILL BE ANOTHER WAR IN THE NEXT 25 YEARS OR SO*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  1. ARGENTINA 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  18 1. CHINA 2502 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  348 1. ENGLAND 2172 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  31 1. FRANCE 2489 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  96 1. GERMANY 2424 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  1 1. ITALY 2519 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  50 1. JAPAN 2470 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  843 1. RUSSIA 1677 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  73 1. UNITED STATES 2447 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  20 1. OTHER 2500 2. NOT CHOSEN "
"Q.31B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT*  1100 1. NO ANSWER 1420 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  1. CHINA 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  7 1. ENGLAND 2513 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  3 1. FRANCE 2517 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  0 1. GERMANY 2520 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  0 1. ITALY 2520 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  1 1. JAPAN 2519 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  5 1. RUSSIA 2515 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  9 1. UNITED STATES 2511 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  10 1. OTHER 2510 2. NOT CHOSEN E. CHINA WILL BE FIGHTING: "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  1 1. ARGENTINA 2519 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  17 1. ENGLAND 2503 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  7 1. FRANCE 2513 2. NOT CHOSEN "
"Q.31C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* E. ARGENTINA WILL BE FIGHTING:  9 1. GERMANY 2511 2. NOT CHOSEN X. COL. 80 NOT USED. CARD 2 "
CARD.  2. CARD TWO 
DECK.  212. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
X. QUESTION 31C CONTINUED.  1. ITALY 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  32 1. JAPAN 2488 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  58 1. RUSSIA 2462 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  20 1. UNITED STATES 2500 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  15 1. OTHER 2505 2. NOT CHOSEN E. ENGLAND WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  5 1. ARGENTINA 2515 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  35 1. CHINA 2485 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  46 1. FRANCE 2474 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  51 1. GERMANY 2469 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  8 1. ITALY 2512 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  48 1. JAPAN 2472 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  357 1. RUSSIA 2163 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  66 1. UNITED STATES 2454 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  73 1. OTHER 2447 2. NOT CHOSEN E. FRANCE WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  2 1. ARGENTINA 2518 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  20 1. CHINA 2500 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  31. ENGLAND 2486 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  23 1. GERMANY 2497 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  5 1. ITALY 2515 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  13 1. JAPAN 2507 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  60 1. RUSSIA 2460 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  21. UNITED STATES 2496 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  30 1. OTHER 2490 2. NOT CHOSEN E. GERMANY WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  0 1. ARGENTINA 2520 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  15 1. CHINA 2505 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  55 1. ENGLAND 2465 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  19 1. FRANCE 2501 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  2 1. ITALY 2518 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  8 1. JAPAN 2512 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  42 1. RUSSIA 2478 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  56 1. UNITED STATES 2464 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  17 1. OTHER 2503 2. NOT CHOSEN E. ITALY WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  0 1. ARGENTINA 2520 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  3 1. CHINA 2517 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  11 1. ENGLAND 2509 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  1. FRANCE 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  2 1. GERMANY 2518 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  1 1. JAPAN 2519 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  6 1. RUSSIA 2514 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  9 1. UNITED STATES 2511 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  3 1. OTHER 2517 2. NOT CHOSEN E. JAPAN WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  1 1. ARGENTINA 2519 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  29 1. CHINA 2491 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  49 1. ENGLAND 2471 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  10 1. FRANCE 2510 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  9 1. GERMANY 2511 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  2 1. ITALY 2518 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  30 1. RUSSIA 2490 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  66 1. UNITED STATES 2454 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  13 1. OTHER 2507 2. NOT CHOSEN E. RUSSIA WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  1. ARGENTINA 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  59 1. CHINA 2461 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  262 1. ENGLAND 2258 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  45 1. FRANCE 2475 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  33 1. GERMANY 2487 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  7 1. ITALY 2513 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  29 1. JAPAN 2491 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  368 1. UNITED STATES 2152 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  51. OTHER 2466 2. NOT CHOSEN E. UNITED STATES WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  6 1. ARGENTINA 2514 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  35 1. CHINA 2485 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  65 1. ENGLAND 2455 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  26 1. FRANCE 2494 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  61. GERMANY 2456 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  9 1. ITALY 2511 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  65 1. JAPAN 2455 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  470 1. RUSSIA 2050 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  66 1. OTHER 2454 2. NOT CHOSEN E. OTHER COUNTRIES WILL BE FIGHTING: 
X. QUESTION 31C CONTINUED.  2 1. ARGENTINA 2518 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  11 1. CHINA 2509 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  31. ENGLAND 2486 2. NOT CHOSEN X. COL. 80 NOT USED. CARD 3 
CARD.  3. CARD THREE 
DECK.  212. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
X. QUESTION 31C CONTINUED.  1. FRANCE 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  4 1. GERMANY 2516 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  2 1. ITALY 2518 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  8 1. JAPAN 2512 2. NOT CHOSEN 
X. QUESTION 31C CONTINUED.  43 1. RUSSIA 2477 2. NOT CHOSEN 
