CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.5C.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,Q.39H.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.63..14,Q.64.,V.66.,V.67.,V.68.
1,100,45,7,3,0,13,9,4,120,10,1,3,2,1,2,2,2,3,1,2,1,2,6,1,1,0,0,0,0,0,1,4,2,2,1,1,3,4,4,4,4,4,1,1,3,2,3,0,1,0,0,0,0,0,0,2,5,3,3,1,1,2,3,1,1,2,2,2,100,45,7,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,2,2,3,2,1,4,5,1,1,1,5,3,2,1,0,0,2,1,0,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,74
1,100,46,7,2,4,12,9,4,90,60,1,3,2,1,2,1,3,2,2,1,3,4,4,1,1,2,1,8,1,1,1,11,3,2,1,1,0,4,4,4,4,3,2,3,3,3,1,4,1,1,1,1,1,3,3,1,1,1,1,1,2,1,3,1,1,1,1,2,100,46,7,2,1,2,1,1,3,1,1,1,1,2,4,2,2,4,4,2,1,1,1,1,2,4,3,1,5,2,5,4,1,2,1,1,3,4,1,2,1,2,1,2,1,4,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,69
1,100,47,7,2,4,13,9,4,100,14,1,1,2,1,2,1,3,1,1,1,2,1,6,3,1,2,1,8,1,2,1,5,3,3,1,2,6,4,4,4,4,1,1,4,3,3,3,4,1,1,2,0,0,1,1,3,1,1,1,1,2,1,3,1,3,2,2,2,100,47,7,3,3,2,1,1,3,2,1,2,1,2,4,4,1,4,3,4,2,1,3,2,1,4,2,2,1,1,2,4,1,3,4,1,6,3,2,1,1,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,4,2,2,52
1,100,48,7,4,4,4,9,4,87,87,1,2,7,1,6,1,1,1,1,1,1,3,1,1,2,1,2,2,1,2,1,3,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,3,3,3,1,3,2,1,3,1,1,2,2,2,1,3,2,1,2,100,48,7,3,3,3,3,3,1,3,1,3,2,2,1,2,2,4,4,2,1,1,2,1,1,4,3,2,1,1,2,1,1,1,4,1,7,4,1,1,1,0,1,1,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,23
1,100,49,7,2,4,7,0,0,999,98,1,4,3,2,1,1,3,1,0,0,1,3,6,2,1,1,1,0,3,2,2,2,2,2,1,1,1,0,4,4,4,4,1,1,2,2,3,2,1,0,0,0,0,1,1,3,5,3,3,2,2,2,2,1,3,2,2,2,100,49,7,0,3,3,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,1,4,2,2,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,1,24
1,100,50,7,6,3,3,1,5,90,12,2,3,1,1,1,1,2,1,1,2,1,2,6,1,1,1,0,8,2,2,4,3,2,1,2,2,3,2,2,1,2,3,1,1,3,3,1,4,1,1,1,3,1,1,3,1,1,3,3,2,2,2,2,1,2,2,2,2,100,50,7,0,1,0,1,0,1,1,0,1,0,2,3,0,0,0,0,0,1,1,1,1,1,4,1,2,5,1,5,5,1,2,1,2,6,2,2,2,1,0,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,65
1,100,51,7,1,1,1,9,4,115,30,1,4,6,1,6,1,2,1,1,1,1,2,6,2,2,2,2,0,0,1,2,4,3,2,1,1,3,1,2,2,4,4,1,1,3,3,2,4,1,1,3,3,1,1,3,1,5,3,3,1,1,1,3,3,3,2,1,2,100,51,7,2,3,2,1,3,2,3,1,4,4,2,4,4,2,4,4,4,2,1,1,1,1,5,1,2,3,1,5,3,1,4,2,3,8,3,1,1,1,2,2,2,1,1,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,3,5
1,100,52,7,3,4,3,9,4,150,99,1,4,5,3,1,1,1,1,1,1,1,2,6,1,1,2,2,0,1,3,1,0,3,3,1,2,3,4,4,2,4,2,1,1,3,3,2,4,1,1,1,1,1,1,1,2,5,3,1,2,1,1,1,3,3,2,2,2,100,52,7,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,4,3,2,1,1,1,1,1,1,3,1,6,2,2,1,1,1,2,2,1,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,84
1,100,53,7,2,4,13,1,4,120,14,1,3,4,2,2,3,3,2,3,2,3,2,6,2,1,0,0,8,1,2,4,4,2,3,1,2,3,4,4,4,4,4,3,3,3,3,3,4,1,1,1,1,1,1,3,1,5,3,1,1,2,1,1,3,3,2,2,2,100,53,7,2,3,3,2,2,2,3,1,2,3,1,3,3,4,4,2,4,2,1,1,1,2,4,1,1,2,2,5,1,1,4,4,1,5,3,2,1,1,2,3,3,1,2,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,14
1,100,54,7,2,4,13,9,4,90,15,1,3,2,2,1,4,3,1,1,1,3,4,6,3,2,0,0,0,0,2,4,8,2,3,1,1,0,4,4,4,3,4,1,1,0,3,2,4,1,0,0,0,1,1,1,1,0,3,3,1,1,2,2,3,2,2,2,2,100,54,7,1,0,1,1,0,3,2,1,0,0,0,1,0,1,0,0,0,1,1,3,1,2,4,2,2,2,5,0,1,1,5,1,1,11,4,2,1,1,1,1,3,1,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,50
1,100,55,7,3,4,9,7,4,76,10,1,4,3,2,7,1,1,3,1,1,2,1,2,3,1,2,2,8,0,0,4,4,3,3,1,0,1,4,5,4,4,2,3,4,3,3,5,3,1,1,3,1,0,1,3,1,5,3,1,0,2,1,1,3,3,2,2,2,100,55,7,2,3,2,1,3,3,1,1,2,3,2,2,3,4,0,2,4,1,1,1,1,1,3,3,1,5,5,5,1,1,2,5,2,6,4,2,2,1,2,2,3,2,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,79
1,100,56,7,6,4,0,0,0,999,14,1,3,1,2,7,1,3,2,1,2,3,4,6,3,3,0,0,8,0,1,1,3,2,2,1,2,3,2,4,4,4,3,1,2,2,2,5,4,1,1,3,3,3,3,3,2,5,3,3,2,1,1,2,3,2,2,2,2,100,56,7,3,3,2,1,2,2,3,3,4,4,1,3,4,3,4,4,4,1,2,3,1,2,4,2,2,2,3,3,2,1,2,3,2,9,4,2,1,1,2,2,1,1,2,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,3,2,15
1,100,57,7,4,4,4,9,4,95,25,1,3,7,2,0,4,2,2,2,2,1,4,6,3,2,0,1,8,0,2,4,4,1,3,1,1,2,2,4,4,4,3,1,1,2,3,2,4,0,0,0,0,0,0,0,1,5,3,3,2,1,1,2,3,2,2,2,2,100,57,7,2,3,2,1,1,2,3,0,2,2,1,3,2,0,3,1,2,1,2,0,1,1,3,3,3,5,2,3,3,2,5,2,1,5,4,2,3,0,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,3,2,11
1,100,58,7,3,4,13,10,4,150,99,1,4,5,1,3,2,2,2,2,1,1,3,6,1,1,2,1,8,1,0,4,4,3,3,2,2,3,2,2,2,2,2,3,1,3,3,2,4,1,1,1,1,0,1,0,2,1,1,1,1,1,2,3,2,2,2,2,2,100,58,7,2,2,2,1,1,3,1,1,4,4,3,4,4,3,4,4,4,2,1,1,1,1,5,2,2,2,1,3,2,1,4,3,1,10,4,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,1,28
1,100,59,7,0,0,0,9,4,120,10,1,3,2,1,2,1,3,3,1,2,1,2,1,1,1,0,0,0,0,0,1,3,2,2,1,1,3,4,4,4,4,4,1,0,0,0,3,4,0,0,0,0,0,0,0,0,1,3,3,1,1,2,3,2,2,2,2,2,100,59,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,2,1,1,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,1,71
1,100,60,7,5,4,3,9,4,120,30,1,1,6,3,3,4,2,2,2,2,3,2,2,3,0,2,1,8,2,3,1,4,3,2,1,1,2,3,3,3,3,4,3,4,3,3,2,4,1,1,1,3,1,1,1,1,5,3,1,1,1,2,3,2,2,2,1,2,100,60,7,2,3,2,2,2,2,1,1,2,2,2,2,2,2,4,2,1,2,1,1,1,1,3,2,2,1,1,1,1,1,4,3,3,9,4,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,9
1,100,61,7,1,4,3,9,4,22,17,1,4,7,3,0,4,3,1,1,1,3,2,4,2,1,2,1,0,2,3,4,4,3,3,1,1,2,2,3,3,3,1,3,1,2,3,3,3,1,1,0,0,1,1,1,0,5,1,1,1,1,2,3,2,3,2,1,2,100,61,7,1,0,1,0,2,3,1,2,1,2,2,2,2,3,4,2,3,1,1,1,1,1,4,1,1,2,1,4,3,5,4,1,1,5,4,1,1,1,0,3,0,1,2,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,37
1,100,62,7,5,4,4,0,0,120,14,1,4,6,2,7,1,3,2,1,2,1,3,1,3,2,1,1,1,1,1,1,6,2,2,2,2,3,2,4,4,4,3,1,4,2,2,2,4,0,1,0,0,1,0,0,2,0,3,3,2,1,1,3,2,2,2,2,2,100,62,7,0,2,0,0,2,2,4,1,4,4,4,4,4,3,4,4,4,1,1,3,1,2,4,2,2,2,2,3,1,1,5,4,1,9,4,2,2,1,1,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,2,51
1,100,63,7,2,4,10,9,4,105,14,2,3,1,2,1,2,1,2,4,3,1,2,6,3,1,2,1,0,1,2,2,9,3,2,1,1,2,4,4,4,5,3,1,4,1,3,3,4,1,1,1,1,1,1,1,1,5,1,1,2,1,1,3,2,2,2,2,2,100,63,7,2,3,2,3,2,2,1,3,3,4,3,3,4,3,4,4,4,1,1,1,1,1,4,1,1,1,1,5,3,1,2,3,1,8,4,2,1,1,1,2,2,2,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,54
1,100,64,7,2,4,3,9,4,115,15,1,3,4,2,2,2,3,2,2,2,1,2,2,3,1,2,1,1,1,2,2,4,3,1,3,1,3,4,4,5,5,4,3,4,2,3,3,4,1,1,1,1,1,1,1,2,5,3,1,2,1,1,3,2,3,2,2,2,100,64,7,3,2,2,1,3,1,3,2,3,1,1,2,2,3,4,3,1,2,1,1,1,2,4,2,1,1,1,1,1,1,4,2,1,2,3,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,63
1,100,65,7,1,4,13,5,5,25,25,1,1,2,1,2,1,2,2,3,2,1,2,1,1,1,2,1,8,1,2,2,9,2,2,1,1,3,2,2,2,2,4,1,2,2,2,1,4,1,1,1,1,1,1,1,1,1,3,3,1,2,1,3,2,3,2,2,2,100,65,7,2,2,1,2,3,2,1,1,1,1,1,2,2,1,4,4,1,1,2,1,1,3,3,1,1,1,1,1,1,1,4,3,1,4,1,2,1,1,2,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,56
1,100,66,7,5,4,2,9,4,90,2,1,3,1,1,1,2,2,2,1,2,1,3,1,1,2,2,2,8,1,2,2,8,2,2,1,1,2,2,2,1,2,4,3,4,2,2,1,4,1,1,2,2,2,1,3,2,1,3,1,2,1,2,1,2,1,1,2,2,100,66,7,3,2,1,1,3,1,3,3,4,4,1,2,4,4,4,4,3,1,1,1,2,1,4,3,2,5,1,1,3,1,2,0,0,0,4,2,2,1,1,1,1,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,75
1,100,67,7,1,3,3,1,5,90,14,1,3,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,0,1,3,2,3,2,1,1,0,1,3,2,2,2,3,3,4,1,2,5,0,1,1,1,0,1,1,0,1,5,2,3,1,2,2,1,2,2,2,2,2,100,67,7,3,3,3,2,3,3,1,0,0,0,0,2,0,2,0,0,0,2,1,1,2,1,3,1,1,2,1,2,5,1,5,1,1,7,2,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,11
1,100,68,7,2,4,10,9,4,105,15,1,3,7,3,7,1,2,1,1,1,1,0,6,1,1,2,2,8,1,2,4,3,2,3,1,1,1,3,1,1,1,4,3,4,3,3,5,4,1,1,0,0,0,1,0,1,1,1,1,2,2,1,1,2,1,2,2,2,100,68,7,0,0,1,0,1,2,2,1,0,0,1,1,0,0,0,0,0,1,2,1,1,2,5,1,1,5,5,5,5,1,4,2,1,8,4,2,1,2,2,1,2,4,4,4,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0,3,3,95
1,100,69,7,2,4,9,12,4,105,15,1,1,1,1,1,4,2,2,1,1,1,2,6,3,2,2,2,8,1,3,4,4,2,3,2,2,3,4,4,4,4,4,3,4,3,3,2,4,1,1,0,0,0,1,0,1,5,1,1,2,2,1,1,2,2,2,2,2,100,69,7,2,2,2,1,2,2,2,1,2,2,2,2,4,2,4,4,4,2,1,1,2,2,4,2,2,3,3,3,3,1,3,3,1,3,2,2,1,1,2,2,3,2,4,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,2,2
1,100,70,7,1,4,10,9,4,90,30,2,3,2,3,2,3,3,2,3,2,2,2,6,3,3,1,0,0,0,0,0,8,3,2,2,1,0,4,4,4,4,2,3,4,3,3,5,3,1,0,0,0,0,0,0,2,2,3,1,2,1,2,2,2,3,2,2,2,100,70,7,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,4,1,2,2,1,2,1,1,4,3,1,8,2,1,1,1,2,2,2,1,2,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,50
1,100,71,7,3,4,10,9,4,90,3,1,4,2,1,2,1,3,1,1,2,1,1,1,1,1,2,2,0,0,0,1,4,3,3,1,1,2,4,2,2,2,3,1,4,3,3,0,2,1,1,1,1,1,1,0,2,5,3,3,2,1,2,2,2,2,2,2,2,100,71,7,3,2,3,1,3,2,1,2,2,2,1,2,0,1,4,2,4,1,1,1,2,3,3,1,3,2,1,1,2,2,5,1,2,9,4,1,1,0,1,1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,78
1,100,72,7,2,4,3,10,4,102,14,1,3,7,2,1,1,2,1,1,1,1,2,6,2,2,2,2,8,1,2,2,4,2,2,1,1,3,4,4,4,4,4,3,2,1,2,2,4,1,1,1,3,3,1,1,2,5,2,1,2,1,2,2,2,3,2,2,2,100,72,7,2,3,2,2,3,2,1,1,1,2,2,2,4,2,3,4,3,2,1,1,2,1,3,1,3,1,2,3,3,1,4,4,1,7,4,2,1,1,2,3,2,1,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,7
1,100,73,7,2,4,3,9,4,90,14,1,3,7,2,1,1,2,2,1,2,3,1,2,3,1,2,2,8,1,3,2,10,2,2,1,1,2,3,4,4,4,2,1,2,3,2,2,2,1,0,0,0,0,0,0,1,5,3,3,2,1,2,2,2,2,2,2,2,100,73,7,1,3,3,3,3,3,1,1,1,2,1,1,4,1,4,4,4,1,1,0,0,1,3,1,2,2,2,2,1,1,3,2,1,8,4,2,1,2,2,1,2,2,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,52
1,100,74,7,4,4,8,9,4,90,90,1,4,5,1,5,1,2,1,1,1,1,3,1,1,1,2,1,0,1,2,2,4,2,2,1,1,3,1,1,1,1,4,3,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,100,74,7,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,1,1,1,2,1,4,1,1,2,1,1,1,1,2,5,1,9,4,2,1,2,1,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,71
1,100,75,7,5,4,9,9,4,120,90,1,4,4,3,3,2,2,2,1,3,1,2,6,3,1,2,1,8,1,3,0,9,2,3,1,1,3,3,3,3,4,3,3,4,2,3,1,4,1,1,3,3,3,1,3,1,1,3,1,1,2,2,2,2,3,2,2,2,100,75,7,1,2,1,1,2,2,1,1,2,1,1,2,1,2,4,1,2,2,1,1,2,1,3,1,2,1,1,1,1,1,2,3,1,8,2,2,1,1,2,1,2,1,4,4,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,64
1,100,76,7,1,3,9,1,4,110,99,1,4,4,1,3,1,2,2,1,1,1,2,6,3,1,1,0,8,2,2,1,4,2,3,2,2,3,2,2,2,2,3,1,4,3,3,2,4,1,1,1,3,1,1,3,1,5,1,1,1,2,2,2,2,2,2,2,2,100,76,7,2,1,1,3,2,3,3,1,2,3,0,2,2,3,4,4,4,1,1,1,1,1,4,2,2,2,1,5,1,1,4,4,1,6,2,2,3,0,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,16
1,100,77,7,1,4,9,9,4,120,90,1,3,3,3,3,4,2,2,2,2,1,2,6,2,1,2,1,8,2,3,2,3,2,2,1,1,2,4,3,3,3,3,3,4,3,3,2,4,0,1,1,0,0,1,0,1,1,3,1,2,2,1,2,2,2,3,2,2,100,77,7,3,3,3,2,3,2,1,1,2,4,4,2,4,4,4,4,4,2,1,1,1,1,3,2,2,1,2,2,2,1,4,4,2,9,4,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,37
1,100,78,7,2,4,13,9,4,120,90,1,1,2,3,4,3,3,2,1,3,2,2,2,1,2,2,2,0,0,0,0,4,3,3,6,2,0,2,4,1,2,2,2,3,3,3,3,4,1,0,0,0,0,0,0,3,1,3,3,2,2,1,2,2,1,1,1,2,100,78,7,0,0,0,1,0,3,2,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,3,2,2,1,5,1,5,1,1,1,3,5,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,53
1,100,79,7,2,4,0,9,4,45,98,1,4,5,1,5,1,2,3,2,1,1,3,1,3,1,0,1,0,1,0,1,4,0,3,2,1,0,1,1,2,1,4,3,0,3,3,2,4,0,0,1,0,0,1,0,3,1,3,2,2,1,2,3,0,0,0,2,2,100,79,7,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,5,1,4,1,0,2,1,10,4,2,1,1,2,2,1,2,1,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,3,3,43
1,100,80,7,2,4,10,9,4,100,70,1,4,2,3,2,1,2,2,1,2,1,3,3,3,1,1,2,8,1,3,2,3,2,2,1,1,3,2,3,3,3,4,1,4,3,3,3,3,1,1,3,3,3,1,3,1,1,1,1,2,1,2,3,3,2,2,1,2,100,80,7,3,3,2,1,2,2,1,2,4,4,4,4,4,3,4,4,4,2,1,1,1,1,3,1,2,1,2,3,5,2,4,3,1,9,2,2,1,1,1,2,1,2,1,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,5,1,17
1,100,81,7,2,4,8,9,4,160,99,2,4,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,8,1,3,4,4,2,2,2,2,6,3,4,3,2,4,3,1,0,3,2,1,1,1,1,3,3,1,3,0,5,3,0,2,1,2,3,3,1,1,1,2,100,81,7,3,2,1,3,1,3,3,4,2,1,2,1,4,2,4,4,2,2,1,1,1,1,4,1,2,4,1,3,5,5,2,1,1,3,2,1,1,1,2,2,1,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,5,1,20
1,100,82,7,3,4,9,9,4,999,15,1,2,1,2,3,1,2,2,1,1,3,3,6,3,3,2,1,8,1,3,4,3,3,2,1,1,3,2,3,4,3,4,3,4,3,3,2,2,1,0,0,0,1,0,0,2,2,3,1,1,2,2,3,3,2,2,2,2,100,82,7,3,1,3,2,2,3,2,1,2,2,2,2,4,1,4,2,2,2,1,3,1,1,4,2,2,1,1,1,1,1,4,2,1,5,3,2,1,1,1,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,53
1,100,83,7,2,4,9,9,4,60,3,1,4,7,1,2,2,2,2,2,2,1,3,1,2,1,2,2,8,1,0,2,3,1,2,1,1,2,3,3,3,3,4,1,2,3,3,2,4,1,1,0,0,0,0,0,1,1,3,3,2,2,0,3,3,3,2,2,2,100,83,7,3,3,3,3,1,2,1,2,3,4,3,2,4,3,4,4,4,2,2,1,2,3,3,2,2,5,1,2,1,1,5,4,1,9,4,2,1,1,2,1,2,1,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,19
1,100,84,7,2,4,2,9,4,90,8,1,2,7,0,0,1,1,2,1,2,1,4,3,1,1,1,1,8,1,3,4,3,1,2,2,1,3,2,5,4,2,2,3,2,1,3,2,4,1,1,1,3,3,1,3,1,1,3,1,2,2,1,3,3,3,2,1,2,100,84,7,1,3,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,2,1,1,1,1,4,1,3,5,2,5,1,2,2,2,1,7,4,1,1,1,2,1,3,2,1,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,3,26
1,100,85,7,1,4,4,9,4,120,10,1,3,2,1,2,1,2,2,2,2,3,2,1,3,3,2,1,8,0,3,1,4,2,2,1,0,3,4,4,4,4,4,1,3,3,3,3,4,1,1,1,1,1,1,0,3,1,3,3,2,2,2,1,3,3,2,2,2,100,85,7,3,2,3,1,2,1,1,2,1,1,4,1,4,1,4,4,4,2,1,1,2,1,4,1,2,1,1,1,2,1,3,5,1,8,4,2,1,1,2,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,5,1,73
1,100,86,7,5,4,1,9,4,40,5,1,4,6,1,5,1,2,2,1,3,1,2,6,1,1,1,1,0,0,0,2,4,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,2,100,86,7,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,3,1,5,3,1,8,2,2,2,2,2,1,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,5,3,38
1,100,87,7,2,4,9,8,4,90,15,1,3,4,3,1,1,2,2,1,2,1,4,6,1,1,2,0,0,3,3,1,4,2,0,1,1,0,5,5,3,0,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0,1,2,3,2,3,3,2,2,2,100,87,7,0,0,1,1,0,3,2,1,0,2,0,0,0,0,0,0,0,1,2,1,2,3,3,2,2,3,3,2,1,3,4,1,1,5,4,2,2,0,2,1,2,2,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,5,2,39
1,100,88,7,5,4,9,8,4,0,98,1,4,1,2,7,3,2,1,2,3,1,3,3,3,2,2,2,0,3,1,3,6,1,3,1,1,2,2,4,4,4,4,1,3,3,3,2,4,1,1,1,3,1,1,3,2,3,1,1,2,2,2,2,3,3,2,1,2,100,88,7,3,3,3,3,3,1,1,2,3,4,4,1,4,3,4,4,4,1,1,1,1,3,3,1,2,5,5,5,5,1,2,5,1,8,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,5,3,21
1,100,89,7,3,4,4,9,4,85,14,3,3,5,3,3,1,2,1,1,3,1,2,1,3,3,2,1,8,3,2,1,3,2,3,2,2,3,2,2,2,4,4,3,4,3,3,2,4,1,1,3,3,3,1,1,2,2,2,1,2,2,2,2,3,3,2,2,2,100,89,7,2,3,2,3,3,1,2,3,2,0,4,2,4,4,4,4,4,1,2,3,1,2,4,3,2,5,1,2,1,5,1,3,1,9,4,2,1,1,1,3,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,5,3,41
1,100,90,7,5,4,9,10,4,85,7,1,3,5,1,3,1,2,1,1,2,1,2,1,3,1,2,1,8,2,2,2,3,2,1,2,2,0,2,2,2,2,4,1,4,3,3,2,4,1,1,3,3,1,1,3,1,1,3,1,2,2,2,2,3,2,2,2,2,100,90,7,2,2,2,1,2,2,1,2,4,4,4,2,4,4,4,4,4,1,1,1,2,1,3,1,2,1,1,1,1,2,2,4,1,6,4,2,2,1,2,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,5,3,58
1,100,91,7,5,4,1,10,4,80,20,2,3,5,3,4,1,2,1,1,2,1,2,1,1,2,1,1,0,2,3,3,5,2,2,2,2,0,2,2,2,2,2,0,2,3,2,1,4,1,1,3,3,1,1,2,1,1,3,0,2,2,2,2,3,2,2,2,2,100,91,7,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,1,1,1,1,1,5,1,2,1,2,4,1,1,4,3,1,9,4,2,1,1,0,1,1,1,3,0,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,5,3,61
1,100,92,7,3,4,6,9,4,999,98,1,4,4,3,3,2,2,2,1,2,1,2,6,2,1,2,0,8,1,3,4,3,2,2,2,2,2,2,2,3,2,2,3,4,2,3,2,2,1,1,3,3,1,0,1,1,2,3,1,2,2,2,2,3,2,1,2,2,100,92,7,2,3,2,1,2,2,1,2,2,2,3,2,0,4,4,4,4,2,2,1,2,1,4,1,3,3,1,2,1,1,4,3,1,9,2,2,1,1,1,3,2,2,4,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,1,61
