CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.,V.63.
1,101,43,1,2,2,1,4,11,3,60,4,9,1,2,3,1,1,1,1,2,1,1,3,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,4,3,4,2,1,4,4,1,1,2,1,1,1,4,4,3,1,1,2,3,2,3,3,1,1,1,2,101,43,1,2,1,1,1,3,2,1,1,1,5,3,1,3,2,4,4,4,2,4,2,4,4,4,1,1,5,1,1,1,4,1,3,1,3,1,1,2,2,10,50,40,0,0,2,1,4,3,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,6,4,3,4,1
1,101,44,1,1,3,3,4,10,3,25,4,13,1,2,3,1,3,3,2,1,2,1,2,2,2,8,2,2,2,3,2,1,2,1,4,2,5,1,2,1,1,4,0,1,2,4,4,1,1,4,4,1,4,4,1,4,4,4,1,2,4,2,1,1,3,3,1,1,3,2,101,44,1,1,1,1,3,3,2,2,1,2,2,2,3,1,2,1,4,1,2,4,3,4,4,1,1,1,1,3,2,1,3,1,3,1,3,3,2,1,2,20,15,50,14,1,1,1,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,2,5,0,3,2
1,101,45,1,1,5,3,4,1,3,120,4,4,1,2,3,1,1,2,2,1,1,3,2,1,1,8,2,2,2,3,2,1,1,1,3,1,1,1,2,1,1,4,1,4,2,4,1,4,1,4,4,4,4,2,4,4,2,2,4,1,4,2,3,3,3,3,1,1,1,2,101,45,1,1,1,1,1,3,3,1,1,2,2,1,1,1,4,3,3,2,4,2,4,4,3,4,1,1,1,2,1,5,4,1,3,1,3,1,1,1,1,0,5,45,40,10,1,1,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,6,2,3,5,5,1
1,101,46,1,3,4,1,4,7,1,45,4,0,1,3,3,1,3,3,3,2,2,2,3,2,0,8,0,0,2,8,3,2,2,0,3,2,0,2,2,2,2,4,4,2,2,1,2,1,4,2,1,1,4,2,1,1,4,1,1,2,1,2,1,4,3,3,3,2,2,2,101,46,1,3,1,1,3,3,1,2,3,1,1,2,2,2,1,1,2,4,2,4,4,4,4,4,0,3,1,3,5,5,0,2,5,3,4,1,1,0,0,0,0,5,5,90,2,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2
1,101,47,1,2,3,1,4,5,3,999,4,4,1,2,3,1,3,2,3,1,2,3,2,1,1,8,1,1,2,2,2,2,1,1,2,3,2,1,2,2,2,4,1,4,1,4,1,1,4,4,1,1,4,1,1,1,4,4,2,2,1,2,3,4,3,3,1,1,3,2,101,47,1,3,3,1,1,3,1,1,2,1,5,2,3,1,2,1,3,4,4,4,4,3,4,4,1,1,1,2,2,1,3,1,3,1,3,1,1,1,2,15,70,10,0,5,2,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,4,3,2
1,101,48,1,2,5,1,4,6,3,28,4,0,1,3,3,2,3,3,2,2,1,1,0,2,2,8,1,2,2,3,1,2,2,1,3,2,4,1,2,2,1,1,1,4,2,4,1,4,4,1,4,4,4,1,4,4,4,1,1,2,1,3,3,3,2,2,1,1,1,2,101,48,1,1,1,1,3,3,2,1,3,2,1,3,1,1,4,3,4,4,4,4,4,4,4,4,3,2,2,2,2,2,4,1,2,1,2,1,3,1,2,1,9,70,20,0,2,3,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,3,4,5,4,3
1,101,49,1,2,5,3,4,5,3,240,4,3,1,1,3,2,3,2,3,1,2,1,2,3,2,8,2,2,2,9,3,2,2,0,3,1,1,1,2,1,1,4,4,4,2,4,2,4,1,1,1,1,1,1,1,4,4,1,4,2,4,3,2,2,3,3,1,1,1,2,101,49,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,5,1,5,5,1,2,1,3,1,3,1,1,1,2,0,10,60,0,30,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,5,3,4,1
1,101,50,1,2,5,2,4,11,3,120,4,9,1,2,3,2,2,3,1,2,2,1,2,3,2,8,1,2,0,3,2,3,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,2,1,1,1,2,101,50,1,1,1,1,3,3,1,1,3,2,1,1,2,3,2,2,4,4,4,4,2,4,4,2,1,2,2,5,2,1,4,1,4,1,4,2,1,1,2,10,20,50,10,10,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,4,3,4,3,2
1,101,51,1,1,5,1,4,6,3,84,4,9,1,2,3,1,1,3,1,2,1,1,2,1,2,1,1,2,4,3,1,2,1,1,3,1,1,1,2,1,1,4,2,4,2,4,3,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,2,4,3,3,1,1,1,2,101,51,1,1,1,1,1,3,2,1,1,2,1,3,1,2,2,2,4,4,4,4,4,4,4,4,3,5,1,5,1,5,2,1,1,1,3,2,1,2,1,0,5,85,3,7,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,4,2,5,3,4,1,1
1,101,52,1,1,2,1,4,8,3,90,4,8,1,2,3,1,1,2,1,1,1,2,2,1,3,5,1,2,4,5,2,2,2,1,1,1,1,1,2,1,1,4,4,4,2,4,4,4,1,1,4,1,1,2,4,4,4,4,1,1,4,3,1,4,3,3,1,1,3,2,101,52,1,0,1,1,1,3,1,1,1,2,4,1,3,3,2,2,3,4,3,4,3,4,4,4,1,1,1,2,1,2,3,1,2,1,2,1,3,1,2,3,7,40,10,40,2,1,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,3,4,5,4,3
1,101,53,1,2,6,1,4,10,3,80,4,9,1,1,3,3,2,3,3,1,1,1,2,3,2,8,2,2,4,10,3,3,6,2,3,2,3,2,2,2,2,1,4,3,3,4,4,4,4,3,4,4,4,3,4,2,4,2,4,4,4,3,1,3,3,3,1,1,1,2,101,53,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,3,3,3,4,4,4,4,4,4,1,5,2,5,5,1,3,1,5,1,3,2,1,1,1,10,10,20,0,60,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,0,1,2
1,101,54,1,2,4,3,4,5,3,94,4,9,1,3,3,2,1,3,2,1,1,1,3,1,1,8,2,2,4,6,2,1,2,1,3,1,1,1,2,1,1,4,4,4,1,4,1,4,4,4,4,4,1,1,4,4,4,1,4,1,4,4,3,3,2,2,1,1,3,2,101,54,1,1,1,1,1,3,1,1,1,2,5,3,1,1,3,3,4,4,4,4,4,4,4,4,3,5,1,1,1,5,3,1,3,1,3,1,1,0,0,0,50,25,1,24,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,3,2,1
1,101,55,1,1,3,2,4,5,3,45,4,9,1,3,3,1,1,3,2,1,1,1,4,1,3,8,1,2,4,3,2,2,1,0,2,2,5,1,2,1,1,4,4,4,2,4,2,1,4,2,1,4,2,0,4,4,1,2,1,2,4,3,1,4,3,3,1,1,2,2,101,55,1,3,1,1,3,3,1,1,1,2,1,2,2,2,2,4,4,3,3,4,4,4,4,4,1,2,1,5,1,1,4,1,3,1,3,2,1,1,2,20,20,60,0,0,1,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,4,3,4,0,5,2
1,101,56,1,2,0,2,4,6,3,65,4,10,1,2,3,3,2,3,2,2,1,1,4,1,3,8,1,2,4,8,2,3,1,1,3,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,4,2,2,1,1,1,2,101,56,1,1,1,1,1,3,1,1,1,1,2,3,3,2,2,4,4,4,2,4,3,4,4,4,1,1,1,4,2,1,4,1,5,1,5,1,1,1,2,0,0,0,0,99,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,4,2
1,101,57,1,2,6,1,4,1,3,83,4,4,1,3,3,2,3,3,2,1,1,1,2,2,3,8,2,2,4,3,2,2,1,1,3,2,3,1,2,1,2,1,2,2,3,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,1,2,1,3,3,3,1,1,2,2,101,57,1,2,2,1,3,3,2,1,1,2,1,2,2,2,2,2,4,2,2,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,40,50,10,0,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,0,1,2
1,101,58,1,3,5,1,4,10,3,60,4,4,1,1,3,1,1,2,2,1,2,1,2,3,1,1,1,2,4,3,1,2,2,2,5,2,2,1,2,1,1,4,4,2,2,4,1,1,4,1,2,1,2,2,2,1,4,4,2,2,4,3,3,4,3,3,1,1,1,2,101,58,1,1,1,1,1,3,3,2,1,2,1,1,1,1,2,1,1,4,4,4,4,4,4,2,3,2,1,5,2,2,2,2,3,1,3,1,1,1,2,5,20,65,10,0,3,1,4,3,2,1,2,2,2,2,2,1,2,2,2,2,2,3,6,3,2,4,4,1
1,101,59,1,1,5,3,4,7,2,120,4,9,1,2,3,1,3,2,2,1,1,1,3,2,1,8,1,2,4,3,2,2,2,2,6,2,2,1,2,1,1,4,4,4,1,4,1,4,4,4,4,4,1,1,4,4,4,1,4,4,4,4,1,4,2,3,1,1,3,2,101,59,1,3,1,1,1,3,2,1,3,2,1,3,1,1,2,4,4,4,4,4,4,4,4,2,1,2,1,2,1,5,2,1,3,1,3,3,1,1,2,10,20,60,0,10,2,1,4,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,4,3,2
1,101,60,1,2,3,1,3,10,3,25,4,2,1,3,3,2,3,1,1,1,1,1,3,1,2,1,1,3,4,2,1,2,2,2,3,2,3,2,2,1,1,4,4,1,2,4,2,4,4,4,4,4,1,1,4,4,4,1,4,1,4,4,1,4,3,2,1,1,1,2,101,60,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,3,4,3,3,4,2,4,4,3,1,1,1,2,2,1,2,1,2,1,3,1,1,2,2,7,35,5,40,13,2,1,2,4,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,4,3,2,3
1,101,61,1,2,0,2,4,9,1,60,4,4,1,2,3,1,3,3,2,1,2,1,3,1,1,0,2,0,1,3,1,2,2,2,4,2,0,1,1,2,1,2,4,4,3,4,3,2,3,4,3,2,4,1,4,0,1,4,3,2,2,3,1,4,3,3,0,1,1,2,101,61,1,2,1,1,0,0,0,2,1,1,1,0,0,1,1,1,4,1,4,4,4,4,4,4,1,5,1,2,3,1,4,2,3,2,3,1,1,0,1,0,30,50,0,20,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,3,4,3,4,3,3,3
1,101,62,1,2,1,1,2,7,4,60,4,8,1,1,3,1,3,0,1,1,2,1,2,1,2,8,1,2,1,3,2,2,2,2,4,1,1,1,2,1,1,4,1,4,3,4,2,3,1,1,4,4,4,1,1,4,4,4,1,2,1,3,2,3,3,3,1,1,2,2,101,62,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,2,3,2,3,2,1,1,2,5,0,90,5,0,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,4,2,4,4,3,4,2
1,101,63,1,2,5,1,4,5,3,250,4,10,1,1,3,1,3,0,2,1,1,1,2,1,1,8,1,2,1,6,3,2,2,2,2,1,1,2,2,2,1,1,1,2,3,4,2,4,1,1,1,1,4,2,1,1,4,4,1,2,1,3,2,2,3,3,1,1,2,2,101,63,1,1,1,1,1,0,1,1,3,1,1,2,1,1,2,2,4,4,4,4,2,4,4,2,3,1,1,1,2,1,2,2,3,2,3,3,1,0,0,10,20,30,5,35,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,5,2,2,1
1,101,64,1,2,4,1,4,6,3,55,4,9,1,2,3,1,1,3,2,1,1,3,2,3,1,8,2,2,1,2,2,2,1,1,5,2,2,1,2,1,1,3,2,2,3,4,1,4,1,2,1,4,2,1,1,1,3,1,1,2,1,4,2,3,3,3,1,1,2,2,101,64,1,2,1,1,1,3,2,1,4,1,1,2,1,1,1,2,3,4,4,4,4,4,4,4,3,5,1,5,3,1,2,2,2,2,3,3,3,1,2,20,30,40,10,0,3,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,6,6,5,1
1,101,65,1,2,6,3,4,10,3,70,4,8,1,1,3,1,3,4,2,2,1,1,3,1,1,8,1,3,1,3,2,2,1,2,3,1,1,1,1,1,1,4,1,4,1,4,1,4,4,4,4,1,2,4,4,4,4,4,4,1,4,4,1,3,3,3,1,1,1,2,101,65,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,2,4,4,4,4,4,4,4,4,1,1,1,1,2,1,2,1,4,1,4,1,1,1,2,1,4,95,0,0,2,3,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,1,3,3,2,5,2,1
1,101,66,1,2,5,1,4,1,3,240,4,9,1,2,0,1,3,0,2,2,1,1,2,1,1,1,1,2,2,9,2,2,2,2,1,1,1,2,2,3,2,4,0,4,1,4,4,4,4,4,1,4,1,1,4,4,4,1,4,4,1,2,3,4,3,2,1,1,1,2,101,66,1,1,1,1,1,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,1,2,1,2,1,3,1,3,1,2,1,1,0,0,99,0,0,1,1,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,4,2,2
1,101,67,1,2,2,3,4,4,1,240,4,8,1,1,0,3,1,3,2,2,2,1,1,3,3,0,1,2,0,6,2,2,2,1,3,2,3,1,1,1,1,4,4,4,2,4,0,4,1,4,4,4,4,1,4,4,4,1,0,0,2,2,1,3,3,3,1,1,3,2,101,67,1,3,1,1,1,3,1,1,1,0,1,1,0,1,1,1,4,4,4,4,4,4,4,4,1,0,1,5,5,1,3,2,3,2,3,2,1,1,1,0,10,60,2,28,2,0,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,0,2,2,4,3,1,1
1,101,68,1,2,3,1,4,5,3,75,4,9,1,1,2,3,3,1,3,1,2,3,2,1,1,8,1,2,4,6,3,2,2,2,3,1,2,1,2,1,1,4,1,2,3,4,2,1,4,3,2,4,3,3,4,1,4,4,3,3,3,3,1,4,3,3,3,1,2,2,101,68,1,1,1,1,1,3,2,1,3,2,1,3,3,2,1,4,3,4,4,4,3,4,4,4,1,5,1,5,1,1,2,1,3,1,4,1,1,1,1,5,5,50,20,20,2,3,4,3,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,2,3,0,4,2
1,101,69,1,1,1,3,4,10,2,75,4,4,1,2,2,1,1,3,1,2,1,1,3,1,1,8,2,2,4,3,1,2,1,1,6,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,4,1,1,4,4,4,4,2,4,4,1,3,3,3,1,1,2,2,101,69,1,1,1,1,1,0,2,2,1,2,1,3,2,1,1,1,2,1,1,4,2,4,4,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,2,10,10,50,10,20,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,0,4,2
1,101,70,1,2,0,1,4,5,3,55,4,9,1,3,2,1,1,2,2,1,1,1,2,1,2,8,1,1,4,3,2,2,2,2,3,2,3,2,2,1,1,1,4,1,1,4,4,1,4,4,2,4,1,1,2,1,4,4,4,2,4,4,2,4,3,3,1,1,1,2,101,70,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,4,4,1,4,2,4,4,4,3,1,1,2,3,1,3,1,3,1,3,1,1,0,2,5,15,60,10,10,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,4,1,1
1,101,71,1,1,5,3,4,8,2,40,4,4,1,2,2,3,3,3,1,1,1,1,3,3,3,8,2,3,4,2,2,2,1,0,2,2,2,1,2,1,1,1,1,4,2,4,4,4,4,4,1,4,1,1,4,4,4,4,1,1,1,4,1,4,3,3,1,1,3,2,101,71,1,3,1,1,3,3,1,1,1,2,2,3,0,3,1,4,4,4,2,4,2,4,4,4,1,1,1,2,1,5,3,1,3,1,3,1,2,2,2,10,70,5,15,0,2,1,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,5,5,2
1,101,72,1,2,1,1,2,7,4,35,4,4,1,2,2,1,1,3,2,1,1,1,2,1,3,8,2,2,4,4,3,2,2,2,2,2,2,2,2,2,4,2,4,1,3,4,3,1,4,4,1,4,2,3,1,2,2,3,2,1,2,3,1,1,3,3,1,1,2,2,101,72,1,2,1,1,3,3,1,1,3,2,1,3,1,1,1,1,2,2,2,4,3,4,4,4,1,1,1,5,1,1,2,2,3,1,3,3,1,1,2,0,10,70,15,5,2,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,1,4,3,1,2
1,101,73,1,2,5,2,4,9,3,35,4,9,1,1,2,1,3,4,3,1,1,2,2,2,1,1,1,2,4,4,2,3,2,2,2,3,5,2,1,1,2,2,3,4,3,4,4,4,4,2,2,3,3,2,4,2,4,1,2,3,2,2,3,3,3,2,1,1,3,2,101,73,1,3,1,1,1,3,0,2,1,2,1,2,2,2,1,1,3,2,4,4,2,4,4,2,1,3,2,4,3,3,3,1,3,1,3,3,2,1,2,0,1,85,10,4,2,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,5,3,1
1,101,74,1,2,3,1,3,11,3,84,4,3,1,1,2,2,1,2,2,1,2,1,2,3,2,8,1,2,4,3,2,2,1,0,3,4,2,1,2,1,1,3,2,3,3,3,3,3,4,2,3,1,2,2,2,1,2,2,4,2,4,4,3,4,3,3,1,1,1,2,101,74,1,1,1,1,1,3,1,2,3,2,2,1,1,2,1,1,2,1,1,4,2,4,4,2,1,2,2,2,2,3,4,2,3,2,3,3,2,2,2,0,0,85,15,0,2,3,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,6,3,4,3,3,1
1,101,75,1,2,5,2,4,6,3,60,4,4,1,3,2,2,2,3,1,1,1,1,3,3,2,8,1,2,3,1,1,2,2,2,2,2,5,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,1,4,1,4,4,2,4,4,4,2,2,3,3,1,1,2,2,101,75,1,3,1,1,3,3,2,1,1,1,1,3,3,3,3,4,4,4,3,4,4,4,4,4,1,5,1,5,1,1,3,1,2,1,3,1,1,1,2,5,25,60,10,0,2,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,4,3,6,4,0,4,2
1,101,76,1,1,5,3,4,9,3,16,4,4,1,2,2,2,3,3,1,1,1,1,3,1,1,8,2,2,3,3,1,1,2,2,6,2,2,1,1,1,1,4,1,4,1,4,4,4,4,4,4,4,1,1,4,1,1,4,4,4,1,4,1,1,3,2,1,1,2,2,101,76,1,1,1,1,0,3,0,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,2,1,1,5,5,2,1,2,1,3,2,1,1,2,0,10,70,20,0,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,3,3,4,4,2
1,101,77,1,1,4,2,4,8,3,60,4,4,1,2,2,1,1,2,1,1,1,1,3,3,2,8,1,3,2,3,1,2,2,1,4,1,1,1,2,1,1,2,1,4,1,4,1,4,4,1,4,4,2,1,4,2,4,1,2,2,2,4,1,3,3,2,1,1,3,2,101,77,1,3,1,1,3,3,2,1,1,2,5,3,1,1,2,2,4,3,4,4,4,4,4,4,1,1,1,1,1,1,3,2,3,2,3,1,1,2,2,15,60,25,0,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,4,3,3,5,3,4,3
1,101,78,1,2,6,1,4,9,3,54,4,11,1,1,2,1,3,0,3,1,1,1,2,1,1,1,1,2,2,0,3,2,2,2,4,3,5,3,2,2,1,2,4,2,3,2,4,2,1,2,1,1,1,3,2,4,4,1,4,2,2,2,3,3,2,2,1,1,1,2,101,78,1,1,1,1,1,3,2,2,1,2,1,0,0,1,2,2,2,2,4,4,2,4,4,2,1,1,1,5,5,5,2,1,4,2,3,1,1,1,1,0,5,50,35,10,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,0,2,1
1,101,79,1,2,5,1,4,7,3,83,4,4,1,2,2,3,3,2,2,1,1,1,3,2,3,8,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,1,1,1,2,1,3,3,2,1,1,1,3,3,3,4,1,2,3,3,1,1,2,2,101,79,1,2,1,1,1,3,2,1,1,2,2,3,3,2,1,2,2,2,2,4,3,3,3,4,3,2,1,1,1,1,2,1,3,1,4,3,1,1,2,10,10,80,0,0,1,1,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,4,3,0,3,2
1,101,80,1,2,2,1,3,10,3,40,4,4,1,2,2,1,2,2,1,1,1,1,3,1,2,5,2,2,2,2,1,0,2,1,3,1,1,1,2,1,1,4,4,4,2,2,2,4,4,2,4,4,3,2,4,4,4,2,4,3,1,4,1,3,3,3,1,1,1,2,101,80,1,1,1,1,3,3,1,2,1,2,1,1,1,1,2,4,4,4,3,4,4,4,4,4,3,5,2,1,2,5,3,1,2,1,2,2,1,1,2,0,65,30,5,0,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,4,5,4,2,3
1,101,81,1,2,2,1,4,9,3,90,4,8,1,1,2,1,3,3,1,1,2,1,2,1,1,1,1,2,2,3,2,1,2,2,5,2,2,1,3,1,1,1,2,1,2,4,4,2,1,1,1,4,4,1,2,1,2,2,4,3,4,4,1,3,3,3,1,1,1,2,101,81,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,2,4,4,2,4,3,4,4,4,1,5,1,5,1,1,4,1,2,1,4,1,1,1,1,0,10,80,10,0,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,4,3,4,3
1,101,82,1,2,4,2,2,8,4,21,4,9,1,2,2,2,3,4,2,2,1,1,3,3,1,8,1,2,2,3,2,2,2,0,1,2,2,2,1,2,1,4,4,2,3,3,4,2,1,2,4,2,3,3,2,2,4,2,2,4,4,4,1,2,2,3,1,1,2,2,101,82,1,3,1,1,3,3,3,0,4,3,1,1,2,2,2,4,4,4,2,4,4,4,4,4,1,5,1,1,2,1,4,1,2,1,3,2,2,1,1,0,10,75,10,5,1,4,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,3,4,3,2
1,101,83,1,3,4,1,4,4,1,75,4,4,1,2,2,1,2,3,2,1,1,1,3,1,2,8,2,2,2,3,2,2,2,2,3,2,5,1,2,1,1,3,1,2,2,3,1,2,4,2,4,4,1,1,1,2,3,2,3,2,4,4,3,3,3,3,1,1,1,2,101,83,1,1,1,1,1,3,2,1,1,2,1,2,2,1,1,2,4,4,4,4,3,4,4,4,1,1,1,2,1,2,2,1,3,1,3,1,1,1,0,0,0,0,75,25,2,1,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,6,3,4,3,1,2
1,101,84,1,2,5,1,4,8,3,90,4,4,1,1,2,1,1,2,2,2,1,1,2,1,1,8,1,1,2,3,3,2,2,2,3,2,4,1,2,2,1,1,4,4,1,4,4,2,1,4,1,4,2,1,1,4,4,1,4,2,1,4,1,2,3,3,1,1,3,2,101,84,1,3,1,1,3,3,3,2,1,2,1,2,1,2,1,2,4,2,3,4,3,4,4,4,1,2,1,1,1,1,2,1,3,1,2,1,1,2,2,4,10,85,1,0,2,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,3,3,4,3,4,3
1,101,85,1,1,5,2,4,12,2,60,4,6,1,1,2,3,1,3,1,2,2,1,3,1,3,3,1,3,2,2,1,1,1,1,1,3,2,1,3,1,3,1,4,4,4,1,4,2,3,4,2,4,4,1,4,1,4,4,3,4,1,4,1,1,3,3,1,1,2,2,101,85,1,1,1,1,3,3,1,2,3,2,1,3,3,3,1,2,4,4,4,4,4,4,4,4,3,5,5,5,1,5,1,1,3,1,3,2,2,0,0,0,10,80,10,0,2,3,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,4,6,6,4,3,1,1
1,101,86,1,2,6,1,4,11,3,23,4,11,1,2,2,2,1,3,2,2,2,1,1,2,2,8,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,4,2,1,3,1,1,4,4,4,2,2,1,1,4,1,1,1,2,4,4,3,3,3,2,1,1,1,2,101,86,1,1,1,1,1,3,1,3,1,1,1,3,2,1,1,1,2,4,1,4,2,4,4,2,3,1,1,1,1,1,4,1,3,1,2,1,1,1,1,5,5,75,5,10,2,3,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,4,4,5,2,3
1,101,87,1,2,2,1,4,6,3,23,4,4,1,2,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,9,1,1,2,2,3,2,2,1,2,1,1,4,4,4,1,4,4,1,4,4,4,4,2,1,1,4,4,1,2,1,1,4,1,4,3,2,1,3,2,2,101,87,1,1,1,1,3,3,2,1,1,1,1,2,2,1,4,1,4,4,2,4,4,4,4,2,1,3,1,3,1,1,3,1,3,1,3,1,1,1,2,0,25,50,0,25,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,3,3,5,4,1
1,101,88,1,3,1,1,4,9,1,20,4,3,1,1,2,2,3,4,1,1,1,1,3,2,3,8,1,2,2,3,1,0,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,1,4,1,1,3,2,1,1,1,2,101,88,1,3,1,1,3,3,2,1,1,2,2,2,2,1,2,4,4,4,4,4,4,4,4,3,1,5,1,1,1,1,3,1,3,2,3,1,1,0,2,10,85,3,2,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,5,5,3,4,1,3
