Q.9. HOW DO YOU FEEL ABOUT MEDICAL ATTENTION IN THE ARMY*  1. IT IS VERY GOOD 2. IT IS FAIRLY GOOD 3. IT IS RATHER POOR 4. IT IS VERY POOR 5. UNDECIDED 0. NO ANSWER 
"Q.10. DO YOU GET A KICK OUT OF GIVING A SNAPPY SALUTE*  1. YES, VERY MUCH 2. YES, A LITTLE 3. NO, NOT PARTICULARLY 4. NO, NONE AT ALL 5. UNDECIDED 0. NO ANSWER "
"Q.11. HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, SATISFIED AND IN GOOD SPIRITS OR DISSATISFIED AND IN LOW SPIRITS*  1. SATISFIED AND IN GOOD SPIRITS 2. I AM UP HALF THE TIME AND DOWN HALF THE TIME 3. DISSATISFIED AND IN LOW SPIRITS 0. NO ANSWER "
"Q.12. WHAT DO YOU THINK OF THE STATEMENT THAT ""THE ARMY MAKES A MAN OUT OF YOU""*  1. THERE IS NOT MUCH TO IT 2. THERE MAY BE SOMETHING TO IT, BUT I,M STILL DOUBTFUL 3. THERE,S A LOT TO IT 4. NO OPINION 0. NO ANSWER "
"Q.13. DO TOO MANY OF THE ARMY RULES AND REGULATIONS SEEM USELESS TO YOU*  1. YES, TOO MANY SEEM USELESS 2. NO, I USED TO THINK SO, BUT DON,T NOW 3. NO, I NEVER THOUGHT SO 4. NO OPINION 0. NO ANSWER "
Q.14. DO YOU THINK A SOLDIER WITH ABILITY HAS A GOOD CHANCE FOR PROMOTION IN THE ARMY*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.15. HOW FAR DID YOU GO IN SCHOOL* (PUT A CHECK ONLY BEFORE THE HIGHEST GRADE YOU COMPLETED.)  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
"Q.16. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT IS ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
Q.17. DO YOU THINK YOU CAN MAKE GOOD IN THE ARMY*  1. I FEEL PRETTY SURE I CAN MAKE GOOD 2. I AM NOT SO SURE I CAN MAKE GOOD 3. UNDECIDED 0. NO ANSWER 
Q.18. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.19. DID YOU EVER HAVE A JOB IN CIVILIAN LIFE THAT YOU REALLY LIKED*  1. NO, I NEVER HAD A JOB THAT REALLY SUITED ME 2. YES, I HAVE HAD A JOB I REALLY LIKED 3. NO ANSWER 0. NO CODE OR NO DATA "
"Q.20. AFTER THE WAR DO YOU THINK YOU WOULD LIKE TO COME BACK TO THE ARMY FOR TWO WEEKS OF TRAINING EVERY YEAR*  1. YES, I WOULD LIKE IT VERY MUCH 2. YES, I MIGHT LIKE IT, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD LIKE IT 4. NO, I WOULD NOT LIKE IT AT ALL 5. NO OPINION 0. NO ANSWER "
"Q.21. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*  1. AS A SOLDIER 2. AS A WAR WORKER 3. UNDECIDED 0. NO ANSWER "
"Q.22. IF IT WERE UP TO YOU, WHAT KIND OF OUTFIT WOULD YOU RATHER BE IN*  1. IN A COMBAT OUTFIT OVERSEAS 2. IN A NON-COMBAT OUTFIT OVERSEAS 3. IN AN OUTFIT THAT WILL STAY IN THE UNITED STATES 0. NO ANSWER "
"Q.23. WHICH OF THE FOLLOWING STATEMENTS BEST TELLS THE WAY YOU FEEL ABOUT GETTING INTO THE FIGHTING*  01. I,M READY TO GO AND I WANT TO GET INTO THE REAL FIGHTING SOON 02. I,D LIKE TO GET IN ON THE FIGHTING BEFORE IT,S OVER BUT I DON,T THINK I,M READY YET 03. I HOPE I WON,T HAVE TO GO, BUT IF I DO, I THINK I,LL DO ALL RIGHT 04. I HOPE I WON,T HAVE TO GO, BECAUSE I DON,T THINK I,LL EVER BE GOOD AS A FIGHTER 05. NONE OF THE ABOVE FITS ME, TOO OLD FOR COMBAT DUTY 06. NONE OF THE ABOVE FITS ME, NOT PHYSICALLY FIT FOR COMBAT DUTY 07. NONE OF THE ABOVE FITS ME. SHOULD BE IN WAR INDUSTRY 08. CHECK ""1"", BUT QUALIFIES BY ASKING FOR FURLOUGH, WIFE,S PERMISSION, ETC. 09. WOULD PREFER TO BE INSTRUCTOR 10. OTHER COMMENTS INDICATING THAT MAN DOES NOT WISH COMBAT 11. ALL OTHER 00. NO ANSWER "
"Q.24. ARE YOU LIMITED SERVICE*  1. YES, I AM LIMITED SERVICE 2. NO, I AM NOT LIMITED SERVICE 3. DON,T KNOW 0. NO ANSWER "
Q.25. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. 19 YEARS OR YOUNGER 2. 20 YEARS 3. 21 TO 24 4. 25 TO 27 5. 28 TO 29 6. 30 TO 34 7. 35 TO 37 8. 38 YEARS OR OLDER 0. NO ANSWER 
"Q.26. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE GERMANS*  1. IT WILL NOT BE VERY HARD 2. IT WILL BE A TOUGH JOB BUT OUR LOSSES SHOULDN,T BE TOO HEAVY 3. IT WILL BE A VERY TOUGH JOB, WITH HEAVY LOSSES OF MEN AND MATERIALS 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.27. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE JAPANESE*  1. IT WILL NOT BE VERY HARD 2. IT WILL BE A TOUGH JOB BUT OUR LOSSES SHOULDN,T BE TOO HEAVY 3. IT WILL BE A VERY TOUGH JOB, WITH HEAVY LOSSES OF MEN AND MATERIALS 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.28. ""WHAT KIND OF A COUNTRY WILL THIS BE AFTER THE WAR*"" HOW OFTEN HAVE YOU WONDERED ABOUT THE QUESTION ABOVE*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 0. NO ANSWER P. A SOLDIER MAY HAVE WONDERED ABOUT MANY OTHER QUESTIONS CONCERNING HIS PERSONAL FUTURE. LOOK OVER EACH OF THE FOLLOWING 5 QUESTIONS AND CHECK THE ANSWER WHICH SHOWS HOW MUCH, IF ANY, YOU HAVE BEEN WONDERING ABOUT IT. "
Q.29. WILL I COME OUT OF THE WAR BADLY CRIPPLED OR DISFIGURED*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 0. NO ANSWER 
Q.30. HOW LONG WILL I HAVE TO STAY IN THE ARMY AFTER THE WAR IS OVER*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.31. WILL I BE ABLE TO CARRY OUT THE PLANS I HAD FOR MY LIFE BEFORE THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 0. NO ANSWER 
Q.32. WILL THERE BE A REAL DEPRESSION AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 0. NO ANSWER 
Q.33. WILL I BE OUT OF A JOB FOR A LONG TIME AFTER THE WAR*  1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 0. NO ANSWER 
"Q.34. IN GENERAL, DO YOU THINK THAT CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) IN THIS COUNTRY ARE TAKING THE WAR SERIOUSLY ENOUGH*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 0. NO ANSWER "
"Q.35. IN GENERAL, DO YOU THINK CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) ARE TRYING TO DO EVERYTHING THEY POSSIBLY CAN TO BACK UP THE ARMED FORCES*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 0. NO ANSWER "
"Q.36. IN GENERAL, DO YOU THINK CIVILIANS ARE BUYING AS MANY WAR BONDS AS THEY SHOULD*  1. ALMOST ALL OF THEM ARE 2. A GOOD MANY ARE 3. SOME, BUT NOT MANY ARE 4. HARDLY ANY ARE 5. NO OPINION 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.37. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE* X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS.  
"Q.38. WHERE WERE YOU LIVING BEFORE YOU ENTERED THE ARMY*  1. ON A FARM OR IN THE COUNTRY 2. IN A SMALL TOWN (FEWER THAN 2,500 PEOPLE) 3. IN A TOWN (WITH BETWEEN 2,500 AND 25,000 PEOPLE) 4. IN A CITY (BETWEEN 25,000 AND 100,000 PEOPLE) 5. IN A LARGE CITY (MORE THAN 100,000 PEOPLE) 0. NO ANSWER "
"Q.39J. ""THE ENGLISH ARE DOING AS GOOD A JOB AS POSSIBLE OF FIGHTING THE WAR CONSIDERING EVERYTHING."" X. DOCUMENTATION FOR COL. 52 (Q.39) NOT PROVIDED BY SURVEY ORGANIZATION. SEE ALSO V.51.  1. AGREE 2. IN DOUBT 3. DISAGREE 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.40. CONSIDERING WHAT EACH OF THESE COUNTRIES COULD DO, WHICH ONE DO YOU THINK IS TRYING HARDEST TO WIN THE WAR*  1. ENGLAND 2. RUSSIA 3. CHINA 4. UNITED STATES 5. DON,T KNOW 0. NO ANSWER "
"Q.40A. NOW, WHICH ONE DO YOU THINK IS TRYING NEXT HARDEST TO WIN*  1. ENGLAND 2. RUSSIA 3. CHINA 4. UNITED STATES 5. DON,T KNOW 0. NO ANSWER "
"Q.41. HOW GOOD DO YOU THINK THE ENGLISH ARE AS FIGHTERS*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.42. HOW ABOUT THE RUSSIANS AS FIGHTERS*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.43A. THE GERMANS*  1. VERY GOOD 2. GOOD 3. FAIR 4. POOR 5. DON,T KNOW 0. NO ANSWER "
"Q.43B. THE JAPANESE*  1. VERY GOOD 2. GOOD 3. FAIR 4. POOR 5. DON,T KNOW 0. NO ANSWER "
"Q.43C. THE AMERICANS*  1. VERY GOOD 2. GOOD 3. FAIR 4. POOR 5. DON,T KNOW 0. NO ANSWER "
"Q.44. DO YOU THINK ENGLAND CAN BE DEPENDED UPON TO COOPERATE WITH US AFTER THE WAR*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
"Q.45. WHAT ABOUT RUSSIA, CAN WE DEPEND UPON HER TO COOPERATE AFTER THE WAR*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
"Q.46. WHAT ABOUT BRAZIL*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
Q.46A. HAVE YOU EVER HAD A 3-DAY PASS OR FURLOUGH*  1. YES 2. NO 3. NO ANSWER 9. INAPPLICABLE 0. NO CODE OR NO DATA 
Q.46B. NUMBER OF DAYS ON PASS OR FURLOUGH*  01. ONE DAY - 36 HOURS 02. TWO DAYS 03. THREE DAYS 04. FOUR DAYS 05. FIVE DAYS 06. SIX DAYS 07. SEVEN DAYS 08. EIGHT DAYS 09. NINE DAYS 10. TEN DAYS OR MORE 98. NO PASS OR NO ANSWER 99. INAPPLICABLE 00. NO CODE OR NO DATA 
Q.46C. DATE OF PASS OR FURLOUGH*  01. APRIL 1943 02. MARCH 1943 03. FEBRUARY 1943 04. JANUARY 1943 05. DECEMBER 1942 06. NOVEMBER 1942 07. OCTOBER 1942 08. SEPTEMBER 1942 09. PRIOR TO SEPTEMBER 1942 98. NO PASS OR NO ANSWER 99. INAPPLICABLE 00. NO CODE OR NO DATA 
"Q.46D. DATE OF LAST PAY*  01. APRIL 1943 OR JUST ""APRIL"" 02. MARCH 1943 OR JUST ""MARCH"" 03. FEBRUARY 1943 04. JANUARY 1943 05. DECEMBER 1942 06. NOVEMBER 1942 07. OCTOBER 1942 08. SEPTEMBER 1942 09. PRIOR TO SEPTEMBER 1942 98. NO PAY OR NO ANSWER 99. INAPPLICABLE 00. NO CODE OR NO DATA "
"Q.46E. DID YOU GET ALL THE PAY COMING TO YOU*  1. YES 2. NO 3. DON,T KNOW OR UNCERTAIN 4. NO ANSWER 9. INAPPLICABLE 0. NO CODE OR NO DATA "
"Q.47A. ""AFTER THE WAR, WE SHOULD ALLOW THE GERMAN PEOPLE TO RUN THEIR OWN GOVERNMENT*""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47B. ""WE SHOULD SEE TO IT THAT THE JAPANESE PEOPLE SUFFER PLENTY FOR ALL THE TROUBLE THEY ARE CAUSING US.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47C. ""AFTER THE WAR, WE SHOULD ALLOW THE JAPANESE PEOPLE TO RUN THEIR OWN GOVERNMENT.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47D. ""WE SHOULD SEE TO IT THAT THE GERMAN PEOPLE SUFFER PLENTY FOR ALL THE TROUBLE THEY ARE CAUSING US.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47E. ""WHEN THE WAR IS OVER WE MUST SEE TO IT THAT THE GERMAN PEOPLE CAN NEVER AGAIN EXIST AS A NATION.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47F. ""THE BRITISH AND AMERICANS WERE FAR TOO SOFT WITH THE GERMANS AFTER THE LAST WAR.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47G. ""WE HAVE NOT ONLY TO BEAT THE GERMAN LEADERS BUT THE GERMAN PEOPLE TOO. EVERY LAST GERMAN MUST FEEL THE MIGHT OF THE ALLIED POWERS.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.47H. ""WHEN YOU GET THE DROP ON A JAPANESE SOLDIER, KILL HIM. DON,T BOTHER TO TAKE HIM PRISONER.""  1. AGREE 2. DON,T KNOW OR UNCERTAIN 3. DISAGREE 0. NO ANSWER "
"Q.48. THINK FOR A MINUTE ABOUT THE DIFFERENT SERGEANTS AND CORPORALS YOU HAVE SERVED WITH. HOW FAIR DO MOST OF THEM SEEM TO BE WITH THEIR MEN*  1. MOST OF THEM ARE FAIR 2. ABOUT HALF ARE, HALF ARE NOT 3. MOST OF THEM ARE NOT FAIR 4. UNDECIDED 0. NO ANSWER "
Q.49. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT (ANY GRADE) OR TECHNICIAN 3RD OR 4TH GRADE 0. NO ANSWER CARD 2 
CARD.  2. CARD TWO 
DECK.  047. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"V.50. VINDICTIVENESS SCORE* E. DERIVED FROM Q.47.  ANP E. NUMBER ANSWERED NUMBER UNFAVORABLE 8 7 6 5 0 0 0 0 0 1 1 1 1 2 2 2 2 3 3 3 3 4 4 5 4 4 5 6 7 5 5 6 6 8 6 6 7 8 7 7 8 8 8 E. IF 4 OR LESS ARE ANSWERED, CODE 9. "
V.51. ATTITUDE TOWARD BRITISH SCORE* E. DERIVED FROM Q.39.  E. NUMBER NUMBER ANSWERED FAVORABLE 10 9 8 7 6 0 00 00 00 00 00 1 01 01 01 01 02 2 02 02 02 03 03 3 03 03 04 04 05 4 04 04 05 06 07 5 05 06 06 07 08 6 06 07 08 09 10 7 07 08 09 10 8 08 09 10 9 09 10 10 10 E. IF 5 OR LESS ARE ANSWERED CODE 99. 
"V.52. DATE ENTERED ARMY (STOCKADE GROUP ONLY)*  1. FEBRUARY, MARCH, APRIL 1943 2. NOVEMBER OR DECEMBER 1942, JANUARY 1943 3. AUGUST, SEPTEMBER, OCTOBER 1943 4. MAY, JUNE, JULY 1942 5. MAY, 1941, APRIL 1942 6. APRIL 1941 OR BEFORE 9. INAPPLICABLE 0. NO ANSWER "
"V.53. CAMP AND OUTFIT IDENTIFICATION AND SERVICE NUMBER*  ANP X. FIRST COLUMN OF V.53 IDENTIFIED AS FOLLOWS: 1. SELECTED COMPANIES, 2ND REGIMENT (N=332) 2. FIFTH REGIMENT (N=257) 3. OTHER COMPANIES, 2ND REGIMENT (N=441) 4. MEN IN STOCKADE (N=256) X. DATA AND CODES NOT PROVIDED BY SURVEY ORGANIZATION FOR THE FOLLOWING SCORES. THE QUESTIONS INVOLVED ARE AS FOLLOWS: GRIPE SCORE - QUESTIONS 7, 8, 9, 10, 12, 13, 20. PERSONAL ADJUSTMENT SCORE - QUESTIONS 11, 16, 17, 18. WORRY SCORE - QUESTIONS 28, 29, 30, 31, 32, 33. CIVILIAN SUPPORT SCORE - QUESTIONS 34, 35, 36. "
