CARD.  1. CARD ONE 
Q.8. ARE YOU:  1. SINGLE 2. MARRIED 3. WIDOWED OR DIVORCED 4. SEPARATED 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.9A. IF YOU ARE MARRIED, HOW LONG HAVE YOU BEEN MARRIED*  01. LESS THAN ONE MONTH 02. ONE MONTH UP TO, BUT NOT INCLUDING, TWO MONTHS 03. TWO MONTHS UP TO, BUT NOT INCLUDING, THREE MONTHS 04. THREE MONTHS UP TO, BUT NOT INCLUDING, SIX MONTHS 05. SIX MONTHS UP TO, BUT NOT INCLUDING, ONE YEAR 06. ONE YEAR UP TO, BUT NOT INCLUDING, ONE YEAR AND TWO MONTHS 07. ONE YEAR AND TWO MONTHS UP TO, BUT NOT INCLUDING, TWO YEARS 08. TWO YEARS UP TO, BUT NOT INCLUDING, TWO YEARS AND FOUR MONTHS 09. TWO YEARS, FOUR MONTHS AND OVER 10. MARITAL STATUS UNKNOWN 11. NOT MARRIED 12. NO ANSWER, ALTHOUGH MARRIED 00. NO CODE OR NO DATA "
Q.9B. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. BEFORE ENTERING THE ARMY 2. AFTER ENTERING THE ARMY 3. NOT MARRIED 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.10. IF YOU ARE MARRIED, HOW MANY CHILDREN DO YOU HAVE*  1. ONE 2. TWO 3. THREE OR MORE 4. NONE 5. NOT MARRIED 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.11A. WHAT IS YOUR MAIN ARMY JOB OR DUTY* (WHAT IS YOUR JOB CALLED* FOR EXAMPLE, RIFLEMAN, RADIO OPERATOR, MACHINE GUNNER, HALF-TRUCK DRIVER, ETC.)  ANP 000.UNDESIGNATED, NO CODE OR NO DATA X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. V.11A1. TYPE OF DUTY: "
"Q.11A. WHAT IS YOUR MAIN ARMY JOB OR DUTY* (WHAT IS YOUR JOB CALLED* FOR EXAMPLE, RIFLEMAN, RADIO OPERATOR, MACHINE GUNNER, HALF-TRUCK DRIVER, ETC.)  432 1. COMBAT 2223 2. NON-COMBAT 1238 3. BASIC 63 4. COMBAT AND TECHNICAL 340 0. UNDESIGNATED, NO CODE OR NO DATA "
"Q.11B. HOW LONG HAVE YOU HAD THIS JOB*  1. LESS THAN ONE MONTH 2. ONE MONTH UP TO, BUT NOT INCLUDING, THREE MONTHS 3. THREE MONTHS UP TO, BUT NOT INCLUDING, SIX MONTHS 4. SIX MONTHS UP TO, BUT NOT INCLUDING, ONE YEAR 5. ONE YEAR OR OVER 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.12A. DO YOU SPEND MOST OF YOUR WORKING TIME ON YOUR MAIN JOB OR ASSIGNMENT*  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA X. QUESTION 12B NOT CODED. 
Q.13. DO YOU FEEL THAT EVERYTHING POSSIBLE HAS BEEN DONE TO PLACE YOU IN THE ARMY JOB WHERE YOU BEST FIT*  1. YES 2. NO 3. UNDECIDED 4. NO ANSWER 0. NO CODE OR NO DATA X. QUESTIONS 14A AND 14B CODED TOGETHER. 
"Q.14A. WERE YOU GIVEN A CHANCE TO CHOOSE YOUR ARMY JOB*  Q.14B. IF YOU HAD A CHANCE TO CHOOSE YOUR ARMY JOB, DID YOU GET THE JOB YOU CHOSE*  1. HAD A CHANCE TO CHOOSE BUT DIDN,T GET THE JOB I CHOOSE 2. HAD A CHANCE TO CHOOSE AND GOT THE JOB I CHOOSE 3. HAD A CHANCE TO CHOOSE AND NO ANSWER TO Q.14B 4. DID NOT GET A CHANCE TO CHOOSE 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.15. DO YOU THINK YOUR ABILITIES AND PREVIOUS EXPERIENCE FIT YOU BETTER FOR SOME OTHER JOB OR ASSIGNMENT*  1. YES, I WOULD FIT BETTER IN A DIFFERENT JOB 2. NO, I AM BEST FITTED FOR MY PRESENT JOB 3. NO ANSWER 0. NO CODE OR NO DATA "
Q.16. WOULD YOU TRANSFER TO SOME OTHER JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.17. DO YOU THINK YOUR PRESENT ARMY JOB GIVES YOU A FAIR CHANCE OF PROMOTION*  1. YES 2. NO 3. DON,T KNOW 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.18. HOW WELL SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER JOB*  1. VERY SATISFIED 2. SATISFIED 3. IT DOES NOT MAKE ANY DIFFERENCE TO ME 4. DISSATISFIED 5. VERY DISSATISFIED 6. NO ANSWER 0. NO CODE OR NO DATA X. QUESTIONS 19A AND 19B CODED TOGETHER. 
"Q.19A. HAVE YOU ATTENDED AN ARMY SCHOOL OF ANY KIND (SUCH AS COOK, AIRPLANE ENGINE MECHANIC, RADIO OPERATOR, ETC.)*  Q.19B. IF YOU HAVE NOT GONE TO AN ARMY TECHNICAL SCHOOL, DO YOU WISH YOU HAD BEEN SENT TO ONE*  01. DID NOT ATTEND AND WISHES HE HAD 02. DID NOT ATTEND AND DOES NOT WISH TO 03. DID NOT ATTEND AND DOESN,T KNOW IF HE WISHES TO, OR NO ANSWER 04. ATTENDED AND GLAD HE WENT 05. ATTENDED AND NOT GLAD HE WENT 06. ATTENDED AND UNDECIDED, OR NO ANSWER 07. STUDENT, ATTENDING AND GLAD 08. STUDENT, ATTENDING AND NOT GLAD 09. STUDENT, ATTENDING AND UNDECIDED, OR NO ANSWER 10. MEN IN BASIC TRAINING OR RTC WHO ARE NOT TAKING A TECHNICAL COURSE, AND ALL MEN WHO DID NOT ANSWER QUESTIONS 19A, 19B, 20A AND 20B 00. NO CODE OR NO DATA I. BE SURE TO ANSWER QUESTIONS 20A, 20B, 20C, 21, AND 22 IF YOU DID GO TO AN ARMY SCHOOL. X. QUESTIONS 20A AND 20B CODED TOGETHER. "
"Q.20A. WHAT COURSES DID YOU ACTUALLY FINISH AT THE ARMY TECHNICAL SCHOOL*  Q.20B. ARE YOU GLAD YOU WENT TO AN ARMY TECHNICAL SCHOOL OR NOT*  1. ONE COURSE WRITTEN IN 2. TWO COURSES WRITTEN IN 3. THREE COURSES WRITTEN IN 4. ATTENDING SCHOOL 5. DIDN,T FINISH COURSE 6. DID NOT GO TO SCHOOL 7. MEN IN BASIC TRAINING OR RTC WHO ARE NOT TAKING A TECHNICAL COURSE, AND ALL MEN WHO DID NOT ANSWER QUESTIONS 19A, 19B, 20A AND 20B 8. NO ANSWER 0. NO CODE OR NO DATA "
"Q.20C. DID THE ARMY SCHOOL TRAIN YOU FOR THE SAME KIND OF WORK YOU ARE ACTUALLY DOING NOW*  1. YES 2. NO 3. DID NOT GO TO SCHOOL 4. MEN IN BASIC TRAINING OR RTC WHO ARE NOT TAKING A TECHNICAL COURSE, AND ALL MEN WHO DID NOT ANSWER QUESTIONS 19A, 19B, 20A AND 20B 5. NO ANSWER 0. NO CODE OR NO DATA "
Q.21. HOW WELL TRAINED ARE YOU FOR YOUR MAIN ARMY JOB OR DUTY*  1. VERY WELL TRAINED 2. FAIRLY WELL TRAINED 3. POORLY TRAINED 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.22. HAVE YOU LEARNED ANY SKILLS IN THE ARMY WHICH WILL HELP YOU GET A BETTER JOB WHEN YOU GET OUT*  1. YES 2. NO 3. DON,T KNOW 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.23. ON THE WHOLE DO YOU THINK THE ARMY IS GIVING YOU A CHANCE TO SHOW WHAT YOU CAN DO*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 6. NO ANSWER 0. NO CODE OR NO DATA 
"Q.24A. DO YOU THINK THAT SOME OF THE ARMY DRILL, TRAINING, OR INSTRUCTION YOU ARE GETTING IS NOT NEEDED TO MAKE MEN GOOD SOLDIERS*  1. YES, MUCH OF IT IS NOT NEEDED 2. YES, SOME OF IT IS NOT NEEDED 3. NO, MOST IS NEEDED 4. NO, ALL IS NEEDED 5. UNDECIDED 6. NO ANSWER 0. NO CODE OR NO DATA X. QUESTION 24B NOT CODED. "
"Q.25. WHAT BRANCH OF SERVICE ARE YOU IN*  01. CAVALRY 02. COAST ARTILLERY CORPS (ANTI-AIRCRAFT) 03. ENGINEERS (ENGINEER CAMOUFLAGE) 04. INFANTRY (COMMANDOS, AMPHILBIANS, SKI TROOPERS, PARATROOP) 05. FIELD ARTILLERY 06. SIGNAL CORPS (PHOTOENGRAVING) 07. MEDICAL CORPS 08. ORDNANCE DEPARTMENT 09. QUARTERMASTER CORPS 10. ARMORED FORCE (TANK CORPS) 11. AIR CORPS (FLYING CADET) 12. CHEMICAL WARFARE, OTHER (ARMY INTELLIGENCE, FINANCE, PROVOST MARSHALL, NAVY, MILITARY POLICE (MP), SPECIAL SERVICE, AGO ARMY ADM.) 00. NO ANSWER, NO CODE OR NO DATA "
"Q.26. WHICH BRANCH OF SERVICE DO YOU LIKE MOST* E. LIKES BEST:  01. CAVALRY 02. COAST ARTILLERY CORPS (ANTI-AIRCRAFT) 03. ENGINEERS (ENGINEER CAMOUFLAGE) 04. INFANTRY (COMMANDOS, AMPHILBIANS, SKI TROOPERS, PARATROOP) 05. FIELD ARTILLERY 06. SIGNAL CORPS (PHOTOENGRAVING) 07. MEDICAL CORPS 08. ORDNANCE DEPARTMENT 09. QUARTERMASTER CORPS 10. ARMORED FORCE (TANK CORPS) 11. AIR CORPS (FLYING CADET) 12. CHEMICAL WARFARE, OTHER (ARMY INTELLIGENCE, FINANCE, PROVOST MARSHALL, NAVY, MILITARY POLICE (MP), SPECIAL SERVICE, AGO ARMY ADM.) 00. NO ANSWER, NO CODE OR NO DATA E. LIKES SECOND BEST: "
"Q.26. WHICH BRANCH OF SERVICE DO YOU LIKE MOST* E. LIKES BEST:  135 01. CAVALRY 262 02. COAST ARTILLERY CORPS (ANTI-AIRCRAFT) 204 03. ENGINEERS (ENGINEER CAMOUFLAGE) 133 04. INFANTRY (COMMANDOS, AMPHILBIANS, SKI TROOPERS, PARATROOP) 177 05. FIELD ARTILLERY 249 06. SIGNAL CORPS (PHOTOENGRAVING) 177 07. MEDICAL CORPS 366 08. ORDNANCE DEPARTMENT 463 09. QUARTERMASTER CORPS 338 10. ARMORED FORCE (TANK CORPS) 522 11. AIR CORPS (FLYING CADET) 116 12. CHEMICAL WARFARE, OTHER (ARMY INTELLIGENCE, FINANCE, PROVOST MARSHALL, NAVY, MILITARY POLICE (MP), SPECIAL SERVICE, AGO ARMY ADM.) 1154 00. NO ANSWER, NO CODE OR NO DATA "
"Q.27. WHICH BRANCH OF SERVICE DO YOU LIKE LEAST*  01. CAVALRY 02. COAST ARTILLERY CORPS (ANTI-AIRCRAFT) 03. ENGINEERS (ENGINEER CAMOUFLAGE) 04. INFANTRY (COMMANDOS, AMPHILBIANS, SKI TROOPERS, PARATROOP) 05. FIELD ARTILLERY 06. SIGNAL CORPS (PHOTOENGRAVING) 07. MEDICAL CORPS 08. ORDNANCE DEPARTMENT 09. QUARTERMASTER CORPS 10. ARMORED FORCE (TANK CORPS) 11. AIR CORPS (FLYING CADET) 12. CHEMICAL WARFARE, OTHER (ARMY INTELLIGENCE, FINANCE, PROVOST MARSHALL, NAVY, MILITARY POLICE (MP), SPECIAL SERVICE, AGO ARMY ADM.) 00. NO ANSWER, NO CODE OR NO DATA X. THOSE WHO ANSWERED OWN BRANCH OF SERVICE LIKED BEST, LIKES SECOND BEST, OR LEAST IN QUESTIONS 26 AND 27. "
"V.27A. BRANCH OF SERVICE:  1. LIKES OWN BRANCH BEST 2. LIKES OWN BRANCH SECOND BEST 3. LIKES OWN BRANCH LEAST 4. LIKES OWN BRANCH NEITHER BEST, SECOND BEST OR LEAST 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.28. IF YOU WERE GOING TO BE SENT OVERSEAS WITH A COMBAT UNIT, WHICH OF THE FOLLOWING WOULD YOU PREFER*  1. A COMBAT UNIT THAT WAS GOING TO FIGHT THE GERMANS 2. A COMBAT UNIT THAT WAS GOING TO FIGHT THE JAPANESE 3. WOULD LIKE BOTH ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA X. CODES 01-04 PRECODED ON QUESTIONNAIRE, OTHER RESPONSES VOLUNTEERED. "
"Q.29. WHICH OF THE FOLLOWING STATEMENTS BEST TELLS THE WAY YOU FEEL ABOUT GETTING INTO THE FIGHTING*  01. I,M READY TO GO AND I WANT TO GET INTO THE REAL FIGHTING SOON 02. I,D LIKE TO GET IN ON THE FIGHTING, BEFORE IT,S OVER, BUT I DON,T THINK I,M READY YET 03. I HOPE I WON,T HAVE TO GO, BUT IF I DO, I THINK I,LL DO ALL RIGHT 04. I HOPE I WON,T HAVE TO GO BECAUSE I DON,T THINK I,LL EVER BE GOOD AS A FIGHTER 05. TOO OLD FOR COMBAT DUTY 06. NOT PHYSICALLY FIT FOR COMBAT DUTY 07. SHOULD BE WAR INDUSTRY 08. CHECKS ""01"" BUT QUALIFIES BY ASKING FOR FURLOUGH, WIFE,S PERMISSION, ETC. 09. WOULD PREFER TO BE INSTRUCTOR 10. OTHER COMMENTS INDICATING THAT MAN DOES NOT WISH COMBAT 11. ALL OTHER 12. NO ANSWER 00. NO CODE OR NO DATA "
Q.30. DO YOU THINK YOU WOULD LIKE BEING IN THE ARMY BETTER THAN AT PRESENT OR WORSE THAN AT PRESENT IF YOU WERE SENT OVERSEAS*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.31. WOULD YOU LIKE BEING IN THE ARMY BETTER OR WORSE IF YOU WENT OVER TO FIGHT THE GERMANS*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.32. WOULD YOU LIKE IT BETTER OR WORSE IF YOU WENT OVER TO FIGHT THE JAPS*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.33. DO YOU THINK YOU WOULD LIKE IT BETTER OR WORSE IF YOU KNEW THAT YOU WOULD NEVER BE SENT OUT OF THE UNITED STATES*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.34. WOULD YOU LIKE IT BETTER OR WORSE IF YOU GOT INTO THE REAL FIGHTING SOON*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA SPLIT. REGULAR FORM. X. QUESTIONS 35A AND 35B CODED TOGETHER. 
"Q.35A. IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE; DUTY IN A COMBAT OUTFIT OR DUTY IN A NON-COMBAT OUTFIT*  Q.35B. IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE; DUTY OVERSEAS OR DUTY IN THE UNITED STATES*  01. DUTY IN COMBAT OUTFIT OVERSEAS 02. DUTY IN COMBAT OUTFIT IN THE U.S. 03. DUTY IN COMBAT OUTFIT NOT SPECIFIED 04. DUTY IN NON-COMBAT OUTFIT OVERSEAS 05. DUTY IN NON-COMBAT OUTFIT IN THE U.S. 06. DUTY IN NON-COMBAT OUTFIT NOT SPECIFIED 07. OUTFIT NOT SPECIFIED FOR DUTY OVERSEAS 08. OUTFIT NOT SPECIFIED FOR DUTY IN THE U.S. 09. NO ANSWER 10. UNDESIGNATED 00. NO CODE OR NO DATA 99. INAPPLICABLE (FORM A) SPLIT. FORM A. "
"Q.35. IF IN TWO MONTHS, YOU COULD BE IN ANY KIND OF OUTFIT YOU WANTED WHICH OF THE FOLLOWING WOULD YOU CHOOSE*  1. COMBAT OUTFIT IN FIGHTING ZONE 2. NON-COMBAT OUTFIT IN FIGHTING ZONE 3. ANY OUTFIT WHICH WILL STAY IN THE U.S. 4. NO ANSWER 5. UNDESIGNATED 0. NO CODE OR NO DATA 9. INAPPLICABLE (REGULAR FORM) SPLIT. REGULAR FORM. "
"Q.36. ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST* X. CLOSED END RESPONSES.  01. LESS THAN SIX MONTHS 02. SIX MONTHS TO 1 YEAR 03. OVER 1 YEAR UP TO 2 YEARS 04. OVER 2 YEARS UP TO 3 YEARS 05. OVER 3 YEARS UP TO 4 YEARS 06. OVER 4 YEARS UP TO 5 YEARS 07. OVER 5 YEARS 08. HAVEN,T ANY IDEA 09. NO ANSWER 00. NO CODE OR NO DATA 99. INAPPLICABLE (FORM A) SPLIT. A FORM. "
"Q.36. ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST* X. VOLUNTEERED RESPONSES.  01. LESS THAN SIX MONTHS 02. SIX MONTHS TO 1 YEAR (INCLUDING 1 YEAR) 03. OVER 1 YEAR UP TO 2 YEARS (INCLUDING 2 YEARS) 04. OVER 2 YEARS UP TO 3 YEARS (INCLUDING 3 YEARS) 05. OVER 3 YEARS UP TO 4 YEARS (INCLUDING 4 YEARS) 06. OVER 4 YEARS UP TO 5 YEARS (INCLUDING 5 YEARS) 07. OVER 5 YEARS 08. HAVEN,T ANY IDEA 09. NO ANSWER 00. NO CODE OR NO DATA 99. INAPPLICABLE (REGULAR FORM) "
"Q.37A. BRITAIN*  01. BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 02. BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 03. SECOND BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 04. SECOND BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 05. THIRD BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 06. THIRD BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 07. FOURTH BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 08. FOURTH BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 09. POOREST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 10. POOREST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 11. NO ANSWER 00. NO CODE OR NO DATA "
"Q.37B. GERMANY*  01. BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 02. BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 03. SECOND BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 04. SECOND BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 05. THIRD BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 06. THIRD BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 07. FOURTH BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 08. FOURTH BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 09. POOREST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 10. POOREST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 11. NO ANSWER 00. NO CODE OR NO DATA "
"Q.37C. JAPAN*  01. BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 02. BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 03. SECOND BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 04. SECOND BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 05. THIRD BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 06. THIRD BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 07. FOURTH BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 08. FOURTH BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 09. POOREST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 10. POOREST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 11. NO ANSWER 00. NO CODE OR NO DATA "
"Q.37D. RUSSIA*  01. BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 02. BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 03. SECOND BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 04. SECOND BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 05. THIRD BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 06. THIRD BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 07. FOURTH BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 08. FOURTH BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 09. POOREST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 10. POOREST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 11. NO ANSWER 00. NO CODE OR NO DATA "
"Q.37E. UNITED STATES*  01. BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 02. BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 03. SECOND BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 04. SECOND BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 05. THIRD BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 06. THIRD BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 07. FOURTH BEST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 08. FOURTH BEST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 09. POOREST FIGHTING ABILITY: 1, 2 OR 3 COUNTRIES RANKED 10. POOREST FIGHTING ABILITY: 4 OR 5 COUNTRIES RANKED 11. NO ANSWER 00. NO CODE OR NO DATA "
Q.38. AT WHAT AGE DO YOU THINK A MAN IS BEST FITTED FOR COMBAT DUTY*  1. 19 YEARS OR YOUNGER 2. 20-24 YEARS 3. 25-29 YEARS 4. 30-34 YEARS 5. 35-37 YEARS 6. 38 YEARS AND OVER 7. NO ANSWER 0. NO CODE OR NO DATA X. QUESTIONS 39A AND 39B CODED TOGETHER. 
"Q.39A. DID YOU EVER KNOW ANYONE WHO WENT A.W.O.L. FOR MORE THAN 24 HOURS*  Q.39B. THINK OF THE MAN YOU KNEW BEST. HOW LONG WAS HE A.W.O.L.*  1. YES, LESS THAN A DAY 2. YES, 1 OR 2 DAYS 3. YES, 3-6 DAYS 4. YES, 7-13 DAYS 5. YES, 14-20 DAYS 6. YES, 21 DAYS AND OVER 7. YES, UNSPECIFIED 8. NO 9. NO ANSWER 0. NO CODE OR NO DATA X. QUESTIONS 39C AND 39D NOT CODED. "
"Q.40. DO YOU THINK YOUR NONCOMS ARE ABOUT AS GOOD AS ANY THAT COULD HAVE BEEN PICKED FROM YOUR OUTFIT*  1. YES, ABOUT AS GOOD AS ANY 2. NO 3. DON,T KNOW 4. NO ANSWER 0. NO CODE OR NO DATA X. COL. 80 NOT USED. CARD 2 "
CARD.  2. CARD TWO 
DECK.  035. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. REGULAR FORM 2. FORM A 0. NO CODE OR NO DATA 
