CARD.  1. CARD ONE 
"Q.8. HOW LONG HAVE YOU BEEN IN THE ARMY* E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS 0. NO ANSWER "
Q.9. HOW LONG HAVE YOU BEEN STATIONED IN ALASKA IN THE ARMY*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS 0. NO ANSWER 
Q.10. HOW LONG HAVE YOU BEEN STATIONED AT YOUR PRESENT POST OR CAMP IN ALASKA*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS 0. NO ANSWER 
"Q.11. IN WHAT STATE OR TERRITORY OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY* E. SECTION:  1. EAST (CONNECTICUT, MAINE, MASSACHUSETTS, NEW HAMPSHIRE, NEW JERSEY, NEW YORK, PENNSYLVANIA, RHODE ISLAND, VERMONT) 2. SOUTH (ALABAMA, ARKANSAS, DELAWARE, DIST. OF COLUMBIA, FLORIDA, GEORGIA, KENTUCKY, LOUISIANA, MARYLAND, MISSISSIPPI, NORTH CAROLINA, OKLAHOMA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WEST VIRGINIA) 3. MIDDLE WEST (ILLINOIS, INDIANA, IOWA, KANSAS, MICHIGAN, MINNESOTA, MISSOURI, NEBRASKA, NORTH DAKOTA, OHIO, SOUTH DAKOTA, WISCONSIN) 4. WEST (ARIZONA, CALIFORNIA, COLORADO, IDAHO, MONTANA, NEVADA, NEW MEXICO, OREGON, UTAH, WASHINGTON, WYOMING) 5. ALASKA 6. ALL OTHERS (FOREIGN, OTHER U.S. POSSESSIONS, OR U.S. NOT SPECIFIED) 0. NO ANSWER "
"Q.12. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED COMMAND (TANKS) 07. SIGNAL CORPS 08. COAST ARTILLERY (ANTI-AIRCRAFT) 09. COAST ARTILLERY (SEACOAST) 10. AIR CORPS 11. TRANSPORTATION CORPS 12. ORDNANCE DEPARTMENT 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. DEML, POSTAL, FINANCE, AGD, SPECIAL SERVICE, EXCHANGE SERVICE, ETC. 16. OTHER 00. NO ANSWER "
"Q.13. IF YOU HAD A CHOICE, WHICH ONE OF THESE BRANCHES OF THE ARMY WOULD YOU LIKE TO BE IN*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED COMMAND (TANKS) 07. SIGNAL CORPS 08. COAST ARTILLERY (ANTI-AIRCRAFT) 09. COAST ARTILLERY (SEACOAST) 10. AIR CORPS 11. TRANSPORTATION CORPS 12. ORDNANCE DEPARTMENT 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. DEML, POSTAL, FINANCE, AGD, SPECIAL SERVICE, EXCHANGE SERVICE, ETC. 16. OTHER 00. NO ANSWER "
"Q.14. WHICH BRANCH OF THE ARMY DO YOU THINK MOST HIGHLY OF*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED COMMAND (TANKS) 07. SIGNAL CORPS 08. COAST ARTILLERY (ANTI-AIRCRAFT) 09. COAST ARTILLERY (SEACOAST) 10. AIR CORPS 11. TRANSPORTATION CORPS 12. ORDNANCE DEPARTMENT 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. DEML, POSTAL, FINANCE, AGD, SPECIAL SERVICE, EXCHANGE SERVICE, ETC. 16. OTHER 00. NO ANSWER "
Q.15. WHICH ONE OF THESE BRANCHES WOULD YOU TRY HARDEST TO STAY OUT OF*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. ARMORED COMMAND (TANKS) 06. SIGNAL CORPS 07. COAST ARTILLERY (ANTI-AIRCRAFT) 08. COAST ARTILLERY (SEACOAST) 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 00. NO ANSWER 
"Q.16. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
Q.17. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.18. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
Q.19. DO YOU USUALLY FEEL THAT WHAT YOU ARE DOING IN THE ARMY IS WORTHWHILE OR NOT*  1. I USUALLY FEEL IT IS WORTHWHILE 2. I USUALLY FEEL IT IS NOT WORTHWHILE 3. UNDECIDED 0. NO ANSWER 
Q.20. HOW INTERESTED ARE YOU IN YOUR ARMY JOB*  1. VERY MUCH INTERESTED 2. A LITTLE BUT NOT MUCH 3. NOT INTERESTED AT ALL 0. NO ANSWER 
Q.21. WOULD YOU CHANGE TO SOME OTHER ARMY JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
Q.22. DO YOU FEEL THAT EVERYTHING POSSIBLE HAS BEEN DONE TO PLACE YOU IN THE ARMY JOB WHERE YOU BEST FIT*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.23. ON THE WHOLE, DO YOU THINK THE ARMY IS GIVING YOU A CHANCE TO SHOW WHAT YOU CAN DO*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 0. NO ANSWER "
Q.24. HOW SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER ARMY JOB*  1. VERY SATISFIED 2. SATISFIED 3. VERY DISSATISFIED 4. DISSATISFIED 5. IT DOES NOT MAKE ANY DIFFERENCE TO ME 0. NO ANSWER 
"Q.25. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*  1. AS A SOLDIER 2. AS A WAR WORKER 3. UNDECIDED 0. NO ANSWER "
"Q.26. IF IT WERE UP TO YOU, WHAT KIND OF OUTFIT WOULD YOU RATHER BE IN*  1. IN A COMBAT OUTFIT OVERSEAS 2. IN A NON-COMBAT OUTFIT OVERSEAS 3. IN AN OUTFIT THAT WOULD STAY IN THE UNITED STATES 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.27. IF YOU WERE SENT INTO ACTUAL FIGHTING RIGHT NOW, HOW DO YOU THINK YOU WOULD DO*  1. I THINK I WOULD DO ALL RIGHT 2. I THINK I WOULD HAVE TROUBLE AT FIRST, BUT AFTER A WHILE I WOULD BE O.K. 3. I DON,T THINK I WOULD DO VERY WELL 4. I HAVEN,T ANY IDEA HOW I WOULD DO 0. NO ANSWER X. CODES 01-04 PRECODED ON QUESTIONNAIRE, OTHER RESPONSES VOLUNTEERED. "
"Q.28. WHICH ONE OF THE FOLLOWING STATEMENTS BEST TELLS THE WAY YOU FEEL ABOUT GETTING INTO THE FIGHTING*  01. I,M READY TO GO AND I WANT TO GET INTO THE REAL FIGHTING SOON 02. I,D LIKE TO GET IN ON THE FIGHTING BEFORE IT,S OVER, BUT I DON,T THINK I,M READY YET 03. I HOPE I WON,T HAVE TO GO, BUT IF I DO, I THINK I,LL DO ALL RIGHT 04. I HOPE I WON,T HAVE TO GO BECAUSE I DON,T THINK I,LL EVER BE GOOD AS A FIGHTER 05. NOT PHYSICALLY QUALIFIED, TOO OLD, NOT AS SPRY AS I USED TO BE, ETC. 06. WOULD LIKE TO GO, BUT IN A DIFFERENT BRANCH OF SERVICE, OR DIFFERENT ASSIGNMENT 07. WOULD LIKE TO GET INTO COMBAT, BUT QUALIFIED WITH REQUEST FOR FURLOUGH, CHANCE TO SEE FAMILY, ETC. 08. WOULD LIKE TO GO IF HAD BETTER TRAINING OR AFTER MORE OF IT, OR REFRESHER COURSE 09. MISCELLANEOUS COMMENTS INDICATING MAN WANTS TO GET INTO COMBAT 10. MISCELLANEOUS COMMENTS INDICATING MAN DOES NOT WANT TO GET INTO COMBAT 11. NON-COMMITTAL STATEMENTS 00. NO ANSWER "
"Q.29. WHICH DO YOU THINK ARE THE MOST DANGEROUS TO FIGHT AGAINST, THE GERMANS OR THE JAPANESE*  1. THE GERMANS ARE THE MOST DANGEROUS TO FIGHT AGAINST 2. THE JAPANESE ARE THE MOST DANGEROUS TO FIGHT AGAINST 3. THEY ARE ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.30. HOW DO YOU FEEL ABOUT THE MEDICAL ATTENTION THAT SOLDIERS IN ALASKA GET*  1. IT IS VERY GOOD 2. IT IS FAIRLY GOOD 3. IT IS RATHER POOR 4. IT IS VERY POOR 5. UNDECIDED 0. NO ANSWER 
Q.31. HOW DO YOU FEEL ABOUT THE DENTAL SERVICE THAT SOLDIERS IN ALASKA GET*  1. IT IS VERY GOOD 2. IT IS FAIRLY GOOD 3. IT IS RATHER POOR 4. IT IS VERY POOR 5. UNDECIDED 0. NO ANSWER 
"Q.32. IN GENERAL, HOW WOULD YOU SAY YOUR HEALTH IS*  1. BETTER THAN MOST MEN 2. ABOUT THE SAME AS MOST MEN 3. NOT AS GOOD AS MOST MEN 0. NO ANSWER "
"Q.33. ON THE WHOLE, WOULD YOU SAY THAT YOUR HEALTH SINCE YOU HAVE BEEN AT THIS POST HAS BEEN BETTER, ABOUT THE SAME, OR WORSE THAN IT WAS BACK IN THE STATES*  1. IT HAS BEEN BETTER 2. IT HAS BEEN ABOUT THE SAME 3. IT HAS BEEN WORSE 4. I CAN,T SAY BECAUSE I HAVE NEVER LIVED IN THE STATES 5. UNDECIDED 0. NO ANSWER "
"Q.34. IF A MAN TAKES CARE OF HIMSELF, DO YOU FEEL THAT HE CAN BE JUST AS HEALTHY IN THIS CLIMATE AS HE CAN BACK IN THE STATES*  1. YES 2. NO 3. UNDECIDED 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.35. IN WHAT WAYS DO YOU FEEL THAT THE CLIMATE OR WEATHER AT YOUR POST IS BAD FOR YOUR HEALTH* (TELL EXACTLY HOW IT EFFECTS YOUR HEALTH)  1. I DO FEEL THAT IT IS BAD FOR MY HEALTH (NO REASON GIVEN) 2. CHECKED #1 AND ONE OR MORE ACTUAL SYMPTOMS MENTIONED (EXAMPLES: ""IT GIVES ME COLDS ALL THE TIME"", MY TEETH ARE BAD"", ETC.) 3. CHECKED #1 AND ONE OR MORE DISLIKED ASPECTS OF THE WEATHER OR CLIMATE ARE MENTIONED BUT NO ACTUAL SYMPTOMS (EXAMPLES: ""NOT ENOUGH SUNSHINE"", ""TOO DAMP"", ""NOT ENOUGH MINERALS IN THE WATER"", ETC. 4. I DON,T FEEL THAT IT IS BAD FOR MY HEALTH 0. NO ANSWER "
Q.36. DO YOU FEEL THAT YOUR OUTFIT AS A WHOLE IS DOING WORK IMPORTANT IN WINNING THE WAR*  1. VERY IMPORTANT 2. PRETTY IMPORTANT 3. NOT SO IMPORTANT 4. NOT IMPORTANT AT ALL 5. UNDECIDED 0. NO ANSWER 
Q.37. DO YOU CONSIDER YOUR OWN PRESENT JOB OR DUTY IN THE ARMY AN IMPORTANT ONE IN THE WAR EFFORT*  1. VERY IMPORTANT 2. PRETTY IMPORTANT 3. NOT SO IMPORTANT 4. NOT IMPORTANT AT ALL 5. UNDECIDED 0. NO ANSWER 
"Q.38. WHICH ONE OF THE FOLLOWING STATEMENTS BEST TELLS HOW YOU FEEL ABOUT THE IMPORTANCE OF ALASKA IN THIS WAR*  1. ""ALASKA IS JUST AS IMPORTANT IN THIS WAR AS ANY OF THE FIGHTING FRONTS"" 2. ""ALASKA IS VERY IMPORTANT IN THIS WAR, THOUGH NOT QUITE AS IMPORTANT AS EUROPE AND THE SOUTH PACIFIC"" 3. ""WE WILL HAVE TO KEEP TROOPS IN ALASKA, BUT IT,S REALLY NOT SO IMPORTANT IN THE WAR"" 4. ""IT DOESN,T MUCH MATTER WHAT THE ARMY DOES IN ALASKA - IT WON,T MAKE ANY DIFFERENCE IN HOW THE WAR COMES OUT"" 5. UNDECIDED 0. NO ANSWER "
"Q.39. WHEN YOUR OFFICERS OR NON-COMS GIVE YOU SOMETHING TO DO, DO THEY TELL YOU ENOUGH ABOUT IT SO THAT YOU CAN DO A GOOD JOB*  1. ALWAYS TELL ME ENOUGH 2. USUALLY TELL ME ENOUGH 3. OFTEN DO NOT TELL ME ENOUGH 4. ALMOST NEVER TELL ME ENOUGH 5. UNDECIDED 0. NO ANSWER "
"Q.40. DO YOU FEEL PROUD OF YOUR COMPANY (BATTERY, SQUADRON)*  1. YES, VERY PROUD 2. YES, FAIRLY PROUD 3. NO, NOT PROUD 4. UNDECIDED 0. NO ANSWER "
"Q.41. WHAT SORT OF TEAMWORK AND COOPERATION DO THE MEN IN YOUR COMPANY (BATTERY, SQUADRON) HAVE ON THE JOB*  1. VERY GOOD 2. FAIRLY GOOD 3. NOT VERY GOOD 4. NOT GOOD AT ALL 0. NO ANSWER "
"Q.42. HOW MANY OF THE MEN IN YOUR COMPANY WOULD YOU SAY ARE GOOD ALL-AROUND SOLDIERS*  1. ALL ARE 2. MOST ARE 3. ABOUT HALF ARE, HALF ARE NOT 4. ONLY A FEW ARE 5. ALMOST NONE ARE 0. NO ANSWER "
Q.43. HOW DO YOU THINK YOUR COMPANY WOULD SHOW UP UNDER COMBAT CONDITIONS*  1. VERY WELL 2. FAIRLY WELL 3. NOT SO WELL 4. POORLY 5. UNDECIDED 0. NO ANSWER 
Q.44. HOW MANY OF YOUR COMPANY OFFICERS ARE THE KIND WHO ARE WILLING TO GO THROUGH ANYTHING THEY ASK THEIR MEN TO GO THROUGH*  1. ALL OF THEM ARE 2. MOST OF THEM ARE 3. ABOUT HALF OF THEM ARE 4. FEW OF THEM ARE 5. NONE OF THEM ARE 0. NO ANSWER 
Q.45. HOW MANY OF YOUR OFFICERS TAKE A PERSONAL INTEREST IN THEIR MEN*  1. ALL OF THEM DO 2. MOST OF THEM DO 3. ABOUT HALF OF THEM DO 4. FEW OF THEM DO 5. NONE OF THEM DO 0. NO ANSWER 
"Q.46. WHEN YOU GET A VERY IMPORTANT JOB TO DO, DO YOU WORRY ABOUT WHETHER YOU WILL DO ALL RIGHT OR NOT*  1. I WORRY A LOT 2. I WORRY A LITTLE 3. I DON,T WORRY AT ALL 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.47. DO YOU EVER FEEL THAT YOU ARE NOT AS GOOD A SOLDIER AS MOST OF THE OTHER MEN IN YOUR OUTFIT*  1. I FEEL THAT WAY NEARLY ALL THE TIME 2. I FEEL THAT WAY FAIRLY OFTEN 3. I FEEL THAT WAY ONLY ONCE IN A WHILE 4. I ALMOST NEVER FEEL THAT WAY 0. NO ANSWER 
"Q.48. HOW MUCH DOES IT BOTHER YOU WHEN YOU ARE ORDERED TO DO THINGS WHICH YOU DON,T SEE A GOOD REASON FOR DOING*  1. BOTHERS ME A GREAT DEAL 2. BOTHERS ME QUITE A BIT 3. DOESN,T BOTHER ME MUCH 4. DOESN,T BOTHER ME AT ALL 0. NO ANSWER "
"Q.49. WHEN YOU ARE ORDERED TO DO SOMETHING YOU DON,T LIKE OR DON,T AGREE WITH, WHAT DO YOU USUALLY DO*  1. I ALWAYS CARRY IT OUT AT ONCE, WHETHER I LIKE IT OR NOT 2. I USUALLY GRIPE ABOUT IT BUT GO AHEAD AND DO IT SOONER OR LATER 3. IF I THINK IT,S IMPORTANT, I DO IT - OTHERWISE I DON,T DO IT IF I CAN HELP IT 4. IF I CAN, I GET OUT OF IT ENTIRELY - OTHERWISE I DO JUST AS LITTLE OF IT AS I CAN 0. NO ANSWER "
"Q.50. A SOLDIER WITH GOOD DISCIPLINE HAS BEEN COMPARED TO A FOOTBALL PLAYER WHO DOES EVERYTHING FOR THE GOOD OF THE TEAM, INSTEAD OF JUST DOING WHAT HE PERSONALLY WANTS TO DO. HOW OFTEN WOULD YOU HONESTLY SAY THAT YOU DO A JOB OR CARRY OUT AN ORDER THAT YOU DON,T LIKE, JUST BECAUSE YOU KNOW IT,S FOR THE GOOD OF YOUR OUTFIT*  1. VERY OFTEN 2. PRETTY OFTEN 3. NOT SO OFTEN 4. ALMOST NEVER 0. NO ANSWER "
"Q.51. HOW MANY OF THE OFFICERS IN YOUR COMPANY (BATTERY, SQUADRON) ARE THE KIND YOU WOULD WANT TO SERVE UNDER IN COMBAT*  1. ALL OF THEM ARE 2. MOST OF THEM ARE 3. ABOUT HALF OF THEM ARE 4. FEW OF THEM ARE 5. NONE OF THEM ARE 0. NO ANSWER "
"Q.52A. IN GENERAL, HOW SERIOUS AN OFFENSE DO YOU THINK IT IS FOR A SOLDIER TO GO AWOL*  1. VERY SERIOUS 2. PRETTY SERIOUS 3. NOT SO SERIOUS 4. NOT SERIOUS AT ALL 5. UNDECIDED 6. IT DEPENDS ON CONDITIONS 0. NO ANSWER X. QUESTION 52B NOT CODED. "
Q.53. HOW MUCH OF YOUR TRAINING OR DUTY TIME IS USED IN DOING THINGS THAT DO NOT SEEM IMPORTANT TO YOU*  1. A LOT OF IT 2. SOME OF IT 3. ONLY A LITTLE OF IT 4. NONE OF IT 0. NO ANSWER 
"Q.54. IN GENERAL, HOW WELL DO YOU THINK THE ARMY IS RUN*  1. IT IS RUN VERY WELL 2. IT IS RUN PRETTY WELL 3. IT IS NOT RUN SO WELL 4. IT IS RUN VERY POORLY 5. UNDECIDED 0. NO ANSWER "
"Q.55. DO YOU THINK THE EQUIPMENT OF THE AMERICAN ARMY IS BETTER OR WORSE THAN THE EQUIPMENT OF THE GERMAN ARMY*  1. ALL OF OUR EQUIPMENT IS BETTER 2. MOST OF OUR EQUIPMENT IS BETTER 3. OUR EQUIPMENT IS ABOUT THE SAME AS THAT OF THE GERMAN ARMY 4. MOST OF OUR EQUIPMENT IS WORSE 5. ALL OF OUR EQUIPMENT IS WORSE 6. DON,T KNOW 0. NO ANSWER "
"Q.56. HOW DO YOU FEEL ABOUT THE NON-COMS THAT HAVE BEEN PICKED FROM YOUR OUTFIT*  1. THEY ARE THE BEST ONES THAT COULD HAVE BEEN PICKED 2. THEY ARE AS GOOD AS ANY THAT COULD HAVE BEEN PICKED 3. SOMEWHAT BETTER ONES COULD HAVE BEEN PICKED 4. MUCH BETTER ONES COULD HAVE BEEN PICKED 5. UNDECIDED 0. NO ANSWER P. IN MANY OUTFITS THERE IS A TIME EVERY WEEK WHEN THE MEN GET TOGETHER FOR AN ""ORIENTATION"" MEETING. AT THESE MEETINGS THERE ARE TALKS, MOVIES, OR DISCUSSIONS ON DIFFERENT SUBJECTS CONNECTED WITH THE WAR AND EACH MAN,S PART IN IT. "
"Q.57. HAVE THERE BEEN ANY OF THESE MEETINGS IN YOUR OUTFIT*  1. YES, WE HAVE HAD A LOT OF THESE MEETINGS 2. YES, WE HAVE HAD SEVERAL OF THESE MEETINGS 3. YES, WE HAVE HAD ONE OR TWO OF THESE MEETINGS 4. NO, WE HAVE NOT HAD ANY OF THESE MEETINGS 5. I DON,T KNOW WHETHER WE HAVE HAD ANY OF THESE MEETINGS OR NOT 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.58. WHAT DO YOU THINK OF THE ""ORIENTATION"" MEETINGS YOU HAVE BEEN TO IN YOUR OUTFIT*  1. THE ORIENTATION MEETINGS ARE A GOOD IDEA AND WE HAVE HAD SOME VERY GOOD MEETINGS IN THIS OUTFIT 2. THE ORIENTATION MEETINGS ARE A GOOD IDEA, BUT WE HAVE NOT HAD ANY GOOD MEETINGS IN THIS OUTFIT 3. THE ORIENTATION MEETINGS ARE NOT A GOOD IDEA AT ALL 4. I HAVE NEVER BEEN TO ANY ORIENTATION MEETINGS IN MY OUTFIT 5. UNDECIDED 0. NO ANSWER "
"Q.59. DO YOU FEEL THAT YOU HAVE A CLEAR UNDERSTANDING OF WHAT THE ""ORIENTATION"" PROGRAM IS ALL ABOUT AND WHY IT WAS STARTED*  1. YES, I HAVE A CLEAR UNDERSTANDING OF IT 2. I KNOW SOMETHING ABOUT IT BUT NOT MUCH 3. NO, I DO NOT UNDERSTAND IT AT ALL 4. I DON,T KNOW WHETHER I UNDERSTAND IT OR NOT 5. I HAVE NEVER HEARD OF THE ORIENTATION PROGRAM BEFORE 0. NO ANSWER "
Q.60. WHAT SUBJECTS DO YOU CONSIDER THE MOST IMPORTANT TO DISCUSS AT MEETINGS OF THIS KIND*  1. THE BACKGROUND OF THE WAR AND THE EVENTS LEADING UP TO IT 2. NOT CHOSEN 
Q.60. WHAT SUBJECTS DO YOU CONSIDER THE MOST IMPORTANT TO DISCUSS AT MEETINGS OF THIS KIND*  775 1. THE NEWS OF THE DAY AND WHAT IT MEANS 1244 2. NOT CHOSEN 
Q.60. WHAT SUBJECTS DO YOU CONSIDER THE MOST IMPORTANT TO DISCUSS AT MEETINGS OF THIS KIND*  421 1. WHAT WE CAN DO TO MAKE OUR OUTFIT A BETTER OUTFIT 1598 2. NOT CHOSEN 
Q.60. WHAT SUBJECTS DO YOU CONSIDER THE MOST IMPORTANT TO DISCUSS AT MEETINGS OF THIS KIND*  564 1. WHAT THINGS WILL BE LIKE IN THE UNITED STATES AFTER THE WAR 1455 2. NOT CHOSEN X. COL. 80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  133. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. FORM A 2. FORM B 
FORM.  221 1. WHAT OUR ALLIES ARE LIKE AND HOW THINGS ARE IN THEIR COUNTRIES 1798 2. NOT CHOSEN 
FORM.  64 1. THE SYSTEMS OF GOVERNMENT THAT OUR ALLIES HAVE 1955 2. NOT CHOSEN 
FORM.  398 1. WHAT WE ARE FIGHTING FOR IN THIS WAR 1621 2. NOT CHOSEN 
FORM.  358 1. WHAT OUR ENEMIES ARE LIKE AND HOW THINGS ARE IN THEIR COUNTRIES 1661 2. NOT CHOSEN 
FORM.  41 1. THE SYSTEMS OF GOVERNMENT THAT OUR ENEMIES HAVE 1978 2. NOT CHOSEN 
"FORM.  798 1. THE PROBLEMS THE UNITED STATES WILL HAVE AFTER THE WAR, AND THE PLANS THAT ARE BEING MADE TO MEET THEM 1221 2. NOT CHOSEN "
"FORM.  37 1. I WOULDN,T LIKE TO HEAR ABOUT OR DISCUSS ANY SUBJECTS 1982 2. NOT CHOSEN X. QUESTION 61 NOT CODED. "
"Q.62. FROM WHICH ONE HAVE YOU BEEN GETTING MOST OF YOUR NEWS*  1. NEWSPAPERS 2. WAR DEPARTMENT ""NEWSMAPS"" 3. RADIO NEWS BROADCASTS 4. NEWS SUMMARY PUT OUT SPECIALLY FOR SOLDIERS AT CAMP 5. TAKING TO OTHER SOLDIERS ABOUT THE NEWS 6. NEWSREELS IN MOVIES 7. NEWS MAGAZINES (SUCH AS ""TIME"" AND ""NEWSWEEK"") 8. TALKS OR LECTURES ON THE NEWS 9. OTHER 0. NO ANSWER "
