Q.9. HOW LONG HAVE YOU BEEN IN THE ARMY*  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 1 YEAR 3. OVER 1 YEAR UP TO 2 YEARS 4. OVER 2 YEARS UP TO 3 YEARS 5. OVER 3 YEARS UP TO 5 YEARS 6. OVER 5 YEARS 0. NO ANSWER 
Q.10. HAVE YOU EVER SERVED IN THE ARMY OUTSIDE THE UNITED STATES IN THIS WAR*  1. YES 2. NO I. PART II IS FOR OVERSEAS RETURNEES ONLY. OTHERS SKIP TO QUESTION 27. *****************************PART II****************************
Q.11. HOW LONG WERE YOU OVERSEAS*  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 1 YEAR 3. OVER 1 YEAR UP TO 18 MONTHS 4. OVER 18 MONTHS UP TO 2 YEARS 5. OVER 2 YEARS UP TO 3 YEARS 6. OVER 3 YEARS 0. NO ANSWER 9. INAPPLICABLE 
"Q.12. WHAT TYPE OF OUTFIT WERE YOU IN OVERSEAS* IF OTHER, WHAT*  1. VERY HEAVY BOMBER 2. HEAVY BOMBER 3. MEDIUM BOMBER 4. FIGHTER BOMBER 5. FIGHTER 6. TROOP CARRIER 7. AIR TRANSPORT 8. OTHER, SPECIFIED 0. NO ANSWER 9. INAPPLICABLE "
Q.13. WHAT WAS YOUR MAIN ASSIGNMENT OVERSEAS*  1. FLYING ASSIGNMENT 2. AIRCRAFT MAINTENANCE ASSIGNMENT 3. ADMINISTRATIVE ASSIGNMENT 4. OTHER 5. BOTH 1 AND 2 CHECKED 0. NO ANSWER 9. INAPPLICABLE 
Q.14. HAVE YOU BEEN UNDER ENEMY FIRE IN THIS WAR*  1. YES 2. NO 9. INAPPLICABLE 
Q.15. HAVE YOU FLOWN ANY COMBAT MISSIONS IN THIS WAR*  1. YES 2. NO 9. INAPPLICABLE 
Q.16. HAVE YOU RECEIVED OR HAVE YOU BEEN RECOMMENDED FOR THE PURPLE HEART IN THIS WAR*  1. YES 2. NO 0. NO ANSWER 9. INAPPLICABLE 
"Q.17. FROM WHAT OVERSEAS AREA OR THEATER WERE YOU SHIPPED BACK TO THE U.S.*  01. NATOUSA (ITALY, NORTH AFRICA, SOUTHERN FRANCE) 02. ETO (BRITISH ISLES, NORTHERN FRANCE) 03. CARIBBEAN 04. SOUTH PACIFIC 05. SOUTHWEST PACIFIC 06. CENTRAL PACIFIC 07. ALASKA, ALEUTIANS 08. CHINA-BURMA-INDIA 09. SOME OTHER THEATER 10. NORTH AMERICAN THEATER 11. MIDDLE EAST THEATER 00. NO ANSWER 99. INAPPLICABLE "
"Q.18. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S. IF SOME OTHER IMPORTANT REASON, WHAT*  01. LIMITED ASSIGNMENT (PLA) 02. OPERATIONAL FATIGUE 03. SOME OTHER PHYSICAL CONDITION 04. AS HOSPITAL PATIENT 05. COMPLETED A TOUR OF MISSIONS 06. ROTATION PLAN 07. CAME BACK WITH MY OUTFIT 08. SOME OTHER IMPORTANT REASON, COMMENT WRITTEN IN 09. AIR CADET 10. CODE 04 WITH ANY OTHER CHECK 11. CODES 06 AND 05 (WITH NO OTHERS BEING CHECKED) 12. CODE 06 AND/OR 05 WITH 01 (WITH OR WITHOUT ANY ADDITIONAL CHECKS EXCEPT 04) 13. CODE 06 AND/OR 05 WITH ANY OTHER CHECKS EXCEPT 01 OR 04 14. CODE 01 WITH ANY OTHER CHECKS EXCEPT 04, 05 OR 06 15. CODE 07 WITH ANY OTHER CHECKS EXCEPT 01, 04, 05, OR 06 16. SOME OTHER COMBINATION OF CHECKS NOT ABOVE 00. NO ANSWER 99. INAPPLICABLE OR CODED BELOW "
V.18. CONTINUED.  1. NERVOUSNESS AND ANY OTHER IN LIST 2. NOT CHOSEN 
Q.0. NOT USED  Y. COL. 33 NOT USED. 
"Q.19. WHEN DID YOU LAND IN THE U.S.* GIVE THE MONTH IN WHICH YOU ACTUALLY ARRIVED BACK IN THE U.S.  01. PRIOR TO MAY 1943 02. MAY THRU OCTOBER 1943 03. NOVEMBER 1943, DECEMBER 1943, JANUARY 1944 04. FEBRUARY, MARCH, APRIL 1944 05. MAY 1944 06. JUNE 1944 07. JULY 1944 08. AUGUST 1944 09. SEPTEMBER 1944 10. OCTOBER 1944 OR LATER 00. NO ANSWER OR JUST 1943 OR 1944 99. INAPPLICABLE "
"Q.20. WHEN DID YOU ARRIVE AT THE AIR BASE WHERE YOU WERE SUPPOSED TO GET YOUR FIRST REGULAR ASSIGNMENT AFTER COMING BACK FROM OVERSEAS*  01. PRIOR TO MAY 1943 02. MAY THRU OCTOBER 1943 03. NOVEMBER 1943, DECEMBER 1943, JANUARY 1944 04. FEBRUARY, MARCH, APRIL 1944 05. MAY 1944 06. JUNE 1944 07. JULY 1944 08. AUGUST 1944 09. SEPTEMBER 1944 10. OCTOBER 1944 OR LATER 00. NO ANSWER OR JUST 1943 OR 1944 99. INAPPLICABLE "
"Q.21. HOW GOOD A JOB DO YOU THINK THE AIR FORCE DID IN PLACING YOU IN YOUR PRESENT ASSIGNMENT*  1. VERY GOOD JOB OF PLACING ME 2. FAIRLY GOOD JOB OF PLACING ME 3. RATHER POOR JOB OF PLACING ME 4. VERY POOR JOB OF PLACING ME 5. I DON,T HAVE A JOB AT THIS BASE YET 0. NO ANSWER 9. INAPPLICABLE "
"Q.22. CHECK ALL OF THE FOLLOWING THINGS THAT ARE TRUE ABOUT YOUR PRESENT AIR FORCE ASSIGNMENT:  1. I HAD AN ASSIGNMENT LIKE THIS OVERSEAS 2. I HAD AN ASSIGNMENT LIKE THIS IN THE AIR FORCE BEFORE I WENT OVERSEAS 3. I DID WORK LIKE THIS IN CIVILIAN LIFE 4. I NEVER HAD AN ASSIGNMENT LIKE THIS UNTIL AFTER I CAME BACK TO THE U.S. 5. I DON,T HAVE A JOB AT THIS BASE YET 6. 1 AND 2 CHECKED 7. 1 AND/OR 2 CHECKED WITH 3 0. NO ANSWER 9. INAPPLICABLE "
"Q.23. NOW CHECK ALL THE CHIEF REASONS YOU WERE GIVEN BY THE AIR FORCE FOR BEING PLACED IN YOUR PRESENT ASSIGNMENT: IF SOME OTHER REASON, WHAT*  01. BECAUSE I HAD THE SAME KIND OF ASSIGNMENT BEFORE IN THE AIR FORCE 02. BECAUSE MY AIR FORCE TRAINING FITTED ME FOR IT 03. BECAUSE MY CIVILIAN TRAINING FITTED ME FOR IT 04. BECAUSE OF MY PHYSICAL CONDITION 05. BECAUSE THE AIR FORCE NEEDS MEN IN THIS JOB AND NOT IN THE JOB I WAS IN BEFORE 06. I WASN,T GIVEN ANY REASON 07. I DON,T HAVE A JOB AT THIS BASE YET 08. SOME OTHER REASON, COMMENT WRITTEN IN 09. CODES 01 AND 02 CHECKED 10. CODES 01 OR 02 WITH 03 CHECKED (COULD BE TRIPLE CHECKED) 11. CODES 01 OR 02 OR 03 WITH 04 (ALL FOUR COULD BE CHECKED) 12. CODES 01 OR 02 OR 03 WITH 05 (ALL FOUR COULD BE CHECKED) 13. CODE 04 WITH 05 14. ALL OTHER COMBINATION CHECKS 99. INAPPLICABLE 00. NO ANSWER "
"Q.24A. HOW DO YOU FEEL ABOUT SERVING OVERSEAS AGAIN*  1. I WANT TO GET OVERSEAS AGAIN AS SOON AS POSSIBLE 2. I,M READY TO GO WHENEVER I,M NEEDED 3. I,D LIKE TO STAY IN THE U.S. FOR A FEW MONTHS, BUT THEN I,LL BE READY TO GO ANYWHERE 4. I DON,T WANT TO GO OVERSEAS AGAIN 5. CODE 1, 2 OR 3 CHECKED WITH 4, BUT TYPE A COMMENT IS WRITTEN IN 6. NO ANSWER TO CHECK LIST BUT TYPE A COMMENT IS WRITTEN IN 7. CODE 1, 2 OR 3 CHECKED WITH 4, BUT TYPE B COMMENT IS WRITTEN IN 8. NO ANSWER TO CHECK BUT TYPE B COMMENT IS WRITTEN IN 0. NO ANSWER 9. INAPPLICABLE "
"Q.24B. WHAT ARE THE REASONS FOR YOUR ANSWER* E. TYPE A (CODES ""1"", ""2"", ""3"", ""5"" OR ""6"" CHECKED Q.24A):  01. I WANT TO GET INTO THIS FIGHT; I,VE BEEN IN THE STATES LONG ENOUGH; I WANT TO SOLDIER (REPEATS CODE ""1"" CATEGORY Q.24A) 02. I COULD BE OF MORE USE (TO THE ARMY) OVER THERE; WOULD HAVE BETTER CHANCE OF DOING MY SHARE OR WHAT I WAS TRAINED FOR AND HELP GET THE WAR OVER FASTER; I,M NOT DOING MUCH GOOD HERE 03. WANT TO GET AWAY FROM ALL THIS GARRISON SOLDIERING; WANT TO GET AWAY FROM MY PRESENT OUTFIT; TOO G.I. HERE IN THE STATES; EVERYTHING IS SNAFUED HERE IN THE STATES; WOULD GET BETTER TREATMENT OVER THERE 04. IT,S MY PATRIOTIC DUTY; BECAUSE I,M A SOLDIER; I,M READY TO SERVE WHEN AND WHERE THE ARMY NEEDS ME; AS LONG AS I,M IN THE ARMY, I SHOULD BE IN THE FIGHT OVER THERE WHERE THE ENEMY IS; I,LL DO WHAT I,M TOLD (REPEATS CODE ""2"" CATEGORY Q.24A) 05. WILLING TO GO LATER - AFTER ZI SOLDIERS (U.S. COMMANDOS) HAVE GONE OVER; PLENTY AVAILABLE WHO HAVEN,T BEEN OVER YET 06. WILLING TO GO LATER - BUT WANT MORE TIME IN THE STATES BECAUSE; - (ANY REASON EXCEPT CODE ""05"" ABOVE) (E.G. - AFTER MORE TRAINING; AFTER HOME, FAMILY OR BUSINESS SITUATION IS CLEARED UP; HAVE GOTTEN MARRIED SINCE RETURNING TO U.S. AND DON,T WANT TO GO FOR A WHILE YET) 07. WILLING TO GO BUT NOT ABLE TO GO BECAUSE: - (E.G. - NOT PHYSICALLY OR MENTALLY ABLE TO TAKE IT; CLASSIFIED AS PHYSICALLY DISQUALIFIED D.P.O., P.L.A., N.F.P.O.R.) 08. WILLING (READY) TO GO - BUT WOULD RATHER NOT GO AT ALL; IF THE ARMY SAYS GO, YOU GO WHETHER YOU WANT TO OR NOT 09. WILLING TO GO - IF I DON,T GO OVER, I,LL NEVER GET OUT OF THIS ARMY; ZI MEN HAVE LOW SCORE ON DEMOBILIZATION PLAN 10. ANSWER IS OF TYPE, ""I DON,T WANT TO GO OVERSEAS"" 11. ALL OTHER COMMENTS INDICATING MAN IS WILLING TO GO 12. BETTER CHANCE FOR PROMOTION; COULD GET AHEAD FASTER; COULD ADVANCE, ZI OUT RANKS ME - HAVE BETTER JOB THAN I 13. NO COMMENT WRITTEN IN 14. NO ANSWER TO Q.24A OR Q.24B 15. INAPPLICABLE (MEN WHO HAVE NOT SERVED OVERSEAS) 16. INAPPLICABLE (ALL OTHER RESPONSES TO Q.24A) E. TYPE B (CODE ""4"", ""7"" OR ""8"" CHECKED Q.24A): "
"Q.24B. WHAT ARE THE REASONS FOR YOUR ANSWER* E. TYPE A (CODES ""1"", ""2"", ""3"", ""5"" OR ""6"" CHECKED Q.24A):  53 01. HAVE DONE MY SHARE (NOT COMBINED WITH CODE ""02"" BELOW); WAS OVER THERE LONG ENOUGH; FED UP WITH SOLDIERING; WANT TO STAY IN THE STATES; COULD DO MORE AS A WAR WORKER OR CIVILIAN (NO INDICATION OF WILLINGNESS TO GO AGAIN) 73 02. AGGRESSION VS. Z.I. SOLDIERS: THERE ARE PLENTY WHO HAVEN,T BEEN OVERSEAS; LET THEM HAVE SOME OF THE GLORY AND FIND OUT WHAT WE WENT THRU (IMPLIED OR STATED FEELING, ""I,VE DONE MY SHARE, LET SOMEBODY ELSE DO IT""); NO INDICATION OF WILLINGNESS TO GO AGAIN 13 03. PHYSICALLY UNFIT; TOO OLD; LIMITED SERVICE; DISQUALIFIED FOR OVERSEAS DUTY (D.P.O., PLA, N.F.P.O.R.) 16 04. MENTALLY UNFIT; NERVOUSNESS; TROUBLE SLEEPING (STOMACH TROUBLE IS LIKELY TO BE MENTAL RATHER THAN PHYSICAL) 59 05. WILLING TO GO LATER - AFTER Z.I. SOLDIERS (U.S. COMMANDOS) HAVE GONE OVER; PLENTY OF Z.I. AVAILABLE WHO HAVEN,T BEEN OVER YET 31 06. COULDN,T TAKE IT; IT,S NO GOOD; TOO TOUGH; DANGEROUS; (NO MENTION OF CODES ""01"", ""03"" OR ""04"" ABOVE) 31 07. HOME AND FAMILY REASONS 1 08. BECAUSE I WANT OR EXPECT TO BE DISCHARGED FROM THE ARMY (SOON); WILL BE AWAY TOO LONG IF I GO NOW; WILL BE STUCK IN ARMY OF OCCUPATION; IMPLIED OR STATED, ""IF I WENT, I COULDN,T GET OUT OF THE ARMY AS SOON AS I WANT OR THINK I SHOULD"" 5 09. AGGRESSION VS ARMY, OFFICERS, CIVILIANS - BECAUSE OF THE WAY I,VE BEEN TREATED (E.G. - BECAUSE OF THE WAY I,VE BEEN TREATED SINCE RETURNING FROM OVERSEAS, BY THE ARMY, BY CIVILIANS) 20 10. COMMENT IS INCONSISTENT WITH CHECK IN Q.24A; WILLING TO GO LATER BUT WANT MORE TIME IN THE STATES BECAUSE - (ANY REASON EXCEPT CODE ""05"" ABOVE) E.G. - AFTER MORE TRAINING, AFTER HOME, FAMILY OR BUSINESS SITUATIONS ARE CLEARED UP 30 11. ALL OTHER COMMENTS INDICATING MAN DOES NOT WANT TO GO OVERSEAS 36 12. NO COMMENT WRITTEN IN 4 13. NO ANSWER TO Q.24A OR Q.24B 540 14. INAPPLICABLE (MEN WHO HAVE NOT SERVED OVERSEAS) 518 15. INAPPLICABLE (ALL OTHER RESPONSES TO Q.24A) "
"Q.25. REGARDLESS OF WHAT YOU WANT TO DO, DO YOU THINK YOU ACTUALLY WILL BE SENT TO SOME OVERSEAS THEATER AGAIN*  1. I AM VERY SURE I,LL BE SENT OVER AGAIN 2. I AM FAIRLY SURE I,LL BE SENT OVER AGAIN 3. THE CHANCES ARE ABOUT FIFTY-FIFTY 4. I AM FAIRLY SURE I,LL NOT BE SENT OVER AGAIN 5. I AM VERY SURE I,LL NOT BE SENT OVER AGAIN 6. UNDECIDED 0. NO ANSWER 9. INAPPLICABLE "
"Q.26. KNOWING WHAT YOU DO NOW, HOW DO YOU FEEL ABOUT HAVING COME BACK TO THE U.S.*  1. I WISH I HADN,T COME BACK 2. I WOULD RATHER HAVE COME BACK JUST FOR A LEAVE AND THEN RETURNED TO MY OLD OUTFIT OVERSEAS 3. I AM GLAD I CAME BACK 4. SOMETHING ELSE 0. NO ANSWER 9. INAPPLICABLE I. OVERSEAS RETURNEES WILL NOW SKIP TO QUESTION 29. I. QUESTIONS 27A, 27B AND 28 ARE TO BE ANSWERED ONLY BY OFFICERS WHO HAVE NOT SERVED OVERSEAS IN THIS WAR. *****************************PART III***************************"
"Q.27A. HOW DO YOU FEEL ABOUT SERVING OVERSEAS*  1. I WANT TO GET OVERSEAS AS SOON AS POSSIBLE 2. I,M READY TO GO WHENEVER I,M NEEDED 3. I,D LIKE TO STAY IN THE U.S. FOR A FEW MONTHS, BUT THEN I,LL BE READY TO GO ANYWHERE 4. I DON,T WANT TO GO OVERSEAS 9. INAPPLICABLE, NO ANSWER "
"Q.27B. WHAT ARE THE REASONS FOR YOUR ANSWER* E. TYPE A (CODES ""1"", ""2"" OR ""3"" CHECKED IN Q.27A):  01. I WANT TO GET INTO THIS FIGHT; I,VE BEEN IN THE STATES LONG ENOUGH; I WANT TO SOLDIER (REPEATS CODE ""1"" CATEGORY Q.27A) 02. I COULD BE OF MORE USE (TO THE ARMY) OVER THERE; WOULD HAVE BETTER CHANCE OF DOING MY SHARE OR WHAT I WAS TRAINED FOR AND HELP GET THE WAR OVER FASTER; I,M NOT DOING MUCH GOOD HERE 03. WANT TO GET AWAY FROM ALL THIS GARRISON SOLDIERING; WANT TO GET AWAY FROM MY PRESENT OUTFIT; TOO G.I. HERE IN THE STATES; EVERYTHING IS SNAFUED HERE IN THE STATES; WOULD GET BETTER TREATMENT OVER THERE 04. IT,S MY PATRIOTIC DUTY; BECAUSE I,M A SOLDIER; I,M READY TO SERVE WHEN AND WHERE THE ARMY NEEDS ME; AS LONG AS I,M IN THE ARMY, I SHOULD BE IN THE FIGHT OVER THERE WHERE THE ENEMY IS; I,LL DO WHAT I,M TOLD (REPEATS CODE ""2"" CATEGORY Q.27A) 05. WILLING TO GO LATER - AFTER Z.I. SOLDIERS (U.S. COMMANDOS) HAVE GONE OVER; PLENTY AVAILABLE WHO HAVEN,T BEEN OVER YET 06. WILLING TO GO LATER - BUT WANT MORE TIME IN THE STATES BECAUSE; - (ANY REASON EXCEPT CODE ""05"" ABOVE) (E.G. - AFTER MORE TRAINING; AFTER HOME, FAMILY OR BUSINESS SITUATION IS CLEARED UP; HAVE GOTTEN MARRIED SINCE RETURNING TO U.S. AND DON,T WANT TO GO FOR A WHILE YET) 07. WILLING TO GO BUT NOT ABLE TO GO BECAUSE; - (E.G. - NOT PHYSICALLY OR MENTALLY ABLE TO TAKE IT; CLASSIFIED AS PHYSICALLY DISQUALIFIED D.P.O., P.L.A., N.F.P.O.R.) 08. WILLING (READY) TO GO - BUT WOULD RATHER NOT GO AT ALL; IF THE ARMY SAY GO, YOU GO WHETHER YOU WANT TO OR NOT 09. WILLING TO GO - IF I DON,T GO OVER, I,LL NEVER GET OUT OF THIS ARMY; Z.I. MEN HAVE LOW SCORE ON DEMOBILIZATION PLAN 10. ANSWER IS OF TYPE, ""I DON,T WANT TO GO OVERSEAS"" 11. ALL OTHER COMMENTS INDICATING MAN IS WILLING TO GO 12. BETTER CHANCE FOR PROMOTION; COULD GET AHEAD FASTER; COULD ADVANCE, Z.I. OUT RANKS ME - HAVE BETTER JOB THAN I 13. NO COMMENT WRITTEN IN 14. INAPPLICABLE (OVERSEAS RETURNEES), NO ANSWER TO Q.27A OR Q.27B 15. INAPPLICABLE (ALL OTHER RESPONSES TO Q.27A) E. TYPE B (CODE ""4"" CHECKED IN Q.27A): "
"Q.27B. WHAT ARE THE REASONS FOR YOUR ANSWER* E. TYPE A (CODES ""1"", ""2"" OR ""3"" CHECKED IN Q.27A):  0 01. HAVE DONE MY SHARE (NOT COMBINED WITH CODE ""02"" BELOW); WAS OVER THERE LONG ENOUGH; FED UP WITH SOLDIERING; WANT TO STAY IN THE STATES; COULD DO MORE AS A WAR WORKER OR CIVILIAN (NO INDICATION OF WILLINGNESS TO GO AGAIN) 0 02. AGGRESSION VS Z.I. SOLDIERS: THERE ARE PLENTY WHO HAVEN,T BEEN OVERSEAS; LET THEM HAVE SOME OF THE GLORY AND FIND OUT WHAT WE WENT THRU (IMPLIED OR STATED FEELING, ""I,VE DONE MY SHARE, LET SOMEBODY ELSE DO IT""); NO INDICATION OF WILLINGNESS TO GO AGAIN 0 03. PHYSICALLY UNFIT; TOO OLD; LIMITED SERVICE; DISQUALIFIED FOR OVERSEAS DUTY (D.P.O., P.L.A., N.F.P.O.R.) 0 04. MENTALLY UNFIT; NERVOUSNESS; TROUBLE SLEEPING (STOMACH TROUBLE IS LIKELY TO BE MENTAL RATHER THAN PHYSICAL) 05. WILLING TO GO LATER - AFTER Z.I. SOLDIERS (U.S. COMMANDOS) HAVE GONE OVER; PLENTY OF Z.I. AVAILABLE WHO HAVEN,T BEEN OVER YET 2 06. COULDN,T TAKE IT; IT,S NO GOOD; TOO TOUGH; DANGEROUS; (NO MENTION OF CODES ""01"", ""03"" OR ""04"" ABOVE) 4 07. HOME AND FAMILY REASONS 0 08. BECAUSE I WANT OR EXPECT TO BE DISCHARGED FROM THE ARMY (SOON); WILL BE AWAY TOO LONG IF I GO NOW; WILL BE STUCK IN ARMY OF OCCUPATION; IMPLIED OR STATED, ""IF I WENT, I COULDN,T GET OUT OF THE ARMY AS SOON AS I WANT OR THINK I SHOULD"" 0 09. AGGRESSION VS. ARMY, OFFICERS, CIVILIANS - BECAUSE OF THE WAY I,VE BEEN TREATED (E.G. - BECAUSE OF THE WAY I,VE BEEN TREATED SINCE RETURNING FROM OVERSEAS, BY THE ARMY, BY CIVILIANS) 10. COMMENT IS INCONSISTENT WITH CHECK IN Q.27A; WILLING TO GO LATER BUT WANT MORE TIME IN THE STATES BECAUSE - (ANY REASON EXCEPT CODE ""05"" ABOVE) E.G. - AFTER MORE TRAINING, AFTER HOME, FAMILY OR BUSINESS SITUATIONS ARE CLEARED UP 3 11. ALL OTHER COMMENTS INDICATING MAN DOES NOT WANT TO GO OVERSEAS 900 12. INAPPLICABLE (OVERSEAS RETURNEES), NO ANSWER TO Q.27A OR Q.27B 519 13. INAPPLICABLE (ALL OTHER RESPONSES TO Q.27A) "
"Q.28. REGARDLESS OF WHAT YOU WANT TO DO, DO YOU THINK YOU ACTUALLY WILL BE SENT TO SOME OVERSEAS THEATER*  1. I AM VERY SURE I,LL BE SENT TO SOME OVERSEAS THEATER 2. I AM FAIRLY SURE I,LL BE SENT TO SOME OVERSEAS THEATER 3. THE CHANCES ARE ABOUT FIFTY-FIFTY 4. I AM FAIRLY SURE I,LL NOT BE SENT TO SOME OVERSEAS THEATER 5. I AM VERY SURE I,LL NOT BE SENT TO SOME OVERSEAS THEATER 6. UNDECIDED 9. INAPPLICABLE, NO ANSWER I. EVERYONE SHOULD ANSWER THESE QUESTIONS: *****************************PART IV****************************"
"Q.29. WHAT TYPE OF OUTFIT ARE YOU IN NOW* IF OTHER, WHAT*  1. VERY HEAVY BOMBER 2. HEAVY BOMBER 3. MEDIUM BOMBER 4. FIGHTER BOMBER 5. FIGHTER 6. TROOP CARRIER 7. AIR TRANSPORT 8. OTHER, SPECIFIED "
Q.30A. WHAT KIND OF ASSIGNMENT DO YOU HAVE AT PRESENT*  1. FLYING ASSIGNMENT 2. AIRCRAFT MAINTENANCE ASSIGNMENT 3. ADMINISTRATIVE ASSIGNMENT 4. SOMETHING ELSE 5. BOTH 1 AND 3 CHECKED 6. I HAVE NOT RECEIVED AN ASSIGNMENT AT THIS BASE 
"Q.30B. IF YOU DO NOT HAVE A REGULAR ASSIGNMENT NOW, WHEN DID YOU LEAVE YOUR LAST REGULAR ASSIGNMENT*  01. PRIOR TO MAY 1943 02. MAY THRU OCTOBER 1943 03. NOVEMBER 1943, DECEMBER 1943, JANUARY 1944 04. FEBRUARY, MARCH, APRIL 1944 05. MAY 1944 06. JUNE 1944 07. JULY 1944 08. AUGUST 1944 09. SEPTEMBER 1944 10. OCTOBER 1944 OR LATER 00. NO ANSWER OR JUST 1943 OR 1944 "
"Q.31. HOW DO YOU FEEL ABOUT THE IMPORTANCE OF THE ASSIGNMENT YOU HAVE RIGHT NOW AS COMPARED WITH OTHER JOBS YOU MIGHT BE DOING IN THE AIR FORCE*  1. IT IS AS IMPORTANT AS ANY OTHER JOB I COULD DO 2. IT IS FAIRLY IMPORTANT, BUT I COULD DO MORE IMPORTANT WORK 3. IT HARDLY SEEMS IMPORTANT AT ALL 0. NO ANSWER "
Q.32. DOES THE AIR FORCE ASSIGNMENT YOU NOW HAVE GIVE YOU A CHANCE TO USE YOUR SKILL AND EXPERIENCE*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 0. NO ANSWER 
Q.33. WOULD YOU CHANGE TO SOME OTHER AIR FORCE ASSIGNMENT IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.34. HOW DO YOU FEEL ABOUT THE AMOUNT OF WORK YOU HAVE TO DO*  1. I HAVE TOO MUCH TO DO, BUT MOST OF IT IS NECESSARY 2. I HAVE TOO MUCH TO DO, AND A LOT OF IT IS UNNECESSARY 3. I HAVE ABOUT THE RIGHT AMOUNT OF WORK TO DO 4. I AM NOT KEPT VERY BUSY, BUT I DON,T MIND SITTING AROUND 5. I DON,T HAVE ENOUGH TO DO, AND IT GETS PRETTY TIRESOME SITTING AROUND 0. NO ANSWER "
Q.35. HOW DO YOU FEEL ABOUT YOUR PRESENT CHANCES FOR PROMOTION*  1. VERY WELL SATISFIED 2. FAIRLY WELL SATISFIED 3. SOMEWHAT DISSATISFIED 4. VERY DISSATISFIED 5. UNDECIDED 0. NO ANSWER 
"Q.36. FROM WHAT YOU HAVE SEEN OR HEARD, HOW MANY RETURNEE OFFICERS GET ASSIGNMENTS THAT MAKE USE OF THEIR OVERSEAS EXPERIENCE*  1. ALL OF THEM DO 2. MOST OF THEM DO 3. ABOUT HALF OF THEM DO 4. FEW OF THEM DO 5. NONE OF THEM DO 6. DON,T KNOW 0. NO ANSWER "
"Q.37. FROM WHAT YOU HAVE SEEN OR HEARD, HOW MANY RETURNEE ENLISTED MEN GET JOBS THAT MAKE USE OF THEIR OVERSEAS EXPERIENCE*  1. ALL OF THEM DO 2. MOST OF THEM DO 3. ABOUT HALF OF THEM DO 4. FEW OF THEM DO 5. NONE OF THEM DO 6. DON,T KNOW 0. NO ANSWER "
