S0127.CARD.  1. CARD ONE 
"S0127.Q10. HOW LONG HAVE YOU BEEN IN THE ARM? E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 9 MONTHS 3. OVER 9 MONTHS UP TO ONE YEAR 4. OVER 1 YEAR UP TO 2 YEARS 5. OVER 2 YEARS UP TO 3 YEARS 6. OVER 3 YEARS 0. NO ANSWER "
S0127.Q11. HOW LONG HAVE YOU BEEN IN THE CHINA-BURMA-INDIA THEATE?  1. 3 MONTH OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 18 MONTHS 6. OVER 18 MONTHS 0. NO ANSWER 
S0127.Q12. HOW LONG HAVE YOU BEEN STATIONED AT THIS PARTICULAR PLAC?  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR 0. NO ANSWER 
"S0127.Q13. WHAT BRANCH OF THE ARMY ARE YOU IN NO?  1. ENGINEERS, COAST ARTILLERY OR ANTI-AIRCRAFT 2. FIELD ARTILLERY OR AIR CORPS 3. QUARTERMASTER CORPS OR TRANSPORTATION CORPS 4. INFANTRY OR ORDNANCE DEPARTMENT 5. MEDICAL DEPARTMENT OR CHEMICAL WARFARE SERVICE 6. ARMORED FORCE OR MILITARY POLICE 7. SIGNAL CORPS OR D.E.M.L. 8. FINANCE DEPARTMENT OR OTHER "
"S0127.Q14. DO YOU FEEL PROUD OF YOUR COMPANY (BATTERY, SQUADRON, TROOP)*  1. YES, VERY PROUD 2. YES, FAIRLY PROUD 3. NO, NOT PROUD 4. UNDECIDED 0. NO ANSWER "
"S0127.Q15. HOW MANY OF THE OFFICERS IN YOUR COMPANY (BATTERY, SQUADRON, TROOP) ARE THE KIND YOU WOULD WANT TO SERVE UNDER IN COMBA?  1. ALL OF THEM ARE 2. MOST OF THEM ARE 3. ABOUT HALF OF THEM ARE 4. FEW OF THEM ARE 5. NONE OF THEM ARE 0. NO ANSWER "
S0127.Q16. HOW MANY OF YOUR OFFICERS TAKE A PERSONAL INTEREST IN THEIR ME?  1. ALL OF THEM DO 2. MOST OF THEM DO 3. ABOUT HALF OF THEM DO 4. FEW OF THEM DO 5. NONE OF THEM DO 0. NO ANSWER 
S0127.Q17. HOW DO YOU THINK YOUR COMPANY WOULD SHOW UP UNDER COMBAT CONDITION?  1. VERY WELL 2. FAIRLY WELL 3. NOT SO WELL 4. POORLY 5. UNDECIDED 0. NO ANSWER 
"S0127.Q18. CONSIDERING EVERYTHING, INCLUDING THE DIFFICULTIES, HOW WELL WOULD YOU SAY YOUR OUTFIT IS DOING THE JOB WHICH IT IS SUPPOSED TO D?  1. VERY WELL 2. FAIRLY WELL 3. NOT SO WELL 4. POORLY 5. UNDECIDED 0. NO ANSWER "
S0127.Q19. DO YOU THINK THE EQUIPMENT OF THE AMERICAN ARMY IS BETTER OR WORSE THAN THE EQUIPMENT OF THE JAPANESE ARM?  1. ALL OF OUR EQUIPMENT IS BETTER 2. MOST OF OUR EQUIPMENT IS BETTER 3. OUR EQUIPMENT IS ABOUT THE SAME QUALITY AS THAT OF THE JAPANESE ARMY 4. MOST OF OUR EQUIPMENT IS WORSE 5. ALL OF OUR EQUIPMENT IS WORSE 6. DON'T KNOW 0. NO ANSWER X. QUESTION 20 NOT CODED. 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  1. ENGLISH 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  11 1. LANGUAGES 1170 2. NOT CHOSEN 
"S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  8 1. PHILOSOPHY, PSYCHOLOGY AND EDUCATION 1173 2. NOT CHOSEN "
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  33 1. MATHEMATICS 1148 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  3 1. HISTORY AND CIVICS 1178 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  1 1. ECONOMICS 1180 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  0 1. SOCIOLOGY 1181 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  5 1. ALL OTHER SOCIAL STUDIES 1176 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  3 1. CHEMISTRY 1178 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  10 1. PHYSICS 1171 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  1. ALL OTHER PHYSICAL SCIENCE COURSES 2. NOT CHOSEN 
"S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  60 1. STENOGRAPHIC, CLERICAL, BOOKKEEPING 1121 2. NOT CHOSEN "
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  7 1. MANAGEMENT AND ADMINISTRATION 1174 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  13 1. ALL OTHER BUSINESS STUDIES 1168 2. NOT CHOSEN 
"S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  11 1. MECHANICAL ENGINEERING, WITH EMPHASIS ON THEORY AND DESK WORK 1170 2. NOT CHOSEN "
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  16 1. RADIO AND TELEVISION ENGINEERING 1165 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  24 1. ELECTRICAL ENGINEERING OTHER THAN RADIO 1157 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  35 1. AVIATION 1146 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  62 1. ALL OTHER ENGINEERING - OTHER FIELDS WITH EMPHASIS ON PRACTICAL APPLICATIONS 1119 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  522 1. NO 659 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  268 1. DON'T KNOW 913 2. NOT CHOSEN 
"S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  18 1. YES, FOLLOWED BY DON'T KNOW OR NO ANSWER 1163 2. NOT CHOSEN "
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  57 1. NO ANSWER 1124 2. NOT CHOSEN 
S0127.Q21. ARE THERE ANY SCHOOL SUBJECTS OR COURSES (WHICH YOU HAVE NOT STUDIED IN THE PAST) THAT WOULD HELP YOU IN YOUR PRESENT ARMY JO?  37 1. ALL COURSES NOT ELSEWHERE CLASSIFIABLE 1144 2. NOT CHOSEN 
"S0127.Q22. WHAT KIND OF WORK WOULD YOU LIKE TO DO AFTER THE WA? (IF YOU HAVE NO IDEA, JUST SAY SO.)  01. PROFESSIONAL AND SEMI-PROFESSIONAL 02. MANAGERIAL, OFFICIAL AND PROPRIETARY 03. CLERICAL AND SALES 04. SERVICE 05. AGRICULTURAL 06. SKILLED LABOR 07. SEMI-SKILLED LABOR 08. UNSKILLED LABOR 09. STUDENT 10. NO ANSWER, MISCELLANEOUS, UNCLASSIFIABLE 11. STAY IN THE ARMY 12. NO IDEA "
"S0127.Q23. DO YOU FEEL THAT YOU NEED ANY MORE FORMAL EDUCATION IN ORDER TO DO WHAT YOU WANT TO DO AFTER THE WA?  1. YES, IT IS ABSOLUTELY NECESSARY 2. YES, IT WOULD BE QUITE IMPORTANT 3. NO, NOT NEEDED 4. NOT SURE WHAT I WILL WANT TO DO 0. NO ANSWER "
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  1. ENGLISH 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  13 1. LANGUAGES 1168 2. NOT CHOSEN 
"S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  23 1. PHILOSOPHY, PSYCHOLOGY AND EDUCATION 1158 2. NOT CHOSEN "
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  142 1. MATHEMATICS 1039 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  16 1. HISTORY AND CIVICS 1165 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  15 1. ECONOMICS 1166 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  4 1. SOCIOLOGY 1177 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  17 1. ALL OTHER SOCIAL STUDIES 1164 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  19 1. CHEMISTRY 1162 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  22 1. PHYSICS 1159 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  40 1. ALL OTHER SCIENCE STUDIES 1141 2. NOT CHOSEN 
"S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  51 1. STENOGRAPHIC, CLERICAL, BOOKKEEPING 1130 2. NOT CHOSEN "
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  40 1. MANAGEMENT AND ADMINISTRATION 1141 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  97 1. ALL OTHER BUSINESS COURSES 1084 2. NOT CHOSEN 
"S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  57 1. MECHANICAL ENGINEERING, WITH EMPHASIS ON THEORY AND DESK WORK 1124 2. NOT CHOSEN "
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  31 1. ELECTRICAL AND RADIO ENGINEERING 1150 2. NOT CHOSEN 
"S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  38 1. ELECTRICAL ENGINEERING, OTHER THAN RADIO 1143 2. NOT CHOSEN "
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  48 1. AVIATION 1133 2. NOT CHOSEN 
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  137 1. ALL OTHER ENGINEERING - OTHER FIELDS WITH EMPHASIS ON SHOPWORK AND PRACTICAL APPLICATIONS 1044 2. NOT CHOSEN 
"S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  90 1. ALL OTHER COURSES, NOT ELSEWHERE CLASSIFIABLE 1091 2. NOT CHOSEN "
S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  215 1. NOT SURE WHAT I WILL WANT TO DO 966 2. NOT CHOSEN 
"S0127.Q24. WHAT COURSES OR SCHOOL SUBJECTS WOULD HELP YOU IN THE WORK YOU WANT TO DO AFTER THE WA?  306 1. DON'T KNOW, NO ANSWER, NONE 875 2. NOT CHOSEN "
"S0127.Q25. IF YOU COULD TAKE THE COURSES OR SCHOOL SUBJECTS YOU LISTED IN QUESTIONS 21 AND 24 ABOVE, WHILE YOU ARE IN THE ARMY, WOULD YOU BE WILLING TO SPEND A PART OF YOUR OFF- DUTY FREE TIME STUDYING THE?  1. YES, I WOULD SPEND PART OF MY OFF-DUTY FREE TIME STUDYING 2. NO, I WOULD NOT BE WILLING TO SPEND ANY OFF-DUTY FREE TIME STUDYING 3. DID NOT LIST ANY COURSES IN EITHER QUESTION 21 OR QUESTION 24 0. NO ANSWER "
"S0127.Q26. IF YOU WERE GOING TO TAKE SOME COURSES DURING YOUR FREE TIME WHILE YOU ARE IN THE ARMY, WHICH WOULD YOU LIKE BETTER: LESSONS SENT TO YOU BY MAIL; OR CLASSES FOR GROUPS OF MEN HERE AT THIS STATIO?  1. I WOULD PREFER LESSONS SENT TO ME BY MAIL 2. I WOULD PREFER CLASSES FOR GROUPS OF MEN HERE 3. UNDECIDED 0. NO ANSWER X. COL. 80 NOT USED. CARD 2 "
S0127.CARD.  2. CARD TWO 
S0127.DECK.  127. SURVEY NUMBER 
S0127.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"S0127.Q27. THE ARMY IS PLANNING TO SET UP A C.B.I. BRANCH OF THE ARMED FORCES INSTITUTE TO GIVE LESSONS BY MAIL TO THE MEN IN THIS THEATER. HAVING A BRANCH HERE IN THE THEATER WOULD MEAN THAT THE LESSONS AND INSTRUCTIONS COULD BE SENT TO THE MEN MUCH QUICKER THAN THEY COULD BE SENT FROM THE UNITED STATES. IF THIS C.B.I. BRANCH IS SET UP, DO YOU THINK YOU WOULD BE INTERESTED IN TAKING ANY COURSES OR STUDYING ANY SUBJECTS BY MAI?  1. NO, I WOULD NOT BE INTERESTED 2. I MIGHT BE INTERESTED 3. YES, I'M SURE I'D BE INTERESTED 4. UNDECIDED 0. NO ANSWER "
"S0127.Q28. IF YOU COULD DO WHAT YOU WANTED, WOULD YOU LIKE TO GO BACK TO SCHOOL OR COLLEGE AFTER THE WA?  1. YES, I WOULD LIKE TO GO BACK TO FULL-TIME SCHOOL AFTER THE WAR 2. YES, I WOULD LIKE TO GO BACK TO PART-TIME SCHOOL AFTER THE WAR 3. NO, I DON'T CARE TO GO BACK TO SCHOOL AFTER THE WAR 0. NO ANSWER "
"S0127.Q29. REGARDLESS OF WHAT YOU WANT TO DO, DO YOU THINK YOU WILL ACTUALLY GO BACK TO SCHOOL OR COLLEGE AFTER THE WA?  1. YES, I THINK I WILL GO TO FULL-TIME SCHOOL AFTER THE WAR 2. YES, I THINK I WILL GO TO PART-TIME SCHOOL AFTER THE WAR 3. NO, I DON'T THINK I WILL GO TO SCHOOL AFTER THE WAR 0. NO ANSWER "
"S0127.Q30A. ""AFTER THE WAR THE UNITED STATES SHOULD CONTROL AND DOMINATE THE WORLD.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"S0127.Q30B. ""AFTER THE WAR THE UNITED STATES SHOULD STAY OUT OF WORLD AFFAIRS AND STICK TO THE PROBLEMS WE HAVE IN OUR OWN COUNTRY.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"S0127.Q30C. ""AFTER THE WAR THE NATIONS OF THE WORLD SHOULD SET UP A STRONG INTERNATIONAL ORGANIZATION.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"S0127.Q30D. ""AFTER THE WAR THE UNITED STATES SHOULD JOIN A STRONG INTERNATIONAL ORGANIZATION OF NATIONS EVEN IF IT MEANT THAT THIS ORGANIZATION WOULD HAVE SOME CONTROL OVER HOW THE UNITED STATES DEALS WITH OTHER COUNTRIES.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"S0127.Q30E. ""AFTER THE WAR THERE SHOULD BE AN INTERNATIONALLY CONTROLLED ARMY TO POLICE THE WORLD.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
S0127.Q31. WHICH DO YOU THINK WOULD BE THE BEST WAY FOR THE UNITED STATES TO KEEP OUT OF WAR IN THE FUTUR?  1. STAY OUT OF WORLD AFFAIRS 2. JOIN A STRONG ORGANIZATION OF NATIONS 3. ISOLATIONIST PLAN 4. IMPERIALIST PLAN 5. INTERNATIONALIST PLAN 6. UNCLASSIFIABLE OR NO PLAN 7. UNDECIDED 0. NO ANSWER 
S0127.Q32. WHEN THE WAR IS OVER DO YOU THINK THE ARMY SHOULD RELEASE ALL SOLDIERS BACK TO CIVILIAN LIFE AS SOON AS POSSIBLE OR SHOULD IT RELEASE THEM ONLY WHEN THERE ARE JOBS FOR THE?  1. RELEASE MEN ONLY WHEN THERE ARE JOBS FOR THEM 2. RELEASE MEN AS SOON AS POSSIBLE WHETHER THERE ARE JOBS FOR THEM OR NOT 3. UNDECIDED 0. NO ANSWER 
S0127.V33G. MEN WITH DEPENDENTS:  1. ONE CHECK 2. TWO CHECKS 3. THREE CHECKS 4. NO CHECKS 5. INCONSISTENT ANSWERS 0. NO ANSWER TO ONE OR MORE 
S0127.V33H. MEN WITH LONGEST SERVICE:  1. ONE CHECK 2. TWO CHECKS 3. THREE CHECKS 4. NO CHECKS 5. INCONSISTENT ANSWERS 0. NO ANSWER TO ONE OR MORE 
S0127.V33I. MEN OVERSEAS LONGEST:  1. ONE CHECK 2. TWO CHECKS 3. THREE CHECKS 4. NO CHECKS 5. INCONSISTENT ANSWERS 0. NO ANSWER TO ONE OR MORE 
S0127.V33J. MEN OVER THIRTY:  1. ONE CHECK 2. TWO CHECKS 3. THREE CHECKS 4. NO CHECKS 5. INCONSISTENT ANSWERS 0. NO ANSWER TO ONE OR MORE 
"S0127.Q34. DO YOU THINK THERE IS SOME OTHER GROUP OF SOLDIERS BESIDES THOSE LISTED IN QUESTION 33 THAT SHOULD BE LET OUT OF THE ARMY FIRS?  01. MEN WITH DEPENDENTS 02. MEN WHO HAVE BEEN IN THE ARMY LONGEST 03. MEN WHO HAVE SERVED OVERSEAS 04. MEN OVER THIRTY YEARS OF AGE 05. MEN WHO HAVE SERVED IN COMBAT 06. MEN WOUNDED OR PHYSICALLY OR PSYCHOLOGICALLY UNFIT 07. MEN WHO HAVE JOBS OR BUSINESSES WAITING 08. MEN PLANNING TO COMPLETE EDUCATION 09. ALL OTHER SUGGESTIONS 10. YES, CHECKED BUT NO GROUP SPECIFIED 11. NO, NO OTHER GROUP 00. NO ANSWER "
S0127.Q35. AFTER THE WAR DO YOU THINK SOLDIERS SHOULD BE GIVEN FIRST CHOICE OF THE JOBS THAT ARE OPEN OR DO YOU THINK EVERYBODY SHOULD HAVE AN EQUAL CHANCE TO GET JOB?  1. SOLDIERS SHOULD GET FIRST CHOICE 2. EVERYBODY SHOULD HAVE AN EQUAL CHANCE 3. UNDECIDED 0. NO ANSWER 
"S0127.Q36. AFTER THE WAR, DO YOU THINK THE UNITED STATES COULD HAVE AN ARMY LARGE ENOUGH FOR THE COUNTRY'S NEEDS BY TAKING VOLUNTEERS ONL?  1. YES, I THINK IT COULD 2. NO, I DO NOT THINK IT COULD 3. UNDECIDED 0. NO ANSWER "
"S0127.Q37. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF TAKING VOLUNTEERS ONL?  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 0. NO ANSWER "
S0127.Q38. WHICH OF THE FOLLOWING REASONS COMES CLOSEST TO SAYING WHY YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIM?  1. BECAUSE I THINK THE UNITED STATES SHOULD GO BACK TO TAKING VOLUNTEERS ONLY 2. BECAUSE I THINK THE ARMY EXPERIENCE IS WORTHWHILE FOR YOUNG MEN 3. BECAUSE I THINK IT IS NECESSARY FOR THE SAFETY OF THE UNITED STATES 4. BECAUSE I THINK IT IS BOTH WORTHWHILE FOR YOUNG MEN AND NECESSARY FOR THE SAFETY OF THE UNITED STATES 5. FOR SOME OTHER REASON 0. NO ANSWER 
"S0127.Q39. IF ALL YOUNG MEN IN THE UNITED STATES WERE TO BE GIVEN MILITARY TRAINING, AT ABOUT WHAT AGE DO YOU THINK THIS TRAINING SHOULD BEGI?  1. BEFORE 18 YEARS OF AGE 2. AT 18 YEARS OF AGE 3. AT 19 YEARS OF AGE 4. AT 20 YEARS OF AGE 5. AT 21 YEARS OF AGE 6. AFTER 21 YEARS OF AGE 0. NO ANSWER "
