"Q.8. HOW MANY CHILDREN DO YOU HAVE*  1. I,M NOT MARRIED 2. HAVE NO CHILDREN 3. HAVE ONE CHILD 4. HAVE TWO CHILDREN 5. HAVE THREE OR MORE CHILDREN 0. NO ANSWER "
"Q.9. IS YOUR WIFE NOW EXPECTING A BABY*  1. YES 2. NO 3. I,M NOT MARRIED 0. NO ANSWER "
"Q.10. HOW DID YOU COME INTO THE ARMY*  1. I WAS DRAFTED 2. I VOLUNTEERED 3. I WAS IN THE NATIONAL GUARD 4. ENLISTED RESERVE CORPS (ERC), REGULAR ARMY RESERVE (RAR) OR RESERVE OFFICER TRAINING CORPS (ROTC) 0. NO ANSWER "
Q.11. HOW LONG HAVE YOU BEEN IN THE ARMY*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS 0. NO ANSWER 
"Q.12. HAS THE ARMY CLASSIFIED YOU AS A LIMITED SERVICE MAN*  1. YES, THE ARMY HAS CLASSIFIED ME AS LIMITED SERVICE 2. NO, THE ARMY HAS NOT CLASSIFIED ME AS LIMITED SERVICE 3. I DON,T KNOW WHETHER THE ARMY HAS CLASSIFIED ME AS LIMITED SERVICE OR NOT 0. NO ANSWER "
Q.13. HOW LONG HAVE YOU BEEN IN THE CAMP WHERE YOU ARE NOW STATIONED*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR 0. NO ANSWER 
Q.14. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. CAVALRY 15. FINANCE 16. OTHER 00. NO ANSWER 
"Q.15. IF YOU HAD A CHOICE, WHICH ONE OF THESE BRANCHES OF THE ARMY WOULD YOU LIKE TO BE IN*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. CAVALRY 15. FINANCE 16. OTHER 00. NO ANSWER "
"Q.16. ABOUT HOW OFTEN DO YOU GO TO ANY TOWN OR CITY SINCE YOU,VE BEEN IN THIS CAMP*  1. I LIVE OFF THE POST IN A TOWN OR CITY 2. THREE OR MORE TIMES A WEEK 3. TWICE A WEEK 4. ONCE A WEEK 5. ONCE EVERY 2 OR 3 WEEKS 6. ONCE A MONTH 7. LESS THAN ONCE A MONTH 8. NEVER 0. NO ANSWER "
"Q.17. DO YOU FEEL PROUD OF YOUR COMPANY (BATTERY, SQUADRON, TROOP)*  1. YES, VERY PROUD 2. YES, FAIRLY PROUD 3. NO, NOT PROUD 4. UNDECIDED 0. NO ANSWER "
Q.18. HOW INTERESTED ARE YOU IN YOUR ARMY JOB*  1. VERY MUCH INTERESTED 2. A LITTLE BUT NOT MUCH 3. NOT INTERESTED AT ALL 0. NO ANSWER 
Q.19. WOULD YOU CHANGE TO SOME OTHER ARMY JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
Q.20. DO YOU USUALLY FEEL THAT WHAT YOU ARE DOING IN THE ARMY IS WORTHWHILE OR NOT*  1. I USUALLY FEEL IT IS NOT WORTHWHILE 2. I USUALLY FEEL IT IS WORTHWHILE 3. UNDECIDED 0. NO ANSWER 
Q.21. DO YOU THINK YOU CAN MAKE GOOD IN THE ARMY*  1. I FEEL PRETTY SURE I CAN MAKE GOOD 2. I AM NOT SURE I CAN MAKE GOOD 3. UNDECIDED 0. NO ANSWER 
"Q.22. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
"Q.23. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
Q.24. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.25. IF IT WERE UP TO YOU, WHAT KIND OF OUTFIT WOULD YOU RATHER BE IN*  1. IN A COMBAT OUTFIT OVERSEAS 2. IN A NON-COMBAT OUTFIT OVERSEAS 3. IN AN OUTFIT THAT WILL STAY IN THE UNITED STATES 0. NO ANSWER "
"Q.26. IF IT WERE UP TO YOU TO CHOOSE, WOULD YOU RATHER BE A SOLDIER OR WOULD YOU RATHER BE A CIVILIAN DOING SOME KIND OF WORK NEEDED TO WIN THE WAR*  1. I WOULD RATHER BE A SOLDIER 2. I WOULD RATHER BE A CIVILIAN DOING SOME KIND OF WORK NEEDED TO WIN THE WAR 3. UNDECIDED 0. NO ANSWER "
Q.27. DO YOU HAVE TROUBLE FINDING INTERESTING THINGS TO DO IN YOUR OFF-DUTY FREE TIME*  1. MOST OF THE TIME 2. MUCH OF THE TIME 3. NOT VERY OFTEN 4. NEVER 0. NO ANSWER 
"Q.28. DURING YOUR OFF-DUTY FREE TIME ABOUT HOW OFTEN DO YOU GO TO THE MOVIES HERE IN CAMP*  1. THREE OR MORE TIMES A WEEK 2. TWICE A WEEK 3. ONCE A WEEK 4. ONCE EVERY TWO OR THREE WEEKS 5. ONCE A MONTH 6. LESS THAN ONCE A MONTH 7. NEVER 8. WE DON,T HAVE ANY REGULAR MOVIES HERE IN CAMP 0. NO ANSWER "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  1. MONDAY 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  113 1. TUESDAY 999 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  89 1. WEDNESDAY 1023 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  74 1. THURSDAY 1038 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  69 1. FRIDAY 1043 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  129 1. SATURDAY 983 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  207 1. SUNDAY 905 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  96 1. THREE OR MORE DAYS CHECKED 1016 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  399 1. DID NOT GO TO THE REGULAR MOVIES IN CAMP DURING PAST SEVEN DAYS 713 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  6 1. WE DON,T HAVE ANY REGULAR MOVIES HERE IN CAMP 1106 2. NOT CHOSEN "
"Q.29. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES HERE IN CAMP*  19 1. NO ANSWER 1093 2. NOT CHOSEN "
"Q.30. SINCE YOU HAVE BEEN IN THIS CAMP, ABOUT HOW OFTEN DO YOU GO TO THE MOVIES IN A TOWN OR CITY*  1. THREE OR MORE TIMES A WEEK 2. TWICE A WEEK 3. ONCE A WEEK 4. ONCE EVERY TWO OR THREE WEEKS 5. ONCE A MONTH 6. LESS THAN ONCE A MONTH 7. NEVER 0. NO ANSWER "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  1. MONDAY 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  40 1. TUESDAY 1072 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  32 1. WEDNESDAY 1080 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  41 1. THURSDAY 1071 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  25 1. FRIDAY 1087 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  131 1. SATURDAY 981 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  186 1. SUNDAY 926 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  14 1. THREE OR MORE DAYS CHECKED 1098 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  660 1. DID NOT GO TO THE MOVIES IN A TOWN OR CITY DURING PAST SEVEN DAYS 452 2. NOT CHOSEN "
"Q.31. DURING THE PAST SEVEN DAYS, ON WHAT DAY OR DAYS DID YOU GO TO THE MOVIES IN A TOWN OR CITY*  18 1. NO ANSWER 1094 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  1. STORIES ABOUT THE ARMY, NAVY, OR AVIATION 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  327 1. LIGHT COMEDY WITH CLEVER LINES 785 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  429 1. DANGER, EXCITEMENT AND ADVENTURE 683 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  157 1. ROMANCE AND MARRIAGE 955 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  220 1. DETECTIVE-MYSTERY 892 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  515 1. COMEDY WITH MUSIC AND DANCING 597 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  198 1. FUNNY OR COMICAL 914 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  136 1. SERIOUS DRAMA 976 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  230 1. HISTORICAL 882 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  18 1. OTHER KINDS 1094 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  19 1. I DON,T GO TO THE MOVIES 1093 2. NOT CHOSEN "
"Q.32. WHEN YOU GO TO THE MOVIES, WHAT THREE KINDS OF FEATURE PICTURES DO YOU LIKE BEST*  10 1. NO ANSWER 1102 2. NOT CHOSEN "
"Q.33. BESIDES THE FEATURE PICTURE, WHAT THREE KINDS OF ""SHORTS"" DO YOU LIKE BEST*  1. TRAVELOGUES 2. NOT CHOSEN "
"Q.33. BESIDES THE FEATURE PICTURE, WHAT THREE KINDS OF ""SHORTS"" DO YOU LIKE BEST*  476 1. CARTOONS 636 2. NOT CHOSEN "
"Q.33. BESIDES THE FEATURE PICTURE, WHAT THREE KINDS OF ""SHORTS"" DO YOU LIKE BEST*  234 1. SHORT COMEDIES 878 2. NOT CHOSEN "
"Q.33. BESIDES THE FEATURE PICTURE, WHAT THREE KINDS OF ""SHORTS"" DO YOU LIKE BEST*  574 1. NEWS REELS 538 2. NOT CHOSEN "
"Q.33. BESIDES THE FEATURE PICTURE, WHAT THREE KINDS OF ""SHORTS"" DO YOU LIKE BEST*  542 1. PICTURES SUCH AS ""MARCH OF TIME"" 570 2. NOT CHOSEN "
"Q.33. BESIDES THE FEATURE PICTURE, WHAT THREE KINDS OF ""SHORTS"" DO YOU LIKE BEST*  387 1. SPORTS REELS 725 2. NOT CHOSEN CARD 2 "
CARD.  2. CARD TWO 
DECK.  063. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-63A 2. S-63B 3. S-63C 4. S-63D 5. S-63E 6. S-63F 7. S-63G X. Q.33 CONTINUED. 
FORM.  92 1. HISTORICAL SHORTS 1022. NOT CHOSEN 
FORM.  53 1. PICTURES OF VAUDEVILLE ACTS 1059 2. NOT CHOSEN 
FORM.  347 1. PICTURES OF DANCE BANDS AND SINGERS 765 2. NOT CHOSEN 
FORM.  8 1. OTHER KINDS 1104 2. NOT CHOSEN 
"FORM.  17 1. I DON,T GO TO THE MOVIES 1095 2. NOT CHOSEN "
FORM.  11 1. NO ANSWER 1101 2. NOT CHOSEN 
"Q.34. WOULD YOU LIKE TO HAVE THE MOVIE THEATERS YOU ATTEND SHOW MORE WAR PICTURES, OR NOT SO MANY WAR PICTURES*  1. I WOULD LIKE THEM TO SHOW MORE WAR PICTURES 2. THEY SHOW ABOUT THE RIGHT NUMBER OF WAR PICTURES 3. I WOULD LIKE THEM TO SHOW LESS WAR PICTURES 4. I DON,T GO TO THE MOVIES 0. NO ANSWER "
"Q.35. ARE THE MOVIES AT YOUR CAMP THEATER SHOWN AT THE HOURS AND TIMES WHEN YOU CAN MOST EASILY GO, OR COULD YOU GO MORE EASILY AT SOME OTHER HOURS OR TIMES*  1. THE MOVIES ARE AT THE HOURS OR TIMES WHEN I CAN MOST EASILY GO 2. I COULD MORE EASILY GO AT SOME OTHER HOURS OR TIMES 3. WE DON,T HAVE ANY REGULAR MOVIES HERE IN CAMP 0. NO ANSWER "
"Q.36. ON THE WHOLE, WHICH DO YOU LIKE BEST - THE SINGLE FEATURE PROGRAMS OR THE DOUBLE FEATURE PROGRAMS AT YOUR CAMP THEATER*  1. I USUALLY LIKE THE DOUBLE FEATURE PROGRAMS BEST 2. I USUALLY LIKE THE SINGLE FEATURE PROGRAMS BEST 3. I DON,T LIKE EITHER ONE 4. UNDECIDED 5. WE DON,T HAVE ANY REGULAR MOVIES HERE IN CAMP 6. I DON,T GO TO THE MOVIES IN CAMP 0. NO ANSWER "
Q.37. ON THE WHOLE HOW SATISFIED ARE YOU WITH YOUR CHANCES TO SEE MOVIES HERE IN THIS CAMP*  1. I AM VERY WELL SATISFIED 2. I AM PRETTY WELL SATISFIED 3. I AM NOT SO WELL SATISFIED 4. I AM NOT SATISFIED AT ALL 0. NO ANSWER X. QUESTIONS 38 AND 39 NOT CODED. 
"Q.40. HOW IMPORTANT IS IT TO YOU PERSONALLY TO HAVE A CHANCE TO SEE MOVIES WHILE YOU ARE IN THE ARMY*  1. IT IS ABSOLUTELY NECESSARY 2. IT IS OF GREAT IMPORTANCE 3. IT IS OF MEDIUM IMPORTANCE 4. IT IS OF LITTLE IMPORTANCE 5. IT IS OF NO IMPORTANCE AT ALL 0. NO ANSWER P. THE WAR DEPARTMENT HAS STARTED A NEW SERIES OF SHORT (20 MINUTE) NEWS FILMS FOR SOLDIERS CALLED, ""THE WAR,"" TO BE SHOWN EVERY TWO WEEKS IN CAMP THEATERS ALONG WITH THE REGULAR PROGRAM. THESE ARE NOT THE ""WHY WE FIGHT"" PICTURES, NOT ""PRELUDE TO WAR,"" NOT ""THE NAZIS STRIKE,"" NOT ""DIVIDE AND CONQUER,"" AND NOT ""THE BATTLE OF BRITAIN."" THEY ARE SHORT NEWS FILMS LIKE NEWS REELS AND THE ""MARCH OF TIME"". "
"Q.41. HOW MANY OF THESE NEW SHORT NEWS FILMS CALLED, ""THE WAR,"" HAVE YOU SEEN*  1. I HAVE NEVER SEEN ANY 2. I HAVE SEEN ONE OR TWO 3. I HAVE SEEN THREE OR FOUR 4. I HAVE SEEN FIVE OR MORE 5. WE DON,T HAVE ANY REGULAR MOVIES HERE IN CAMP 6. I DON,T GO TO THE MOVIES IN CAMP 7. DON,T KNOW 0. NO ANSWER X. QUESTION 42 NOT CODED. "
"Q.43A. IS THE AIR FRESH ENOUGH*  1. USUALLY 2. ONLY PART OF THE TIME 3. HARDLY EVER 4. NO OPINION 5. I GO TO AN OPEN-AIR THEATER IN CAMP 6. I DON,T GO TO A THEATER IN CAMP 0. NO ANSWER "
"Q.43B. ARE THERE ENOUGH SEATS FOR EVERYONE WHO WANTS TO GO*  1. USUALLY 2. ONLY PART OF THE TIME 3. HARDLY EVER 4. NO OPINION 5. I DON,T GO TO A THEATER IN CAMP 0. NO ANSWER "
"Q.43C. ARE THE SEATS COMFORTABLE*  1. VERY COMFORTABLE 2. PRETTY COMFORTABLE 3. NOT SO COMFORTABLE 4. NOT COMFORTABLE AT ALL 5. NO OPINION 6. I DON,T GO TO A THEATER IN CAMP 0. NO ANSWER "
"Q.43D. ARE TOO MANY SEATS SAVED FOR OFFICERS*  1. YES, THERE ARE TOO MANY SEATS SAVED FOR OFFICERS 2. NO, THERE ARE NOT TOO MANY SEATS SAVED FOR OFFICERS 3. NO OPINION 4. I DON,T GO TO A THEATER IN CAMP 5. OFFICERS DON,T GO TO THIS THEATER 0. NO ANSWER X. QUESTION 44 NOT CODED. "
"Q.45. HAVE YOU SEEN ANY USO TRAVELING CAMP SHOWS HERE IN THIS CAMP* (IF YES, HOW MANY*)  01. YES, HAVE SEEN 1 02. YES, 2 03. YES, 3 04. YES, 4 05. YES, 5 06. YES, 6-9 07. YES, 10 AND OVER 08. YES, NO ANSWER TO HOW MANY 09. NO, HAVE NOT SEEN ANY 10. DON,T KNOW 00. NO ANSWER "
"Q.46. HAVE YOU SEEN ANY STAGE SHOWS PUT ON BY CIVILIANS FROM NEARBY TOWNS HERE IN THIS CAMP* (IF YES, HOW MANY*)  01. YES, HAVE SEEN 1 02. YES, 2 03. YES, 3 04. YES, 4 05. YES, 5 06. YES, 6-9 07. YES, 10 AND OVER 08. YES, NO ANSWER TO HOW MANY 09. NO, HAVE NOT SEEN ANY 10. DON,T KNOW 00. NO ANSWER "
"Q.47. HAVE YOU SEEN ANY ""BIG TIME"" RADIO PROGRAMS THAT VISITED THIS CAMP* (IF YES, HOW MANY*)  01. YES, HAVE SEEN 1 02. YES, 2 03. YES, 3 04. YES, 4 05. YES, 5 06. YES, 6-9 07. YES, 10 AND OVER 08. YES, NO ANSWER TO HOW MANY 09. NO, HAVE NOT SEEN ANY 10. DON,T KNOW 11. NO ANSWER 00. NO CODE OR NO DATA "
"Q.48. HAVE YOU SEEN ANY STAGE SHOWS PUT ON BY SOLDIERS HERE IN THIS CAMP* (IF YES, HOW MANY*) (THIS INCLUDES SMALL SHOWS LIKE ""AMATEUR NIGHT"" OR VAUDEVILLE ACTS, AS WELL AS BIG SHOWS.)  01. YES, HAVE SEEN 1 02. YES, 2 03. YES, 3 04. YES, 4 05. YES, 5 06. YES, 6-9 07. YES, 10 AND OVER 08. YES, NO ANSWER TO HOW MANY 09. NO, HAVE NOT SEEN ANY 10. DON,T KNOW 00. NO ANSWER "
"Q.49. HAVE YOU SEEN ANY OTHER KINDS OF STAGE SHOWS BESIDES THE FOUR KINDS JUST ASKED ABOUT, HERE IN THIS CAMP* (IF YES, HOW MANY*)  1. YES, HAVE SEEN 1 2. YES, 2 3. YES, 3 4. YES, 4 5. YES, 5 6. YES, 6-9 7. YES, 10 AND OVER 8. YES, NO ANSWER HOW MANY 9. NO, HAVE NOT SEEN ANY 0. NO ANSWER "
"Q.50. ABOUT HOW OFTEN DO THEY HAVE STAGE SHOWS OF ANY KIND, HERE IN THIS CAMP, CLOSE ENOUGH FOR THE MEN IN YOUR OUTFIT TO GET TO*  1. MORE THAN ONCE A WEEK 2. ABOUT ONCE A WEEK 3. ABOUT ONCE EVERY TWO WEEKS 4. ABOUT ONCE A MONTH 5. LESS THAN ONCE A MONTH 6. DON,T HAVE THEM AT ALL 7. DON,T KNOW 0. NO ANSWER "
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  1. OVER THE LOUD-SPEAKER 2. NOT CHOSEN 
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  93 1. FROM CAMP NEWSPAPERS 1019 2. NOT CHOSEN 
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  726 1. FROM POSTERS AND BULLETIN BOARDS 386 2. NOT CHOSEN 
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  33 1. FROM OFFICERS AND NON-COMS 1079 2. NOT CHOSEN 
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  124 1. FROM HEARING THE FELLOWS TALK ABOUT IT 988 2. NOT CHOSEN 
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  5 1. IN SOME OTHER WAY 1107 2. NOT CHOSEN 
"Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  71 1. DON,T KNOW 1041 2. NOT CHOSEN "
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  15 1. I HARDLY EVER FIND OUT ABOUT IT TILL AFTERWARDS 1097 2. NOT CHOSEN 
"Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  20 1. THEY DON,T HAVE ANY STAGE SHOWS HERE IN THIS CAMP 1092 2. NOT CHOSEN "
Q.51. HOW DO YOU MOST OFTEN FIND OUT ABOUT A STAGE SHOW THAT IS GOING TO BE PUT ON IN YOUR CAMP*  16 1. NO ANSWER 1096 2. NOT CHOSEN 
