"Q.9A. IF THE ARMY SCORE CARD PLAN (THE POINT SYSTEM) IS CARRIED OUT IN THE WAY IT IS SUPPOSED TO BE, DO YOU THINK IT WILL GIVE THE MEN A SQUARE DEAL*  1. THE PLAN WILL GIVE ALMOST ALL MEN A SQUARE DEAL 2. THE PLAN WILL GIVE MANY MEN A SQUARE DEAL, BUT NOT ALL 3. THE PLAN WILL GIVE SOME MEN A SQUARE DEAL, BUT NOT VERY MANY 4. THE PLAN WILL GIVE VERY FEW MEN A SQUARE DEAL 5. UNDECIDED 0. NO ANSWER "
Q.9B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
Q.10A. HOW SATISFIED ARE YOU PERSONALLY WITH THE ARMY SCORE CARD PLAN*  1. VERY SATISFIED 2. SATISFIED 3. DISSATISFIED 4. VERY DISSATISFIED 5. UNDECIDED 0. NO ANSWER 
Q.10B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
Q.11A. THE ARMY SCORE CARD PLAN IS BASED ON WHAT THE SOLDIERS THEMSELVES SAID. DO YOU THINK IT WAS A GOOD IDEA OR A BAD IDEA TO ASK THE SOLDIERS THEMSELVES ABOUT WHICH MEN SHOULD GET OUT OF THE ARMY FIRST*  1. IT WAS A VERY GOOD IDEA 2. IT WAS A FAIRLY GOOD IDEA 3. IT WAS A PRETTY POOR IDEA 4. IT WAS A VERY BAD IDEA 5. UNDECIDED 0. NO ANSWER 
Q.11B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
Q.12A. HOW DO YOU FEEL ABOUT THE ARMY SCORE CARD PLAN AS COMPARED TO SOME OTHER PLAN THAT MIGHT HAVE BEEN USED*  1. IT IS THE BEST ONE THAT COULD HAVE BEEN USED 2. IT IS AS GOOD AS ANY THAT COULD HAVE BEEN USED 3. A SOMEWHAT BETTER ONE COULD HAVE BEEN USED 4. A MUCH BETTER ONE COULD HAVE BEEN USED 5. UNDECIDED 0. NO ANSWER 
Q.12B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.13A. IN YOUR OPINION, ARE THERE ANY THINGS FOR WHICH POINTS OUGHT TO BE GIVEN THAT ARE NOT USED IN THE ARMY SCORE CARD PLAN*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
Q.13B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.14A. IN YOUR OPINION, IS THE ARMY SCORE CARD PLAN GIVING POINTS FOR ANYTHING WHICH YOU THINK SHOULD NOT BE USED*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
Q.14B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.15A. IN YOUR OPINION, HOW FAIR DO YOU THINK THE ARMY SCORE CARD PLAN IS*  1. VERY FAIR 2. PRETTY FAIR 3. NOT SO FAIR 4. NOT AT ALL FAIR 5. UNDECIDED 0. NO ANSWER "
Q.15B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.16A. UNDER THE ARMY SCORE CARD PLAN, SOME MEN WILL BE RETURNED TO THE STATES BECAUSE THEY HAVE THE HIGHEST POINT SCORES AND THEREFORE WILL BE FIRST IN TURN TO GET OUT OF THE ARMY. HOW MANY OF THESE MEN WHO ARE FIRST IN TURN TO GET OUT OF THE ARMY DO YOU THINK REALLY WILL BE LET OUT SOON AFTER THEY GET BACK TO THE U.S.*  1. ALMOST ALL OF THEM WILL BE LET OUT 2. MOST OF THEM WILL BE LET OUT 3. ABOUT HALF OF THEM WILL BE LET OUT 4. ONLY A FEW OF THEM WILL BE LET OUT 5. ALMOST NONE OF THEM WILL BE LET OUT 0. NO ANSWER "
Q.16B. HOW SURE DO YOU FEEL ABOUT THIS*  1. NOT AT ALL SURE 2. NOT SO SURE 3. FAIRLY SURE 4. VERY SURE 0. NO ANSWER 
"Q.17A. IN YOUR OPINION, HOW GOOD A JOB DO YOU THINK THE ARMY WILL DO IN CARRYING OUT THE ARMY SCORE CARD PLAN*  1. A VERY GOOD JOB 2. A FAIRLY GOOD JOB 3. A PRETTY POOR JOB 4. A VERY BAD JOB 5. UNDECIDED 0. NO ANSWER "
Q.17B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.18A. AS FAR AS YOU CAN TELL, HOW SATISFIED ARE YOU WITH THE WAY THE ARMY SCORE CARD PLAN IS WORKING OUT UP TO NOW*  1. VERY SATISFIED 2. SATISFIED 3. DISSATISFIED 4. VERY DISSATISFIED 5. UNDECIDED 0. NO ANSWER "
Q.18B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.19A. IN GENERAL, DO YOU THINK THE ARMY IS TRYING ITS BEST TO CARRY OUT THE ARMY SCORE CARD PLAN AS IT SHOULD BE CARRIED OUT*  1. YES, IT IS TRYING ITS BEST 2. IT IS TRYING SOME, BUT NOT HARD ENOUGH 3. IT IS HARDLY TRYING AT ALL 0. NO ANSWER "
Q.19B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.20. WHAT IS YOUR OWN POINT SCORE*  ANP (ACTUAL NUMBER POINTS) 01. 1 POINT . . . 89. 89 POINTS 90. 90-99 POINTS 91.100-109 POINTS 92.110-119 POINTS 93.120 POINTS AND OVER 94.DON,T KNOW 99.NO ANSWER P. NOW, HERE ARE SOME QUESTIONS ABOUT ARMY LIFE. "
"Q.21A. ON THE WHOLE, WOULD YOU SAY YOU ARE WELL ADJUSTED OR POORLY ADJUSTED TO ARMY LIFE*  1. I AM VERY WELL ADJUSTED 2. I AM FAIRLY WELL ADJUSTED 3. I AM NOT SO WELL ADJUSTED 4. I AM VERY POORLY ADJUSTED 0. NO ANSWER "
Q.21B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
Q.22A. HOW MUCH DO YOU PERSONALLY LIKE YOUR OFFICERS*  1. VERY MUCH 2. PRETTY MUCH 3. NOT SO MUCH 4. NOT AT ALL 0. NO ANSWER 
Q.22B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.23A. DO YOUR OFFICERS GIVE YOU A GOOD CHANCE TO ASK QUESTIONS AS TO THE REASON WHY THINGS ARE DONE THE WAY THEY ARE*  1. YES, ALWAYS 2. YES, USUALLY 3. NO, NOT VERY OFTEN 4. NO, ALMOST NEVER 5. UNDECIDED 0. NO ANSWER "
Q.23B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.24A. DO YOU FEEL THAT YOUR OFFICERS RECOGNIZE YOUR ABILITIES AND WHAT YOU ARE ABLE TO DO*  1. YES, I,M SURE THEY DO 2. YES, I THINK THEY DO BUT I,M NOT SURE 3. NO, I DON,T THINK THEY DO 4. UNDECIDED 0. NO ANSWER "
Q.24B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.25A. ON THE WHOLE, HOW IS YOUR MORALE*  1. VERY HIGH 2. FAIRLY HIGH 3. JUST SO-SO 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER "
Q.25B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.26A. ALL THINGS CONSIDERED, DO YOU THINK THE ARMY IS RUN ABOUT AS EFFICIENTLY AS POSSIBLE, OR DO YOU THINK IT COULD BE RUN BETTER*  1. IT IS RUN ABOUT AS WELL AS POSSIBLE, EVERYTHING CONSIDERED 2. IT COULD BE RUN SOMEWHAT BETTER 3. IT COULD BE RUN A LOT BETTER 0. NO ANSWER "
Q.26B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.27A. DO TOO MANY OF THE THINGS YOU HAVE TO DO IN THE ARMY SEEM UNNECESSARY*  1. YES, TOO MANY OF THEM SEEM UNNECESSARY 2. NO, NOT TOO MANY OF THEM SEEM UNNECESSARY 3. NO ANSWER 0. NO CODE OR NO DATA "
Q.27B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.28A. IN GENERAL DO YOU THINK THE ARMY HAS TRIED ITS BEST TO SEE THAT MEN GET AS SQUARE A DEAL AS POSSIBLE*  1. YES, IT HAS TRIED ITS BEST 2. IT HAS TRIED SOME BUT NOT HARD ENOUGH 3. IT HAS HARDLY TRIED AT ALL 0. NO ANSWER "
Q.28B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.29A. IN GENERAL, DO YOU FEEL YOU YOURSELF HAVE GOTTEN A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE I HAVEN,T GOTTEN A SQUARE DEAL 0. NO ANSWER "
Q.29B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT STRONGLY AT ALL 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.30A. DO YOU FEEL THAT THE ARMY IS TRYING ITS BEST TO LOOK OUT FOR THE WELFARE OF ENLISTED MEN*  1. YES, IT IS TRYING ITS BEST 2. IT IS TRYING SOME, BUT NOT HARD ENOUGH 3. IT IS HARDLY TRYING AT ALL 0. NO ANSWER "
Q.30B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.31A. IN GENERAL, HOW INTERESTED DO YOU THINK THE ARMY IS IN YOUR WELFARE*  1. VERY MUCH 2. PRETTY MUCH 3. NOT SO MUCH 4. NOT AT ALL 0. NO ANSWER "
Q.31B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.32A. WHAT DO YOU THINK OF THE STATEMENT THAT ""THE ARMY MAKES A MAN OUT OF YOU*""  1. THERE,S A LOT TO IT 2. THERE MAY BE SOMETHING TO IT, BUT I,M STILL DOUBTFUL 3. THERE IS NOT MUCH TO IT 4. NO OPINION 0. NO ANSWER "
Q.32B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.33A. IN THE ARMY, SOME JOBS ARE NATURALLY HARDER AND MORE DANGEROUS THAN OTHERS AND THE ARMY HAS TO PUT MEN WHERE IT THINKS THEY ARE NEEDED. CONSIDERING EVERYTHING, DO YOU THINK THE ARMY IS TRYING ITS BEST TO SEE THAT, AS FAR AS POSSIBLE, NO MAN GETS MORE THAN HIS FAIR SHARE OF THE HARD AND DANGEROUS JOBS*  1. YES, IT IS TRYING ITS BEST 2. IT IS TRYING SOME, BUT NOT HARD ENOUGH 3. IT IS HARDLY TRYING AT ALL 0. NO ANSWER "
Q.33B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.34A. DO YOU THINK THE ARMY IS TRYING ITS BEST TO SEE THAT THE MEN WHO HAVE THE HARD AND DANGEROUS JOBS GET THE SPECIAL CONSIDERATION AND BREAKS THEY DESERVE*  1. YES, IT IS TRYING ITS BEST 2. IT IS TRYING SOME, BUT NOT HARD ENOUGH 3. IT IS HARDLY TRYING AT ALL 0. NO ANSWER "
Q.34B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.35A. ON THE WHOLE, DO YOU THINK THE ARMY GIVES A MAN A CHANCE TO SHOW WHAT HE CAN DO*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 0. NO ANSWER "
Q.35B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
"Q.36A. IN GENERAL, HOW WELL DO YOU THINK THE ARMY IS RUN*  1. IT IS RUN VERY WELL 2. IT IS RUN PRETTY WELL 3. IT IS NOT RUN SO WELL 4. IT IS RUN VERY POORLY 5. UNDECIDED 0. NO ANSWER "
Q.36B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER 
Q.37A. DO YOU THINK WHEN YOU ARE DISCHARGED YOU WILL GO BACK TO CIVILIAN LIFE WITH A FAVORABLE OR UNFAVORABLE ATTITUDE TOWARD THE ARMY*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. ABOUT 50-50 4. FAIRLY UNFAVORABLE 5. VERY UNFAVORABLE 0. NO ANSWER 
Q.37B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. NOT AT ALL STRONGLY 2. NOT SO STRONGLY 3. FAIRLY STRONGLY 4. VERY STRONGLY 0. NO ANSWER P. THE OFFICE OF THE SURGEON GENERAL IS INTERESTED IN FINDING OUT ABOUT THE HEALTH OF SOLDIERS LIKE YOURSELF. PLEASE ANSWER THESE QUESTIONS CAREFULLY EVEN THOUGH SOME OF THEM MAY SOUND STRANGE TO YOU. 
Q.38A. DO YOU HAVE ANY PARTICULAR PHYSICAL OR HEALTH PROBLEM*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER X. COL. 80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  215. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.0. NOT USED  Y. COL. 9 NOT USED. 
Q.38B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.39A. HAVE YOU EVER BEEN BOTHERED BY SHORTNESS OF BREATH WHEN YOU WERE NOT EXERCISING OR WORKING HARD*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.39B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.40A. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.40B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.41A. ARE YOU EVER BOTHERED BY HAVING NIGHTMARES (DREAMS THAT FRIGHTEN OR UPSET YOU VERY MUCH)*  1. YES, MANY TIMES 2. YES, A FEW TIMES 3. NO, NEVER 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.41B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
Q.42A. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 0. NO ANSWER 
Q.42B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.43A. HAVE YOU EVER BEEN TROUBLED BY ""COLD SWEATS*""  1. YES, OFTEN 2. YES, A FEW TIMES 3. NO, NEVER 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.43B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.44A. HAVE YOU EVER HAD ANY FAINTING SPELLS*  1. YES, SEVERAL TIMES 2. YES, A FEW TIMES 3. NEVER HAD ANY 0. NO ANSWER "
Q.44B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.45A. HAVE YOU EVER BEEN BOTHERED BY YOUR HEART BEATING HARD*  1. YES, OFTEN 2. YES, A FEW TIMES 3. NO, NEVER 0. NO ANSWER "
Q.45B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.46A. HAVE YOU EVER BEEN BOTHERED BY PRESSURE OR PAINS IN THE HEAD*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.46B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.47A. HAVE YOU EVER HAD SPELLS OF DIZZINESS*  1. YES, MANY TIMES 2. YES, A FEW TIMES 3. NO, NEVER 0. NO ANSWER "
Q.47B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
Q.48A. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.48B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.49A. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.49B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.50A. DO YOU EVER BITE YOUR FINGERNAILS NOW*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.50B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.51A. ARE YOU EVER TROUBLED BY SICK HEADACHES*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.51B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER 
"Q.52A. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.52B. HOW HARD WAS IT FOR YOU TO ANSWER THIS QUESTION*  1. VERY HARD 2. FAIRLY HARD 3. NOT SO HARD 4. NOT HARD AT ALL 0. NO ANSWER P. HERE ARE SOME QUESTIONS ABOUT THE WAC. 
Q.53A. DO YOU THINK A WOMAN CAN DO MORE FOR HER COUNTRY IN THE WAC OR BY WORKING IN A WAR INDUSTRY*  1. SHE CAN DO MUCH MORE IN WAR INDUSTRY 2. SHE CAN DO SOMEWHAT MORE IN WAR INDUSTRY 3. SHE CAN DO SOMEWHAT MORE IN THE WAC 4. SHE CAN DO MUCH MORE IN THE WAC 5. UNDECIDED 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.53B. HOW SURE ARE YOU ABOUT THIS*  1. NOT SURE AT ALL 2. NOT SO SURE 3. FAIRLY SURE 4. VERY SURE 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.54A. HOW USEFUL DO YOU THINK THE TRAINING A WOMAN GETS IN THE WAC WILL BE IN CIVILIAN LIFE*  1. NO USE AT ALL 2. SOME USE, BUT NOT MUCH 3. FAIRLY USEFUL 4. VERY USEFUL 5. UNDECIDED 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.54B. HOW SURE ARE YOU ABOUT THIS*  1. NOT SURE AT ALL 2. NOT SO SURE 3. FAIRLY SURE 4. VERY SURE 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.55A. HOW MANY OF THE JOBS IN THE WAC DO YOU THINK ARE INTERESTING AND AGREEABLE*  1. ALL OF THEM ARE 2. MOST OF THEM ARE 3. ABOUT HALF OF THEM ARE 4. FEW OF THEM ARE 5. NONE OF THEM ARE 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.55B. HOW SURE ARE YOU ABOUT THIS*  1. NOT SURE AT ALL 2. NOT SO SURE 3. FAIRLY SURE 4. VERY SURE 5. NO ANSWER 0. NO CODE OR NO DATA 
