CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36I.,Q.36J.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.,V.63.
1,101,43,3,2,5,2,2,11,2,24,4,12,1,2,3,1,1,3,1,1,1,2,3,1,3,8,1,2,2,8,2,2,1,2,6,2,2,2,2,2,1,4,1,4,1,4,4,1,4,4,4,4,1,2,1,2,4,4,2,4,4,4,1,2,3,2,1,1,1,2,101,43,3,1,1,1,2,1,2,1,1,1,1,2,2,2,4,2,4,4,4,4,4,4,4,4,1,1,1,5,5,5,3,1,4,1,2,1,1,1,2,0,25,60,5,10,1,1,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,4,4,3,2,1
1,101,44,3,2,2,1,2,9,4,4,4,11,1,1,3,2,1,3,1,1,1,2,4,3,1,8,3,3,2,3,1,2,2,2,0,2,5,2,2,1,2,3,1,4,4,4,3,4,4,4,4,4,3,4,4,4,1,4,4,4,4,2,1,4,3,3,1,1,1,2,101,44,3,3,1,1,2,1,3,1,3,1,1,3,1,2,3,4,4,4,4,4,3,4,4,4,3,5,5,5,5,1,3,2,2,2,2,1,2,1,2,0,2,98,0,0,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,5,1,4,3,4,3
1,101,45,3,3,5,1,4,9,4,7,4,9,1,2,3,1,1,3,2,2,1,2,3,1,1,1,2,2,2,3,2,1,1,1,3,1,1,2,2,2,3,4,4,1,1,4,4,1,4,4,4,4,1,4,4,4,4,4,1,4,4,3,1,3,3,2,1,1,3,2,101,45,3,3,1,1,1,1,3,2,1,1,1,1,1,5,2,4,4,4,2,4,2,4,4,4,1,2,1,2,1,1,4,1,3,1,3,1,1,1,2,0,0,0,0,0,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,6,5,4,1,3
1,101,46,3,2,6,1,2,9,4,20,4,9,1,2,3,2,1,3,1,2,1,2,3,1,2,9,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,4,1,4,1,4,1,1,4,4,4,4,4,1,1,4,4,1,1,4,4,3,1,1,3,3,1,1,1,2,101,46,3,1,1,1,3,1,3,1,1,1,1,3,3,1,2,3,4,4,4,4,3,4,4,4,1,3,1,5,1,5,2,1,2,1,2,2,2,1,2,5,30,50,15,0,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,6,5,3,3,3
1,101,47,3,2,2,2,2,9,4,18,4,4,1,2,3,1,3,3,1,1,1,2,3,1,2,0,0,0,2,2,2,1,2,1,6,2,5,1,3,1,2,4,1,4,1,1,2,1,1,1,2,2,1,4,1,4,4,1,4,1,1,3,3,3,3,2,1,2,3,2,101,47,3,3,3,1,1,1,2,2,1,1,1,3,1,2,2,4,4,4,4,4,4,4,4,4,1,1,1,5,5,5,4,2,3,2,3,1,1,1,2,0,20,50,5,25,1,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,6,5,3,5,1,3
1,101,48,3,1,3,3,2,9,4,13,4,4,1,2,3,2,1,3,1,1,1,2,3,1,1,8,0,0,2,2,1,1,1,1,3,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,2,1,1,3,2,101,48,3,3,1,1,1,1,2,1,1,1,1,2,1,0,2,4,4,4,4,4,4,4,4,4,3,1,2,5,5,2,4,1,2,1,2,1,3,1,0,3,84,10,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,5,4,5,3,4,3
1,101,49,3,3,5,2,3,12,3,25,4,4,1,2,3,1,1,2,1,1,1,2,1,1,1,8,2,3,2,3,1,1,1,1,3,1,1,1,2,1,2,2,1,1,2,3,4,1,1,4,1,2,4,1,1,4,4,2,2,4,1,4,1,3,3,2,1,1,1,2,101,49,3,2,1,1,1,1,1,1,1,2,1,1,1,1,4,3,4,4,3,4,4,4,4,4,1,5,1,1,1,2,2,1,1,1,2,1,1,1,2,0,25,75,0,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,3,5,4,3,2
1,101,50,3,1,5,3,2,9,4,5,4,6,1,2,3,1,1,3,1,2,1,2,3,1,1,8,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,4,1,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,2,3,3,3,1,3,2,101,50,3,1,1,1,3,1,2,1,1,1,4,1,1,1,2,3,4,3,2,4,2,4,4,4,1,2,1,3,1,2,1,1,1,1,1,1,1,1,2,10,30,50,10,0,2,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,1,3,4,4,3
1,101,51,3,2,3,4,2,9,4,15,4,4,1,2,3,1,1,3,1,2,1,2,3,2,2,0,0,0,4,3,2,2,2,2,2,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,3,1,1,1,2,101,51,3,1,1,1,2,1,1,2,1,1,2,1,1,1,4,2,4,4,2,4,4,4,4,2,1,5,1,5,1,2,2,1,4,1,3,2,0,1,2,0,10,88,2,0,1,1,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,3,3,3,5,1,3
1,101,52,3,2,5,2,4,9,2,1,4,4,1,2,3,1,3,0,2,1,1,3,4,1,1,8,2,0,2,2,2,1,2,1,3,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,3,3,1,1,1,2,101,52,3,1,1,1,1,1,0,1,1,1,1,1,1,5,2,2,4,4,0,4,4,4,4,2,1,2,1,2,1,1,3,1,3,1,3,1,2,1,2,10,20,35,10,25,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0,3,1
1,101,53,3,2,3,4,3,9,3,3,4,7,1,3,3,3,1,3,2,1,1,1,2,2,3,8,1,2,2,3,1,1,1,1,1,2,3,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,3,1,1,2,2,101,53,3,1,1,1,1,1,3,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,0,1,1,2,1,1,1,2,3,2,3,2,2,1,2,5,5,85,5,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,1,2
1,101,54,3,2,3,3,2,9,3,30,4,4,1,2,3,1,1,2,2,1,1,2,2,2,2,2,1,2,4,3,2,1,2,1,3,2,0,2,2,1,1,4,1,4,2,4,1,1,4,4,4,4,3,3,4,4,1,1,1,4,4,4,1,4,3,2,1,1,1,2,101,54,3,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,4,4,2,4,2,4,4,4,1,3,1,2,2,2,2,1,2,1,2,1,1,1,2,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,4,0,0,1
1,101,55,3,3,5,2,2,12,3,5,4,4,1,2,3,1,3,3,1,1,1,2,3,1,1,8,1,3,2,2,1,1,1,1,3,2,2,1,2,1,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,1,1,3,2,101,55,3,3,1,1,1,1,3,1,1,1,1,3,3,1,1,2,4,4,2,4,2,4,4,4,3,1,1,1,1,1,3,2,3,2,3,1,1,1,2,5,85,10,0,0,2,1,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,3,6,3,4,1,2
1,101,56,3,3,5,2,2,9,4,0,4,11,1,2,3,3,0,0,2,2,0,1,0,0,4,8,0,0,0,3,2,3,1,2,0,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,1,1,1,2,101,56,3,1,1,1,1,1,3,0,1,3,2,1,1,5,2,1,2,4,2,4,4,4,4,4,1,0,0,0,0,0,3,2,2,3,2,3,2,1,0,5,15,75,5,0,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,0,5,3
1,101,57,3,1,1,1,2,12,2,20,4,4,1,2,3,1,1,2,1,1,1,2,3,1,1,8,1,2,2,3,1,1,1,1,3,1,1,1,1,1,2,4,1,4,2,4,4,1,4,4,4,4,4,1,4,4,4,4,1,1,4,4,2,3,3,1,1,1,3,2,101,57,3,1,1,1,1,1,1,1,1,1,1,3,2,1,2,4,4,4,4,4,4,4,4,4,1,2,1,2,1,1,3,1,1,1,1,1,1,2,2,0,0,0,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,5,4,1,1
1,101,58,3,2,4,1,2,9,3,20,4,4,1,1,3,1,1,2,1,2,1,2,3,1,2,8,1,3,4,2,2,1,1,0,3,2,3,2,2,1,1,4,0,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,3,4,4,4,3,2,3,2,1,1,1,2,101,58,3,1,1,1,1,1,3,1,1,1,1,3,3,1,2,4,4,4,4,4,2,4,4,4,1,5,1,5,1,1,3,1,3,1,2,1,1,1,2,0,65,35,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,2,5,0,5,2
1,101,59,3,3,5,2,2,8,4,999,4,11,1,2,3,1,1,4,1,1,0,3,0,1,1,0,0,0,0,3,1,1,2,0,0,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,1,0,2,101,59,3,0,1,1,1,1,3,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,2,1,3,1,1,0,2,0,0,99,1,0,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,3,4,5,3,1
1,101,60,3,2,0,1,3,1,2,7,4,4,1,2,3,1,2,3,2,1,2,2,3,1,1,1,2,3,2,2,2,2,1,1,3,1,1,1,1,1,2,4,4,2,2,4,4,2,4,4,1,1,2,2,1,4,4,4,4,4,4,4,3,4,3,3,1,1,1,2,101,60,3,1,1,1,1,1,3,1,3,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,2,1,2,1,1,2,2,0,20,80,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,3,4,3,2,2
1,101,61,3,2,2,1,3,1,2,25,4,9,1,2,3,2,1,3,2,1,1,2,2,1,1,1,2,2,2,8,2,2,1,1,6,2,5,1,2,1,2,4,1,4,2,4,2,1,4,4,4,4,2,2,1,1,4,2,2,4,4,3,2,3,3,3,1,1,2,2,101,61,3,3,1,1,3,1,3,1,1,2,1,0,0,1,2,2,3,4,2,4,2,4,4,4,1,1,1,1,1,2,2,1,3,1,3,1,3,2,2,5,15,70,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,4,3,2,2
1,101,62,3,2,5,1,2,6,3,15,4,9,1,2,3,1,1,2,2,1,0,2,2,1,1,8,3,2,2,2,2,2,2,1,3,2,2,2,2,2,1,2,1,4,2,2,4,2,4,1,4,4,2,2,2,4,4,4,2,4,4,4,1,1,3,3,1,1,1,2,101,62,3,2,1,1,2,1,3,2,1,1,1,1,1,2,4,2,4,4,4,4,4,4,4,2,1,2,1,3,2,5,2,2,2,2,2,1,3,1,2,2,40,45,5,8,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,2,3,4,2,1
1,101,63,3,1,4,2,2,9,4,20,4,0,1,1,3,2,1,3,1,1,1,2,2,2,1,1,0,0,2,2,1,1,3,2,2,2,4,1,2,1,1,4,4,1,4,4,2,1,1,4,1,4,1,1,1,1,4,1,2,1,1,2,1,1,2,2,0,1,3,2,101,63,3,3,1,1,1,1,3,1,1,1,1,2,2,2,3,2,4,4,4,4,4,4,4,4,3,5,1,5,3,5,2,1,3,1,2,1,2,1,2,1,30,54,5,10,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,5,2,4,3,2,3
1,101,64,3,3,5,2,2,7,4,2,4,10,1,1,3,1,1,3,2,1,1,3,3,1,1,8,1,2,2,3,2,2,2,1,3,2,4,1,2,1,2,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,2,4,4,3,1,4,2,2,1,1,3,2,101,64,3,3,1,1,2,1,3,2,1,1,1,1,1,1,1,2,4,4,2,4,3,4,4,4,1,1,1,2,5,3,2,1,4,3,3,2,3,2,2,0,0,97,0,0,2,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,5,5,1
1,101,65,3,2,3,3,3,10,3,21,4,10,1,1,3,2,1,3,2,2,2,3,3,3,1,8,2,3,3,8,2,2,1,1,6,3,3,5,3,3,3,1,4,1,1,2,1,2,1,4,1,1,1,2,2,2,1,1,1,4,4,3,1,1,3,2,1,1,1,2,101,65,3,1,1,1,2,1,3,1,1,1,1,0,0,3,3,4,4,4,4,4,3,4,4,4,1,5,1,5,3,5,2,1,4,1,3,1,1,1,2,1,10,70,15,4,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,5,3,5,4,4,2
1,101,66,3,3,5,1,2,11,3,25,4,4,1,3,3,1,1,3,2,2,2,2,3,3,2,8,1,3,2,2,1,1,2,1,3,2,2,2,2,2,4,1,2,1,3,4,2,2,4,1,4,1,3,3,1,4,4,2,3,1,1,4,3,2,3,2,1,1,1,2,101,66,3,3,1,1,1,1,3,1,3,2,1,3,1,2,1,4,2,4,2,4,2,4,4,4,3,5,1,5,2,2,3,1,2,1,3,2,1,1,2,0,40,50,5,5,1,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,4,3,1,1
1,101,67,3,2,2,1,4,6,4,6,4,4,1,2,3,1,3,4,1,1,1,3,2,1,2,8,1,1,3,3,1,2,2,2,2,2,0,1,2,1,2,4,1,1,2,4,2,2,1,4,4,4,2,3,1,1,4,1,2,3,3,3,1,1,3,2,1,1,3,2,101,67,3,3,1,1,2,1,0,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,1,2,1,5,1,3,3,1,2,1,2,1,1,2,1,0,5,75,0,20,2,1,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,3,3,4,3,1,1
1,101,68,3,2,2,1,2,10,3,25,4,0,1,2,3,1,3,3,1,2,1,2,3,3,1,1,1,1,2,3,1,1,1,2,6,2,2,2,2,2,3,4,2,4,2,4,1,1,4,4,4,4,4,3,4,4,3,4,4,2,4,4,3,3,3,3,1,1,1,2,101,68,3,1,1,1,2,1,1,1,1,1,1,3,1,1,2,2,4,4,4,4,4,4,4,4,0,2,1,4,1,1,4,2,2,2,2,1,0,2,2,0,0,97,0,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,0,3,3,4,3,4,1
1,101,69,3,1,5,3,2,11,1,999,4,4,1,2,3,2,3,3,1,1,1,2,4,1,1,8,1,3,2,0,1,2,2,1,3,2,5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,1,1,1,2,101,69,3,1,1,1,1,1,3,1,1,1,2,1,1,1,0,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,75,23,1,0,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,6,0,3,4,1,2
1,101,70,3,3,5,1,2,8,3,2,4,9,1,2,3,2,1,3,1,1,1,2,3,1,1,8,1,3,0,0,2,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,3,2,3,1,3,2,101,70,3,3,1,1,1,1,3,1,1,1,1,1,1,3,3,2,4,4,3,4,3,4,4,4,1,1,1,5,3,3,4,1,3,1,2,1,2,2,2,5,15,75,4,1,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,4,2,4,3,4,2
1,101,71,3,1,5,3,2,9,4,5,4,0,1,2,3,1,1,2,1,2,1,2,3,1,0,8,0,0,2,1,2,3,1,2,6,2,5,2,1,2,2,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,2,1,3,3,1,1,1,2,101,71,3,1,1,1,2,1,2,1,1,1,1,3,1,3,1,4,4,4,4,4,2,4,4,2,1,5,1,2,1,5,3,1,1,1,1,1,1,1,2,0,75,20,5,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6,3,4,5,1,3
1,101,72,3,3,5,2,2,12,3,29,4,9,1,2,3,1,1,2,1,1,1,2,3,1,2,4,1,1,2,3,2,1,1,1,2,2,3,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,3,3,1,1,3,2,101,72,3,3,1,1,1,1,3,1,3,2,1,3,1,3,1,2,4,4,4,4,3,4,4,4,3,1,3,1,1,1,4,1,3,1,4,1,1,1,2,0,10,60,1,29,1,1,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,0,1,1
1,101,73,3,2,5,3,2,1,3,20,4,4,1,2,3,1,1,3,2,1,2,2,3,3,2,2,2,2,2,2,2,1,2,2,3,2,3,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,4,3,1,3,3,1,1,1,2,101,73,3,1,1,1,3,1,1,2,3,2,1,1,1,1,2,3,4,4,4,4,4,4,4,4,1,1,1,1,1,5,2,1,4,2,3,3,2,1,2,2,68,15,15,0,2,3,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,5,3,0,1
1,101,74,3,2,5,3,2,6,3,25,4,10,1,3,3,3,1,3,2,2,1,3,2,1,2,8,1,1,4,3,1,2,1,1,3,1,0,1,2,1,2,1,1,1,2,2,1,1,2,4,1,4,2,3,1,4,4,2,4,4,2,2,1,2,3,3,1,1,3,2,101,74,3,2,1,1,3,1,2,1,1,1,1,1,1,1,3,2,4,4,3,4,3,4,4,3,1,1,1,3,2,1,2,2,3,2,2,1,2,1,2,0,5,65,10,20,2,1,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,5,1,1
1,101,75,3,3,5,1,3,12,3,26,4,4,1,2,3,3,1,2,1,1,1,2,3,1,1,2,3,2,2,2,2,1,1,2,1,2,5,2,2,3,2,2,4,4,4,4,4,1,4,1,4,4,4,4,4,4,1,4,4,4,4,4,0,0,3,3,0,1,1,2,101,75,3,1,1,1,0,1,2,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,5,5,5,5,1,3,1,2,1,2,1,1,2,2,0,99,0,0,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,0,5,3,3,1
1,101,76,3,3,5,1,2,12,3,27,4,9,1,1,3,1,1,3,3,2,1,1,2,1,2,8,2,2,2,3,1,3,1,1,0,1,1,2,0,2,2,1,1,4,3,1,4,4,1,4,4,1,4,3,1,4,1,1,1,1,4,2,1,1,3,2,1,1,1,2,101,76,3,1,1,1,1,1,1,1,1,1,1,0,2,1,2,4,4,4,2,4,4,4,4,4,1,2,1,2,3,3,3,2,1,2,2,2,1,0,0,0,15,75,10,0,2,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,6,3,4,3,2,1
1,101,77,3,3,5,1,3,10,3,20,4,11,1,1,3,1,3,4,2,1,1,2,2,2,2,8,1,3,2,2,2,2,2,2,6,2,3,1,2,1,2,0,2,3,3,1,1,1,4,2,4,4,2,2,1,2,4,2,1,1,1,4,1,1,3,2,1,1,0,2,101,77,3,3,1,1,3,1,3,3,1,1,1,1,1,0,0,3,4,4,4,4,3,4,4,4,3,5,1,5,1,2,3,2,3,2,3,1,1,2,2,1,10,88,1,0,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,5,2,5,0,1,2
1,101,78,3,1,3,3,3,8,2,27,4,4,1,2,3,1,1,3,1,1,1,2,2,1,1,8,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,4,1,1,4,4,4,1,4,1,4,1,4,4,4,1,4,4,1,4,4,3,1,3,3,2,1,1,1,2,101,78,3,1,1,1,1,0,0,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,2,1,1,1,2,1,1,4,2,2,2,2,1,1,2,2,10,80,10,0,0,1,1,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,3,3,1,3,2
1,101,79,3,2,3,1,2,10,3,21,4,0,1,0,0,0,1,0,0,1,1,1,0,3,4,2,0,1,2,0,0,3,1,0,3,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,101,79,3,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,2,2,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,0,0,2,0,0,4,1
1,101,80,3,1,2,1,2,10,2,21,4,4,1,2,2,2,1,3,1,2,1,2,2,3,2,8,1,3,2,3,1,1,1,2,3,1,1,1,2,1,1,2,4,4,3,1,1,1,1,3,1,1,1,3,1,1,1,1,2,3,1,3,1,2,3,3,1,1,2,2,101,80,3,1,1,1,1,1,3,1,1,1,4,1,1,2,2,2,4,4,2,4,3,4,4,4,1,1,1,2,1,5,2,2,2,2,2,1,1,1,2,1,7,90,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,5,2,3,4,4,2
1,101,81,3,1,5,2,2,9,4,8,4,4,1,3,2,2,1,3,1,2,1,1,2,1,3,8,0,0,2,3,2,1,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,1,1,4,4,4,4,4,4,4,4,1,4,4,2,1,1,3,3,1,1,1,2,101,81,3,1,1,1,1,1,2,1,1,1,2,2,2,1,4,1,4,3,4,4,4,4,4,4,3,1,1,3,1,1,2,1,2,1,2,1,1,1,2,2,10,76,2,10,2,1,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,4,3,4,1,3
1,101,82,3,2,6,3,2,9,4,13,4,4,1,1,2,2,1,3,1,1,1,2,4,1,1,9,0,0,2,3,2,1,1,1,3,2,2,1,2,1,2,4,4,4,4,4,4,4,1,4,4,1,1,4,4,4,4,4,4,4,4,4,2,2,2,3,1,1,1,2,101,82,3,3,1,1,1,1,1,1,1,1,4,3,1,2,2,4,4,4,4,0,3,4,4,4,1,1,1,5,2,1,2,1,2,1,2,1,1,2,2,0,50,50,0,0,1,4,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,3,4,4,3
1,101,83,3,2,4,3,2,12,3,25,4,4,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,1,1,2,1,1,1,4,4,2,4,1,4,4,4,4,1,4,2,4,4,4,4,4,1,4,4,1,4,3,3,1,1,3,2,101,83,3,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,4,4,4,4,4,4,1,2,1,2,2,1,3,1,1,1,1,1,1,2,2,0,30,70,0,0,1,1,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,5,3,3,5,4,2
1,101,84,3,3,5,3,2,9,4,14,4,7,1,1,2,3,1,3,2,1,1,3,1,1,3,1,2,2,1,10,3,3,2,2,2,1,1,2,2,2,2,1,1,4,4,1,4,4,1,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,3,3,1,1,3,2,101,84,3,3,1,1,2,1,2,1,3,1,1,2,2,3,3,3,4,3,4,4,4,4,4,4,1,1,1,3,4,1,2,2,3,1,2,1,1,2,1,5,5,40,45,5,1,4,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,4,3,3,3
1,101,85,3,3,4,1,2,9,4,4,4,4,1,2,2,2,1,3,1,1,1,3,2,1,2,0,0,0,1,2,2,1,1,0,1,2,3,2,2,2,2,2,1,4,3,4,4,3,4,4,4,4,2,3,4,4,4,4,4,3,4,3,1,4,2,3,1,1,3,2,101,85,3,3,1,1,1,1,3,1,1,1,1,3,1,2,4,3,4,3,2,4,4,4,4,4,1,5,5,2,5,1,3,1,3,1,2,1,2,1,2,5,50,35,10,0,2,1,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,4,3
1,101,86,3,3,5,2,4,12,4,7,4,10,1,1,2,2,1,3,2,1,2,3,4,1,1,8,1,3,2,3,2,2,2,2,0,3,3,2,2,3,2,1,1,4,1,1,4,1,1,4,1,1,1,4,1,4,4,1,1,1,4,2,1,4,3,3,1,1,3,2,101,86,3,3,1,1,1,1,3,2,4,1,2,2,2,1,3,2,2,4,4,4,4,4,4,3,1,5,5,4,5,5,3,3,3,1,2,2,1,1,2,5,10,75,10,0,2,4,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,3,3,5,3,1
1,101,87,3,3,5,1,2,8,4,2,4,4,1,2,2,2,3,4,2,2,2,2,2,1,2,8,1,3,2,3,1,2,1,1,3,2,0,0,0,0,0,4,4,4,4,4,4,1,1,4,4,4,1,1,4,4,4,4,4,4,4,3,1,4,3,2,1,1,3,2,101,87,3,3,1,1,1,1,1,2,3,1,1,1,1,5,3,4,4,4,3,4,4,4,4,4,1,2,1,5,5,5,3,1,3,1,2,3,1,1,2,0,10,90,0,0,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,6,2,3,4,2,2
1,101,88,3,2,2,2,2,9,4,18,4,9,1,2,2,3,1,3,1,2,1,3,3,1,1,8,0,1,4,6,1,2,2,2,2,2,3,1,2,1,1,4,1,4,1,1,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,3,1,1,3,2,1,1,1,2,101,88,3,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,2,1,2,2,2,1,2,0,0,75,10,15,1,3,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,0,0,2,3
