CARD.  1. CARD ONE 
Q.7B. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. BEFORE ENTERING THE ARMY 2. AFTER ENTERING THE ARMY 3. NO ANSWER 9. SINGLE 0. NO CODE OR NO DATA 
"Q.8. IF YOU ARE MARRIED, HOW MANY CHILDREN DO YOU HAVE*  1. NONE 2. ONE 3. TWO 4. THREE OR MORE 5. NO ANSWER 9. SINGLE 0. NO CODE OR NO DATA "
"Q.9. WHETHER YOU ARE A CHURCH MEMBER OR NOT, DO YOU CONSIDER YOURSELF:  1. CATHOLIC 2. JEWISH 3. PROTESTANT 4. OTHER 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.10. WHEN DID YOU ENTER THE ARMY* P. IF YOU HAVE SERVED PREVIOUSLY IN THE ARMY, CHECK LAST TIME YOU ENTERED. IF YOU WERE A NATIONAL GUARDSMAN, CHECK WHEN YOUR OUTFIT ENTERED ARMY. E. LENGTH OF TIME IN THE ARMY.  1. OCT. 1942 TO PRESENT (3 MONTHS OR LESS) 2. JULY 1942 TO SEPT. 1942 (4-6 MONTHS) 3. JAN. 1942 TO JUNE 1942 (7-12 MONTHS) 4. JAN. 1941 TO DEC. 1941 (1-2 YEARS) 5. PRIOR TO JAN. 1941 (2 YEARS AND OVER) 0. NO ANSWER "
"Q.11. WHAT IS YOUR FATHER,S USUAL JOB OR OCCUPATION* PLEASE STATE SPECIFICALLY WHAT HE DOES. IF HE IS DEAD, OR RETIRED, DESCRIBE HIS FORMER JOB OR OCCUPATION.  1. PROFESSIONAL AND MANAGERIAL OCCUPATION 2. CLERICAL AND SALES 3. SERVICE 4. AGRICULTURAL 5. SKILLED WORKER 6. SEMI-SKILLED WORKER 7. UNSKILLED WORKER 8. OTHERS 0. NO ANSWER "
"Q.12. DO YOU THINK THE ARMY FOOD IS WELL PREPARED AND COOKED*  1. YES, VERY WELL 2. YES, FAIRLY WELL 3. UNDECIDED 4. NO, POORLY 5. NO, VERY POORLY 0. NO ANSWER "
"Q.13. ARE THE SPORTS AND ATHLETIC PROGRAMS AT YOUR STATION WELL ARRANGED*  1. YES, VERY WELL 2. YES, FAIRLY WELL 3. DON,T KNOW 4. NO, POORLY 5. NO, VERY POORLY 0. NO ANSWER "
"Q.14. DO YOU THINK YOU ARE A GOOD SOLDIER*  1. YES, ONE OF THE BEST 2. YES 3. NO, NOT YET, BUT I WILL BE 4. DON,T KNOW 5. NO 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.15. DO THE MEN IN YOUR COMPANY OR BATTERY COOPERATE, AND WORK TOGETHER*  1. YES, ALL OF THE TIME 2. YES, MOST OF THE TIME 3. DON,T KNOW 4. NO, OFTEN DO NOT 5. NO, ALMOST NEVER DO 0. NO ANSWER "
"Q.16. DO YOU THINK GOOD MEDICAL ATTENTION HAS BEEN PROVIDED IN THE ARMY*  1. YES, VERY GOOD 2. YES, GOOD 3. DON,T KNOW 4. NO, POOR 5. NO, VERY POOR 0. NO ANSWER "
"Q.17. DO YOU FEEL PROUD OF YOUR COMPANY OR BATTERY*  1. YES, VERY PROUD 2. YES, RATHER PROUD 3. I HAVE NO PARTICULAR FEELING ABOUT IT 4. NO, NOT PROUD 5. NO, I,M ASHAMED OF IT 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.18. DO YOU GET A KICK OUT OF GIVING A SNAPPY SALUTE*  1. YES, VERY MUCH 2. YES, A LITTLE 3. DON,T KNOW 4. NO, NOT PARTICULARLY 5. NO, NONE AT ALL 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.19. IN YOUR HONEST OPINION, DO YOU THINK YOUR COMPANY OR BATTERY IS THE BEST ONE IN THE BATTALION*  1. YES, ABSOLUTELY THE BEST 2. YES, AS GOOD AS ANY 3. DON,T KNOW 4. NO 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.20. DO YOUR IMMEDIATE SUPERIORS GIVE YOU A GOOD CHANCE TO ASK QUESTIONS AS TO THE REASON WHY THINGS ARE DONE THE WAY THEY ARE*  1. YES, ALWAYS 2. YES, USUALLY 3. DON,T KNOW 4. NO, NOT VERY OFTEN 5. NO, ALMOST NEVER 0. NO ANSWER "
"Q.21. ON THE WHOLE, DO YOU THINK THE ARMY IS GIVING YOU A GOOD CHANCE TO SHOW WHAT YOU CAN DO*  1. YES, A VERY GOOD CHANCE 2. YES, A FAIRLY GOOD CHANCE 3. DON,T KNOW 4. NO, NOT MUCH OF A CHANCE 5. NO CHANCE AT ALL 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.22. DO YOU THINK THAT YOUR NONCOMS ARE ABOUT AS GOOD AS ANY THAT COULD HAVE BEEN PICKED FROM YOUR OUTFIT*  1. YES, ABOUT AS GOOD AS ANY 2. DON,T KNOW 3. NO 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.23. HOW WELL SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER ARMY JOB*  1. VERY SATISFIED 2. SATISFIED 3. UNDECIDED 4. DISSATISFIED 5. VERY DISSATISFIED 6. NO ANSWER 0. NO CODE OR NO DATA 
"Q.24. ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST*  8. HAVEN,T ANY IDEA 7. OVER 5 YEARS 6. OVER 4 YEARS TO 5 YEARS 5. OVER 3 YEARS TO 4 YEARS 4. OVER 2 YEARS TO 3 YEARS 3. OVER 1 YEAR TO 2 YEARS 2. 6 MONTHS TO 1 YEAR 1. LESS THAN 6 MONTHS 0. NO ANSWER "
"Q.25. IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE*  1. DUTY IN A COMBAT OUTFIT 2. DUTY IN A NON-COMBAT OUTFIT 3. NO ANSWER 0. NO CODE OR NO DATA "
"Q.26. IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE*  1. DUTY IN AN OUTFIT OVERSEAS 2. DUTY IN AN OUTFIT IN THE U.S. 3. NO ANSWER 0. NO CODE OR NO DATA "
"Q.27. HAVE YOU BEEN INVITED TO CIVILIAN HOMES NEAR YOUR PRESENT POST*  4. NO ANSWER 3. NO 2. YES, SEVERAL TIMES 1. YES, ONCE OR TWICE 0. NO CODE OR NO DATA "
Q.28. HOW INTERESTED ARE YOU IN BEING INVITED TO CIVILIAN HOMES NEAR YOUR PRESENT POST*  5. NO ANSWER 4. NOT INTERESTED AT ALL 3. SLIGHTLY INTERESTED 2. SOMEWHAT INTERESTED 1. VERY MUCH INTERESTED 0. NO CODE OR NO DATA 
"Q.29. IN GENERAL, DO YOU THINK CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) ARE TRYING TO DO EVERYTHING THEY POSSIBLY CAN TO BACK UP THE ARMED FORCES*  5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO ANSWER "
"Q.30. IN GENERAL, DO YOU THINK CIVILIANS ARE BUYING AS MANY WAR BONDS AS THEY SHOULD*  5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO ANSWER "
"Q.31. IN GENERAL, DO YOU THINK CIVILIANS ARE DOING AS GOOD A JOB AS THEY SHOULD ON SALVAGE AND SCRAP DRIVES (COLLECTING OLD RUBBER, METAL, ETC.)*  6. NO ANSWER 5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO CODE OR NO DATA "
"Q.32. IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE INCREASED TAXES THEY HAVE TO PAY*  5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO ANSWER "
"Q.33. IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE RATIONING OF GASOLINE AND TIRES*  5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO ANSWER "
"Q.34. IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE RATIONING OF FOOD, SUCH AS SUGAR, COFFEE, ETC.*  5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO ANSWER "
"Q.35. IN GENERAL, DO YOU THINK THAT CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) IN THIS COUNTRY ARE TAKING THE WAR SERIOUSLY ENOUGH*  5. NO OPINION 4. HARDLY ANY ARE 3. SOME, BUT NOT MANY ARE 2. A GOOD MANY ARE 1. ALMOST ALL OF THEM ARE 0. NO ANSWER "
"Q.36. SOME PEOPLE HAVE MADE THE SUGGESTION THAT ""AFTER THE WAR, THE SOLDIERS SHOULD TAKE OVER THE COUNTRY AND RUN IT."" WHAT DO YOU THINK OF THIS IDEA*  5. NO OPINION 4. I AM STRONGLY AGAINST IT 3. I AM NOT EXACTLY AGAINST IT, BUT IT DOESN,T SEEM TO BE A GOOD IDEA 2. I AM NOT EXACTLY IN FAVOR OF IT, BUT IT MIGHT BE A GOOD IDEA 1. I AM STRONGLY IN FAVOR OF IT 0. NO ANSWER "
"Q.37. IN GENERAL, DO YOU THINK AMERICAN BUSINESS AND AMERICAN LABOR ARE COOPERATING ON THE JOB OF PRODUCING THE MATERIALS FOR WAR*  1. YES, THEY ARE COOPERATING ALL THEY POSSIBLY CAN 2. YES, THEY ARE COOPERATING QUITE A BIT, BUT COULD COOPERATE MORE 3. NO, THEY ARE NOT COOPERATING NEARLY AS MUCH AS THEY SHOULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.38. DO YOU THINK FARMERS ARE DOING THEIR SHARE TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT, BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.39. DO YOU THINK LABOR UNION LEADERS ARE DOING THEIR SHARE TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT, BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 0. NO ANSWER "
"Q.40. DO YOU THINK WORKERS IN COMPANIES MAKING WAR MATERIALS ARE DOING THEIR SHARE TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT, BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.41. DO YOU THINK OWNERS AND MANAGERS OF COMPANIES MAKING WAR MATERIALS ARE DOING THEIR SHARE TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT, BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.42. DO YOU THINK AMERICAN JEWISH PEOPLE ARE DOING THEIR SHARE TO HELP WIN THE WAR*  1. THEY ARE DOING ALL THEY CAN 2. THEY ARE DOING QUITE A BIT, BUT COULD DO MORE 3. THEY ARE NOT DOING NEARLY AS MUCH AS THEY COULD 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
Q.43. DO YOU THINK YOU WOULD LIKE BEING IN THE ARMY BETTER THAN AT PRESENT OR WORSE THAN AT PRESENT IF YOU WERE SENT OVERSEAS*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.44. WOULD YOU LIKE BEING IN THE ARMY BETTER OR WORSE IF YOU WENT OVER TO FIGHT THE GERMANS*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.45. WOULD YOU LIKE IT BETTER OR WORSE IF YOU WENT OVER TO FIGHT THE JAPS*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.46. DO YOU THINK YOU WOULD LIKE IT BETTER OR WORSE IF YOU KNEW THAT YOU WOULD NEVER BE SENT OUT OF THE UNITED STATES*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.47. WOULD YOU LIKE IT BETTER OR WORSE IF YOU GOT INTO THE REAL FIGHTING SOON*  1. BETTER 2. WORSE 3. ABOUT THE SAME 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.48. WHEN YOU ARE AWAY FROM CAMP, DO YOU FEEL MORE AT EASE AMONG OTHER SOLDIERS OR MORE AT EASE AMONG CIVILIAN MEN*  1. I FEEL MORE AT EASE WITH CIVILIAN MEN 2. I FEEL MORE AT EASE WITH OTHER SOLDIERS 3. I FEEL ABOUT THE SAME WITH SOLDIERS OR WITH CIVILIAN MEN 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.49. WHAT DO YOU THINK OF THE STATEMENT THAT ""THE ARMY MAKES A MAN OUT OF YOU*""  5. NO ANSWER 4. NO OPINION 3. THERE IS NOT MUCH TO IT 2. THERE MAY BE SOMETHING TO IT, BUT I,M STILL DOUBTFUL 1. THERE,S A LOT TO IT 0. NO CODE OR NO DATA "
"Q.50. AFTER THE WAR DO YOU THINK YOU WOULD LIKE TO COME BACK TO YOUR OLD OUTFIT FOR TWO WEEKS OF ARMY TRAINING EVERY YEAR*  1. YES, I WOULD LIKE IT VERY MUCH 2. YES, I MIGHT LIKE IT, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD LIKE IT 4. NO, I WOULD NOT LIKE IT AT ALL 5. NO OPINION 0. NO ANSWER "
"Q.51. DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY FOR A CAREER AFTER THE WAR*  5. NO OPINION 4. NO, I ABSOLUTELY WOULD NOT WANT TO 3. NO, I DON,T THINK I WOULD WANT TO 2. YES, I MIGHT WANT TO, BUT I,M NOT SURE 1. YES, I WOULD WANT TO VERY MUCH 0. NO ANSWER "
Q.52. DO YOU THINK THAT AFTER A MAN HAS BEEN IN THE ARMY A WHILE HE THINKS MORE OR LESS ABOUT WHY WE ARE FIGHTING THIS WAR*  4. NO ANSWER 3. HE THINKS ABOUT IT NO MORE AND NO LESS 2. HE THINKS LESS AND LESS ABOUT IT THE LONGER HE IS IN THE ARMY 1. HE THINKS MORE AND MORE ABOUT IT THE LONGER HE IS IN THE ARMY 0. NO CODE OR NO DATA 
"Q.53. DO TOO MANY OF THE ARMY RULES AND REGULATIONS SEEM USELESS TO YOU*  5. NO ANSWER 4. NO OPINION 3. NO, I NEVER THOUGHT SO 2. NO, I USED TO THINK SO, BUT DON,T NOW 1. YES, TOO MANY SEEM USELESS 0. NO CODE OR NO DATA "
"Q.54. IN THE LONG RUN, HOW DO YOU THINK THINGS WILL BE FOR YOU AND OTHER SOLDIERS AFTER THE WAR, COMPARED TO THE WAY THEY WERE BEFORE YOU ENTERED THE ARMY*  1. BETTER THAN BEFORE ENTERING THE ARMY 2. WORSE THAN BEFORE ENTERING THE ARMY 3. ABOUT THE SAME AS BEFORE ENTERING THE ARMY 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.55. IN THE LONG RUN, AFTER THE WAR, HOW DO YOU THINK THINGS WILL BE FOR MOST AMERICAN CIVILIANS WHO WERE NOT IN THE ARMED FORCES DURING THE WAR, COMPARED TO THE WAY THINGS WERE FOR THEM BEFORE THE WAR*  1. BETTER THAN BEFORE THE WAR 2. WORSE THAN BEFORE THE WAR 3. ABOUT THE SAME AS BEFORE THE WAR 4. NO OPINION 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.56A. ""WHAT KIND OF A COUNTRY WILL THIS BE AFTER THE WAR*"" HOW OFTEN HAVE YOU WONDERED ABOUT THE QUESTION ABOVE*  6. NO ANSWER 5. NO OPINION 4. I HAVE NEVER WONDERED ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 0. NO CODE OR NO DATA P. A SOLDIER MAY HAVE WONDERED ABOUT MANY OTHER QUESTIONS CONCERNING HIS PERSONAL FUTURE. LOOK OVER EACH QUESTION BELOW AND CHECK THE ANSWER WHICH SHOWS HOW MUCH, IF ANY, YOU HAVE BEEN WONDERING ABOUT IT. "
"Q.56B. WILL I LOSE OUT WITH MY GIRL FRIEND OR WIFE WHILE I,M AWAY*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.56C. WILL I HAVE A GOOD JOB AFTER THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56D. WILL I BE ABLE TO CARRY OUT THE PLANS I HAD FOR MY LIFE BEFORE THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56E. WILL I COME OUT OF THE WAR BADLY CRIPPLED OR DISFIGURED*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56F. HOW LONG WILL I HAVE TO STAY IN THE ARMY AFTER THE WAR IS OVER*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56G. WILL I HAVE TO PAY A LOT OF HIGH TAXES AFTER THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56H. WILL THE WOMEN WHO ARE NOW WORKING KEEP MEN OUT OF JOBS AFTER THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56I. WILL IT BE HARD FOR ME TO SETTLE DOWN WHEN I GO BACK TO CIVILIAN LIFE*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56J. WILL ANOTHER WAR COME ALONG SOON AND MAKE ME A SOLDIER AGAIN*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56K. WILL I BE OUT OF A JOB FOR A LONG TIME AFTER THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56L. WILL THERE BE A REAL DEPRESSION AFTER THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.56M. WILL WE HAVE A FREE COUNTRY OR A DICTATORSHIP AFTER WE WIN THE WAR*  5. NO OPINION 1. I HAVE WONDERED A GREAT DEAL ABOUT IT 2. I HAVE WONDERED FAIRLY OFTEN ABOUT IT 3. I HAVE HARDLY EVER WONDERED ABOUT IT 4. I HAVE NEVER WONDERED ABOUT IT 6. NO ANSWER 0. NO CODE OR NO DATA CARD 2 
CARD.  2. CARD TWO 
DECK.  005. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  2. FORM B 1. FORM A 
"Q.57. DO YOU HAVE ANY ARMY LIFE INSURANCE*  1. YES 2. NO 3. DON,T KNOW 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.58. IF YES, HOW MUCH DO YOU HAVE*  01. $1,000 02. 2,000 03. 3,000 04. 4,000 05. 5,000 06. 6,000 07. 7,000 08. 8,000 09. 9,000 10. 10,000 11. DON,T REMEMBER 00. NO ANSWER, INAPPLICABLE X. Q.59 NOT CODED. "
"V.60. GRIPING SCORE* E. DERIVED FROM QUESTIONS 12, 13, 15, 18, 20, 21, 22, 23, 44, 48. X. QUESTIONS 44 AND 48 ARE SUBSTANTIVELY DIFFERENT ON A AND B FORMS, A POSSIBLE OVERSIGHT IN ORIGINAL SURVEY REPORT OF THE ACTUAL QUESTIONS USED IN CREATING THE SCORE.  00. NUMBER OF GRIPES: NONE 01. ONE 02. TWO 03. THREE 04. FOUR 05. FIVE 06. SIX 07. SEVEN 08. EIGHT 09. NINE 10. TEN OR MORE 99. NO ANSWER "
"V.61. CIVILIAN SUPPORT SCALE* E. DERIVED FROM QUESTIONS 29, 30, 32, 33, 34, 35.  0. NUMBER OF POSITIVE RESPONSES: NONE 1. ONE 2. TWO 3. THREE 4. FOUR 5. FIVE 6. SIX "
"V.62. DESIRE FOR COMBAT* E. DERIVED FROM QUESTIONS 25, 43, 44, 45, 46, 47. X. CODES NOT PROVIDED BY SURVEY ORGANIZATION.  00. ORIGINAL PUNCH: 0 03. ORIGINAL PUNCH: 3 04. ORIGINAL PUNCH: 4 05. ORIGINAL PUNCH: 5 06. ORIGINAL PUNCH: 6 07. ORIGINAL PUNCH: 7 08. ORIGINAL PUNCH: 8 09. ORIGINAL PUNCH: 9 10. ORIGINAL PUNCH: BLANK 11. ORIGINAL PUNCH: X 12. ORIGINAL PUNCH: V "
"V.63. CAMP IDENTIFICATION:  1. EDWARDS, MASS. 2. ETHAN ALLEN, VT. 3. STEWART, GA. 4. COLUMBIA AIR BASE, S.C. 5. FUNSTON, CALIF. 6. RILEY, KANSAS 7. SAM HOUSTON, TEXAS 8. SAN LUIS OBISPO, CALIF. 9. LOS ANGELES, CALIF., 329TH FIGHTER GROUP 0. NO CODE OR NO DATA "
