CARD.  1. CARD ONE 
"Q.10. WHERE WERE YOU LIVING JUST BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM 2. IN THE COUNTRY BUT NOT ON A FARM 3. IN A VILLAGE WITH FEWER THAN 2,500 PEOPLE 4. IN A SMALL CITY WITH BETWEEN 2,500 AND 25,000 PEOPLE 5. IN A CITY WITH BETWEEN 25,000 AND 100,000 PEOPLE 6. IN A LARGE CITY WITH MORE THAN 100,000 PEOPLE 0. NO ANSWER "
Q.11. HOW LONG HAD YOU BEEN LIVING THERE BEFORE YOU ENTERED THE ARMY*  1. ONE YEAR OR LESS 2. OVER ONE YEAR UP TO TWO YEARS 3. OVER TWO YEARS UP TO THREE YEARS 4. OVER THREE YEARS UP TO FIVE YEARS 5. OVER FIVE YEARS 0. NO ANSWER 
Q.12. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY 09. ANTI-AIRCRAFT 10. AIR CORPS 11. TRANSPORTATION CORPS 12. ORDNANCE DEPARTMENT 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. TANK DESTROYER 16. OTHER 17. DEML 18. CAVALRY 00. NO ANSWER 
"Q.13. DID YOU EVER GO TO AN ARMY SPECIALIST SCHOOL (SUCH AS COOK, AIRPLANE ENGINE MECHANIC, RADIO OPERATOR, TRUCK DRIVER, ETC.)* IF YES, WHAT COURSES DID YOU ACTUALLY FINISH AT THE ARMY SPECIALIST SCHOOL* E. PRIMARY INTEREST IS IN COURSES WHICH HAVE A DEFINITE CARRY OVER INTO CIVILIAN LIFE.  01. RADIO OPERATOR (ANYTHING PERTAINING TO RADIO) 02. AIRPLANE MECHANIC 03. AUTO MECHANIC 04. COOKS AND BAKERS 05. TRUCK DRIVER 06. MEDICAL AND SURGICAL TECHNICIAN 07. ASTP ONLY 08. TECHNICAL SCHOOL, HIGH LEVEL (SOME CIVILIAN CARRY OVER) 09. ALL OTHER (AERIAL GUNNERY, ARMY CLERK - STRAIGHT ARMY JOBS) 10. YES, NO COURSES NAMED 11. NO 00. NO ANSWER X. QUESTIONS 14A AND 14B CODED TOGETHER. "
"Q.14A. WHAT IS YOUR MAIN ARMY JOB OR ASSIGNMENT*  Q.14B. JUST WHAT KIND OF WORK DO YOU DO*  1. AIR CORPS FLYING PERSONNEL (INCLUDES AERIAL GUNNERY, AERIAL PHOTOGRAPHER, AIRPLANE ARMORER-GUNNER, AIRPLANE MECHANIC- GUNNER, AERIAL ENGINEER, AIR FORCES RADIO OPERATOR- MECHANIC-GUNNER, ETC.) 2. NOT INDICATED WHETHER FLYING PERSONNEL OR NOT (MAYBE, BUT NOT SURE) 3. ALL OTHER 4. BASIC OR UNASSIGNED (OR TRAINING OTHER THAN AVIATION CADET) 5. AVIATION CADET (STUDYING TO BECOME AN OFFICER) 0. NO ANSWER "
Q.14C. HOW LONG HAVE YOU HAD THIS AS YOUR MAIN ARMY JOB OR ASSIGNMENT*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO AND INCLUDING 6 MONTHS 3. OVER 6 MONTHS UP TO AND INCLUDING 9 MONTHS 4. OVER 9 MONTHS UP TO AND INCLUDING 1 YEAR 5. OVER 1 YEAR UP TO AND INCLUDING 18 MONTHS 6. OVER 18 MONTHS UP TO AND INCLUDING 2 YEARS 7. OVER 2 YEARS 0. NO ANSWER 
Q.15. HOW MUCH INTERESTED ARE YOU IN YOUR ARMY JOB*  1. VERY MUCH INTERESTED 2. A LITTLE BUT NOT MUCH 3. NOT INTERESTED AT ALL 0. NO ANSWER 
"Q.16. HOW DO YOU FEEL ABOUT THE IMPORTANCE OF THE WORK YOU ARE DOING RIGHT NOW AS COMPARED WITH OTHER JOBS YOU MIGHT BE DOING IN THE ARMY*  1. IT IS AS IMPORTANT AS ANY OTHER JOB I COULD DO 2. IT IS FAIRLY IMPORTANT, BUT I COULD DO MORE IMPORTANT WORK 3. IT HARDLY SEEMS IMPORTANT AT ALL 0. NO ANSWER "
Q.17. WOULD YOU CHANGE TO SOME OTHER ARMY JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.18. ON THE WHOLE, DO YOU THINK THE ARMY IS GIVING YOU A CHANCE TO SHOW WHAT YOU CAN DO*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 0. NO ANSWER "
"Q.19. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
Q.20. DO YOU USUALLY FEEL THAT WHAT YOU ARE DOING IN THE ARMY IS WORTHWHILE OR NOT*  1. I USUALLY FEEL IT IS WORTHWHILE 2. I USUALLY FEEL IT IS NOT WORTHWHILE 3. UNDECIDED 0. NO ANSWER 
"Q.21. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER "
"Q.22. AFTER THE WAR, DO YOU THINK THE UNITED STATES COULD HAVE AN ARMY LARGE ENOUGH FOR THE COUNTRY,S NEEDS BY TAKING VOLUNTEERS ONLY*  1. YES, I THINK IT COULD 2. NO, I DO NOT THINK IT COULD 3. UNDECIDED 0. NO ANSWER "
"Q.23. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF TAKING VOLUNTEERS ONLY*  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 4. SOME OTHER PLAN FOR GIVING MILITARY TRAINING 0. NO ANSWER "
Q.24. DO YOU THINK THINGS WILL BE BETTER OR WORSE FOR YOU PERSONALLY AFTER THE WAR THAN THEY WERE BEFORE THE WAR*  1. BETTER FOR ME AFTER THE WAR THAN BEFORE THE WAR 2. SAME FOR ME AFTER THE WAR AS BEFORE THE WAR 3. WORSE FOR ME AFTER THE WAR THAN BEFORE THE WAR 4. UNDECIDED 0. NO ANSWER 
"Q.25. WHICH OF THE FOLLOWING WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY*  01. WORKING FULL-TIME FOR THE GOVERNMENT (FEDERAL, STATE, CITY, ETC.) 02. WORKING FULL-TIME FOR A RELATIVE (FATHER, UNCLE, ETC.) 03. WORKING FULL-TIME FOR SOME OTHER EMPLOYER (COMPANY, PERSON, ETC.) 04. WORKING FULL-TIME FOR MYSELF 05. GOING TO FULL-TIME SCHOOL 06. SOMETHING ELSE 07. PART-TIME WORK AND FULL-TIME SCHOOL (WHERE WORK WAS IMPORTANT) 08. UNEMPLOYED 09. CCC OR W.P.A. 10. OWN BUSINESS AND FULL-TIME JOB 11. REGULAR ARMY 00. NO ANSWER "
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  1. OWN BUSINESS (TO BE USED IN COMBINATION WITH THE APPROPRIATE INDUSTRY CODE) 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  284 1. SCHOOL - STUDENTS ONLY 4402 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  476 1. AGRICULTURE 4210 2. NOT CHOSEN 
"Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  157 1. AVIATION (OTHER THAN ARMY) (ALL PHASES-MANUFACTURE, AIR LINES, ETC.) 4529 2. NOT CHOSEN "
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  24 1. RADIO (ALL PHASES EXCEPT PURE SALES) 4662 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  105 1. MINING 4581 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  675 1. WHOLESALE AND RETAIL TRADE 4011 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  292 1. TRANSPORTATION AND UTILITIES 4394 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  304 1. CONSTRUCTION 4382 2. NOT CHOSEN 
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  1545 1. MANUFACTURING (OTHER THAN RADIO AND AVIATION) 3141 2. NOT CHOSEN 
"Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  686 1. ALL OTHER (TEACHERS, GOVERNMENT CLERKS, AUTO REPAIR, PERSONAL SERVICE, AMUSEMENT, ETC.) 4000 2. NOT CHOSEN "
Q.26. WHAT KIND OF BUSINESS OR INDUSTRY DID YOU WORK IN JUST BEFORE YOU CAME INTO THE ARMY* E. INDUSTRY:  138 1. NO ANSWER 4548 2. NOT CHOSEN 
"Q.27A. WHAT WAS YOUR JOB IN THIS BUSINESS OR INDUSTRY* JUST WHAT DID YOU DO* E. OCCUPATION:  01. PROFESSIONAL (I.E., DOCTORS, DENTISTS, LAWYERS, ACCOUNTANTS, ENGINEERS, TEACHERS, ETC.) 02. SEMI-PROFESSIONALS (AVIATORS, COMMERCIAL ARTISTS, DRAFTSMEN, PHOTOGRAPHERS, ENTERTAINERS, ETC.) 03. SERVICE OCCUPATIONS (COOKS, WAITERS, BARBERS, GUARDS, POLICEMEN, ETC.) 04. AGRICULTURE 05. SKILLED OCCUPATIONS (TOOLMAKERS, CARPENTERS, PLUMBERS, PAINTERS, ETC.) 06. SEMI-SKILLED OCCUPATIONS (MOST FACTORY MACHINE OPERATORS, TRUCK DRIVERS) 07. UNSKILLED OCCUPATIONS (LABORERS, INCLUDING FACTORY WORKERS WHOSE JOB IS NOT SPECIFIED) 08. MANAGERS AND OFFICIALS (HIGHER TYPE WITH SUPERVISORY CAPACITY) 09. MERCHANTS, SHOPKEEPERS, TRADESMEN, ETC. (OWN BUSINESS) 10. CLERICAL 11. SALES PERSONS, (INCLUDING MANAGERS OF SMALL CHAIN STORES) 12. MISCELLANEOUS UNCLASSIFIABLE (INCLUDES STUDENT) 00. NO ANSWER "
"Q.27B. ABOUT HOW LONG DID YOU DO THIS KIND OF WORK, EITHER ON THIS JOB OR OTHER JOBS*  1. LESS THAN 6 MONTHS 2. 6 MONTHS UP TO AND INCLUDING 1 YEAR 3. OVER 1 YEAR UP TO AND INCLUDING 3 YEARS 4. OVER 3 YEARS UP TO AND INCLUDING 5 YEARS 5. OVER 5 YEARS UP TO AND INCLUDING 10 YEARS 6. OVER 10 YEARS 0. NO ANSWER "
"Q.27C. ON THE AVERAGE HOW MUCH PAY WERE YOU EARNING IN THIS JOB*  1. UP TO $30 WEEKLY - UP TO $130 PER MONTH 2. $31 TO $40 WEEKLY - $130 TO $175 PER MONTH 3. $41 TO $59 WEEKLY - $175 TO $259 PER MONTH 4. $60 AND OVER WEEKLY - $260 AND OVER PER MONTH 5. NO ANSWER 0. NO CODE OR NO DATA P. HERE ARE SOME QUESTIONS ABOUT YOUR JOB PLANS FOR AFTER THE WAR. WE WANT TO KNOW ABOUT THE FIRST JOB YOU PLAN TO TAKE AFTER YOU LEAVE THE ARMY, REGARDLESS OF WHETHER YOU PLAN TO TAKE A VACATION FIRST OF ALL. "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  1. SCHOOL (STUDENTS ONLY) 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  482 1. AGRICULTURE 4204 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  155 1. AVIATION 4531 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  64 1. RADIO (NOT SALES) 4622 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  36 1. MINING 4650 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  56 1. ARMY 4630 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  21 1. ARMY AND/OR SOMETHING ELSE (WILL ONLY BE USED AS PART OF A DOUBLE CODE) 4665 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  145 1. SCHOOL AND/OR SOMETHING ELSE (WILL ONLY BE USED AS PART OF A DOUBLE CODE) 4541 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  2618 1. TRADE, TRANSPORTATION, CONSTRUCTIONS, MANUFACTURING OTHER THAN RADIO AND AVIATIONS (ONE MENTION - NOT LISTED ELSEWHERE) 2068 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  416 1. TWO OR MORE MENTIONED BUT NOT INCLUDING SCHOOL OR ARMY 4270 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  408 1. NO INDUSTRY MENTIONED 4278 2. NOT CHOSEN "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  127 1. NO ANSWER 4559 2. NOT CHOSEN V.28A1. TYPE OF WORK: "
"Q.28A. WHAT KIND OF WORK DO YOU THINK YOU WILL DO RIGHT AFTER THE WAR* (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.) E. INDUSTRY:  1968 01. SAME JOB OR TYPE OF WORK - DEFINITE AND SPECIFIC PLAN 931 02. DIFFERENT JOB OR TYPE OF WORK - DEFINITE AND SPECIFIC PLAN 251 03. OWN BUSINESS OR FARM, NEW OR DIFFERENT - DEFINITE AND SPECIFIC PLAN 282 04. SAME OR A DIFFERENT TYPE OF WORK - TWO ALTERNATIVE PLANS 60 05. OWN BUSINESS OR FARM OR SAME TYPE OF WORK - TWO ALTERNATIVE PLANS 69 06. OWN BUSINESS OR FARM OR DIFFERENT TYPE OF WORK - TWO ALTERNATIVE PLANS 177 07. SAME JOB MAYBE - NO DEFINITE OR SPECIFIC PLAN 260 08. DIFFERENT JOB MAYBE - NO DEFINITE OR SPECIFIC PLAN 137 09. OWN BUSINESS MAYBE - NO DEFINITE OR SPECIFIC PLAN 273 10. UNDECIDED OR NO DEFINITE PLAN (NO INDICATION WHETHER SAME OR DIFFERENT TYPE OF WORK) 135 11. OWN BUSINESS (NEW) BUT IN SAME GENERAL LINE OF WORK AS PRE-WAR JOB 141 12. NO ANSWER 2 00. NO CODE OR NO DATA "
"Q.28B. DID YOU DO THIS KIND OF WORK BEFORE YOU ENTERED THE ARMY* IF YES, HOW LONG*  1. LESS THAN 6 MONTHS 2. 6 MONTHS UP TO AND INCLUDING 1 YEAR 3. OVER 1 YEAR UP TO AND INCLUDING 3 YEARS 4. OVER 3 YEARS UP TO AND INCLUDING 5 YEARS 5. OVER 5 YEARS UP TO AND INCLUDING 10 YEARS 6. OVER 10 YEARS 7. YES, BUT NO TIME GIVEN 8. NO, I NEVER DID THIS KIND OF WORK 9. NO, BUT I,M LEARNING (OR HAVE LEARNED) THIS KIND OF WORK IN THE ARMY 0. NO ANSWER "
"Q.29. HOW SURE DO YOU FEEL THAT AFTER THE WAR YOU WILL DO THE KIND OF WORK YOU DESCRIBED IN THE LAST QUESTION*  1. I,M ALMOST SURE I WILL 2. I PROBABLY WILL, BUT I MAY DO SOMETHING ELSE 3. I,M REALLY NOT AT ALL SURE WHAT I WILL DO 0. NO ANSWER "
"Q.30. AS FAR AS YOU CAN TELL NOW, DO YOU PLAN TO STAY IN THIS KIND OF WORK FOR AT LEAST FIVE YEARS OR DO YOU EXPECT TO CHANGE TO SOME OTHER KIND OF WORK LATER ON*  1. I PLAN TO STAY IN THIS KIND OF WORK FOR AT LEAST FIVE YEARS 2. I PLAN TO CHANGE TO SOME OTHER KIND OF WORK WITHIN FIVE YEARS 3. I REALLY CAN,T TELL WHAT I WILL DO 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.31. IF YOU THINK YOU MAY CHANGE TO SOME OTHER KIND OF WORK LATER ON, WHAT KIND OF WORK DO YOU THINK YOU MAY CHANGE TO*  01. OPEN OWN BUSINESS OTHER THAN PROFESSION OR FARM (TAKING OWN RISK) 02. PROFESSIONAL SERVICE - DOCTORS, LAWYERS, DENTISTS; ACCOUNTANTS AND ENGINEERS WHO ARE COLLEGE GRADE; TEACHERS, ETC. 03. FARM (BUY OR RENT) - OPERATE AS OWN, NOT AS MANAGER 04. JOB HE WANTS, TRAINING NOT NEEDED AND NOT CODED ELSEWHERE 05. GOVERNMENT - PROTECTIVE SERVICE WORKERS, FIREMEN, POLICEMEN, ETC., MAIL CLERKS, ETC. 06. SEMI-PROFESSIONAL - MANAGERS, OFFICIALS, (INCLUDING THOSE PEOPLE WHO WOULD BE CODED AS PROFESSIONAL IF THEY HAD ACADEMIC TRAINING) 07. FULL TIME SCHOOL OR COLLEGE 08. UNDECIDED 09. I DON,T PLAN TO CHANGE 10. NO ANSWER 00. NO CODE OR NO DATA P. IN THE QUESTIONS ABOVE WE ASKED YOU ABOUT THE KIND OF WORK YOU EXPECT TO DO. HERE ARE SOME QUESTIONS ABOUT YOUR PLANS FOR A SPECIFIC JOB. BE SURE TO GIVE SOME ANSWER TO EVERY QUESTION. "
Q.32. DO YOU EXPECT TO WORK FOR YOURSELF OR FOR SOMEONE ELSE RIGHT AFTER YOU LEAVE THE ARMY*  1. I EXPECT TO WORK FOR MYSELF 2. NOT CHOSEN 
"Q.32. DO YOU EXPECT TO WORK FOR YOURSELF OR FOR SOMEONE ELSE RIGHT AFTER YOU LEAVE THE ARMY*  473 1. I EXPECT TO WORK FOR THE GOVERNMENT (FEDERAL, STATE, CITY, ETC.) 4213 2. NOT CHOSEN "
"Q.32. DO YOU EXPECT TO WORK FOR YOURSELF OR FOR SOMEONE ELSE RIGHT AFTER YOU LEAVE THE ARMY*  232 1. I EXPECT TO WORK FOR A RELATIVE (FATHER, UNCLE, ETC.) 4454 2. NOT CHOSEN "
"Q.32. DO YOU EXPECT TO WORK FOR YOURSELF OR FOR SOMEONE ELSE RIGHT AFTER YOU LEAVE THE ARMY*  2043 1. I EXPECT TO WORK FOR SOME OTHER EMPLOYER (COMPANY, PERSON, ETC.) 2643 2. NOT CHOSEN "
Q.32. DO YOU EXPECT TO WORK FOR YOURSELF OR FOR SOMEONE ELSE RIGHT AFTER YOU LEAVE THE ARMY*  307 1. I PLAN TO GO TO FULL-TIME SCHOOL 4379 2. NOT CHOSEN CARD 2 
CARD.  2. CARD TWO 
DECK.  106. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-106EU - ENLISTED MEN - UNITED STATES FORM 2. S-106EE - ENLISTED MEN - ETO FORM 3. S-10XXH - ENLISTED MEN - CENTRAL PACIFIC AREA FORM 4. S-106OU - OFFICERS - UNITED STATES FORM 5. S-106OE - OFFICERS - ETO FORM 6. S-106OH - OFFICERS - CENTRAL PACIFIC AREA FORM 
X. QUESTION 32 CONTINUED.  1. I PLAN TO STAY IN THE ARMY 2. NOT CHOSEN 
"X. QUESTION 32 CONTINUED.  331 1. I DON,T HAVE ANY DEFINITE PLANS 4355 2. NOT CHOSEN "
X. QUESTION 32 CONTINUED.  10 1. ARMY AND OTHER CODE 4676 2. NOT CHOSEN 
X. QUESTION 32 CONTINUED.  56 1. SCHOOL AND OTHER CODE 4630 2. NOT CHOSEN 
X. QUESTION 32 CONTINUED.  183 1. NO DEFINITE PLANS AND OTHER CODE 4503 2. NOT CHOSEN 
X. QUESTION 32 CONTINUED.  24 1. COMBINATION OF CODES (COLUMNS 76-79) 4662 2. NOT CHOSEN 
X. QUESTION 32 CONTINUED.  57 1. NO ANSWER 4629 2. NOT CHOSEN 
"Q.33. AFTER THE WAR, DO YOU THINK YOU COULD GET WORK WITH THE COMPANY OR PERSON YOU WORKED FOR BEFORE YOU CAME INTO THE ARMY, IF YOU WANTED TO*  1. YES, I,M ALMOST SURE I COULD 2. YES, I THINK SO, BUT I,M NOT SURE 3. NO, I PROBABLY COULDN,T 4. I,M SURE I COULD NOT 5. I WORKED FOR MYSELF BEFORE I CAME INTO THE ARMY 6. I WAS NOT WORKING BEFORE I CAME INTO THE ARMY 7. NO ANSWER 0. NO CODE OR NO DATA "
