CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35I.,Q.35J.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,Q.39H.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.64.,V.66.,V.67.,V.68.
1,100,160,6,2,4,10,9,2,2,1,4,4,3,3,3,2,2,1,2,3,0,1,1,1,2,2,0,3,0,2,3,2,2,1,1,3,2,2,2,4,4,3,4,3,3,2,1,3,1,3,3,1,3,2,3,1,1,5,3,3,2,3,2,3,3,3,2,1,2,100,160,6,3,2,3,2,3,2,4,2,4,4,4,4,4,4,4,4,2,2,2,1,1,3,3,1,3,2,2,2,4,2,2,2,1,6,4,2,1,1,1,3,2,1,4,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,7,5,13
1,100,161,6,5,4,2,1,3,6,1,4,4,3,6,4,2,1,2,2,3,3,0,2,1,2,1,0,0,2,2,11,2,2,1,1,3,2,4,4,4,2,3,4,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,2,3,3,2,1,1,2,100,161,6,3,3,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0,2,2,1,2,1,3,3,1,5,5,5,1,5,2,1,1,7,4,2,1,2,1,3,1,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,6,14
1,100,162,6,6,7,11,10,1,3,1,3,5,3,3,2,2,2,2,2,2,3,1,2,2,2,2,9,2,2,2,3,2,2,2,1,3,2,4,4,4,3,1,1,3,3,2,1,1,1,1,1,1,1,2,3,1,2,1,2,2,2,2,2,4,3,2,2,1,2,100,162,6,3,3,3,2,2,2,1,4,4,4,4,4,4,4,4,4,4,0,2,1,1,1,3,3,3,3,1,5,1,1,2,4,1,8,4,2,1,2,1,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,7,2,62
1,100,163,6,2,4,0,4,4,3,1,3,5,3,4,1,1,1,2,0,2,3,6,1,1,2,2,8,2,3,4,3,2,2,2,0,6,2,3,3,0,0,1,4,3,1,2,1,1,1,3,3,1,1,1,3,1,1,5,1,1,3,3,2,3,3,3,2,1,2,100,163,6,2,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,1,1,1,3,2,1,1,1,1,3,1,4,4,1,7,2,2,1,1,1,3,2,1,4,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,8,1,49
1,100,164,6,2,4,9,2,2,5,1,3,6,3,3,2,2,2,1,1,2,4,2,2,1,2,2,9,1,3,2,3,1,3,1,1,0,3,4,4,5,4,2,1,3,2,2,1,1,1,3,3,1,1,3,0,1,1,5,1,1,2,3,2,4,3,3,2,1,2,100,164,6,2,3,2,2,2,2,1,0,2,0,0,0,0,0,0,0,0,2,2,3,1,2,2,3,3,3,2,1,2,3,2,3,1,7,4,2,2,1,0,3,2,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,8,7,1
1,100,165,6,4,4,9,3,4,5,1,3,4,3,3,1,2,2,2,2,2,3,2,1,2,2,2,8,2,2,2,3,1,2,2,1,3,4,4,2,2,4,3,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,3,3,2,4,3,2,2,2,2,100,165,6,3,3,3,2,2,2,1,3,4,4,4,4,4,4,4,4,4,0,2,1,1,1,1,1,1,1,1,1,1,1,4,4,1,6,4,2,1,2,1,3,2,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,9,3,80
1,100,166,6,1,4,3,12,3,3,1,3,5,3,5,2,2,2,2,0,1,3,2,1,1,2,2,8,2,3,3,3,2,2,2,2,3,2,2,2,2,3,1,2,3,3,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,2,2,3,3,3,3,1,2,100,166,6,2,3,2,2,1,3,3,2,2,2,2,2,2,2,4,4,2,2,2,1,1,3,3,1,1,5,1,1,3,2,2,4,1,9,4,2,1,1,1,3,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,0,6,1,48
1,100,167,6,2,4,3,2,3,3,1,4,2,3,6,4,3,1,2,3,1,3,1,1,1,2,0,8,2,3,4,3,3,3,1,1,3,4,4,2,4,4,3,1,3,2,3,1,1,2,1,1,1,3,2,0,1,1,5,3,1,2,2,2,3,3,2,2,1,2,100,167,6,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,2,2,1,2,1,3,2,0,3,1,1,5,1,5,4,1,7,4,2,2,2,1,2,1,2,3,3,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,6,4,71
1,100,168,6,2,4,9,1,4,4,1,3,2,3,2,4,3,1,2,3,2,4,2,2,1,2,2,8,0,0,4,3,2,3,1,1,0,4,5,5,5,4,1,1,3,3,4,2,3,1,3,3,3,3,2,1,1,1,5,3,3,2,1,2,4,3,1,1,1,2,100,168,6,2,2,2,3,1,2,2,1,1,2,1,2,4,4,4,4,4,2,2,3,1,0,3,1,1,0,5,5,5,1,4,2,2,5,3,2,1,0,0,3,3,1,0,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,6,4,53
1,100,169,6,2,4,9,6,4,3,1,4,4,3,2,4,2,0,1,2,1,2,1,1,1,2,1,8,2,2,2,2,1,2,2,2,3,3,4,2,4,3,1,4,3,2,3,1,1,1,3,3,1,1,0,2,1,1,2,3,1,2,2,2,3,3,2,2,1,2,100,169,6,3,2,3,3,2,1,4,2,2,4,4,4,4,4,4,3,4,2,2,1,1,1,2,1,3,5,1,5,1,1,3,1,1,3,2,2,1,1,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,6,5,76
1,100,170,6,2,4,2,4,4,4,1,3,5,3,4,2,2,2,2,3,3,2,3,2,1,2,2,8,2,3,4,3,2,3,2,2,2,2,3,3,2,2,1,4,3,3,3,1,1,1,3,3,1,1,1,0,1,1,1,2,1,2,3,2,3,3,2,2,1,2,100,170,6,3,3,3,3,2,2,3,2,3,2,3,4,4,4,4,4,4,2,2,1,1,2,3,1,0,1,1,2,2,1,5,4,1,6,3,2,1,2,2,2,3,2,3,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,4,7,2,28
1,100,171,6,2,4,9,6,4,4,1,3,5,3,5,4,1,1,1,1,2,3,3,1,1,2,2,8,3,2,2,3,1,2,2,1,3,2,2,3,4,2,3,4,2,2,2,1,1,1,3,3,1,1,2,2,1,1,1,1,1,2,3,2,3,3,3,2,1,2,100,171,6,3,3,3,3,2,2,2,1,4,2,4,2,4,2,4,4,4,2,2,1,1,1,1,1,2,5,5,3,2,1,3,4,1,2,2,2,1,2,2,3,2,2,4,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,7,2,33
1,100,172,6,2,4,9,1,4,6,1,3,4,3,3,1,1,2,1,1,2,4,3,3,3,2,2,8,0,0,2,3,1,2,2,0,3,2,2,2,2,4,3,4,3,2,2,1,1,1,1,1,1,1,1,0,1,0,4,1,1,3,2,2,3,3,1,2,1,2,100,172,6,3,3,2,3,2,3,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,2,1,5,1,5,1,5,3,4,4,11,3,2,1,0,0,3,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,0,7,6,25
1,100,173,6,2,4,4,4,1,3,1,3,4,3,4,1,2,2,2,2,2,3,4,1,1,2,2,8,1,3,2,0,1,2,2,1,3,2,2,1,2,3,3,3,3,3,2,1,1,1,1,3,1,1,1,3,1,1,5,3,3,2,2,2,4,3,2,2,2,2,100,173,6,3,3,3,3,1,3,2,4,4,2,4,4,4,4,4,4,4,2,2,1,1,1,3,1,3,5,3,5,5,5,2,3,1,6,4,2,1,2,2,3,3,2,4,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,7,5,26
1,100,174,6,2,4,9,1,3,2,1,3,5,3,2,3,3,3,2,2,1,2,1,1,1,2,2,8,3,3,4,6,2,3,2,2,5,2,2,2,4,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,4,3,3,2,1,2,100,174,6,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,3,1,1,3,1,3,2,1,4,4,2,5,4,1,7,4,2,1,1,1,3,2,3,3,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,8,5,16
1,100,175,6,4,4,7,2,3,3,1,3,5,3,4,1,3,1,1,2,3,2,1,2,1,2,1,8,2,2,2,6,2,3,1,1,2,2,3,4,4,3,2,3,3,2,2,1,1,1,3,3,1,1,2,3,1,1,1,3,1,2,3,2,4,3,3,2,1,2,100,175,6,3,3,3,3,2,1,1,4,4,4,4,4,4,4,4,4,3,2,2,1,1,1,2,1,3,1,1,4,2,1,3,3,1,9,4,2,2,2,1,3,2,2,1,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,8,2,9
1,100,176,6,2,4,9,4,1,4,1,3,3,3,3,4,1,2,1,3,3,3,3,3,1,2,2,8,3,2,2,6,1,1,2,2,3,4,4,4,5,2,1,4,3,3,4,1,1,2,3,3,0,1,2,3,1,1,5,1,1,2,3,2,4,3,2,2,1,2,100,176,6,2,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,2,2,2,2,5,4,5,3,4,1,6,4,2,1,2,2,1,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,8,1,40
1,100,177,6,2,4,9,2,2,5,1,3,5,3,2,4,2,2,1,2,2,3,3,2,2,2,2,8,2,2,2,6,2,2,1,1,3,4,4,4,4,4,1,2,3,2,3,1,1,1,3,3,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,2,1,2,100,177,6,3,3,3,3,2,2,1,4,2,4,2,3,4,2,4,4,4,2,2,1,1,1,3,2,2,5,5,2,1,1,5,3,1,9,4,2,1,2,2,3,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,6,2,31
1,100,178,6,2,4,9,1,4,3,1,3,4,3,4,2,2,2,1,2,3,2,6,1,1,2,0,8,2,2,2,3,2,2,1,1,3,2,1,1,1,3,3,3,3,3,2,1,1,1,0,0,1,1,1,1,1,1,5,3,3,2,2,2,3,3,2,2,1,2,100,178,6,3,3,2,3,2,2,1,2,4,4,4,4,4,4,4,4,4,0,2,1,2,1,3,1,0,3,2,1,2,1,2,3,2,4,3,2,1,1,1,3,2,2,4,4,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,6,3,2
1,100,179,6,2,4,4,1,3,3,0,4,4,3,4,1,2,1,2,2,2,2,1,1,1,2,0,8,2,0,1,3,2,2,1,1,2,1,2,1,2,4,1,4,3,3,3,1,1,0,0,0,0,1,2,0,1,1,1,3,1,2,2,3,2,3,2,2,2,2,100,179,6,3,0,0,0,0,1,2,2,0,0,3,0,0,0,0,0,0,2,2,1,1,1,3,1,1,5,1,1,0,1,3,1,1,7,4,2,1,1,1,3,2,1,4,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0,6,5,7
1,100,180,6,2,4,3,2,3,5,1,3,4,3,4,1,3,2,2,2,2,2,1,1,1,2,2,8,2,2,4,4,2,3,1,1,4,4,4,4,4,2,3,4,3,3,4,1,1,0,0,0,0,0,3,0,1,1,1,3,1,3,1,3,4,3,3,2,1,2,100,180,6,0,0,0,0,2,3,4,2,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1,3,1,0,2,1,1,5,3,1,6,4,2,1,2,1,3,2,1,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,8,2,22
1,100,181,6,2,4,6,3,1,3,1,3,4,3,3,1,2,2,2,1,2,2,3,1,2,2,2,0,1,2,2,2,2,2,1,0,3,2,2,2,2,2,3,1,3,3,2,2,1,1,0,1,1,1,1,0,1,1,5,1,1,3,3,3,3,3,2,2,1,2,100,181,6,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,2,2,1,2,1,3,3,3,2,1,2,2,1,1,1,1,5,4,2,1,1,1,3,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,9,3,74
1,100,182,6,6,4,11,2,2,10,1,3,4,3,4,1,1,1,2,2,2,3,1,1,1,2,2,8,2,1,1,11,1,2,1,1,3,2,2,2,2,4,3,3,3,1,2,1,1,1,1,1,3,1,1,3,1,1,4,2,1,3,3,3,4,3,3,2,1,2,100,182,6,0,0,0,0,1,3,4,2,4,4,4,4,4,4,4,4,4,2,2,3,1,1,1,1,1,1,1,5,1,1,2,4,1,8,4,2,1,1,1,3,1,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,6,20
1,100,183,6,5,4,0,9,1,3,1,3,4,3,3,1,2,2,1,2,2,3,1,1,3,2,2,0,2,2,2,3,2,3,1,2,0,2,3,3,4,4,3,2,3,2,2,1,1,1,1,3,2,1,2,2,1,1,1,3,1,2,2,3,2,3,2,2,1,2,100,183,6,2,3,2,1,3,3,1,1,0,0,3,0,0,0,0,0,0,2,2,2,1,1,1,1,3,1,1,1,2,1,2,3,1,9,4,2,1,2,2,3,1,2,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,6,5,75
1,100,184,6,2,8,8,1,2,3,1,3,4,3,2,1,3,2,1,1,1,3,1,2,1,2,1,8,3,3,2,3,2,2,1,1,3,2,3,2,2,3,1,1,2,3,2,1,1,1,3,3,1,1,1,2,1,1,5,3,1,2,2,3,3,3,3,2,1,2,100,184,6,2,3,2,1,3,2,1,4,3,4,4,4,4,4,4,4,4,2,2,1,1,0,3,1,3,1,1,3,1,1,1,3,1,9,4,2,1,1,2,2,2,1,4,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,7,5,39
1,100,185,6,2,4,6,5,4,4,1,2,2,3,2,1,2,2,2,1,2,3,3,1,1,2,2,8,2,1,4,3,2,2,1,1,3,3,2,1,2,2,1,4,3,3,2,1,1,1,3,1,3,3,2,2,1,1,5,3,1,2,3,3,3,2,3,2,1,2,100,185,6,3,3,2,1,2,2,4,4,4,4,3,4,4,4,4,4,4,2,2,1,2,1,2,1,1,1,1,5,1,2,3,2,1,3,2,2,1,1,1,2,3,2,1,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,7,4,68
1,100,186,6,4,4,2,1,3,3,1,3,4,3,4,4,2,2,2,2,3,3,3,1,2,2,2,8,2,2,4,2,2,2,2,2,3,2,1,1,2,3,1,1,3,3,2,1,1,1,3,1,3,3,2,3,1,1,5,1,1,2,3,3,2,3,2,2,1,2,100,186,6,1,3,3,1,2,2,3,4,3,4,4,3,4,4,4,4,4,2,2,3,1,1,3,3,3,1,2,2,5,1,3,4,1,9,4,2,1,1,1,3,2,3,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,7,5,36
1,100,187,6,2,4,9,2,3,3,1,3,3,3,2,2,2,2,2,3,2,3,3,1,2,2,2,8,1,2,4,3,2,3,2,2,0,2,2,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,5,1,1,2,2,3,3,3,2,2,2,2,100,187,6,2,3,3,1,2,3,2,2,2,4,4,4,4,3,4,4,4,2,2,3,2,1,3,1,3,2,2,5,3,2,2,3,1,7,4,2,1,1,1,3,3,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,3,94
1,100,188,6,2,4,8,4,4,3,1,3,5,3,4,1,2,2,1,1,2,2,6,1,1,2,2,0,0,0,1,3,2,2,1,1,3,2,2,4,2,3,3,2,3,3,2,1,1,1,3,3,3,3,1,2,1,1,5,1,1,2,2,3,3,3,2,2,1,2,100,188,6,2,3,2,1,1,1,3,2,2,4,4,3,4,4,4,4,4,2,2,1,1,1,2,1,3,1,1,1,1,1,2,3,1,9,3,2,2,1,1,3,2,1,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,7,1,85
1,100,189,6,4,4,11,1,3,4,1,3,5,3,3,2,2,1,1,2,3,3,6,3,2,2,0,8,2,0,2,3,1,3,2,1,0,2,3,2,3,3,3,4,3,3,2,1,1,1,3,3,1,1,2,3,1,2,1,1,1,2,2,3,3,3,3,2,1,2,100,189,6,3,2,2,1,2,2,2,4,4,3,4,4,4,4,4,4,4,2,2,1,1,2,3,1,3,2,1,5,1,1,2,4,1,9,4,2,1,2,2,3,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,7,2,37
1,100,190,6,2,4,8,2,2,3,1,4,3,3,2,1,2,1,1,1,2,2,1,2,2,2,2,8,1,3,1,4,2,2,1,1,3,2,3,2,1,2,3,3,3,3,1,1,1,1,3,3,1,1,1,3,1,1,5,1,1,2,2,3,3,3,2,2,1,2,100,190,6,1,1,1,1,1,3,2,2,4,4,2,4,2,2,4,3,3,2,2,1,1,1,2,1,3,2,5,1,1,1,4,1,1,8,4,2,1,1,1,3,3,3,4,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,7,3,17
1,100,191,6,2,4,4,6,4,5,1,4,3,3,3,2,2,1,1,1,2,2,2,1,1,2,2,8,1,2,2,3,2,2,1,1,1,2,2,2,2,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,3,4,3,2,2,1,2,100,191,6,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,2,1,1,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,17
1,100,192,6,6,4,11,10,1,3,1,3,3,3,3,1,2,1,2,1,2,2,6,1,2,2,2,8,2,2,4,3,2,2,1,1,6,2,2,2,4,0,1,2,2,2,2,1,3,1,3,3,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,2,1,2,100,192,6,3,2,2,1,2,2,3,4,2,3,4,4,4,2,4,4,2,2,2,3,2,1,2,1,3,4,1,3,3,2,2,5,1,6,4,2,1,2,1,3,1,2,4,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,8,3,83
1,100,193,6,5,4,9,9,1,3,1,3,4,3,2,2,2,2,1,3,3,1,4,1,3,2,2,8,3,2,4,9,2,2,2,1,2,4,4,3,3,2,3,4,3,3,3,1,3,1,3,0,1,1,2,3,1,1,1,2,1,2,3,3,3,3,3,2,2,2,100,193,6,2,2,2,1,2,2,2,2,4,4,4,4,4,2,4,4,4,2,2,1,1,1,4,1,0,5,2,5,5,1,5,3,1,5,4,2,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,0,8,2,30
1,100,194,6,5,4,0,2,2,6,1,3,4,3,3,1,2,1,1,2,2,3,1,1,3,2,2,8,2,3,4,3,2,3,1,1,3,2,2,1,4,3,3,1,3,3,1,1,1,1,0,0,0,1,1,0,1,1,5,1,1,2,2,3,4,3,3,2,1,2,100,194,6,3,3,2,1,1,2,1,2,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,1,1,1,1,2,1,1,3,2,1,9,4,2,1,2,2,3,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,8,6,3
1,100,195,6,2,4,9,2,3,3,1,3,5,3,3,4,2,1,2,1,3,2,2,1,1,2,1,0,2,2,2,3,2,2,1,1,2,3,3,1,2,1,1,4,3,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,2,3,4,3,2,2,1,2,100,195,6,2,3,2,1,2,2,1,2,2,4,4,3,4,3,4,4,4,2,2,1,1,1,2,1,0,1,1,2,2,1,3,3,3,8,4,1,1,0,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,8,1,98
1,100,196,6,5,4,4,10,1,3,1,3,6,3,3,1,1,2,1,1,2,3,3,1,1,2,1,8,1,3,2,2,2,2,1,1,3,2,4,4,4,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,3,3,3,3,2,2,1,2,100,196,6,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,5,1,5,5,5,3,3,2,7,4,2,1,1,1,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,7,16
1,100,197,6,2,4,9,1,4,3,1,3,4,3,3,2,2,2,2,2,3,1,4,1,2,2,1,8,1,2,1,4,2,2,2,1,3,3,3,4,4,3,1,2,3,3,3,1,1,1,3,3,1,1,2,1,1,1,2,1,1,2,2,3,3,2,2,1,1,2,100,197,6,3,3,3,2,3,2,2,2,2,2,2,4,4,2,4,4,2,2,2,1,1,1,3,3,3,2,1,5,2,1,3,4,1,6,3,2,1,1,1,3,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6,5,23
1,100,198,6,2,4,10,2,3,3,1,3,4,3,4,2,2,2,1,2,2,3,1,2,1,2,2,8,1,3,3,9,1,2,1,1,3,2,2,2,3,2,3,3,3,2,3,1,1,1,3,3,1,1,2,0,1,1,1,3,3,2,2,3,3,2,3,2,1,2,100,198,6,3,3,2,2,3,2,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,3,3,2,3,2,3,1,5,3,2,1,9,4,2,1,2,1,3,2,2,4,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,5,90
1,100,199,6,5,4,9,1,3,4,1,3,4,3,3,2,2,1,1,3,2,2,1,1,2,2,2,8,2,2,2,3,3,2,1,1,3,3,3,3,4,3,1,2,3,3,1,1,1,1,3,3,1,1,1,3,1,1,5,1,1,2,2,3,3,2,3,2,1,2,100,199,6,3,3,3,2,3,3,1,0,2,3,3,4,4,3,4,4,3,2,2,1,2,1,3,3,3,5,1,2,1,1,3,4,4,9,4,2,2,2,1,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,6,3,14
1,100,200,6,2,4,3,1,3,3,1,3,4,3,2,2,2,2,1,2,1,3,3,1,1,2,1,8,3,2,2,3,2,2,2,1,3,3,3,1,2,4,1,2,3,3,3,1,1,1,2,3,1,1,2,2,1,1,1,1,1,2,2,3,2,3,3,2,1,2,100,200,6,3,3,3,2,2,2,4,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,2,0,1,2,2,4,5,4,4,1,6,4,2,1,1,2,1,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,6,5,82
1,100,201,6,2,4,7,1,3,4,2,3,3,3,3,2,3,2,2,2,3,4,1,1,1,2,2,8,1,2,2,3,2,3,1,1,3,2,2,2,2,2,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,3,2,3,3,2,1,2,100,201,6,2,3,2,2,3,2,1,3,2,4,2,2,4,4,4,4,4,2,2,1,1,3,2,3,3,2,2,2,5,1,3,3,1,6,4,2,2,1,1,3,2,2,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,7,64
1,100,202,6,2,4,8,6,4,3,1,3,4,3,4,1,2,2,1,2,2,3,4,1,1,2,2,8,2,2,1,3,1,2,2,2,3,3,2,2,3,3,3,4,3,3,3,1,1,1,3,3,1,3,2,3,1,1,5,3,1,2,2,3,3,3,3,2,1,2,100,202,6,2,3,3,2,1,2,4,4,3,4,4,4,4,4,4,4,2,2,2,3,1,1,3,1,0,1,1,5,1,5,3,4,1,3,2,2,1,1,2,2,1,1,0,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,7,5,47
1,100,203,6,4,4,2,4,1,3,1,3,4,3,2,2,2,1,2,2,1,3,1,1,2,2,0,8,2,2,4,3,2,3,2,2,3,4,4,4,4,4,1,1,2,2,3,1,1,1,2,3,1,1,2,2,1,1,5,3,3,2,3,3,3,2,2,2,1,2,100,203,6,2,2,2,2,2,1,1,2,3,3,3,4,4,3,4,4,3,2,2,1,1,1,2,1,3,1,1,1,4,4,2,3,1,5,4,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,7,5,8
1,100,204,6,2,4,9,10,1,4,1,3,4,3,2,4,2,1,1,2,3,2,6,2,1,2,2,8,3,2,0,9,2,2,2,1,3,4,4,5,0,3,3,2,3,0,2,1,0,1,1,1,1,1,1,0,1,1,5,3,0,2,2,3,3,3,3,2,1,2,100,204,6,3,0,2,2,2,2,4,2,3,4,4,4,4,3,3,4,0,2,2,3,1,1,2,3,3,2,1,5,3,1,4,4,1,4,4,2,1,0,1,0,0,1,0,4,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,7,6,51
1,100,205,6,2,4,3,2,2,3,1,3,4,3,2,4,3,2,2,2,3,3,3,1,2,2,1,0,2,3,2,6,2,2,2,1,3,3,3,2,3,4,2,2,3,2,2,1,1,1,0,0,1,1,2,0,1,0,1,1,1,2,2,3,3,3,2,3,2,2,100,205,6,2,2,3,2,2,2,3,2,4,4,0,3,4,4,4,4,2,2,2,1,2,1,2,1,0,1,1,2,1,1,4,3,3,9,4,2,1,1,2,3,2,1,0,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,7,2,85
1,100,206,6,2,4,2,3,3,3,2,4,5,3,5,1,2,1,1,1,2,3,3,1,1,2,2,0,1,0,2,2,2,2,1,1,2,1,2,1,1,4,1,2,3,3,2,1,1,1,0,0,1,1,1,0,1,1,5,3,1,2,2,3,3,3,2,3,1,2,100,206,6,2,1,1,2,2,3,2,4,2,4,2,4,4,4,4,4,2,2,2,1,1,3,3,2,2,5,1,1,5,5,3,3,1,9,4,2,1,0,1,3,2,1,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,7,1,29
1,100,207,6,4,4,9,2,3,1,1,3,4,3,4,1,2,1,1,3,2,3,4,1,1,2,1,8,2,3,1,3,2,2,1,1,0,2,2,2,2,3,1,4,3,2,1,1,1,1,0,1,1,1,1,1,1,1,5,1,1,3,2,3,3,3,3,2,1,2,100,207,6,2,3,3,2,2,2,3,4,4,4,4,3,4,4,4,4,4,2,2,3,0,1,1,1,0,2,1,5,5,5,3,3,1,7,4,2,1,2,1,3,1,1,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,8,5,48
