CARD.  1. CARD ONE 
"Q.22. HOW MUCH PAY (LESS DEDUCTIONS FOR BONDS, ALLOTMENTS, ETC.) DID YOU HAVE COMING TO YOU WHEN YOU ARRIVED AT THIS RECEPTION STATION*  01. $20.00 OR LESS 02. OVER $20 UP TO AND INCLUDING $30 03. OVER $30 UP TO AND INCLUDING $40 04. OVER $40 UP TO AND INCLUDING $50 05. OVER $50 UP TO AND INCLUDING $60 06. OVER $60 UP TO AND INCLUDING $80 07. OVER $80 UP TO AND INCLUDING $100 08. OVER $100 UP TO AND INCLUDING $150 09. OVER $150 UP TO AND INCLUDING $200 10. OVER $200 UP TO AND INCLUDING $300 11. OVER $300 12. DON,T KNOW 00. NO ANSWER "
"Q.23. COUNTING THE PAY YOU WILL GET HERE AND THE OTHER MONEY YOU HAVE WITH YOU, DO YOU EXPECT TO HAVE ENOUGH MONEY FOR YOUR FURLOUGH OR DELAY EN ROUTE*  1. YES 2. NO, (NO AMOUNT GIVEN) 3. NO, $20 OR LESS 4. NO, OVER $20 UP TO AND INCLUDING $30 5. NO, OVER $30 UP TO AND INCLUDING $50 6. NO, OVER $50 UP TO AND INCLUDING $70 7. NO, OVER $70 UP TO AND INCLUDING $100 8. NO, OVER $100 0. NO ANSWER X. QUESTION 24 NOT CODED. "
"Q.25. AFTER YOUR FURLOUGH YOU WILL BE GOING TO A REASSIGNMENT CENTER. HAVE YOU BEEN TOLD WHAT PROCESSING YOU WILL GO THROUGH THERE BEFORE GETTING A PERMANENT ASSIGNMENT*  1. YES, I WAS GIVEN A GOOD IDEA 2. YES, I WAS TOLD A LITTLE ABOUT IT 3. NO, I WASN,T TOLD 0. NO ANSWER X. QUESTION 26 NOT CODED. "
Q.27. HOW MUCH HAVE YOU WORRIED ABOUT THE KIND OF ASSIGNMENT YOU WILL GET AFTER YOUR FURLOUGH HERE IN THE STATES*  1. I HAVE WORRIED A GOOD DEAL ABOUT IT 2. I HAVE WORRIED SOME ABOUT IT 3. I HAVE NEVER WORRIED AT ALL ABOUT IT 0. NO ANSWER 
Q.28. HAVE YOU EVER BEEN TOLD OFFICIALLY YOU WOULD BE ASSIGNED TO DUTY AT A STATION NEAR YOUR HOME*  1. NO 2. YES 0. NO ANSWER 
"Q.29. HOW DO YOU FEEL ABOUT SERVING OVERSEAS AGAIN, AFTER YOU,VE HAD YOUR FURLOUGH*  01. I WILL WANT TO GET OVERSEAS AGAIN AS SOON AS POSSIBLE 02. I,LL BE READY TO GO WHENEVER I,M NEEDED 03. I,D LIKE TO STAY IN THE U.S. FOR A FEW MONTHS, BUT THEN I,LL BE READY TO GO ANYWHERE 04. I DON,T WANT TO GO OVERSEAS AGAIN (NO REASON GIVEN) 05. HAVE DONE MY SHARE; BEEN OVER LONG ENOUGH; LET SOMEBODY ELSE GO (NO INDICATION HE WOULD BE WILLING TO GO OVER AGAIN) 06. SAME AS ""5"" BUT INDICATES WILLINGNESS TO GO OVER AGAIN IF NECESSARY 07. COULDN,T TAKE IT AGAIN; IT,S TOO TOUGH; DANGEROUS; IT,S NO GOOD; NOT FIT (NO MENTION OF PHYSICAL OR MENTAL CONDITION) 08. PHYSICALLY UNFIT; TOO OLD; LIMITED SERVICE 09. MENTALLY UNFIT 10. HOME AND FAMILY REASONS 11. ALL OTHER COMMENTS 00. NO ANSWER "
"Q.30. DO YOU BELIEVE THERE ARE ENOUGH ENLISTED MEN STILL IN THE U.S. WHO HAVEN,T YET BEEN OVERSEAS, SO THAT RETURNING OVERSEAS VETERANS WON,T NEED TO GO OVERSEAS AGAIN*  1. YES, I BELIEVE THERE ARE ENOUGH 2. NO, I DON,T BELIEVE THERE ARE ENOUGH 3. I,M NOT SURE 0. NO ANSWER "
"Q.31. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*  1. AS A SOLDIER 2. AS A WAR WORKER 3. UNDECIDED 0. NO ANSWER "
"Q.32. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
"Q.33. DO YOU FEEL YOU WILL NEED MEDICAL ATTENTION BEFORE YOU WILL BE IN SHAPE TO TAKE UP A PERMANENT ASSIGNMENT*  1. YES, I WILL NEED A GOOD DEAL OF MEDICAL ATTENTION 2. YES, I WILL NEED SOME MEDICAL ATTENTION 3. NO, I WON,T NEED ANY MEDICAL ATTENTION 4. I,M NOT SURE 5. I EXPECT TO BE DISCHARGED INSTEAD OF BEING GIVEN ANOTHER PERMANENT ASSIGNMENT 6. COMBINATION OF 1 AND 5 7. COMBINATION OF 2 AND 5 8. COMBINATION OF 3 AND 5 9. COMBINATION OF 4 AND 5 0. NO ANSWER "
"Q.34. HOW DO YOU FEEL ABOUT WHAT YOU,VE DONE IN THIS WAR*  1. I FEEL I,VE ALREADY DONE MY SHARE AS A SOLDIER 2. I FEEL I,VE PROBABLY DONE MY SHARE, BUT I,M READY TO DO MORE WHEN I,M NEEDED 3. I FEEL I,VE DONE A LITTLE, BUT NO SOLDIER CAN SAY HE HAS DONE HIS SHARE UNTIL THE WAR IS OVER 0. NO ANSWER "
"Q.35. HOW DO YOU FEEL ABOUT BEING AWAY FROM YOUR OLD OUTFIT*  1. I MISS BEING WITH MY OLD OUTFIT VERY MUCH 2. I MISS BEING WITH MY OLD OUTFIT SOME 3. I DON,T MISS BEING WITH MY OLD OUTFIT VERY MUCH 4. I DON,T MISS BEING WITH MY OLD OUTFIT AT ALL 5. I,M STILL WITH MY OLD OUTFIT 0. NO ANSWER "
"Q.36. IN GENERAL, DO YOU FEEL YOU HAVE GOTTEN A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE I HAVE NOT GOTTEN A SQUARE DEAL 0. NO ANSWER X. QUESTION 37 NOT CODED. "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  1. BUSINESS PRINCIPLES AND MANAGEMENT: PRACTICAL PROBLEMS OF ESTABLISHING AND MANAGING A SMALL BUSINESS 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  3 1. BOOKKEEPING: FUNDAMENTALS OF DEBITS, CREDITS, AND USE OF SIMPLE BOOKKEEPING FORMS 1131 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  4 1. BUSINESS ARITHMETIC: AS USED IN PURCHASING, SELLING, TRADING, BANKING, REAL ESTATE, ETC. 1130 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  16 1. BUSINESS ENGLISH: FUNDAMENTALS OF CORRECT SPEECH AND WRITING USED IN BUSINESS 1118 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  9 1. BUSINESS LAW: PRINCIPLES OF LAW AS APPLIED TO EVERYDAY BUSINESS PROBLEMS 1125 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  11 1. SALESMANSHIP: BASIC PRINCIPLES; EMPHASIZES PRACTICAL SELLING PROBLEMS 1123 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  11 1. SUPERVISION AND FOREMANSHIP: PROBLEMS OF DIRECTING AND SUPERVISING EMPLOYEES 1123 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  8 1. PERSONNEL MANAGEMENT: HANDLING LABOR RELATIONS IN MODERN INDUSTRY AND GOVERNMENT 1126 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  8 1. ADVERTISING: ELEMENTARY PRINCIPLES; MEDIA, LAYOUT, COPY-WRITING, ETC. 1126 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  9 1. PLANNING YOUR POST-WAR CAREER: BASIS FOR CHOICE OF A CAREER; PROSPECTS IN INDUSTRIES AND OCCUPATIONS 1125 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  4 1. THE AMERICAN WAY: HISTORY AND GROWTH OF AMERICAN IDEAS AND INSTITUTIONS 1130 2. NOT CHOSEN "
"Q.38A. THE FOLLOWING IS A LIST OF 27 HIGH SCHOOL AND JUNIOR COLLEGE COURSES WHICH THE ARMY PLANS TO OFFER TO SOLDIERS, BETWEEN THE TIME GERMANY AND JAPAN ARE DEFEATED AND THE TIME SOLDIERS ARE BEING RELEASED FROM THE ARMY TO GO BACK TO CIVILIAN LIFE. NO CHARGE WILL BE MADE FOR THESE COURSES. THEY WILL BE GIVEN IN DUTY TIME TO THOSE SOLDIERS WHO WANT THEM. FIRST READ THROUGH THE LIST OF COURSES COMPLETELY, AND THEN CHECK THE THREE YOU WOULD MOST LIKE TO TAKE (CHECK ONLY THREE COURSES).  4 1. INTERNATIONAL RELATIONS: ECONOMIC, SOCIAL, AND POLITICAL PROBLEMS OF INTERNATIONAL COOPERATION 1130 2. NOT CHOSEN "
