S0142.CARD.  1. CARD ONE 
S0142.Q5C. ABOUT HOW MANY COMBAT HOURS HAVE YOU FLOWN IN THE PAST 30 DAY?  ANP (ACTUAL NUMBER HOURS) 01. 1 HOUR . . . 99. 99 OR MORE HOURS 89.NO ANSWER 00.NO CODE OR NO DATA 
"S0142.Q6. IF YOU WERE DOING IT OVER AGAIN, DO YOU THINK YOU WOULD CHOOSE TO SIGN UP FOR COMBAT FLYIN?  1. YES, I'M PRETTY SURE I WOULD 2. YES, I THINK I WOULD, BUT I'M NOT SURE 3. NO, I DON'T THINK I WOULD 4. NO, I'M SURE I WOULD NOT 5. NO ANSWER 0. NO CODE OR NO DATA "
"S0142.Q7. WHEN YOU WERE STARTING YOUR BASIC FLYING TRAINING, DID YOU WANT TO BE ASSIGNED TO FIGHTERS OR TO SOME OTHER TYPE OF AIRCRAF?  1. AT THAT TIME WANTED TO BE ASSIGNED TO FIGHTERS 2. DIDN'T CARE MUCH ONE WAY OR THE OTHER 3. WANTED SOME OTHER ASSIGNMENT 0. NO ANSWER "
"S0142.Q8A. AS YOU SEE IT AT PRESENT, WOULD YOU WILLINGLY TAKE ON ANOTHER SERIES OF MISSIONS IN THE EUROPEAN THEATER OF OPERATIONS AFTER SPENDING A 30-DAY FURLOUGH IN THE US?  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
"S0142.Q8B. AS YOU SEE IT AT PRESENT, WOULD YOU WILLINGLY TAKE ON ANOTHER SERIES OF MISSIONS IN SOME OTHER THEATER AFTER SPENDING A 30-DAY FURLOUGH IN THE US?  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
S0142.Q9. HOW IMPORTANT A PART DO YOU THINK YOUR TYPE OF OUTFIT WILL PLAY IN WINNING THE WA?  1. A VERY IMPORTANT PART 2. A FAIRLY IMPORTANT PART 3. NOT A VERY IMPORTANT PART 4. NOT IMPORTANT AT ALL 0. NO ANSWER 
"S0142.Q10A. FROM WHAT YOU HAVE SEEN, HOW WELL DO YOU FEEL THAT HIGHER HEADQUARTERS (WING, COMMAND, AIR FORCE HQ.) UNDERSTAND YOUR PROBLEMS AND NEED?  1. I FEEL THAT THEY ARE VERY MUCH AWARE OF OUR NEEDS 2. I FEEL THAT THEY ARE FAIRLY WELL AWARE OF OUR NEEDS 3. I FEEL THAT THEY DON'T KNOW VERY MUCH ABOUT OUR REAL PROBLEMS AND NEEDS 4. NO ANSWER 0. NO CODE OR NO DATA X. QUESTIONS 10B AND 10C NOT CODED. "
"S0142.Q11A. FOR ESCORTING BOMBERS AT HIGH ALTITUDE? RATED RATED RATED RATED RATED NO AS 1 AS 2 AS 3 OR AS 1 AS 2 RATING  01. P38 P47 P51 OR P38 P47 P51 02. P38 P51 P47 OR P38 P51 P47 03. P47 P38 P51 OR P47 P38 P51 04. P47 P51 P38 OR P47 P51 P38 05. P51 P38 P47 OR P51 P38 P47 06. P51 P47 P38 OR P51 P47 P38 07. ONLY P38 CHECKED 08. ONLY P47 CHECKED 09. ONLY P51 CHECKED 10. GIVES TWO PLANES A ""1"" RATING, OR CHECKS TWO PLANES WITHOUT RATING 00. NO CHECKS OR RATINGS, OR ELSE 3 CHECKS OR RATINGS ALL THE SAME "
"S0142.Q11B. FOR LOW-LEVEL BOMBING AND STRAFIN? RATED RATED RATED RATED RATED NO AS 1 AS 2 AS 3 OR AS 1 AS 2 RATING  01. P38 P47 P51 OR P38 P47 P51 02. P38 P51 P47 OR P38 P51 P47 03. P47 P38 P51 OR P47 P38 P51 04. P47 P51 P38 OR P47 P51 P38 05. P51 P38 P47 OR P51 P38 P47 06. P51 P47 P38 OR P51 P47 P38 07. ONLY P38 CHECKED 08. ONLY P47 CHECKED 09. ONLY P51 CHECKED 10. GIVES TWO PLANES A ""1"" RATING, OR CHECKS TWO PLANES WITHOUT RATING 00. NO CHECKS OR RATINGS, OR ELSE 3 CHECKS OR RATINGS ALL THE SAME "
"S0142.Q11C. FOR SHOOTING DOWN ENEMY FIGHTERS AT LOW ALTITUDE? RATED RATED RATED RATED RATED NO AS 1 AS 2 AS 3 OR AS 1 AS 2 RATING  01. P38 P47 P51 OR P38 P47 P51 02. P38 P51 P47 OR P38 P51 P47 03. P47 P38 P51 OR P47 P38 P51 04. P47 P51 P38 OR P47 P51 P38 05. P51 P38 P47 OR P51 P38 P47 06. P51 P47 P38 OR P51 P47 P38 07. ONLY P38 CHECKED 08. ONLY P47 CHECKED 09. ONLY P51 CHECKED 10. GIVES TWO PLANES A ""1"" RATING, OR CHECKS TWO PLANES WITHOUT RATING 00. NO CHECKS OR RATINGS, OR ELSE 3 CHECKS OR RATINGS ALL THE SAME "
"S0142.Q11D. FOR SHOOTING DOWN ENEMY FIGHTERS AT HIGH ALTITUDE? RATED RATED RATED RATED RATED NO AS 1 AS 2 AS 3 OR AS 1 AS 2 RATING  01. P38 P47 P51 OR P38 P47 P51 02. P38 P51 P47 OR P38 P51 P47 03. P47 P38 P51 OR P47 P38 P51 04. P47 P51 P38 OR P47 P51 P38 05. P51 P38 P47 OR P51 P38 P47 06. P51 P47 P38 OR P51 P47 P38 07. ONLY P38 CHECKED 08. ONLY P47 CHECKED 09. ONLY P51 CHECKED 10. GIVES TWO PLANES A ""1"" RATING, OR CHECKS TWO PLANES WITHOUT RATING 00. NO CHECKS OR RATINGS, OR ELSE 3 CHECKS OR RATINGS ALL THE SAME "
"S0142.Q11E. AS TO THEIR ABILITY TO TAKE PUNISHMENT AND STILL COME BACK FROM A MISSIO? RATED RATED RATED RATED RATED NO AS 1 AS 2 AS 3 OR AS 1 AS 2 RATING  01. P38 P47 P51 OR P38 P47 P51 02. P38 P51 P47 OR P38 P51 P47 03. P47 P38 P51 OR P47 P38 P51 04. P47 P51 P38 OR P47 P51 P38 05. P51 P38 P47 OR P51 P38 P47 06. P51 P47 P38 OR P51 P47 P38 07. ONLY P38 CHECKED 08. ONLY P47 CHECKED 09. ONLY P51 CHECKED 10. GIVES TWO PLANES A ""1"" RATING, OR CHECKS TWO PLANES WITHOUT RATING 00. NO CHECKS OR RATINGS, OR ELSE 3 CHECKS OR RATINGS ALL THE SAME "
"S0142.Q12. IF IT WERE UP TO YOU TO CHOOSE FOR YOURSELF, WHICH ONE OF THE THREE TYPES OF PLANES WOULD YOU PREFE?  1. P-38 2. P-47 3. P-51 4. P-38 AND P-47 5. P-38 AND P-51 6. P-47 AND P-51 7. UNDECIDED 0. NO ANSWER "
S0142.Q13A. WHAT TYPE OF SHIP DID YOU FLY ON YOUR FIRST COMBAT MISSIO?  1. P-38 2. P-47 3. P-51 4. NO ANSWER 0. NO CODE OR NO DATA 
"S0142.Q13B. BEFORE STARTING COMBAT FLYING, HOW MANY HOURS HAD YOU FLOWN IN THAT TYPE OF PLAN?  01. LESS THAN 25 HOURS 02. 25-49 HOURS 03. 50-74 04. 75-99 05. 100-124 06. 125-149 07. 150-174 08. 175-199 09. 200-224 HOURS 10. 225 OR MORE HOURS 00. NO ANSWER "
"S0142.Q14A. IN YOUR JUDGMENT, IS YOUR SHIP NOW BEING USED IN ANY KIND OF COMBAT ASSIGNMENTS FOR WHICH IT IS NOT WELL SUITE?  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA "
S0142.Q14B. ARE THERE ANY MODIFICATIONS WHICH YOU THINK WOULD IMPROVE THE COMBAT EFFICIENCY OF THE TYPE OF SHIP YOU ARE NOW USIN?  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA 
S0142.Q15A. ABOUT HOW MUCH COMBAT FLYING OF THE SORT YOU HAVE BEEN DOING RECENTLY DO YOU THINK A MAN IN YOUR JOB CAN DO DURING A WEEK'S TIME AND KEEP HIS EFFICIENCY AT A REASONABLY HIGH LEVE? E. NUMBER OF MISSIONS:  1. ONE MISSION 2. TWO 3. THREE 4. FOUR 5. FIVE 6. SIX 7. SEVEN 8. EIGHT MISSIONS 9. NINE OR MORE MISSIONS 0. NO ANSWER E. NUMBER OF HOURS: 
S0142.Q15A. ABOUT HOW MUCH COMBAT FLYING OF THE SORT YOU HAVE BEEN DOING RECENTLY DO YOU THINK A MAN IN YOUR JOB CAN DO DURING A WEEK'S TIME AND KEEP HIS EFFICIENCY AT A REASONABLY HIGH LEVE? E. NUMBER OF MISSIONS:  ANP (ACTUAL NUMBER HOURS) 02. 2 HOURS . . . 80. 80 HOURS 00.NO ANSWER 
"S0142.Q15B. WHEN FLYING TWO COMBAT MISSIONS A DAY, ABOUT HOW MANY DAYS IN A ROW DO YOU THINK A MAN CAN FLY AND STILL KEEP HIS EFFICIENCY AT A REASONABLY HIGH LEVE? (IN ANSWERING THINK OF MISSIONS OF THE SORT YOU YOURSELF HAVE BEEN ON RECENTLY)  01. ONE DAY 02. TWO 03. THREE 04. FOUR 05. FIVE 06. SIX 07. SEVEN 08. EIGHT 09. NINE DAYS 10. TEN OR MORE DAYS 00. NO ANSWER "
S0142.Q16A. HOW MUCH COMBAT FLYING HAVE YOU DONE IN THE PAST 7 DAY? E. NUMBER OF MISSIONS:  01. ONE MISSION 02. TWO 03. THREE 04. FOUR 05. FIVE 06. SIX 07. SEVEN 08. EIGHT 09. NINE 10. TEN MISSIONS 11. ELEVEN OR MORE MISSIONS 00. NO ANSWER E. NUMBER OF HOURS: 
S0142.Q16A. HOW MUCH COMBAT FLYING HAVE YOU DONE IN THE PAST 7 DAY? E. NUMBER OF MISSIONS:  ANP (ACTUAL NUMBER HOURS) 01. 1 HOUR . . . 80. 80 HOURS 89.NO ANSWER 00.NO CODE OR NO DATA 
S0142.Q16B. HOW MUCH IN THE PAST 3 DAY? E. NUMBER OF MISSIONS:  01. ONE MISSION 02. TWO 03. THREE 04. FOUR 05. FIVE 06. SIX 07. SEVEN 08. EIGHT 09. NINE MISSIONS 10. NO ANSWER 00. NO CODE OR NO DATA E. NUMBER OF HOURS: 
S0142.Q16B. HOW MUCH IN THE PAST 3 DAY? E. NUMBER OF MISSIONS:  ANP (ACTUAL NUMBER HOURS) 02. 2 HOURS . . . 90. 90 HOURS 89.NO ANSWER 00. NO CODE OR NO DATA 
"S0142.Q17. IN YOUR OPINION ARE MOST OF THE COMBAT MISSIONS AT THE PRESENT TIME MORE DIFFICULT, ABOUT THE SAME, OR LESS DIFFICULT THAN THEY WERE AT ABOUT THE TIME WHEN YOU STARTED COMBAT FLYING IN EUROPEAN THEATER OPERATION?  1. ON THE WHOLE THEY ARE LESS DIFFICULT NOW THAN THEY WERE 2. THEY ARE ABOUT THE SAME AS THEY WERE 3. ON THE WHOLE THEY ARE MORE DIFFICULT NOW THAN THEY WERE 4. HAVEN'T BEEN FLYING LONG ENOUGH TO SAY 5. NO ANSWER 0. NO CODE OR NO DATA "
"S0142.Q18. GENERALLY SPEAKING, WHICH OF THE FOLLOWING KINDS OF MISSIONS DO YOU PREFER TO GO O?  1. ESCORT MISSIONS 2. LOW-LEVEL BOMBING AND STRAFING 3. PATROLLING MISSIONS 4. SOME OTHER TYPE OF MISSION 5. 1 AND 2 CHECKED 6. 1 AND 3 CHECKED 7. 1 AND 4 CHECKED 8. 2 AND 3 CHECKED 9. 2 AND 4 CHECKED 0. NO ANSWER "
"S0142.Q19. HAVE YOU EVER HAD THE FEELING THAT A PARTICULAR MISSION WASN'T WORTH THE COS?  1. YES, QUITE OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"S0142.Q20. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIM?  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER "
"S0142.Q21. DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY AFTER THE WA?  1. YES, I WOULD WANT TO VERY MUCH 2. YES, I MIGHT WANT TO, BUT I'M NOT SURE 3. NO, I DON'T THINK I WOULD WANT TO 4. NO, I WOULD NOT WANT TO AT ALL 5. UNDECIDED 0. NO ANSWER "
"S0142.Q22. CONSIDERING EVERYTHING, HOW WOULD YOU RATE THE TRAINING YOU RECEIVED IN THE UNITED STATE?  1. VERY GOOD 2. GOOD 3. FAIR 4. POOR 5. VERY POOR 0. NO ANSWER "
S0142.Q23A. SHOOTING AT TARGETS IN RAPID MOTIO?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q23B. CAMERA GUNNER?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
"S0142.Q23C. DOG-FIGHTING TACTICS; ""AERIAL ACROBATICS""; ""RAT-RACING"", ETC.*  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER "
S0142.Q23D. ENEMY FIGHTER TACTIC?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q23E. USE OF RADIO COD?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q23F. AIRCRAFT IDENTIFICATIO?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q23G. CROSS-COUNTRY NAVIGATIO?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q23H. INSTRUMENT FLYING IN CLOUD?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24A. USE OF OXYGEN EQUIPMEN?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24B. HIGH ALTITUDE FORMATION FLYIN?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24C. LOW ALTITUDE FORMATION FLYIN?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24D. PARACHUTE TRAINING AND BAILING-OUT PROCEDUR?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24E. STRAFING PRACTIC?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24F. BOMBING PRACTIC?  1. MORE THAN ENOUGH 2. ABOUT THE RIGHT AMOUNT 3. NOT QUITE ENOUGH 4. NOT NEARLY ENOUGH 0. NO ANSWER 
S0142.Q24G. ARE THERE ANY TYPES OF TRAINING NOT LISTED ABOVE WHICH YOU THINK YOU SHOULD HAVE RECEIVED MORE OF BEFORE YOUR FIRST COMBAT MISSIO?  1. YES 2. NO 0. NO ANSWER CARD 2 
S0142.CARD.  2. CARD TWO 
S0142.DECK.  142. SURVEY NUMBER 
S0142.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"S0142.Q25A. BEFORE GOING ON YOUR FIRST COMBAT MISSION, ABOUT HOW MANY HOURS HIGH ALTITUDE FLYING ON OXYGEN HAD YOU HAD IN AL?  01. LESS THAN 10 HOURS 02. 10-19 03. 20-29 04. 30-39 05. 40-49 06. 50-59 07. 60-69 08. 70-79 09. 80 OR MORE HOURS 10. NO ANSWER 00. NO CODE OR NO DATA "
"S0142.Q25B. BEFORE YOUR FIRST COMBAT MISSION, ABOUT HOW MANY HOURS HAD YOU FLOWN IN THE TYPES OF FORMATION YOU NOW USE IN COMBAT MISSION?  1. 1-24 HOURS 2. 25-49 3. 50-3. 4. 75-99 5. 100-124 6. 125-149 7. 150-174 8. 175 OR MORE HOURS 9. NONE 0. NO ANSWER "
"S0142.Q26A. WHAT WOULD YOU LIKE TO SEE HAPPEN TO THE GERMANS AFTER THE WA?  1. PUNISH THE LEADERS, BUT NOT THE ORDINARY GERMANS 2. MAKE THE ORDINARY GERMAN PEOPLE SUFFER PLENTY 3. WIPE OUT THE WHOLE GERMAN NATION 0. NO ANSWER "
"S0142.Q26B. WHAT WOULD YOU LIKE TO SEE HAPPEN TO THE JAPANESE AFTER THE WA?  1. PUNISH THE LEADERS, BUT NOT THE ORDINARY JAPANESE 2. MAKE THE ORDINARY JAPANESE PEOPLE SUFFER PLENTY 3. WIPE OUT THE WHOLE JAPANESE NATION 0. NO ANSWER "
"S0142.Q27A. DO YOU HAVE ANY PARTICULAR FEELING ABOUT THE WAY THE NEWS OF AMERICAN AIR FORCES (AAF) FIGHTER OPERATIONS IS WRITTEN UP IN BRITISH NEWSPAPER?  1. YES, IT MATTERS QUITE A BIT TO ME WHAT THEY SAY 2. NO, IT DOESN'T MAKE ANY PARTICULAR DIFFERENCE TO ME WHAT THEY SAY 0. NO ANSWER "
"S0142.Q27B. ALL THINGS CONSIDERED, DO YOU FEEL THAT THE BRITISH NEWSPAPERS GIVE THE AMERICAN AIR FORCES TOO MUCH CREDIT, TOO LITTLE CREDIT, OR ABOUT THE RIGHT AMOUNT OF CREDIT FOR THE JOB THEY ARE DOIN?  1. TOO MUCH CREDIT 2. ABOUT THE RIGHT AMOUNT OF CREDIT 3. TOO LITTLE CREDIT 4. I DON'T READ THEM OFTEN ENOUGH TO SAY 0. NO ANSWER "
"S0142.Q28. WHAT DO YOU THINK OF THE JOB ""STARS AND STRIPES"" IS DOING IN REPORTING THE OPERATIONS OF THE EIGHTH AIR FORC?  1. A VERY GOOD JOB 2. A GOOD JOB 3. A FAIR JOB 4. A POOR JOB 5. A VERY POOR JOB 0. NO ANSWER "
"S0142.Q29A. DURING THE PAST FOUR WEEKS, HOW MANY FURLOUGHS, LEAVES AND PASSES (FOR 24 HOURS OR MORE) HAVE YOU HA? E. LEAVES OR PASSES:  1. ONE 2. TWO 3. THREE 4. FOUR 5. FIVE OR MORE 6. NONE 7. NO ANSWER 0. NO CODE OR NO DATA E. FURLOUGHS: "
"S0142.Q29A. DURING THE PAST FOUR WEEKS, HOW MANY FURLOUGHS, LEAVES AND PASSES (FOR 24 HOURS OR MORE) HAVE YOU HA? E. LEAVES OR PASSES:  14 1. ONE 1 2. TWO 0 3. THREE 0 4. FOUR 0 5. FIVE OR MORE 631 6. NONE 8 0. NO ANSWER "
S0142.Q29B. HOW DO YOU FEEL ABOUT THE PRESENT PRACTICE IN YOUR OUTFIT WITH RESPECT TO THE GRANTING OF LEAVES AND PASSE?  1. IT IS AS GOOD AS IT COULD BE UNDER THE CIRCUMSTANCES 2. IT COULD BE SOMEWHAT BETTER 3. IT COULD BE A LOT BETTER 0. NO ANSWER 
S0142.Q30. DO YOU USUALLY KNOW AHEAD OF TIME WHEN YOU CAN COUNT ON HAVING A LEAVE OR PAS?  1. USUALLY KNOW A WEEK OR MORE BEFOREHAND 2. USUALLY GIVEN A FEW DAYS NOTICE 3. USUALLY FIND OUT ABOUT IT JUST BEFORE A LEAVE OR PASS IS GRANTED 4. I'M NOT SURE HOW IT WORKS 0. NO ANSWER 
S0142.Q31. HOW DO YOU FEEL ABOUT THE PROMOTION POLICY FOR FIGHTER PILOT?  1. VERY WELL SATISIFED 2. SATISFIED 3. NOT VERY WELL SATISFIED 4. NOT SATISFIED AT ALL 0. NO ANSWER 
"S0142.Q32. ON THE AVERAGE, ABOUT HOW MANY HOURS SLEEP PER 24 HOURS DAY HAVE YOU HAD DURING THE LAST 10 DAY?  1. LESS THAN 4 HOURS 2. 4 HOURS 3. 5 HOURS 4. 6 HOURS 5. 7 HOURS 6. 8 HOURS 7. MORE THAN 8 HOURS 0. NO ANSWER "
"S0142.Q33. IN GENERAL, HOW DO YOU FEEL ABOUT THE AMOUNT OF TIME YOU HAVE FOR SLEE?  1. IT WOULD HELP A LITTLE IF I HAD MORE TIME FOR SLEEP 2. IT WOULD HELP A LOT IF I HAD MORE TIME FOR SLEEP 3. USUALLY HAVE ENOUGH TIME FOR SLEEP 0. NO ANSWER "
S0142.Q34. DO YOU EVER HAVE ANY DIFFICULTY IN SLEEPING WHEN YOU HAVE THE CHANC?  1. ALMOST NEVER 2. OCCASIONALLY 3. FAIRLY OFTEN 4. VERY OFTEN 0. NO ANSWER 
S0142.Q35A. THE MEDICAL SERVICE YOU ARE GETTIN?  1. ABOUT AS GOOD AS IT COULD BE UNDER THE CIRCUMSTANCES 2. COULD BE IMPROVED BUT IT WOULDN'T MAKE TOO MUCH DIFFERENCE TO ME 3. COULD BE IMPROVED AND IT WOULD HELP A LOT IF IT WERE 4. UNCERTAIN 0. NO ANSWER 
S0142.Q35B. THE FOOD AT YOUR BAS?  1. ABOUT AS GOOD AS IT COULD BE UNDER THE CIRCUMSTANCES 2. COULD BE IMPROVED BUT IT WOULDN'T MAKE TOO MUCH DIFFERENCE TO ME 3. COULD BE IMPROVED AND IT WOULD HELP A LOT IF IT WERE 4. UNCERTAIN 0. NO ANSWER 
S0142.Q35C. ARRANGEMENTS FOR GETTING BREAKFAST BEFORE AN EARLY MISSIO?  1. ABOUT AS GOOD AS IT COULD BE UNDER THE CIRCUMSTANCES 2. COULD BE IMPROVED BUT IT WOULDN'T MAKE TOO MUCH DIFFERENCE TO ME 3. COULD BE IMPROVED AND IT WOULD HELP A LOT IF IT WERE 4. UNCERTAIN 0. NO ANSWER 
"S0142.Q36. ABOUT HOW OFTEN DO YOU LISTEN TO THE AMERICAN FORCES NETWORK, THE RADIO PROGRAMS PUT ON BY THE U.S. ARMY FOR THE AMERICAN FORCES OVERSEA?  1. ALMOST EVERY DAY 2. THREE OR FOUR TIMES A WEEK 3. ONCE OR TWICE A WEEK 4. LESS THAN ONCE A WEEK 5. ALMOST NEVER 0. NO ANSWER "
"S0142.Q37. ALL THINGS CONSIDERED, DO YOU FEEL THAT THE BRITISH RADIO PROGRAMS GIVE THE AMERICAN AIR FORCES TOO MUCH CREDIT, TOO LITTLE CREDIT, OR ABOUT THE RIGHT AMOUNT OF CREDIT FOR THE JOB THEY ARE DOIN?  1. TOO MUCH CREDIT 2. ABOUT THE RIGHT AMOUNT OF CREDIT 3. TOO LITTLE CREDIT 4. I DON'T LISTEN TO THEM OFTEN ENOUGH TO SAY 0. NO ANSWER "
S0142.Q38A. ABOUT HOW OFTEN DO YOU LISTEN TO THE GERMAN RADIO PROGRAM?  1. ALMOST EVERY DAY 2. THREE OR FOUR TIMES A WEEK 3. ONCE OR TWICE A WEEK 4. LESS THAN ONCE A WEEK 5. ALMOST NEVER 0. NO ANSWER 
S0142.Q38B. HOW DO YOU FEEL ABOUT THE NEWS AND TALKS INCLUDED IN GERMAN RADIO PROGRAM?  1. VERY LITTLE TRUTH IN WHAT THEY SAY 2. SOME TRUTH IN WHAT THEY SAY 3. A GOOD DEAL OF TRUTH IN WHAT THEY SAY 4. NO OPINION 0. NO ANSWER 
"S0142.Q39A. DO YOU FEEL THAT YOU HAVE BEEN GIVEN AS MUCH INFORMATION AS YOU WOULD LIKE TO HAVE ABOUT THE KIND OF ASSIGNMENTS MEN CAN GET AT THAT TIM?  1. YES, I FEEL I HAVE BEEN GIVEN ENOUGH INFORMATION ABOUT THIS 2. NO, I WISH I HAD MORE INFORMATION ABOUT THIS 0. NO ANSWER "
S0142.Q39B. WHAT DO YOU THINK OF THE PRESENT POLICY REGARDING ASSIGNMENT OF MEN AT THAT TIM?  1. I THINK THE POLICY IS ABOUT AS GOOD AS IT CAN BE UNDER THE CIRCUMSTANCES 2. I THINK THE POLICY OUGHT TO BE IMPROVED 3. I DON'T KNOW WHAT THE POLICY OF ASSIGNMENT IS 0. NO ANSWER 
