Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  1. CHOPPED HAM AND EGGS 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  124 1. CHEESE 278 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  10 1. CHEESE AND BACON 392 2. NOT CHOSEN 
"Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  42 1. BEEF AND PORK LOAF, MEAT 360 2. NOT CHOSEN "
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  10 1. PORK AND EGG YOLK 392 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  9 1. PORK LOAF - WITH CARROTS AND APPLE FLAKES 393 2. NOT CHOSEN 
"Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  29 1. CRACKERS, BISCUITS 373 2. NOT CHOSEN "
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  5 1. CHEWING GUM 397 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  6 1. SUGAR 396 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  12 1. MISCELLANEOUS 390 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  2 1. CANNED STUFF 400 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  60 1. COFFEE 342 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  9 1. LEMON JUICE 393 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  4 1. ORANGE JUICE 398 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  6 1. BOUILLON 396 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  15 1. CARAMELS 387 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  42 1. D-RATION CHOCOLATE BAR 360 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  22 1. SWEET CHOCOLATE BAR 380 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  1 1. MALT-DEXTROSE TABLETS 401 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  15 1. OTHER CANDY 387 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  21 1. OTHER ITEMS 381 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  21 1. FRUIT BAR 381 2. NOT CHOSEN 
Q.7A. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE BEST*  58 1. NO ANSWER 344 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  1. CHOPPED HAM AND EGGS 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  75 1. CHEESE 327 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  0 1. CHEESE AND BACON 402 2. NOT CHOSEN 
"Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  29 1. BEEF AND PORK LOAF, MEAT 373 2. NOT CHOSEN "
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  11 1. PORK AND EGG YOLK 391 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  26 1. PORK LOAF - WITH CARROTS AND APPLE FLAKES 376 2. NOT CHOSEN 
"Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  98 1. CRACKERS, BISCUITS 304 2. NOT CHOSEN "
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  2 1. CHEWING GUM 400 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  0 1. SUGAR 402 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  10 1. MISCELLANEOUS 392 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  1 1. CANNED STUFF 401 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  3 1. COFFEE 399 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  82 1. LEMON JUICE 320 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  8 1. ORANGE JUICE 394 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  30 1. BOUILLON 372 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  1 1. CARAMELS 401 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  4 1. D-RATION CHOCOLATE BAR 398 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  7 1. SWEET CHOCOLATE BAR 395 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  50 1. MALT-DEXTROSE TABLETS 352 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  6 1. OTHER CANDY 396 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  12 1. OTHER ITEMS 390 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  13 1. FRUIT BAR 389 2. NOT CHOSEN 
Q.7B. WHICH PARTS OF ANY OF THE K RATIONS DO YOU LIKE LEAST*  60 1. NO ANSWER 342 2. NOT CHOSEN 
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  1. MORE COFFEE 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  15 1. COCOA OR CHOCOLATE 387 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  14 1. MORE AND/OR BETTER CRACKERS OR COOKIES 388 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  5 1. JAM, BUTTER, SPREADS, ETC. 397 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  1 1. SMALL HEATING UNIT OR SELF-HEATING FOODS 401 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  3 1. FRUIT 399 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  30 1. OTHER MEATS 372 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  44 1. OTHER MISCELLANEOUS, NOT NOW IN THE RATION 358 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  26 1. OTHER ITEMS, NOW IN THE RATION 376 2. NOT CHOSEN "
"Q.7C. CONSIDERING THAT THE K RATION PACKAGE HAS TO BE KEPT AT ABOUT ITS PRESENT SIZE, ARE THERE ANY FOOD ITEMS NOT NOW INCLUDED THAT YOU THINK SHOULD BE ADDED* IF SO, LIST THEM HERE:  280 1. NO ANSWER 122 2. NOT CHOSEN "
"Q.8A. FOR BREAKFAST...*  1. COCOA 2. BOUILLON 3. COFFEE 4. SOMETING ELSE, NOTHING SPECIFIED 5. SOMETHING ELSE, SOMETHING SPECIFIED 0. NO ANSWER "
Q.8B. FOR DINNER...*  1. COCOA 2. BOUILLON 3. COFFEE 4. LEMON JUICE 5. ORANGE JUICE 6. SOMETHING ELSE 0. NO ANSWER 
Q.8C. FOR SUPPER...*  1. COCOA 2. BOUILLON 3. COFFEE 4. LEMON JUICE 5. ORANGE JUICE 6. SOMETHING ELSE 0. NO ANSWER 
Q.9A. BREAKFAST ITEMS: Q.9A1. BISCUITS (CRACKERS)*  1. USE ALL OF IT 2. USE ONLY PART OF IT 3. DO NOT USE ANY OF IT 0. NO ANSWER Q.9A2. CHOPPED HAM AND EGGS* 
Q.9A. BREAKFAST ITEMS: Q.9A1. BISCUITS (CRACKERS)*  316 1. USE ALL OF IT 46 2. USE ONLY PART OF IT 15 3. DO NOT USE ANY OF IT 25 0. NO ANSWER Q.9A3. FRUIT BAR* 
Q.9A. BREAKFAST ITEMS: Q.9A1. BISCUITS (CRACKERS)*  266 1. USE ALL OF IT 47 2. USE ONLY PART OF IT 59 3. DO NOT USE ANY OF IT 30 0. NO ANSWER Q.9A4. SOLUBLE COFFEE* 
Q.9A. BREAKFAST ITEMS: Q.9A1. BISCUITS (CRACKERS)*  321 1. USE ALL OF IT 30 2. USE ONLY PART OF IT 28 3. DO NOT USE ANY OF IT 23 0. NO ANSWER Q.9A5. SUGAR TABLETS* 
Q.9A. BREAKFAST ITEMS: Q.9A1. BISCUITS (CRACKERS)*  308 1. USE ALL OF IT 32 2. USE ONLY PART OF IT 30 3. DO NOT USE ANY OF IT 32 0. NO ANSWER CARD 2 
CARD.  2. CARD TWO 
DECK.  160. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. S-160A 2. S-160X 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  1. USE ALL OF IT 2. USE ONLY PART OF IT 3. DO NOT USE ANY OF IT 0. NO ANSWER Q.9B2. CHEESE* 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  241 1. USE ALL OF IT 98 2. USE ONLY PART OF IT 29 3. DO NOT USE ANY OF IT 34 0. NO ANSWER Q.9B3. CHEESE AND BACON* 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  237 1. USE ALL OF IT 87 2. USE ONLY PART OF IT 26 3. DO NOT USE ANY OF IT 52 0. NO ANSWER Q.9B4. ORANGE POWDER* 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  177 1. USE ALL OF IT 76 2. USE ONLY PART OF IT 102 3. DO NOT USE ANY OF IT 47 0. NO ANSWER Q.9B5. GRANULATED SUGAR* 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  304 1. USE ALL OF IT 42 2. USE ONLY PART OF IT 15 3. DO NOT USE ANY OF IT 41 0. NO ANSWER Q.9B6. VANILLA CARAMELS* 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  327 1. USE ALL OF IT 27 2. USE ONLY PART OF IT 16 3. DO NOT USE ANY OF IT 32 0. NO ANSWER Q.9B7. CHOCOLATE CANDY* 
Q.9B. DINNER ITEMS: Q.9B1. BISCUITS (CRACKERS)*  310 1. USE ALL OF IT 42 2. USE ONLY PART OF IT 21 3. DO NOT USE ANY OF IT 29 0. NO ANSWER 
Q.9C. SUPPER ITEMS: Q.9C1. BISCUITS (CRACKERS)*  1. USE ALL OF IT 2. USE ONLY PART OF IT 3. DO NOT USE ANY OF IT 0. NO ANSWER Q.9C2. MEAT PRODUCTS* 
Q.9C. SUPPER ITEMS: Q.9C1. BISCUITS (CRACKERS)*  261 1. USE ALL OF IT 83 2. USE ONLY PART OF IT 31 3. DO NOT USE ANY OF IT 0. NO ANSWER Q.9C3. BOUILLON POWDER* 
Q.9C. SUPPER ITEMS: Q.9C1. BISCUITS (CRACKERS)*  81 1. USE ALL OF IT 69 2. USE ONLY PART OF IT 198 3. DO NOT USE ANY OF IT 54 0. NO ANSWER Q.9C4. CHOCOLATE BAR* 
Q.9C. SUPPER ITEMS: Q.9C1. BISCUITS (CRACKERS)*  304 1. USE ALL OF IT 45 2. USE ONLY PART OF IT 29 3. DO NOT USE ANY OF IT 22 4. NO ANSWER 2 0. NO CODE OR NO DATA 
"Q.10. IF THERE ARE ANY PARTS OF THE K RATIONS THAT YOU OFTEN DO NOT USE, IS THERE ANYTHING YOU THINK SHOULD BE PUT IN ITS PLACE*  1. ANY COMMENT 2. NO ANSWER 0. NO CODE OR NO DATA "
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  1. STEW 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  159 1. HASH 243 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  37 1. MEAT 365 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  5 1. CORNED BEEF 397 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  38 1. BISCUITS 364 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  19 1. BEANS 383 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  19 1. ALL OF IT 383 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  18 1. NONE OF IT 384 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  40 1. MISCELLANEOUS 362 2. NOT CHOSEN 
Q.11A. HOW ABOUT THE C RATIONS - WHAT PART OR PARTS DO YOU LIKE LEAST*  77 1. NO ANSWER 325 2. NOT CHOSEN 
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  1. MEAT AND BEANS 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  47 1. SPAGHETTI AND MEAT 355 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  23 1. BEEF STEW 379 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  18 1. CHOCOLATE 384 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  18 1. COFFEE 384 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  7 1. HAM AND EGGS 395 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  17 1. HASH 385 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  20 1. NONE OF IT 382 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  52 1. MISCELLANEOUS 350 2. NOT CHOSEN "
"Q.11B. WHAT PART, OR PARTS, OF THE C RATIONS DO YOU LIKE BEST*  91 1. NO ANSWER 311 2. NOT CHOSEN X. QUESTION 11C NOT CODED. "
"Q.11D. ARE THERE ANY PARTS OF C RATIONS THAT YOU OFTEN DO NOT USE*  1. NO 2. YES, NOTHING SPECIFIED 3. YES, SOMETHING SPECIFIED 4. NO ANSWER 0. NO CODE OR NO DATA X. QUESTION 11E NOT CODED. "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  1. CORNED BEEF 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  8 1. MEAT 394 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  20 1. BEANS 382 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  0 1. CANDY 402 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  26 1. HASH 376 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  26 1. BISCUITS 376 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  11 1. CHEESE 391 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  1 1. CIGARETTES 401 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  5 1. FRUIT BARS 397 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  25 1. STEW 377 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  51 1. OTHER MISCELLANEOUS 351 2. NOT CHOSEN "
"Q.12A. WHICH PART, OR PARTS, DO YOU LIKE LEAST*  252 1. NO ANSWER 150 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  1. BACON, SAUSAGE, PORK, HAM, HAMBURGER 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  11 1. CANNED FRUITS, PINEAPPLE 391 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  4 1. CANNED CHICKEN 398 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  17 1. ROAST BEEF 385 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  29 1. EGGS, HAM AND EGGS OR PORK AND EGGS 373 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  21 1. RICE PUDDING 381 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  23 1. COFFEE, BEVERAGE, CHOCOLATE 379 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  30 1. CANDY, JAM, PRESERVES, JELLY, DESSERTS 372 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  19 1. VEGETABLES, BEANS, TOMATOES, CORN, CANNED STUFF 383 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  45 1. ALL O.K. (GOOD), SATISFACTORY 357 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  1. HOT SOUP, CORNED BEEF (HASH), BREAKFAST CEREAL, STEW, CIGARETTES, CHEESE, JUICE, BUTTER, PEANUTS, MEAT BALLS, CRACKERS, MEAT, BISCUITS, BEEF STEW, PORK AND BEANS, MILK, OTHER MISCELLANEOUS 2. NOT CHOSEN "
"Q.12B. WHICH PART, OR PARTS, DO YOU LIKE BEST*  189 1. NO ANSWER 213 2. NOT CHOSEN X. QUESTIONS 12C AND 12D NOT CODED. "
Q.13A. SINCE BEING IN EUROPE HAVE YOU EVER DRUNK WATER FROM AN OPEN WELL OR STREAM WITHOUT USING HALAZONE TABLETS IN IT*  1. YES 2. NO 0. NO ANSWER 
"Q.13B. HOW WELL DO YOU THINK THE HALAZONE TABLETS WORK AS A WAY OF PURIFYING WATER*  1. I THINK THEY MAKE IMPURE WATER COMPLETELY SAFE FOR DRINKING 2. I THINK THEY ARE OK EXCEPT WITH VERY IMPURE OR STAGNANT WATER SUPPLY 3. I DON,T HAVE MUCH FAITH IN THEM 0. NO ANSWER "
"Q.14. ARE YOU USUALLY ABLE TO GET THE HALAZONE TABLETS FOR PURIFYING WATER, IF YOU WANT THEM*  1. YES, ALWAYS 2. YES, USUALLY 3. NO, OFTEN CANNOT GET THEM 0. NO ANSWER P. THE FOLLOWING QUESTIONS ARE ABOUT SOLDIERS, EQUIPMENT AND SUPPLIES. "
"Q.15A. HOW SATISFACTORY DO YOU FIND YOUR CANTEEN FOR THE USES YOU HAVE GIVEN IT*  1. IT HAS BEEN O.K. 2. IT HAS GIVEN SOME TROUBLE, NOTHING WRITTEN IN 3. IT HAS GIVEN SOME TROUBLE, SOMETHING WRITTEN IN 0. NO ANSWER "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  1. CHAIN 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  58 1. CAP 344 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  30 1. CORK 372 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  6 1. RUST AND CORROSION ON MOUTH OF FLASK 396 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  11 1. CUP 391 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  18 1. COVER 384 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  16 1. PART THAT HOOKS ON BELT 386 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  9 1. OTHER MISCELLANEOUS 393 2. NOT CHOSEN "
"Q.15B. WHERE, OR WHAT PART SEEMS TO GIVE THE MOST TROUBLE OR WEAR OUT OR BREAK FIRST*  249 1. NO ANSWER 153 2. NOT CHOSEN X. COLS. 79-80 NOT USED. CARD 3 "
CARD.  3. CARD THREE 
DECK.  160. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. S-160A 2. S-160X X. QUESTION 15C NOT CODED. 
"Q.16. HAVE YOU SEEN A GERMAN WATER CONTAINER FOR THE USE OF THE INDIVIDUAL SOLDIER THAT SEEMS TO BE BETTER THAN OUR CANTEEN* IF YES, DESCRIBE IT BRIEFLY.  1. NO 2. YES, NOTHING WRITTEN IN 3. YES, SOMETHING WRITTEN IN 0. NO ANSWER "
"Q.17. IF YOU HAD YOUR FREE CHOICE, WHICH OF THE FOLLOWING WOULD YOU RATHER WEAR IN DOING YOUR PRESENT ARMY DUTIES*  1. ISSUE SHOES AND LEGGINS 2. ISSUE SHOES, WITHOUT LEGGINS 3. LOW LEATHER BOOT (""COMBAT BOOT"") 4. SOMETHING ELSE 0. NO ANSWER "
