Q.24A. DO YOU EVER FEEL LONESOME*  1. I HARDLY EVER FEEL LONESOME 2. I SOMETIMES FEEL LONESOME 3. I OFTEN FEEL LONESOME 0. NO ANSWER 
Q.24B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"Q.25A. DO YOU THINK YOU ARE A GOOD SOLDIER*  1. YES, ONE OF THE BEST 2. YES, ALTHOUGH MAYBE NOT ONE OF THE BEST 3. UNDECIDED 4. NO, NOT YET, BUT I WILL BE 5. NO, AND I DON,T THINK I EVER WILL BE 0. NO ANSWER "
Q.25B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"Q.26A. WHEN YOU GET A VERY IMPORTANT JOB TO DO, DO YOU WORRY ABOUT WHETHER YOU WILL DO ALL RIGHT OR NOT*  1. I WORRY A LOT 2. I WORRY A LITTLE 3. I DON,T WORRY AT ALL 0. NO ANSWER "
Q.26B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"Q.27A. ON THE WHOLE, WOULD YOU SAY YOU ARE WELL ADJUSTED OR POORLY ADJUSTED TO ARMY LIFE*  1. I AM VERY WELL ADJUSTED 2. I AM FAIRLY WELL ADJUSTED 3. I AM NOT SO WELL ADJUSTED 4. I AM VERY POORLY ADJUSTED 0. NO ANSWER "
Q.27B. HOW STRONGLY DO YOU FEEL ABOUT THIS*  1. VERY STRONGLY 2. FAIRLY STRONGLY 3. NOT STRONGLY 0. NO ANSWER 
"Q.28A. AFTER THE WAR, DO YOU THINK THE UNITED STATES COULD OR COULD NOT HAVE AN ARMY SUFFICIENT FOR THE COUNTRY,S NEEDS BY TAKING VOLUNTEERS ONLY*  1. YES, I THINK IT COULD 2. NO, I THINK IT COULD NOT 3. UNDECIDED 0. NO ANSWER "
Q.28B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"Q.29A. DO YOU AGREE OR DISAGREE WITH THIS STATEMENT* ""THE BEST WAY TO PROTECT THE UNITED STATES AGAINST ANOTHER WAR IS TO MAKE HER SO STRONG MILITARILY THAT NO ONE WOULD DARE TO ATTACK HER.""  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER "
Q.29B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"Q.30A. DO YOU AGREE OR DISAGREE WITH THIS STATEMENT* ""AFTER THE WAR, IT WILL BE NECESSARY FOR THE NATIONAL SAFETY OF THE UNITED STATES TO HAVE A LARGE ARMY.""  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER "
Q.30B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"Q.31A. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF VOLUNTEERS ONLY*  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 0. NO ANSWER "
Q.31B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"Q.32A. IF YOU HAD A SON, WOULD YOU WANT HIM TO HAVE A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME, AFTER THIS WAR, OR NOT*  1. YES, I WOULD WANT HIM TO HAVE ARMY TRAINING 2. NO, I WOULD NOT WANT HIM TO HAVE ARMY TRAINING 3. UNDECIDED 0. NO ANSWER "
Q.32B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"Q.33A. AFTER THE WAR, DO YOU THINK ALL YOUNG MEN IN THE UNITED STATES SHOULD BE MADE TO TAKE A CERTAIN AMOUNT OF MILITARY TRAINING OR NOT*  1. YES, THEY SHOULD BE MADE TO TAKE MILITARY TRAINING 2. NO, THEY SHOULD NOT BE MADE TO TAKE MILITARY TRAINING 3. UNDECIDED 0. NO ANSWER "
Q.33B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"Q.34A. DO YOU AGREE OR DISAGREE WITH THIS STATEMENT* ""EVEN IF ALL OTHER COUNTRIES AGREE NOT TO HAVE LARGE ARMIES, THE UNITED STATES SHOULD STILL DRAFT ALL YOUNG MEN FOR MILITARY TRAINING.""  1. AGREE 2. DISAGREE 3. UNDECIDED 0. NO ANSWER "
Q.34B. HOW SURE ARE YOU OF YOUR ANSWER*  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
Q.35. HOW INTERESTED WOULD YOU BE IN HAVING DISCUSSIONS ON THE KIND OF ARMY THE UNITED STATES WILL NEED AFTER THE WAR*  1. VERY MUCH 2. PRETTY MUCH 3. NOT SO MUCH 4. NOT AT ALL 0. NO ANSWER X. QUESTION 36 NOT CODED. 
"V.37A. PERSONAL ADJUSTMENT SCORE - CONTENT: E. DERIVED FROM QUESTIONS 15A, 17A, 18A, 21A, 22A, 23A, 24A, 25A, 26A, AND 27A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.37B. PERSONAL ADJUSTMENT SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 15B, 17B, 18B, 21B, 22B, 23B, 24B, 25B, 26B AND 27B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.38A. ATTITUDE TOWARD CONSCRIPTION SCORE - CONTENT: E. DERIVED FROM QUESTIONS 28A, 29A, 30A, 31A, 32A, 33A AND 34A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.38B. ATTITUDE TOWARD CONSCRIPTION SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 28B, 29B, 30B, 31B, 32B, 33B AND 34B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.39A. ATTITUDE TOWARD WAC SCORE - CONTENT: E. DERIVED FROM QUESTIONS 4A, 5A, 7A, 8A, 9A, 10A, 11A, 12A, 13A AND 14A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. X. COL. 80 NOT USED. CARD 2 "
CARD.  2. CARD TWO 
DECK.  195. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. S-195A 2. S-195B 3. S-195C 
"V.39B. ATTITUDE TOWARD WAC SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 4B, 5B, 7B, 8B, 9B, 10B, 11B, 12B, 13B AND 14B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.39C. ATTITUDE TOWARD WAC SCORE - NON-SCALE COMBINATIONS: E. DERIVED FROM QUESTIONS 4A, 5A, 7A, 8A, 9A, 10A, 11A, 12A, 13A AND 14A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
V.40. CAMP IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
