CARD.  1. CARD ONE 
Q.7. HOW FAR DID YOU GO IN SCHOOL (CHECK ONLY ONE ANSWER - THE HIGHEST GRADE OF SCHOOL YOU COMPLETED.)*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.8. HOW MANY YEARS WAS IT BETWEEN THE TIME YOU LEFT FULL-TIME SCHOOL AND THE TIME YOU CAME INTO THE ARMY*  1. I CAME INTO THE ARMY RIGHT OUT OF SCHOOL 2. 1 YEAR OR LESS 3. OVER 1 YEAR TO 2 YEARS 4. OVER 2 YEARS TO 3 YEARS 5. OVER 3 YEARS TO 5 YEARS 6. OVER 5 YEARS 0. NO ANSWER 
Q.9. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY*  01. NEW ENGLAND 02. MIDDLE ATLANTIC 03. EAST NORTH CENTRAL 04. WEST NORTH CENTRAL 05. SOUTH ATLANTIC 06. EAST SOUTH CENTRAL 07. WEST SOUTH CENTRAL 08. MOUNTAIN 09. PACIFIC 10. FOREIGN - U.S. POSSESSIONS 11. FOREIGN - NOT U.S. 12. U.S. (STATE NOT SPECIFIED) 00. NO ANSWER 
"Q.10. WHERE WERE YOU LIVING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM 2. IN THE COUNTRY BUT NOT ON A FARM 3. IN A VILLAGE WITH FEWER THAN 2,500 PEOPLE 4. IN A SMALL CITY WITH BETWEEN 2,500 AND 25,000 PEOPLE 5. IN A CITY WITH BETWEEN 25,000 AND 100,000 PEOPLE 6. IN A LARGE CITY WITH MORE THAN 100,000 PEOPLE 0. NO ANSWER "
"Q.11. HAS THE ARMY AT ANY TIME CLASSIFIED YOU AS A LIMITED SERVICE MAN*  1. YES, I WAS CLASSIFIED AS LIMITED SERVICE BY THE ARMY 2. NO, I WAS NEVER CLASSIFIED AS LIMITED SERVICE BY THE ARMY 3. I DON,T KNOW WHETHER THE ARMY HAS EVER CLASSIFIED ME AS LIMITED SERVICE OR NOT 0. NO ANSWER "
"Q.12. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER X. QUESTIONS 13A-B NOT CODED BY SURVEY ORGANIZATION. "
Q.14. HOW INTERESTED ARE YOU IN THE WORK YOU ARE DOING IN YOUR PRESENT ARMY ASSIGNMENT*  1. VERY MUCH INTERESTED 2. A LITTLE BUT NOT MUCH 3. NOT INTERESTED AT ALL 0. NO ANSWER 
Q.15. TO WHICH OF THE ARMY FORCES ARE YOU NOW ASSIGNED*  1. ARMY AIR FORCES 2. ARMY SERVICE FORCES 3. ARMY GROUND FORCES 0. NO ANSWER 
Q.16. WHAT ARM OR SERVICE ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. TANK DESTROYER 04. INFANTRY 05. ARMORED COMMAND 06. QUARTERMASTER CORPS 07. MEDICAL DEPARTMENT 08. SIGNAL CORPS 09. AIR CORPS 10. ORDNANCE DEPARTMENT 11. MILITARY POLICE 12. CHEMICAL WARFARE SERVICE 13. TRANSPORTATION CORPS 14. COAST ARTILLERY 15. ANTI-AIRCRAFT (C.A.C.) 16. CAVALRY 17. OTHER (WHICH ONE*) 00. NO ANSWER X. QUESTIONS 17A AND 17B CODED TOGETHER. 
"Q.17A. HAVE YOU SERVED OUTSIDE THE CONTINENTAL UNITED STATES IN THIS WAR*  Q.17B. (IF YES) HAVE YOU BEEN IN ACTUAL COMBAT IN THIS WAR*  1. NO, HAVE NOT SERVED OUTSIDE CONTINENTAL U.S.A. 2. YES, HAVE SERVED OUTSIDE U.S.A., HAVE NOT BEEN IN ACTUAL COMBAT 3. YES, HAVE SERVED OUTSIDE U.S.A., HAVE BEEN UNDER ENEMY FIRE, BUT NOT IN ACTUAL COMBAT 4. YES, HAVE SERVED OUTSIDE U.S.A., HAVE BEEN IN ACTUAL COMBAT 5. YES, HAVE SERVED OUTSIDE U.S.A., NO ANSWER CONCERNING COMBAT 0. NO ANSWER "
"Q.18. HAVE YOU RECEIVED ANY MILITARY AWARDS, CITATIONS, DECORATIONS, ETC.*  1. NO 2. YES, PURPLE HEART 3. YES, OTHER 4. YES, NONE NAMED 0. NO ANSWER "
"Q.19. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF TAKING VOLUNTEERS ONLY*  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 0. NO ANSWER SPLIT. FORM A "
"Q.20. WHICH OF THE FOLLOWING WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY* (CHECK ONE - IF YOU WERE DOING MORE THAN ONE OF THESE, CHECK THE ONE YOU SPENT THE MOST TIME ON AND WRITE THE OTHER UNDER ""SOMETHING ELSE"")  1. WORKING FOR AN EMPLOYER, ON SALARY, WAGES OR COMMISSION 2. GOING TO FULL-TIME SCHOOL OR COLLEGE 3. FARMING FOR MYSELF 4. HAD MY OWN BUSINESS 5. LOOKING FOR A JOB 6. SOMETHING ELSE (WHAT*) 0. NO ANSWER 9. INAPPLICABLE (FORM B AND X) SPLIT. FORM B. "
"Q.20. WHICH OF THE FOLLOWING WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY* (CHECK AS MANY AS YOU WERE DOING JUST BEFORE YOU CAME INTO THE ARMY.)  01. WORKING FULL-TIME FOR AN EMPLOYER, ON SALARY, WAGES OR COMMISSION 02. GOING TO FULL-TIME SCHOOL OR COLLEGE 03. FARMING FOR MYSELF 04. HAD MY OWN BUSINESS 05. LOOKING FOR A JOB 06. WORKING PART-TIME FOR AN EMPLOYER 07. GOING TO PART-TIME SCHOOL OR COLLEGE 08. SOMETHING ELSE (WHAT*) 09. I WAS IN THE REGULAR ARMY 00. NO ANSWER 99. INAPPLICABLE (FORM A AND X) X. THE FOLLOWING QUESTIONS NOT CODED BY SURVEY ORGANIZATION. "
"Q.23A. YOU WILL PROBABLY WANT TO TAKE A VACATION FIRST OF ALL AFTER YOU GET OUT OF THE ARMY. BUT AFTER THAT, WHICH ONE OF THE THINGS BELOW DO YOU THINK YOU ARE MOST LIKELY TO DO* (CHECK ONLY ONE - THE THING YOU THINK YOU ARE MOST LIKELY TO DO FIRST, EVEN IF YOU SHOULD PLAN TO CHANGE TO SOMETHING ELSE AFTERWARD.)  1. WORK FOR AN EMPLOYER, ON SALARY, WAGES OR COMMISSION 2. GO TO FULL-TIME SCHOOL OR COLLEGE 3. FARM FOR MYSELF 4. HAVE MY OWN BUSINESS 5. STAY IN THE ARMY 6. I,M UNDECIDED WHAT I WILL DO 0. NO ANSWER 9. INAPPLICABLE (FORMS B AND X) "
"Q.27. WHAT TYPE OF EMPLOYER DO YOU EXPECT TO WORK FOR RIGHT AFTER YOU LEAVE THE ARMY*  1. I EXPECT TO WORK FOR A BRANCH OF THE GOVERNMENT (FEDERAL, STATE, CITY, ETC.) 2. I EXPECT TO WORK FOR SOME OTHER EMPLOYER (A COMPANY, PERSON, AGENCY, ETC.) 3. I EXPECT TO FARM FOR MYSELF 4. I EXPECT TO HAVE MY OWN BUSINESS 5. I PLAN TO STAY IN THE ARMY 6. I PLAN TO GO TO FULL-TIME SCHOOL 7. I HAVEN,T DECIDED WHAT I WILL DO 0. NO ANSWER 9. INAPPLICABLE (FORM A AND X) X. QUESTIONS 28-31 NOT CODED BY SURVEY ORGANIZATION. "
"Q.32. DO YOU PLAN TO START A BUSINESS OF YOUR OWN OR TO RUN A FARM SOON AFTER YOU LEAVE THE ARMY*  1. I ALREADY HAVE A BUSINESS (OR A FARM) WHICH I EXPECT TO OPERATE AFTER THE WAR 2. NO, I DON,T PLAN TO START A BUSINESS OR RUN A FARM 3. YES, I AM ALMOST SURE I WILL START A BUSINESS OR RUN A FARM 4. I MAY, BUT I,M NOT SURE 0. NO ANSWER "
"Q.33. DO YOU EXPECT TO GO BACK TO FULL-TIME SCHOOL OR COLLEGE AFTER YOU LEAVE THE ARMY*  1. YES, I AM ALMOST SURE TO GO TO FULL-TIME SCHOOL OR COLLEGE 2. I MAY GO TO FULL-TIME SCHOOL OR COLLEGE BUT I,M NOT SURE 3. I AM PLANNING TO GO TO PART-TIME SCHOOL 4. NO, I DON,T THINK I WILL GO BACK TO SCHOOL OR COLLEGE 0. NO ANSWER "
"Q.35A. AFTER THE WAR, ENLISTED MEN MAY BE GIVEN THE OPPORTUNITY TO ENLIST IN AN ORGANIZED RESERVE CORPS FOR THREE YEAR PERIODS. ASSUMING THAT (1) YOU WOULD KEEP THE GRADE YOU REACH BY THE END OF THE WAR WITH OPPORTUNITY FOR PROMOTION, AND (2) YOU MIGHT BE CALLED TO ACTIVE DUTY FOR 15 DAYS EACH YEAR, DO YOU THINK YOU WOULD WANT TO ENLIST IN AN ORGANIZED RESERVE CORPS*  1. YES, I AM CERTAIN I WOULD WANT TO 2. YES, I MIGHT WANT TO, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD WANT TO 4. NO, I AM CERTAIN I WOULD NOT WANT TO 0. NO ANSWER F. IF YOU CHECKED ""YES"" TO Q.35A, ANSWER Q.35B-C. "
"Q.35C. PLEASE GO BACK AND WRITE THE NUMBER 1 IN FRONT OF THE ONE MOST IMPORTANT FACTOR. X. MOST IMPORTANT FACTOR CODED.  01. THE POSSIBLE INTERFERENCE OF 15 DAYS OF ACTIVE DUTY EACH YEAR WITH MY CIVILIAN JOB 02. THE ADVANTAGE OF BEING IN THE RESERVE IN CASE OF ANOTHER WAR 03. THE NATURE OF MY DUTIES DURING THE 15 DAYS OF ACTIVE DUTY 04. THE RANK I WOULD HOLD AND THE OPPORTUNITIES FOR PROMOTION 05. THE NEED OF ENLISTED MEN IN THE RESERVE FOR THE NATIONAL SECURITY 06. MY ABILITY TO SATISFY AGE AND PHYSICAL CONDITION REQUIREMENTS 07. THE PAY RECEIVED DURING ACTIVE DUTY 08. THE FACT THAT I WAS NOT ACCEPTED BY THE REGULAR ARMY 09. SOME OTHER REASON 99. INAPPLICABLE 00. NO ANSWER F. IF YOU CHECKED ""NO"" TO Q.35A, ANSWER Q.35D-E. "
"Q.35E. PLEASE GO BACK AND WRITE THE NUMBER 1 IN FRONT OF YOUR ONE MOST IMPORTANT REASON. X. MOST IMPORTANT FACTOR CODED.  1. BECAUSE ARMY LIFE IS NOT ATTRACTIVE TO ME 2. BECAUSE I PLAN TO ENLIST IN THE REGULAR ARMY 3. BECAUSE 15 DAYS ACTIVE DUTY EACH YEAR MIGHT INTERFERE WITH MY CIVILIAN JOB 4. BECAUSE I BELIEVE THERE WILL BE NO PLACE FOR ME IN THE RESERVE 5. SOME OTHER REASON 9. INAPPLICABLE 0. NO ANSWER P. ONE OF THE PROPOSED PLANS FOR THE POST-WAR ARMY IS BASED UPON THE POSSIBILITY OF A PEACE-TIME MILITARY TRAINING PROGRAM FOR ALL YOUNG MEN. IF SUCH A PROGRAM IS STARTED, THERE MAY BE A CHANCE FOR ENLISTED MEN NOW IN THE ARMY TO STAY ON ACTIVE DUTY AFTER THE WAR TO HELP TRAIN THESE RECRUITS. "
"Q.36. DO YOU THINK YOU WOULD WANT TO STAY IN THE ARMY AFTER THE WAR FOR CONTINUED ACTIVE DUTY*  1. YES, I AM CERTAIN I WOULD STAY 2. YES, I MIGHT STAY, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD STAY 4. NO, I AM CERTAIN I WOULD NOT STAY 0. NO ANSWER F. IF YOU CHECKED ""NO"", ANSWER Q.37, AND THEN SKIP TO Q.43. IF YOU CHECKED ""YES"", SKIP Q.37 AND CONTINUE WITH Q.38. P. TO BE ANSWERED, ONLY IF ""NO"" WAS CHECKED IN Q.36. "
"Q.37B. PLEASE GO BACK AND WRITE THE NUMBER 1 IN FRONT OF YOUR ONE MOST IMPORTANT REASON. X. MOST IMPORTANT REASON CODED.  1. BECAUSE ARMY LIFE IS NOT ATTRACTIVE TO ME 2. BECAUSE IT WOULD INTERFERE WITH MY CIVILIAN JOB OR CAREER PLANS 3. BECAUSE OF AGE AND PHYSICAL CONDITION REQUIREMENTS 4. BECAUSE PAY IS INADEQUATE 5. BECAUSE IT MAY INTERFERE WITH FAMILY LIFE 6. SOME OTHER REASON 9. INAPPLICABLE 0. NO ANSWER P. THE FOLLOWING QUESTIONS TO BE ANSWERED ONLY IF ""YES"" WAS CHECKED TO Q.36. P. IF YOU ARE CONSIDERING STAYING IN THE ARMY AS AN ENLISTED MAN ON ACTIVE DUTY AFTER THE WAR, ANSWER EACH OF THE FOLLOWING QUESTIONS. IF YOU ARE SURE YOU WOULD NOT CONSIDER STAYING ON ACTIVE DUTY, SKIP THE NEXT FEW QUESTIONS AND GO TO"
Q.38B. PLEASE GO BACK AND WRITE THE NUMBER 1 IN FRONT OF THE ONE MOST IMPORTANT FACTOR. X. MOST IMPORTANT FACTOR CODED.  01. MY INABILITY TO GET A GOOD CIVILIAN JOB 02. THE RANK I WOULD HOLD AND THE OPPORTUNITIES FOR PROMOTION 03. THE CHANCE TO CHOOSE MY BRANCH OF SERVICE 04. THE KIND OF JOB ASSIGNMENT I WOULD GET 05. THE AMOUNT OF PAY RECEIVED 06. THE POST OR STATION TO WHICH I WAS ASSIGNED 07. THE NEED OF MY SERVICES FOR THE NATIONAL SECURITY 08. THE OPPORTUNITY TO LIVE WITH MY FAMILY 09. MY ABILITY TO SATISFY AGE AND PHYSICAL CONDITION QUALIFICATIONS 10. SOME OTHER REASON 99. INAPPLICABLE 00. NO ANSWER 
Q.39. FOR HOW LONG A PERIOD OF CONTINUED ACTIVE DUTY IMMEDIATELY AFTER THE WAR WOULD YOU CONSIDER SIGNING-UP* (CHECK ONE - THE LONGEST TIME PERIOD YOU WOULD BE WILLING TO SERVE)  1. UP TO 6 MONTHS 2. UP TO 1 YEAR 3. UP TO 2 YEARS 4. UP TO 3 YEARS 9. INAPPLICABLE 0. NO ANSWER 
"Q.40A. WHAT ARM OR SERVICE WOULD YOU PREFER, IF YOU WERE TO STAY IN THE ARMY ON ACTIVE DUTY AFTER THE WAR*  01. ENGINEERS 02. FIELD ARTILLERY 03. TANK DESTROYER 04. INFANTRY 05. ARMORED COMMAND 06. QUARTERMASTER CORPS 07. MEDICAL DEPARTMENT 08. SIGNAL CORPS 09. AIR CORPS 10. ORDNANCE DEPARTMENT 11. MILITARY POLICE 12. CHEMICAL WARFARE SERVICE 13. TRANSPORTATION CORPS 14. COAST ARTILLERY 15. ANTI-AIRCRAFT (C.A.C.) 16. CAVALRY 17. OTHER (WHICH ONE*) 99. INAPPLICABLE 00. NO ANSWER "
"Q.40B. IF YOU COULD NOT BE ASSIGNED TO THE ARM OR SERVICE OF YOUR CHOICE, WOULD YOU STILL WANT TO STAY IN THE ARMY ON ACTIVE DUTY*  1. YES 2. NO 3. UNDECIDED 9. INAPPLICABLE 0. NO ANSWER P. QUESTIONS 41 AND 42 ARE FOR AIR CORPS ENLISTED FLYING PERSONNEL ONLY. OTHERS WILL GO TO Q.43. "
"Q.41. WOULD YOU WANT TO REMAIN IN THE AIR CORPS ON ACTIVE DUTY AFTER THE WAR, EVEN IF YOU COULD NOT RETAIN YOUR FLYING STATUS*  1. YES, I WOULD WANT TO STAY IN THE AIR CORPS EVEN IF I COULD NOT RETAIN MY FLYING STATUS 2. NO, I WOULD STAY ONLY IF I COULD KEEP MY FLYING STATUS 3. UNDECIDED 9. INAPPLICABLE 0. NO ANSWER "
"Q.42. IF FLYING PAY WERE CUT OUT AFTER THE WAR AND YOU COULD GET ONLY THE REGULAR PAY FOR YOUR GRADE, WOULD YOU STILL WANT TO STAY IN THE AIR CORPS ON ACTIVE DUTY, WITH FLYING STATUS, AFTER THE WAR*  1. YES, I WOULD WANT TO STAY EVEN IF FLYING PAY WERE CUT OUT 2. NO, I WOULD WANT TO STAY ONLY IF I COULD CONTINUE TO DRAW FLYING PAY 3. UNDECIDED 9. INAPPLICABLE 0. NO ANSWER P. EVERYONE SHOULD ANSWER THE FOLLOWING QUESTIONS: "
"Q.43. IF YOU ARE PLANNING TO GO TO COLLEGE AFTER THE WAR, WOULD YOU BE INTERESTED IN CONTINUING YOUR MILITARY TRAINING AS AN OFFICER CANDIDATE IN THE RESERVE OFFICERS TRAINING CORPS (R.O.T.C.) WHILE ATTENDING COLLEGE*  1. I AM NOT PLANNING TO GO TO COLLEGE 2. YES, I AM CERTAIN I WOULD BE INTERESTED 3. YES, I MIGHT BE INTERESTED, BUT I,M NOT SURE 4. NO, I DON,T THINK I,D BE INTERESTED 5. NO, I AM CERTAIN I WOULD NOT BE INTERESTED 0. NO ANSWER "
"Q.44. HAVE YOU AT ANY TIME RECEIVED ANY R.O.T.C. TRAINING*  1. NO 2. YES, AT HIGH SCHOOL 3. YES, AT COLLEGE 4. YES, AT HIGH SCHOOL AND COLLEGE 0. NO ANSWER "
"Q.45. WHICH OF THE FOLLOWING WOULD YOU MOST PREFER IN REGARD TO YOUR RELATIONSHIP WITH THE ARMY AFTER THE WAR*  1. I WOULD PREFER TO STAY IN THE ARMY ON CONTINUED ACTIVE DUTY 2. I WOULD PREFER TO LEAVE THE ARMY, BUT TO STAY IN AN ORGANIZED RESERVE CORPS ON INACTIVE DUTY 3. I WOULD PREFER NOT TO HAVE ANY CONNECTION WITH THE POST- WAR ARMY 4. UNDECIDED 0. NO ANSWER SPLIT. FORM A. "
"Q.46. AFTER THIS WAR IS OVER, DO YOU THINK EVERY ABLE BODIED YOUNG MAN SHOULD BE REQUIRED TO SERVE ONE YEAR IN THE ARMY OR NAVY*  1. YES 2. NO 3. NO OPINION 0. NO ANSWER 9. INAPPLICABLE (FORM B AND X) SPLIT. FORM B. "
"Q.46. AFTER THE WAR, DO YOU THINK ALL YOUNG MEN SHOULD BE REQUIRED TO TAKE ONE YEAR OF MILITARY TRAINING*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 9. INAPPLICABLE (FORM A AND X) **************************************************************** E. THE FOLLOWING QUESTIONS (Q.1-Q.7) ASKED OF FORMS A AND B ONLY. SPLIT. FORMS A AND B. "
"Q.1A. ""NOT ENOUGH PASSES AND FURLOUGHS""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1B. ""PROMOTIONS FROZEN OR TOO SLOW""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1C. ""WRONG JOB ASSIGNMENT""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1D. ""DISCIPLINE TOO STRICT ABOUT PETTY THINGS""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1E. ""WORK TOO HARD OR HOURS TOO LONG""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1F. ""TOO MUCH TIME IS WASTED DURING THE DAY""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1G. ""TOO MUCH ,CHICKEN, TO PUT UP WITH""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.1H. ""THE WRONG MEN GET THE BREAKS""*  1. USUALLY HAVE GOOD REASON TO GRIPE ABOUT IT 2. USUALLY DO NOT HAVE GOOD REASON TO GRIPE ABOUT IT 3. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.2A. ""IF ENLISTED MEN HAVE TO OBSERVE CURFEW, OFFICERS SHOULD TOO.""  1. I WOULD TEND TO AGREE 2. I WOULD TEND TO DISAGREE 3. I AM UNDECIDED 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.2B. ""WHEN ENLISTED MEN CANNOT BE GIVEN PASSES OR LEAVES, OFFICERS SHOULD NOT GET THEM EITHER.""  1. I WOULD TEND TO AGREE 2. I WOULD TEND TO DISAGREE 3. I AM UNDECIDED 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.2C. ""TOO MANY OFFICERS TAKE UNFAIR ADVANTAGE OF THEIR RANK AND PRIVILEGES.""  1. I WOULD TEND TO AGREE 2. I WOULD TEND TO DISAGREE 3. I AM UNDECIDED 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.2D. ""IT WOULD BE A LOT BETTER IF OFFICERS AND ENLISTED MEN WERE MORE FRIENDLY WITH EACH OTHER.""  1. I WOULD TEND TO AGREE 2. I WOULD TEND TO DISAGREE 3. I AM UNDECIDED 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.3A. IN GENERAL DO YOU THINK THE ARMY HAS TRIED ITS BEST TO SEE THAT ENLISTED MEN GET AS SQUARE A DEAL AS POSSIBLE*  1. YES, IT HAS TRIED ITS BEST 2. IT HAS TRIED SOME BUT NOT HARD ENOUGH 3. IT HAS HARDLY TRIED AT ALL 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.4A. IN GENERAL, DO YOU FEEL THAT YOU YOURSELF HAVE GOTTEN A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE I HAVE NOT GOTTEN A SQUARE DEAL 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.5. HOW DO YOU THINK WE WILL GET ALONG WITH ENGLAND AFTER THE WAR*  1. WE WILL GET ALONG VERY WELL 2. WE WILL DISAGREE ABOUT SOME THINGS BUT MANAGE TO GET ALONG 3. WE WILL HAVE SOME SERIOUS DISAGREEMENTS BUT WE WON,T FIGHT EACH OTHER 4. UNDECIDED 5. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.6. HOW DO YOU THINK WE WILL GET ALONG WITH RUSSIA AFTER THE WAR*  1. WE WILL GET ALONG VERY WELL 2. WE WILL DISAGREE ABOUT SOME THINGS BUT MANAGE TO GET ALONG 3. WE WILL HAVE SOME SERIOUS DISAGREEMENTS BUT WE WON,T FIGHT EACH OTHER 4. WE WILL VERY LIKELY FIGHT EACH OTHER SOONER OR LATER 5. UNDECIDED 6. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.7. DO YOU THINK THERE WILL BE ANOTHER WAR IN THE NEXT 2 YEARS OR SO*  1. YES 2. NO 3. UNDECIDED 4. NO ANSWER 9. INAPPLICABLE (FORM X) **************************************************************** P. LEADERS OF THE BIG ALLIED POWERS RECENTLY MET AT YALTA, IN THE RUSSIAN CRIMEA, ON THE SHORE OF THE BLACK SEA, TO MAKE PLANS FOR THE FUTURE OF THE WORLD. "
"Q.1. HAVE YOU HEARD OR READ ABOUT THIS CONFERENCE*  1. YES 2. NO 3. DON,T KNOW 4. NO ANSWER 9. INAPPLICABLE (FORM X) "
"Q.2. WAS THIS CONFERENCE DISCUSSED IN A RECENT ORIENTATION MEETING AT WHICH YOU WERE PRESENT*  1. YES 2. NO 3. DON,T KNOW 4. I HAVE NOT ATTENDED AN ORIENTATION MEETING SINCE THE CRIMEAN CONFERENCE 5. NO ANSWER 9. INAPPLICABLE (FORM X) X. COLS. 78-80 NOT USED. CARD 2 "
CARD.  2. CARD TWO 
DECK.  198. SURVEY NUMBER 
