CARD.  1. CARD ONE 
Q.15. WOULD YOU CHANGE TO SOME OTHER ARMY JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.16. HOW DO YOU FEEL ABOUT THE AMOUNT OF WORK YOU HAVE TO DO*  1. I HAVE TOO MUCH TO DO, BUT MOST OF IT IS NECESSARY 2. I HAVE TOO MUCH TO DO AND A LOT OF IT IS UNNECESSARY 3. I HAVE ABOUT THE RIGHT AMOUNT OF WORK TO DO 4. I AM NOT KEPT VERY BUSY, BUT I DON,T MIND SITTING AROUND 5. I DON,T HAVE ENOUGH TO DO, AND IT GETS PRETTY TIRESOME SITTING AROUND 0. NO ANSWER "
"Q.17. IN GENERAL, HOW WELL DO YOU LIKE WORKING IN YOUR PRESENT ARMY JOB*  1. I REALLY ENJOY MY WORK VERY MUCH 2. I LIKE IT FAIRLY WELL 3. I DISLIKE IT A LITTLE 4. I DISLIKE IT VERY MUCH 0. NO ANSWER "
"Q.18. HAVE YOU EVER SERVED IN THE ARMY OUTSIDE THE UNITED STATES IN THIS WAR* Z. EDIT ""YES"" TO ""NO"" IF MAN INDICATES THAT HIS ONLY OVERSEAS EXPERIENCE IS PUERTO RICO, BORINQUEN FIELD, OR OTHER SUCH OVERSEAS TRAINING MISSIONS. SOME MEN CALL IT ""GYPSY"".  1. YES 2. NO 0. NO ANSWER "
Q.19. HAVE YOU BEEN IN ACTUAL COMBAT OR UNDER ENEMY FIRE IN THIS WAR*  1. YES 2. NO 0. NO ANSWER 
"Q.20A. HOW DO YOU FEEL ABOUT SERVING OVERSEAS*  1. I WANT TO GET OVERSEAS AS SOON AS POSSIBLE 2. I,M READY TO GO WHENEVER I,M NEEDED 3. I,D LIKE TO STAY IN THE U.S. FOR A FEW MONTHS, BUT THEN I,LL BE READY TO GO ANYWHERE 4. I DON,T WANT TO GO OVERSEAS 0. NO ANSWER X. QUESTION 20B NOT CODED. "
Q.21A. ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST WITH JAPAN*  01. LESS THAN 6 MONTHS 02. EXACTLY 6 MONTHS 03. MORE THAN 6 MONTHS UP TO BUT NOT INCLUDING 1 YEAR 04. EXACTLY 1 YEAR 05. MORE THAN 1 YEAR UP TO BUT NOT INCLUDING 18 MONTHS 06. EXACTLY 18 MONTHS (1 1/2 YEARS) 07. OVER 18 MONTHS UP TO 2 YEARS 08. EXACTLY 2 YEARS 09. OVER 2 YEARS UP TO BUT NOT INCLUDING 3 YEARS 10. 3 YEARS OR MORE 00. NO ANSWER 
"Q.21B. IF YOU EXPECT TO BE SENT OVERSEAS, HOW LONG DO YOU THINK YOU,LL BE GONE*  01. LESS THAN 6 MONTHS 02. EXACTLY 6 MONTHS 03. MORE THAN 6 MONTHS UP TO BUT NOT INCLUDING 1 YEAR 04. EXACTLY 1 YEAR 05. MORE THAN 1 YEAR UP TO BUT NOT INCLUDING 18 MONTHS 06. EXACTLY 18 MONTHS (1 1/2 YEARS) 07. OVER 18 MONTHS UP TO 2 YEARS 08. EXACTLY 2 YEARS 09. OVER 2 YEARS UP TO BUT NOT INCLUDING 3 YEARS 10. 3 YEARS OR MORE 00. NO ANSWER "
"Q.22. HOW IMPORTANT A PART DO YOU THINK YOUR TYPE OF OUTFIT (BASE UNIT, SERVICE GROUP OR BOMBER GROUP) WILL PLAY IN WINNING THE WAR*  1. A VERY IMPORTANT PART 2. A FAIRLY IMPORTANT PART 3. NOT A VERY IMPORTANT PART 4. NOT IMPORTANT AT ALL 0. NO ANSWER "
Q.23. DO YOU EVER GET THE FEELING THAT THIS WAR IS NOT WORTH FIGHTING*  1. VERY OFTEN 2. SOMETIMES 3. ONLY ONCE IN A GREAT WHILE 4. NEVER 0. NO ANSWER 
"Q.24. HOW MANY OF YOUR PRESENT OFFICERS ARE THE KIND THAT ALWAYS TRY TO LOOK OUT FOR THE WELFARE OF ENLISTED MEN*  1. NONE 2. FEW 3. ABOUT HALF 4. MOST 5. ALL 6. DON,T KNOW 0. NO ANSWER "
Q.25. DO YOU FEEL YOU REALLY BELONG IN YOUR OUTFIT AND ARE AN IMPORTANT PART OF IT*  1. VERY MUCH SO 2. FAIRLY MUCH SO 3. NOT VERY MUCH 4. NOT AT ALL 0. NO ANSWER 
"Q.26. IN GENERAL DO YOU THINK THAT THE ENLISTED MEN IN YOUR PRESENT OUTFIT GET A SQUARE DEAL FROM THEIR OFFICERS*  1. YES, IN MOST WAYS THEY DO 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE THEY DO NOT GET A SQUARE DEAL 4. I HAVEN,T BEEN IN THIS OUTFIT LONG ENOUGH TO KNOW 0. NO ANSWER "
"Q.27. IN GENERAL, DO YOU FEEL YOU YOURSELF HAVE GOTTEN A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE I HAVE NOT GOTTEN A SQUARE DEAL 0. NO ANSWER "
"Q.28. CONSIDERING THEIR RESPONSIBILITIES, HOW DO YOU FEEL ABOUT THE PRIVILEGES THAT OFFICERS GET COMPARED WITH ENLISTED MEN*  1. FAR TOO MANY PRIVILEGES COMPARED WITH ENLISTED MEN 2. A FEW TOO MANY PRIVILEGES COMPARED WITH ENLISTED MEN 3. ABOUT THE RIGHT NUMBER OF PRIVILEGES 4. TOO FEW PRIVILEGES 0. NO ANSWER "
"Q.29. IF YOU HAD YOUR CHOICE, WOULD YOU RATHER BE STATIONED AT THIS BASE OR AT THE ONE IN THIS COUNTRY WHERE YOU WERE LAST REGULARLY STATIONED BEFORE COMING HERE*  1. I WOULD RATHER BE STATIONED HERE 2. I WOULD RATHER BE AT THE PLACE I WAS LAST STATIONED 3. IT WOULD MAKE NO DIFFERENCE 4. I HAVE NEVER BEEN STATIONED AT ANY OTHER BASE 0. NO ANSWER "
"Q.30A....THE MEDICAL SERVICE YOU ARE GETTING*  1. ABOUT AS GOOD AS IT COULD BE UNDER THE CIRCUMSTANCES 2. COULD BE IMPROVED BUT IT WOULDN,T MAKE TOO MUCH DIFFERENCE TO ME 3. COULD BE IMPROVED AND IT WOULD HELP A LOT IF IT WERE 4. UNCERTAIN 0. NO ANSWER "
"Q.30B....THE RECREATIONAL FACILITIES AT THIS BASE*  1. ABOUT AS GOOD AS THEY COULD BE UNDER THE CIRCUMSTANCES 2. COULD BE IMPROVED BUT IT WOULDN,T MAKE TOO MUCH DIFFERENCE TO ME 3. COULD BE IMPROVED AND IT WOULD HELP A LOT IF IT WERE 4. UNCERTAIN 0. NO ANSWER "
"Q.30C....THE FOOD AT YOUR MESS*  1. ABOUT AS GOOD AS IT COULD BE UNDER THE CIRCUMSTANCES 2. COULD BE IMPROVED BUT IT WOULDN,T MAKE TOO MUCH DIFFERENCE TO ME 3. COULD BE IMPROVED AND IT WOULD HELP A LOT IF IT WERE 4. UNCERTAIN 0. NO ANSWER "
Q.31A. SERVICE CLUB*  1. GOOD 2. FAIR 3. POOR 0. NO ANSWER 
Q.31B. POST EXCHANGE*  1. GOOD 2. FAIR 3. POOR 0. NO ANSWER 
Q.31C. LAUNDRY SERVICE*  1. GOOD 2. FAIR 3. POOR 0. NO ANSWER 
"Q.32. HOW MUCH DOES IT BOTHER YOU WHEN YOU ARE ORDERED TO DO THINGS WHICH YOU DON,T SEE A GOOD REASON FOR DOING*  1. BOTHERS ME A GREAT DEAL 2. BOTHERS ME QUITE A BIT 3. DOESN,T BOTHER ME MUCH 4. DOESN,T BOTHER ME AT ALL 0. NO ANSWER "
"Q.33. WHAT DO YOU THINK OF THE MILITARY CONTROL AND DISCIPLINE AT THIS BASE*  1. IT,S TOO STRICT BUT MOST OF IT IS NECESSARY 2. IT,S TOO STRICT AND A LOT OF IT IS UNNECESSARY 3. IT,S ABOUT RIGHT 4. IT,S NOT STRICT ENOUGH 0. NO ANSWER "
"Q.34. HOW ARE THE PASSES IN YOUR OUTFIT*  1. TOUGHER TO GET THAN IS NECESSARY 2. TOUGH, BUT THERE ARE SOME GOOD REASONS FOR IT 3. ABOUT RIGHT 0. NO ANSWER "
"Q.35. IN GENERAL, HOW DOES YOUR OUTFIT GET ALONG WITH OTHER ORGANIZATIONS AT THIS BASE*  1. VERY WELL 2. FAIRLY WELL 3. NOT VERY WELL 4. VERY POORLY 0. NO ANSWER "
Q.36. HOW SUCCESSFUL ARE YOUR OFFICERS IN GETTING WILLING AND WHOLE-HEARTED COOPERATION FROM THE MEN*  1. VERY SUCCESSFUL 2. FAIRLY SUCCESSFUL 3. NOT VERY SUCCESSFUL 4. UNSUCCESSFUL 5. NOT SURE 0. NO ANSWER 
Q.37. DO YOU FEEL YOUR OFFICERS KNOW WHAT YOUR ABILITIES ARE AND WHAT YOU ARE ABLE TO DO*  1. THEY HAVE A GOOD IDEA 2. THEY HAVE A FAIR IDEA 3. THEY KNOW LITTLE OR NOTHING ABOUT MY ABILITIES 0. NO ANSWER 
"Q.38. HOW MANY OF YOUR OFFICERS SEEM TO ""KNOW THEIR STUFF""*  1. NONE 2. FEW 3. ABOUT HALF 4. MOST 5. ALL 6. DON,T KNOW 0. NO ANSWER "
"Q.39. WHEN YOU ARE GIVEN A JOB TO DO, ARE YOU TOLD ENOUGH ABOUT IT SO THAT YOU CAN DO A GOOD JOB*  1. ALWAYS TOLD ENOUGH 2. USUALLY TOLD ENOUGH 3. OFTEN NOT TOLD ENOUGH 4. ALMOST NEVER TOLD ENOUGH 0. NO ANSWER "
Q.40. DOES THE OFFICER IN CHARGE OF YOUR DEPARTMENT OR SECTION GET AROUND ENOUGH TO KNOW WHAT IS GOING ON AND HOW THE WORK IS BEING DONE*  1. YES 2. NO 0. NO ANSWER 
Q.41. ARE YOU USUALLY TOLD WHY THE THINGS YOU DO AND THE THINGS THAT ARE DONE IN YOUR OUTFIT ARE NECESSARY*  1. ALMOST ALWAYS 2. USUALLY 3. ABOUT HALF THE TIME 4. USUALLY NOT 0. NO ANSWER 
"Q.42. DO YOU THINK MOST OF THE FLYING CREWS KNOW HOW MUCH WORK THE MEN ON THE LINE AND IN THE SHOPS HAVE TO DO TO KEEP THE PLANES READY TO FLY*  1. YES, MOST OF THEM DO 2. ABOUT HALF OF THEM DO 3. NO, MOST OF THEM DO NOT 0. NO ANSWER "
"Q.43. YOU WILL PROBABLY WANT TO TAKE A VACATION FIRST OF ALL AFTER YOU GET OUT OF THE ARMY. BUT AFTER THAT, WHICH ONE OF THE THINGS BELOW DO YOU THINK YOU ARE MOST LIKELY TO DO* (CHECK ONLY ONE - THE THING YOU THINK YOU ARE MOST LIKELY TO DO FIRST, EVEN IF YOU SHOULD PLAN TO CHANGE TO SOMETHING ELSE AFTERWARD.)  1. WORK FOR AN EMPLOYER, ON SALARY, WAGES OR COMMISSION 2. GO TO FULL-TIME SCHOOL OR COLLEGE 3. FARM 4. HAVE MY OWN BUSINESS 5. I PLAN TO STAY IN THE ARMY 6. I,M UNDECIDED WHAT I WILL DO 7. ALL DOUBLE CHECKS 0. NO ANSWER "
Q.44. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE (EDUCATION BEYOND COLLEGE) 0. NO ANSWER X. QUESTION 45 NOT CODED. 
"Q.46. IN GENERAL ARE YOU GLAD YOU ARE IN A B-29 OUTFIT (OR AT A B-29 BASE) OR WOULD YOU RATHER BE IN SOME OTHER TYPE OF OUTFIT*  1. PREFER B-29 OUTFIT 2. B-17 3. B-24 4. ALL OTHER ""B,S"" (BOMBERS) 5. ALL ""A"" SHIPS, SUCH AS A-26 (ATTACK) 6. ALL ""P"" SHIPS, (PURSUIT OR FIGHTER) 7. ALL OTHER SPECIFIED (MISCELLANEOUS) 8. ALL OTHER (NOT SPECIFIED) 9. MAKES NO DIFFERENCE 0. NO ANSWER "
"Q.47. ON THE WHOLE, HOW IS THE MORALE OF THE MEN IN YOUR OUTFIT*  1. VERY HIGH 2. HIGH 3. JUST SO-SO 4. LOW 5. VERY LOW 0. NO ANSWER "
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  1. OFFICER - ENLISTED MEN RELATIONS IN GENERAL (NOT FRIENDLY ENOUGH, PULL RANK ON YOU, DON,T TREAT YOU LIKE A MAN, NOT INTERESTED IN YOUR WELFARE) 2. NOT CHOSEN "
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  39 1. OFFICER - ENLISTED MEN RELATIONS WITH REGARD TO JOB SPECIFICALLY (OFFICERS DON,T KNOW STUFF, DON,T LAY OUT WORK WELL, DON,T TELL YOU ALL YOU NEED TO KNOW, DON,T HANDLE CIVILIAN EMPLOYEES PROPERLY) 1095 2. NOT CHOSEN "
Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  126 1. PASS SITUATION BAD 1008 2. NOT CHOSEN 
Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  144 1. FURLOUGH SITUATION BAD 990 2. NOT CHOSEN 
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  29 1. FOOD (CHOW, MESS) NOT GOOD, NOT ENOUGH, ETC. 1105 2. NOT CHOSEN "
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  1. RECREATION NOT ADEQUATE (U.S.O., SERVICE CLUBS, SHOWS, P.X., NOTHING TO DO ON BASE) 2. NOT CHOSEN "
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  53 1. WORK SCHEDULES BAD (NEED STANDARDIZED PROCEDURES, HOURS YOU CAN DEPEND ON, NO TIME TO YOURSELF) 1081 2. NOT CHOSEN "
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  104 1. LESS CHICKEN-RED TAPE, DETAIL AND ROUTINE; FEWER RESTRICTIONS; MORE PRIVILEGES 1030 2. NOT CHOSEN "
Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  79 1. COMPLAINT OF OFFICERS BUT NO INDICATION WHETHER COLUMN 66 OR COLUMN 67 ABOVE 1055 2. NOT CHOSEN 
Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  68 1. COMPLAINTS ON RATINGS AND PROMOTIONS; T/O NOT HIGH ENOUGH 1066 2. NOT CHOSEN 
Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  283 1. MISCELLANEOUS 851 2. NOT CHOSEN 
"Q.48. WHAT ONE THING DO YOU THINK WOULD DO THE MOST GOOD TO IMPROVE THE MORALE OF THE MEN IN YOUR OUTFIT*  218 1. NO ANSWER OR DON,T KNOW 916 2. NOT CHOSEN "
"Q.49. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*  1. AS A SOLDIER 2. AS A WAR WORKER 3. UNDECIDED 0. NO ANSWER "
"Q.50. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER "
"Q.51A. AS FAR AS YOU KNOW, ARE YOU NOW CLASSIFIED BY THE ARMY AS PHYSICALLY FIT FOR OVERSEAS DUTY*  1. YES 2. NO 3. I DON,T KNOW 0. NO ANSWER CARD 2 "
CARD.  2. CARD TWO 
DECK.  207. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-207F 2. S-20XX 
"Q.51B. IN YOUR OWN OPINION, ARE YOU PHYSICALLY FIT FOR OVERSEAS DUTY*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER X. DATA FOR QUESTIONS 52A-52O NOT PROVIDED BY SURVEY ORGANIZATION. SEE QUESTION V.53D1. "
"Q.53C. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS* (RESPONSES: I AM USUALLY IN GOOD SPIRITS, I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME, I AM USUALLY IN LOW SPIRITS) V.53D1. NEUROPSYCHIATRIC INVENTORY SCORE: E. DERIVED FROM QUESTIONS 52A-52O.  00. SCORE OF 0 01. SCORE OF 1 02. SCORE OF 2 03. SCORE OF 3 04. SCORE OF 4 05. SCORE OF 5 06. SCORE OF 6 07. SCORE OF 7 08. SCORE OF 8 09. SCORE OF 9 10. SCORE OF 10 11. SCORE OF 11 12. SCORE OF 12 13. SCORE OF 13 14. SCORE OF 14 15. SCORE OF 15 16. SCORE OF 16 17. SCORE OF 17 18. SCORE OF 18 19. SCORE OF 19 20. SCORE OF 20 21. SCORE OF 21 22. SCORE OF 22 23. SCORE OF 23 24. SCORE OF 24 25. SCORE OF 25 26. SCORE OF 26 27. SCORE OF 27 28. SCORE OF 28 29. SCORE OF 29 30. SCORE OF 30 99. NO ANSWER V.53D2. NEUROPSYCHIATRIC INVENTORY SCORE: E. DERIVED FROM QUESTIONS 52C, 52E, 52K, 52L, 52O, 53A, 53B, 53C. "
"Q.53C. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS* (RESPONSES: I AM USUALLY IN GOOD SPIRITS, I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME, I AM USUALLY IN LOW SPIRITS) V.53D1. NEUROPSYCHIATRIC INVENTORY SCORE: E. DERIVED FROM QUESTIONS 52A-52O.  8 00. SCORE OF 0 7 01. SCORE OF 1 23 02. SCORE OF 2 303. SCORE OF 3 41 04. SCORE OF 4 45 05. SCORE OF 5 67 06. SCORE OF 6 92 07. SCORE OF 7 113 08. SCORE OF 8 115 09. SCORE OF 9 115 10. SCORE OF 10 134 11. SCORE OF 11 108 12. SCORE OF 12 97 13. SCORE OF 13 69 14. SCORE OF 14 45 15. SCORE OF 15 14 16. SCORE OF 16 4 99. NO ANSWER X. QUESTION 54 NOT CODED. "
"V.55. JOB SATISFACTION SCORE: E. DERIVED FROM QUESTIONS 13, 14, 15.  1. SCORE OF 1 2. SCORE OF 2 3. SCORE OF 3 4. SCORE OF 4 5. SCORE OF 5 "
V.56. CAMP AND OUTFIT IDENTIFICATION:  1. CAMP PRATT - BOMB SQUADRON 2. CAMP PRATT - BASE UNIT 3. CAMP PRATT - 369TH SERVICE GROUP V. SERIAL NUMBER WITHIN CAMP AND OUTFIT: 
V.56. CAMP AND OUTFIT IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
