"S195B.Q39. CAN YOU COUNT ON YOUR OFFICERS TO BACK YOU UP IN YOUR DUTIE?  1. YES, ALWAYS 2. YES, USUALLY 3. NO, YOU CAN'T COUNT ON IT 0. NO ANSWER P. THESE NEXT QUESTIONS ARE ABOUT PEOPLE AND COUNTRIES IN THE WAR. READ EACH QUESTION CAREFULLY AND THEN PUT A CHECK MARK IN FRONT OF THE ANSWER YOU THINK IS RIGHT. "
S195B.Q40A. WHO IS THE CHIEF OF STAFF OF THE U.S. ARM?  1. GENERAL MACARTHUR 2. GENERAL EISENHOWER 3. GENERAL ARNOLD 4. GENERAL MARSHALL 0. NO ANSWER 
S195B.Q40B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
S195B.Q41A. WHICH OF THE FOLLOWING COUNTRIES IS AT WAR AGAINST THE AXI?  1. ARGENTINA 2. SWEDEN 3. BRAZIL 4. TURKEY 0. NO ANSWER 
S195B.Q41B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
S195B.Q42A. WHERE WAS THE FIRST MAJOR BEACH HEAD ESTABLISHED BY THE ALLIES IN ITS INVASION OF EUROP?  1. SOUTHERN FRANCE 2. NORMANDY 3. HOLLAND 4. BELGIUM 0. NO ANSWER 
S195B.Q42B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
S195B.Q43A. WHO IS THE RECENTLY APPOINTED AMERICAN SECRETARY OF STAT?  1. WELLES 2. STETTINIUS 3. NELSON 4. BYRNES 0. NO ANSWER 
S195B.Q43B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195B.Q44A. THE MAN WHO SAID WE WOULD HAVE ""PEACE IN OUR TIME"" WAS...*  1. CHURCHILL 2. MUSSOLINI 3. CHAMBERLAIN 4. TANAKA 0. NO ANSWER "
S195B.Q44B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
"S195B.Q45A. THE ""CO-PROSPERITY SPHERE"" WAS A SCHEME OF ...*  1. THE GERMANS 2. THE SPANISH 3. THE ITALIANS 4. THE JAPANESE 0. NO ANSWER "
S195B.Q45B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER CARD 2 
S195B.CARD.  2. CARD TWO 
S195B.DECK.  195. SURVEY NUMBER 
S195B.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
S195B.FORM:  1. S-195A 2. S-195B 3. S-195C 
"S195B.Q46A. ""FASCISM"" BEGAN IN...*  1. IRELAND 2. RUSSIA 3. ITALY 4. GERMANY 0. NO ANSWER "
S195B.Q46B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER 
S195B.Q47A. THE FIRST OF THESE COUNTRIES TO BE INVADED BY THE NAZIS WAS...*  1. NORWAY 2. CZECHOSLOVAKIA 3. POLAND 4. BELGIUM 0. NO ANSWER 
S195B.Q47B. HOW SURE ARE YOU OF YOUR ANSWE?  1. VERY SURE 2. FAIRLY SURE 3. NOT SURE 0. NO ANSWER X. QUESTION 48 NOT CODED. 
"S195B.V49A. ATTITUDE TOWARD WAC SCORE - CONTENT: E. DERIVED FROM QUESTIONS 14A, 15A, 17A, 18A, 19A, 20A, 21A, 22A, 23A AND 24A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195B.V49B. ATTITUDE TOWARD WAC SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 14B, 15B, 17B, 18B, 19B, 20B, 21B, 22B, 23B AND 24B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195B.V50A. JOB SATISFACTION SCORE - CONTENT: E. DERIVED FROM QUESTIONS 4A, 5A, 6A, 7A, 8A, 9A, 10A, 11A, AND 12A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195B.V50B. JOB SATISFACTION SCORE - INTENSITY: E. DERIVED FROM QUESTIONS 4B, 5B, 6B, 7B, 8B, 9B. 10B, 11B, AND 12B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195B.V51A. KNOWLEDGE OF CURRENT EVENTS SCORE - CONTENT: E. DERIVED FROM QUESTIONS 40A, 41A, 42A, 43A, 44A, 45A AND 46A.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S195B.V51B. KNOWLEDGE OF CURRENT EVENTS - INTENSITY: E. DERIVED FROM QUESTIONS 40B, 41B, 42B, 43B, 44B, 45B AND 46B.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
S195B.V52. CAMP IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
