,CARD,DECK,BALLOT,S79.Q1,S79.Q2,S79.Q3,S79.Q4,S79.Q5,S79.Q6.x,S79.Q8,S79.Q9,S79.Q10,S79.Q11,S79.Q12,S79.Q13,S79.Q14,S79.Q15,S79.Q16,S79.Q17,S79.Q18,S79.Q19,S79.Q20,S79.Q21,S79.Q22,S79.Q23,S79.Q24,S79.Q25,S79.Q26,S79.Q27,S79.Q28,S79.Q29,S79.Q30,S79.Q31,S79.Q32,S79.Q33,S79.Q34,S79.Q35,S79.Q36,S79.Q37,S79.Q38,S79.Q39,S79.Q40,S79.Q41,S79.Q42,S79.Q43,S79.Q44,S79.Q45,S79.Q46,S79.Q47,S79.Q48,S79.Q49,S79.Q50,S79.Q51A,S79.Q51B.n,S79.Q52A,S79.Q52B.n,S79.Q53,S79.Q54,S79.Q55,S79.Q56,S79.Q57,S79.Q58,S79.Q59,S79.Q60,S79.Q61,S79.Q62,S79.Q63A,S79.Q63B.n,S79.Q64,S79.Q65,CARD..1,DECK..1,BALLOT..1,S79.Q66,S79.Q67,S79.Q68,S79.Q69,S79.Q70,S79.Q71,S79.Q72,S79.Q73,S79.Q74,S79.Q75,S79.Q76,S79.Q77,S79.Q78,S79.Q79,S79.Q80.n,S79.V81
450,1.0,79.0,451.0,3.0,10.0,6.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,10.0,3.0,1.0,2.0,4.0,3.0,3.0,,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,79.0,451.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,13381.0
451,1.0,79.0,452.0,1.0,10.0,8.0,0.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,,4.0,1.0,2.0,79.0,452.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,9661.0
452,1.0,79.0,453.0,3.0,10.0,4.0,4.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,6.0,4.0,1.0,3.0,4.0,2.0,,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,2.0,2.0,2.0,79.0,453.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,4531.0
453,1.0,79.0,454.0,2.0,10.0,7.0,2.0,5.0,5.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,3.0,3.0,2.0,79.0,454.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,,6411.0
454,1.0,79.0,455.0,1.0,10.0,4.0,5.0,5.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0,1.0,1.0,2.0,3.0,4.0,4.0,,2.0,,4.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,79.0,455.0,5.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,,10551.0
455,1.0,79.0,456.0,4.0,10.0,4.0,7.0,1.0,4.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,3.0,1.0,1.0,4.0,3.0,,3.0,,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,,1.0,4.0,2.0,79.0,456.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,9521.0
456,1.0,79.0,457.0,1.0,10.0,3.0,1.0,5.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,10.0,2.0,1.0,2.0,4.0,4.0,3.0,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,,2.0,2.0,2.0,79.0,457.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,14261.0
457,1.0,79.0,458.0,4.0,10.0,7.0,6.0,1.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,,3.0,,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,458.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,9161.0
458,1.0,79.0,459.0,3.0,10.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,4.0,6.0,1.0,4.0,5.0,1.0,,3.0,,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,,2.0,2.0,2.0,79.0,459.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,0.0,,3291.0
459,1.0,79.0,460.0,6.0,10.0,5.0,9.0,5.0,5.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,11.0,3.0,3.0,11.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,3.0,1.0,3.0,4.0,1.0,,3.0,,4.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,0.0,3.0,2.0,79.0,460.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,,5971.0
460,1.0,79.0,461.0,2.0,10.0,4.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,,2.0,,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,79.0,461.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,,6911.0
461,1.0,79.0,462.0,2.0,10.0,8.0,3.0,5.0,1.0,5.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,7.0,4.0,1.0,2.0,4.0,2.0,,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,2.0,3.0,2.0,79.0,462.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,6241.0
462,1.0,79.0,463.0,1.0,10.0,2.0,6.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,6.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,7.0,3.0,7.0,1.0,4.0,4.0,3.0,,3.0,,4.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,463.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,9821.0
463,1.0,79.0,464.0,2.0,10.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,11.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,7.0,3.0,1.0,3.0,4.0,3.0,,2.0,,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,1.0,1.0,2.0,79.0,464.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,3491.0
464,1.0,79.0,465.0,1.0,10.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,10.0,1.0,1.0,2.0,3.0,5.0,3.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,,1.0,3.0,2.0,79.0,465.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,,13271.0
465,1.0,79.0,466.0,4.0,10.0,7.0,7.0,5.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,6.0,4.0,1.0,4.0,3.0,3.0,,3.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,,2.0,3.0,2.0,79.0,466.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,,5411.0
466,1.0,79.0,467.0,2.0,11.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,10.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,10.0,1.0,3.0,2.0,3.0,4.0,3.0,,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,,1.0,2.0,2.0,79.0,467.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,,4491.0
467,1.0,79.0,468.0,1.0,11.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,,2.0,4.0,2.0,79.0,468.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,,1341.0
468,1.0,79.0,469.0,3.0,11.0,3.0,2.0,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,79.0,469.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,,7341.0
469,1.0,79.0,470.0,1.0,11.0,5.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,,2.0,2.0,2.0,79.0,470.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,,12741.0
470,1.0,79.0,471.0,2.0,11.0,2.0,7.0,1.0,2.0,5.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,,2.0,2.0,2.0,79.0,471.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,,3321.0
471,1.0,79.0,472.0,2.0,11.0,2.0,7.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,6.0,4.0,1.0,2.0,1.0,5.0,3.0,,3.0,,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,,2.0,4.0,2.0,79.0,472.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,,2541.0
472,1.0,79.0,473.0,1.0,11.0,5.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,,2.0,4.0,2.0,79.0,473.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,,14161.0
473,1.0,79.0,474.0,3.0,11.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,3.0,5.0,3.0,,3.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,79.0,474.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,,14471.0
474,1.0,79.0,475.0,1.0,11.0,5.0,7.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,11.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,3.0,,3.0,,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,,2.0,2.0,2.0,79.0,475.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,,8681.0
475,1.0,79.0,476.0,1.0,11.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,10.0,4.0,10.0,4.0,3.0,3.0,3.0,,1.0,,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,,1.0,4.0,2.0,79.0,476.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,,14601.0
476,1.0,79.0,477.0,1.0,11.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,6.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,5.0,7.0,3.0,6.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,9.0,1.0,7.0,2.0,3.0,5.0,4.0,,3.0,,4.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,,3.0,3.0,2.0,79.0,477.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,,931.0
477,1.0,79.0,478.0,1.0,11.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0,2.0,1.0,1.0,5.0,2.0,,4.0,,4.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,,2.0,3.0,2.0,79.0,478.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,,8171.0
478,1.0,79.0,479.0,2.0,10.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,,4.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,,1.0,4.0,2.0,79.0,479.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,,12841.0
479,1.0,79.0,480.0,4.0,10.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,6.0,4.0,2.0,4.0,5.0,3.0,,3.0,,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,,1.0,2.0,2.0,79.0,480.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,,1551.0
480,1.0,79.0,481.0,1.0,10.0,5.0,0.0,3.0,1.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,7.0,1.0,3.0,4.0,5.0,3.0,,4.0,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,,1.0,3.0,2.0,79.0,481.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,,14541.0
481,1.0,79.0,482.0,1.0,10.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,7.0,6.0,7.0,1.0,1.0,5.0,3.0,,2.0,,4.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,1.0,4.0,2.0,79.0,482.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,,2771.0
482,1.0,79.0,483.0,1.0,10.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,3.0,,3.0,,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,79.0,483.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,14111.0
483,1.0,79.0,484.0,1.0,10.0,3.0,7.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,6.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,10.0,6.0,10.0,4.0,2.0,4.0,2.0,,1.0,,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,79.0,484.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,,13581.0
484,1.0,79.0,485.0,1.0,10.0,0.0,7.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,10.0,3.0,1.0,1.0,3.0,6.0,2.0,,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,79.0,485.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,,1051.0
485,1.0,79.0,486.0,5.0,10.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,9.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,8.0,5.0,8.0,1.0,4.0,5.0,3.0,,4.0,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,,2.0,4.0,2.0,79.0,486.0,3.0,5.0,5.0,4.0,4.0,1.0,0.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,,9811.0
486,1.0,79.0,487.0,1.0,10.0,3.0,7.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0,2.0,1.0,10.0,5.0,10.0,4.0,3.0,4.0,1.0,,4.0,,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,,1.0,3.0,2.0,79.0,487.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,3.0,,2111.0
487,1.0,79.0,488.0,1.0,11.0,2.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,8.0,2.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,4.0,,4.0,,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,1.0,2.0,79.0,488.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,,8891.0
